,subject_id,condition,choice,rt,presentation01,p0,p1,last_stage_favours,m1,gm,m0,gp,choice_formatted,model,pred_mean_rt,pred_p_choose_0,pred_choice,pred_rt
0,97-attributes,exp_117,0.0,0.6551000000238418,1.0,0.49,0.22,0.0,0.79,0.6,0.42000000000000004,0.4,1.0,TwoStageBetween,0.6017,0.798,1,0.2779
1,97-attributes,exp_73,0.0,0.4535999999642372,1.0,0.8,0.2,1.0,0.6799999999999999,0.4,0.4,0.6,1.0,TwoStageBetween,0.2813,0.9923,1,0.39
2,97-attributes,exp_45,1.0,0.861,1.0,0.81,0.48,0.0,0.79,0.6,0.16999999999999996,0.4,0.0,TwoStageBetween,0.6044,0.2058,0,0.6269
3,97-attributes,catch_9,1.0,0.446,1.0,0.48,0.72,1.0,0.4,0.5,0.18,0.5,0.0,TwoStageBetween,0.4032,0.0404,0,0.9186
4,97-attributes,exp_9,0.0,0.4391999999880791,1.0,0.7,0.29,1.0,0.5,0.4,0.18,0.6,1.0,TwoStageBetween,0.5079,0.8984,1,0.629
5,97-attributes,exp_59,1.0,0.7843000000119209,1.0,0.41,0.21,0.0,0.62,0.4,0.18,0.6,0.0,TwoStageBetween,0.6892,0.5423,1,0.4022
6,97-attributes,exp_3,0.0,0.4495,1.0,0.79,0.49,0.0,0.8300000000000001,0.4,0.53,0.6,1.0,TwoStageBetween,0.6563,0.6927,0,2.2559
7,97-attributes,exp_115,0.0,0.49580000001192087,1.0,0.49,0.22,0.0,0.79,0.4,0.42000000000000004,0.6,1.0,TwoStageBetween,0.5523,0.8583,1,0.4425
8,97-attributes,exp_15,0.0,0.5438999999761581,1.0,0.7,0.29,1.0,0.5,0.6,0.18,0.4,1.0,TwoStageBetween,0.5693,0.8398,1,0.1554
9,97-attributes,catch_3,1.0,0.4315,1.0,0.19,0.38,1.0,0.6799999999999999,0.5,0.58,0.5,0.0,TwoStageBetween,0.4227,0.049,0,0.9491
10,97-attributes,exp_19,1.0,0.48439999997615807,1.0,0.28,0.17,0.0,0.8300000000000001,0.4,0.43,0.6,0.0,TwoStageBetween,0.6785,0.6165,1,0.1431
11,97-attributes,exp_101,0.0,0.7242999999523163,1.0,0.58,0.38,0.0,0.6900000000000001,0.6,0.49000000000000005,0.4,1.0,TwoStageBetween,0.6738,0.6368,0,0.1249
12,97-attributes,exp_37,1.0,0.8705999999642372,1.0,0.79,0.7,0.0,0.32,0.6,0.2,0.4,0.0,TwoStageBetween,0.6398,0.268,0,0.2094
13,97-attributes,exp_113,0.0,0.16369999998807908,1.0,0.49,0.22,1.0,0.79,0.4,0.42000000000000004,0.6,1.0,TwoStageBetween,0.4608,0.9307,1,0.5886
14,97-attributes,exp_89,0.0,0.3180999999642372,1.0,0.5,0.38,1.0,0.4,0.4,0.3,0.6,1.0,TwoStageBetween,0.6366,0.7382,1,0.6242
15,97-attributes,exp_43,1.0,0.4924000000357628,1.0,0.81,0.48,0.0,0.79,0.4,0.16999999999999996,0.6,0.0,TwoStageBetween,0.6507,0.2926,0,0.8602
16,97-attributes,exp_29,1.0,0.6863000000119209,1.0,0.3,0.17,0.0,0.3,0.6,0.2,0.4,0.0,TwoStageBetween,0.6401,0.7309,1,0.1807
17,97-attributes,exp_57,0.0,0.45220000004768374,1.0,0.41,0.21,1.0,0.62,0.4,0.18,0.6,1.0,TwoStageBetween,0.6432,0.7241,1,0.5603
18,97-attributes,exp_35,1.0,0.6747999999523163,1.0,0.79,0.7,0.0,0.32,0.4,0.2,0.6,0.0,TwoStageBetween,0.6524,0.2969,0,0.6169
19,97-attributes,exp_69,0.0,0.106,1.0,0.72,0.51,0.0,0.52,0.6,0.42000000000000004,0.4,1.0,TwoStageBetween,0.6746,0.6333,1,0.7779
20,97-attributes,exp_1,0.0,0.4052000000476837,1.0,0.79,0.49,1.0,0.8300000000000001,0.4,0.53,0.6,1.0,TwoStageBetween,0.5749,0.8333,1,0.2544
21,97-attributes,exp_27,1.0,0.4,1.0,0.3,0.17,0.0,0.3,0.4,0.2,0.6,0.0,TwoStageBetween,0.6096,0.786,1,0.4012
22,97-attributes,exp_91,0.0,0.4805999999642372,1.0,0.5,0.38,0.0,0.4,0.4,0.3,0.6,1.0,TwoStageBetween,0.6876,0.5599,1,0.5149
23,97-attributes,exp_47,1.0,0.3226999999880791,1.0,0.81,0.48,1.0,0.79,0.6,0.16999999999999996,0.4,0.0,TwoStageBetween,0.6743,0.3644,0,0.8827
24,97-attributes,exp_107,0.0,0.5048999999761581,1.0,0.78,0.4,0.0,0.3,0.4,0.21000000000000002,0.6,1.0,TwoStageBetween,0.5487,0.862,1,0.4288
25,97-attributes,exp_67,0.0,0.2903000000119209,1.0,0.72,0.51,0.0,0.52,0.4,0.42000000000000004,0.6,1.0,TwoStageBetween,0.6629,0.6738,1,1.4063
26,97-attributes,catch_5,1.0,0.34940000003576277,1.0,0.4,0.49,1.0,0.43,0.5,0.32,0.5,0.0,TwoStageBetween,0.621,0.2323,0,0.4615
27,97-attributes,catch_1,1.0,0.6876000000238418,1.0,0.29,0.41,1.0,0.5900000000000001,0.5,0.42000000000000004,0.5,0.0,TwoStageBetween,0.5376,0.1271,1,0.4379
28,97-attributes,catch_7,1.0,0.32310000002384187,1.0,0.28,0.48,1.0,0.52,0.5,0.21000000000000002,0.5,0.0,TwoStageBetween,0.3388,0.019,0,0.3631
