,subject_id,condition,choice,rt,presentation01,p0,p1,last_stage_favours,m1,gm,m0,gp,choice_formatted,model,pred_mean_rt,pred_p_choose_0,pred_choice,pred_rt
0,20-alternatives,exp_46,1.0,0.2257000000011176,0.0,0.81,0.48,1.0,0.79,0.5,0.16999999999999996,0.5,0.0,TwoStageBetween,0.4497,0.343,0,1.1235
1,20-alternatives,catch_4,1.0,0.32190000000037255,0.0,0.19,0.31,1.0,0.73,0.5,0.4,0.5,0.0,TwoStageBetween,0.259,0.0338,0,0.1993
2,20-alternatives,exp_50,0.0,0.2501000000014901,0.0,0.49,0.32,0.0,0.82,0.5,0.6900000000000001,0.5,1.0,TwoStageBetween,0.4,0.806,1,0.211
3,20-alternatives,exp_84,0.0,0.9389000000003724,0.0,0.61,0.29,0.0,0.8099999999999999,0.5,0.22000000000000003,0.5,1.0,TwoStageBetween,0.4548,0.6294,0,0.5558
4,20-alternatives,exp_88,0.0,0.3405,0.0,0.5,0.38,1.0,0.4,0.5,0.3,0.5,1.0,TwoStageBetween,0.4543,0.6323,1,0.7509
5,20-alternatives,exp_64,0.0,0.2701999999992549,0.0,0.72,0.51,1.0,0.52,0.5,0.42000000000000004,0.5,1.0,TwoStageBetween,0.4303,0.7307,0,0.3589
6,20-alternatives,catch_8,1.0,0.47580000000074507,0.0,0.22,0.32,1.0,0.5,0.5,0.37,0.5,0.0,TwoStageBetween,0.3348,0.0953,1,0.3389
7,20-alternatives,exp_20,0.0,0.7438000000007451,0.0,0.28,0.17,0.0,0.8300000000000001,0.5,0.43,0.5,1.0,TwoStageBetween,0.4473,0.6684,0,0.151
8,20-alternatives,exp_78,0.0,0.3057000000011176,0.0,0.8,0.2,1.0,0.6799999999999999,0.5,0.4,0.5,1.0,TwoStageBetween,0.2237,0.9823,1,0.1472
9,20-alternatives,exp_10,0.0,0.4824000000003725,0.0,0.7,0.29,0.0,0.5,0.5,0.18,0.5,1.0,TwoStageBetween,0.3954,0.8152,0,0.2657
10,20-alternatives,exp_104,0.0,0.5656999999992549,0.0,0.78,0.4,1.0,0.3,0.5,0.21000000000000002,0.5,1.0,TwoStageBetween,0.3553,0.8797,1,0.3413
11,20-alternatives,exp_42,1.0,0.44780000000074505,0.0,0.81,0.48,0.0,0.79,0.5,0.16999999999999996,0.5,0.0,TwoStageBetween,0.4497,0.343,0,0.1332
12,20-alternatives,exp_36,0.0,0.05369999999925494,0.0,0.79,0.7,0.0,0.32,0.5,0.2,0.5,1.0,TwoStageBetween,0.456,0.3778,1,0.5488
13,20-alternatives,exp_18,1.0,0.5090999999996274,0.0,0.28,0.17,0.0,0.8300000000000001,0.5,0.43,0.5,0.0,TwoStageBetween,0.4473,0.6684,1,0.1078
14,20-alternatives,exp_68,0.0,0.4616999999992549,0.0,0.72,0.51,0.0,0.52,0.5,0.42000000000000004,0.5,1.0,TwoStageBetween,0.4303,0.7307,1,1.0374
15,20-alternatives,exp_40,1.0,0.5526999999992549,0.0,0.81,0.48,1.0,0.79,0.5,0.16999999999999996,0.5,0.0,TwoStageBetween,0.4497,0.343,0,0.3341
16,20-alternatives,exp_52,0.0,0.2605,0.0,0.49,0.32,0.0,0.82,0.5,0.6900000000000001,0.5,1.0,TwoStageBetween,0.4,0.806,1,0.2133
17,20-alternatives,exp_116,0.0,0.33129999999888243,0.0,0.49,0.22,0.0,0.79,0.5,0.42000000000000004,0.5,1.0,TwoStageBetween,0.3609,0.8722,1,0.1813
18,20-alternatives,catch_0,1.0,0.3732999999988824,0.0,0.19,0.72,1.0,0.3,0.5,0.2,0.5,0.0,TwoStageBetween,0.1572,0.0028,0,0.2084
19,20-alternatives,exp_96,0.0,0.5354000000003726,0.0,0.58,0.38,1.0,0.6900000000000001,0.5,0.49000000000000005,0.5,1.0,TwoStageBetween,0.4274,0.7395,1,0.2085
20,20-alternatives,catch_2,1.0,0.2491999999992549,0.0,0.38,0.6,1.0,0.4,0.5,0.22000000000000003,0.5,0.0,TwoStageBetween,0.2675,0.0388,0,0.06
21,20-alternatives,exp_94,0.0,0.49680000000074503,0.0,0.5,0.38,1.0,0.4,0.5,0.3,0.5,1.0,TwoStageBetween,0.4543,0.6323,0,1.1558
22,20-alternatives,catch_6,1.0,0.45590000000037245,0.0,0.23,0.59,1.0,0.27,0.5,0.19,0.5,0.0,TwoStageBetween,0.2007,0.0105,0,0.1745
23,20-alternatives,exp_60,1.0,1.8251000000014899,0.0,0.41,0.21,0.0,0.62,0.5,0.18,0.5,0.0,TwoStageBetween,0.4608,0.5859,1,0.2981
24,20-alternatives,exp_74,0.0,0.3746999999992549,0.0,0.8,0.2,0.0,0.6799999999999999,0.5,0.4,0.5,1.0,TwoStageBetween,0.2237,0.9823,1,0.0423
25,20-alternatives,exp_108,0.0,0.249,0.0,0.78,0.4,0.0,0.3,0.5,0.21000000000000002,0.5,1.0,TwoStageBetween,0.3553,0.8797,1,0.8804
26,20-alternatives,exp_80,0.0,0.2758999999985099,0.0,0.61,0.29,1.0,0.8099999999999999,0.5,0.22000000000000003,0.5,1.0,TwoStageBetween,0.4548,0.6294,1,0.6852
27,20-alternatives,exp_98,0.0,0.2871000000014901,0.0,0.58,0.38,0.0,0.6900000000000001,0.5,0.49000000000000005,0.5,1.0,TwoStageBetween,0.4274,0.7395,0,0.6976
28,20-alternatives,exp_114,0.0,0.3614000000003725,0.0,0.49,0.22,0.0,0.79,0.5,0.42000000000000004,0.5,1.0,TwoStageBetween,0.3609,0.8722,1,0.7813
29,20-alternatives,exp_8,0.0,0.6407000000011176,0.0,0.7,0.29,1.0,0.5,0.5,0.18,0.5,1.0,TwoStageBetween,0.3954,0.8152,1,0.401
30,20-alternatives,exp_22,1.0,0.4173000000007451,0.0,0.28,0.17,1.0,0.8300000000000001,0.5,0.43,0.5,0.0,TwoStageBetween,0.4473,0.6684,1,0.7859
31,20-alternatives,exp_90,0.0,0.4427999999988824,0.0,0.5,0.38,0.0,0.4,0.5,0.3,0.5,1.0,TwoStageBetween,0.4543,0.6323,1,0.3017
32,20-alternatives,exp_102,0.0,0.047600000001490124,0.0,0.58,0.38,1.0,0.6900000000000001,0.5,0.49000000000000005,0.5,1.0,TwoStageBetween,0.4274,0.7395,1,0.2955
33,20-alternatives,exp_82,1.0,0.34019999999925493,0.0,0.61,0.29,0.0,0.8099999999999999,0.5,0.22000000000000003,0.5,0.0,TwoStageBetween,0.4548,0.6294,0,0.5848
34,20-alternatives,exp_58,1.0,0.38269999999925486,0.0,0.41,0.21,0.0,0.62,0.5,0.18,0.5,0.0,TwoStageBetween,0.4608,0.5859,0,0.2133
35,20-alternatives,exp_30,0.0,0.3414000000003725,0.0,0.3,0.17,1.0,0.3,0.5,0.2,0.5,1.0,TwoStageBetween,0.3946,0.8169,1,0.1642
36,20-alternatives,exp_26,1.0,1.1327999999988825,0.0,0.3,0.17,0.0,0.3,0.5,0.2,0.5,0.0,TwoStageBetween,0.3946,0.8169,1,0.3122
37,20-alternatives,exp_6,0.0,0.29019999999925494,0.0,0.79,0.49,1.0,0.8300000000000001,0.5,0.53,0.5,1.0,TwoStageBetween,0.4275,0.7392,1,0.6467
38,20-alternatives,catch_16,1.0,0.30569999999925496,0.0,0.32,0.37,1.0,0.78,0.5,0.6799999999999999,0.5,0.0,TwoStageBetween,0.4349,0.2839,0,0.1921
39,20-alternatives,exp_92,0.0,0.16589999999850988,0.0,0.5,0.38,0.0,0.4,0.5,0.3,0.5,1.0,TwoStageBetween,0.4543,0.6323,1,0.351
40,20-alternatives,exp_14,0.0,0.33979999999888244,0.0,0.7,0.29,1.0,0.5,0.5,0.18,0.5,1.0,TwoStageBetween,0.3954,0.8152,1,0.3218
41,20-alternatives,exp_100,0.0,0.3489000000003725,0.0,0.58,0.38,0.0,0.6900000000000001,0.5,0.49000000000000005,0.5,1.0,TwoStageBetween,0.4274,0.7395,1,0.1856
42,20-alternatives,exp_110,0.0,0.13230000000074507,0.0,0.78,0.4,1.0,0.3,0.5,0.21000000000000002,0.5,1.0,TwoStageBetween,0.3553,0.8797,1,0.138
43,20-alternatives,exp_0,0.0,0.3197999999988824,0.0,0.79,0.49,1.0,0.8300000000000001,0.5,0.53,0.5,1.0,TwoStageBetween,0.4275,0.7392,1,0.3168
44,20-alternatives,exp_48,0.0,0.2635,0.0,0.49,0.32,1.0,0.82,0.5,0.6900000000000001,0.5,1.0,TwoStageBetween,0.4,0.806,1,0.5107
45,20-alternatives,exp_4,0.0,0.18579999999888241,0.0,0.79,0.49,0.0,0.8300000000000001,0.5,0.53,0.5,1.0,TwoStageBetween,0.4275,0.7392,1,0.8617
46,20-alternatives,exp_28,0.0,0.2585,0.0,0.3,0.17,0.0,0.3,0.5,0.2,0.5,1.0,TwoStageBetween,0.3946,0.8169,1,0.3451
47,20-alternatives,exp_24,0.0,0.24520000000111758,0.0,0.3,0.17,1.0,0.3,0.5,0.2,0.5,1.0,TwoStageBetween,0.3946,0.8169,1,0.1193
48,20-alternatives,exp_16,0.0,0.28970000000111756,0.0,0.28,0.17,1.0,0.8300000000000001,0.5,0.43,0.5,1.0,TwoStageBetween,0.4473,0.6684,1,0.237
