,subject_id,condition,choice,rt,m1,gm,p1,gp,m0,last_stage_favours,presentation01,p0,choice_formatted,model,pred_mean_rt,pred_p_choose_0,pred_choice,pred_rt
0,74-attributes,exp_113,0.0,0.7930999999642372,0.79,0.4,0.22,0.6,0.42000000000000004,1.0,1.0,0.49,1.0,TwoStageBetween,0.776,0.8763,1,0.8516
1,74-attributes,exp_89,0.0,0.3058000000119209,0.4,0.4,0.38,0.6,0.3,1.0,1.0,0.5,1.0,TwoStageBetween,0.9702,0.5982,0,1.818
2,74-attributes,catch_3,1.0,0.4495999999642372,0.6799999999999999,0.5,0.38,0.5,0.58,1.0,1.0,0.19,0.0,TwoStageBetween,0.5235,0.0238,0,0.1844
3,74-attributes,catch_7,1.0,0.5116999999880791,0.52,0.5,0.48,0.5,0.21000000000000002,1.0,1.0,0.28,0.0,TwoStageBetween,0.4318,0.0096,0,0.5158
4,74-attributes,exp_69,1.0,1.870300000011921,0.52,0.6,0.51,0.4,0.42000000000000004,0.0,1.0,0.72,0.0,TwoStageBetween,0.8761,0.787,1,0.3793
5,74-attributes,exp_53,0.0,0.36530000001192087,0.82,0.6,0.32,0.4,0.6900000000000001,0.0,1.0,0.49,1.0,TwoStageBetween,0.8054,0.855,1,0.4966
6,74-attributes,exp_67,0.0,0.07159999996423722,0.52,0.4,0.51,0.6,0.42000000000000004,0.0,1.0,0.72,1.0,TwoStageBetween,0.8761,0.787,1,0.3316
7,74-attributes,exp_37,1.0,1.5735,0.32,0.6,0.7,0.4,0.2,0.0,1.0,0.79,0.0,TwoStageBetween,0.9766,0.4258,1,0.2498
8,74-attributes,exp_57,0.0,0.4207000000476837,0.62,0.4,0.21,0.6,0.18,1.0,1.0,0.41,1.0,TwoStageBetween,0.9756,0.5706,0,0.368
9,74-attributes,exp_15,0.0,0.463,0.5,0.6,0.29,0.4,0.18,1.0,1.0,0.7,1.0,TwoStageBetween,0.8457,0.8199,0,0.2708
10,74-attributes,exp_91,0.0,0.5027999999523163,0.4,0.4,0.38,0.6,0.3,0.0,1.0,0.5,1.0,TwoStageBetween,0.9371,0.6928,1,0.816
11,74-attributes,exp_115,0.0,0.6850999999642372,0.79,0.4,0.22,0.6,0.42000000000000004,0.0,1.0,0.49,1.0,TwoStageBetween,0.7085,0.9152,1,1.265
