,subject_id,condition,choice,rt,m1,gm,p1,gp,m0,last_stage_favours,presentation01,p0,choice_formatted,model,pred_mean_rt,pred_p_choose_0,pred_choice,pred_rt
0,48-alternatives,exp_18,0.0,0.6597999999523163,0.8300000000000001,0.5,0.17,0.5,0.43,0.0,0.0,0.28,1.0,TwoStageBetween,0.6632,0.2552,1,0.0981
1,48-alternatives,exp_90,1.0,0.941399999976158,0.4,0.5,0.38,0.5,0.3,0.0,0.0,0.5,0.0,TwoStageBetween,0.7187,0.4339,1,1.0386
2,48-alternatives,exp_8,1.0,1.0689000000953675,0.5,0.5,0.29,0.5,0.18,1.0,0.0,0.7,0.0,TwoStageBetween,0.6542,0.2389,0,1.035
3,48-alternatives,exp_82,1.0,0.55,0.8099999999999999,0.5,0.29,0.5,0.22000000000000003,0.0,0.0,0.61,0.0,TwoStageBetween,0.4783,0.0667,0,0.2518
4,48-alternatives,exp_42,1.0,0.407,0.79,0.5,0.48,0.5,0.16999999999999996,0.0,0.0,0.81,0.0,TwoStageBetween,0.3382,0.0151,0,0.1876
5,48-alternatives,exp_36,1.0,0.3332999999523163,0.32,0.5,0.7,0.5,0.2,0.0,0.0,0.79,0.0,TwoStageBetween,0.5852,0.1482,0,0.3722
6,48-alternatives,exp_114,0.0,0.3682000000476837,0.79,0.5,0.22,0.5,0.42000000000000004,0.0,0.0,0.49,1.0,TwoStageBetween,0.721,0.5411,0,0.5789
7,48-alternatives,exp_84,1.0,0.6451999999284744,0.8099999999999999,0.5,0.29,0.5,0.22000000000000003,0.0,0.0,0.61,0.0,TwoStageBetween,0.4783,0.0667,0,0.2187
8,48-alternatives,exp_10,1.0,0.42160000002384185,0.5,0.5,0.29,0.5,0.18,0.0,0.0,0.7,0.0,TwoStageBetween,0.6542,0.2389,1,0.1924
9,48-alternatives,exp_22,1.0,0.21260000002384183,0.8300000000000001,0.5,0.17,0.5,0.43,1.0,0.0,0.28,0.0,TwoStageBetween,0.6632,0.2552,0,0.6941
10,48-alternatives,catch_0,1.0,0.41579999995231626,0.3,0.5,0.72,0.5,0.2,1.0,0.0,0.19,0.0,TwoStageBetween,0.2146,0.0011,0,0.1761
11,48-alternatives,exp_64,0.0,0.7397000000476838,0.52,0.5,0.51,0.5,0.42000000000000004,1.0,0.0,0.72,1.0,TwoStageBetween,0.7147,0.5923,1,0.2037
12,48-alternatives,exp_74,0.0,0.32639999997615815,0.6799999999999999,0.5,0.2,0.5,0.4,0.0,0.0,0.8,1.0,TwoStageBetween,0.5011,0.9198,1,0.4649
13,48-alternatives,exp_108,1.0,0.624,0.3,0.5,0.4,0.5,0.21000000000000002,0.0,0.0,0.78,0.0,TwoStageBetween,0.6753,0.7197,1,0.6602
14,48-alternatives,exp_102,1.0,0.316,0.6900000000000001,0.5,0.38,0.5,0.49000000000000005,1.0,0.0,0.58,0.0,TwoStageBetween,0.7223,0.5175,0,0.7191
15,48-alternatives,exp_80,1.0,0.2707999999523163,0.8099999999999999,0.5,0.29,0.5,0.22000000000000003,1.0,0.0,0.61,0.0,TwoStageBetween,0.4783,0.0667,0,0.1762
16,48-alternatives,exp_116,0.0,0.5953000000715256,0.79,0.5,0.22,0.5,0.42000000000000004,0.0,0.0,0.49,1.0,TwoStageBetween,0.721,0.5411,1,1.1108
17,48-alternatives,exp_68,1.0,0.31789999997615814,0.52,0.5,0.51,0.5,0.42000000000000004,0.0,0.0,0.72,0.0,TwoStageBetween,0.7147,0.5923,1,2.1026
18,48-alternatives,exp_52,0.0,0.2631000000238419,0.82,0.5,0.32,0.5,0.6900000000000001,0.0,0.0,0.49,1.0,TwoStageBetween,0.6796,0.71,1,0.4092
19,48-alternatives,exp_30,0.0,0.481,0.3,0.5,0.17,0.5,0.2,1.0,0.0,0.3,1.0,TwoStageBetween,0.7161,0.5836,1,0.3235
20,48-alternatives,catch_2,1.0,0.4035,0.4,0.5,0.6,0.5,0.22000000000000003,1.0,0.0,0.38,0.0,TwoStageBetween,0.305,0.0091,0,0.1684
21,48-alternatives,exp_96,0.0,0.2476999999284744,0.6900000000000001,0.5,0.38,0.5,0.49000000000000005,1.0,0.0,0.58,1.0,TwoStageBetween,0.7223,0.5175,1,1.2231
22,48-alternatives,exp_20,0.0,0.5026999999284745,0.8300000000000001,0.5,0.17,0.5,0.43,0.0,0.0,0.28,1.0,TwoStageBetween,0.6632,0.2552,1,0.981
23,48-alternatives,exp_104,1.0,0.35380000007152557,0.3,0.5,0.4,0.5,0.21000000000000002,1.0,0.0,0.78,0.0,TwoStageBetween,0.6753,0.7197,1,1.2176
24,48-alternatives,exp_98,1.0,1.3442000000476835,0.6900000000000001,0.5,0.38,0.5,0.49000000000000005,0.0,0.0,0.58,0.0,TwoStageBetween,0.7223,0.5175,1,0.2149
25,48-alternatives,exp_94,1.0,0.2757999999523163,0.4,0.5,0.38,0.5,0.3,1.0,0.0,0.5,0.0,TwoStageBetween,0.7187,0.4339,0,1.5846
26,48-alternatives,catch_4,1.0,0.3146999999284744,0.73,0.5,0.31,0.5,0.4,1.0,0.0,0.19,0.0,TwoStageBetween,0.2966,0.0079,0,0.3105
27,48-alternatives,exp_78,0.0,0.4005999999046326,0.6799999999999999,0.5,0.2,0.5,0.4,1.0,0.0,0.8,1.0,TwoStageBetween,0.5011,0.9198,1,0.548
28,48-alternatives,exp_60,1.0,0.6558999999761581,0.62,0.5,0.21,0.5,0.18,0.0,0.0,0.41,0.0,TwoStageBetween,0.4726,0.0636,0,0.1363
29,48-alternatives,exp_58,1.0,0.2957000000476837,0.62,0.5,0.21,0.5,0.18,0.0,0.0,0.41,0.0,TwoStageBetween,0.4726,0.0636,0,0.1997
30,48-alternatives,catch_6,1.0,0.277,0.27,0.5,0.59,0.5,0.19,1.0,0.0,0.23,0.0,TwoStageBetween,0.2707,0.0048,0,0.2656
31,48-alternatives,exp_26,0.0,0.49610000002384186,0.3,0.5,0.17,0.5,0.2,0.0,0.0,0.3,1.0,TwoStageBetween,0.7161,0.5836,1,0.3661
32,48-alternatives,catch_8,1.0,0.22539999997615812,0.5,0.5,0.32,0.5,0.37,1.0,0.0,0.22,0.0,TwoStageBetween,0.4405,0.0479,0,0.2769
