,subject_id,condition,choice,rt,m1,gm,p1,gp,m0,last_stage_favours,presentation01,p0,choice_formatted,model,pred_mean_rt,pred_p_choose_0,pred_choice,pred_rt
0,134-alternatives,exp_42,1.0,0.836,0.79,0.5,0.48,0.5,0.16999999999999996,0.0,0.0,0.81,0.0,TwoStageBetween,0.5458,0.0539,0,0.929
1,134-alternatives,exp_36,1.0,0.5472999999970197,0.32,0.5,0.7,0.5,0.2,0.0,0.0,0.79,0.0,TwoStageBetween,0.7578,0.2055,0,0.5619
2,134-alternatives,exp_94,0.0,0.434,0.4,0.5,0.38,0.5,0.3,1.0,0.0,0.5,1.0,TwoStageBetween,0.8567,0.5486,1,0.3788
3,134-alternatives,exp_60,1.0,0.644,0.62,0.5,0.21,0.5,0.18,0.0,0.0,0.41,0.0,TwoStageBetween,0.7591,0.2072,1,0.1995
4,134-alternatives,exp_40,1.0,0.7076000000089407,0.79,0.5,0.48,0.5,0.16999999999999996,1.0,0.0,0.81,0.0,TwoStageBetween,0.5458,0.0539,0,0.6381
5,134-alternatives,exp_88,1.0,0.8327999999970198,0.4,0.5,0.38,0.5,0.3,1.0,0.0,0.5,0.0,TwoStageBetween,0.8567,0.5486,1,0.3646
6,134-alternatives,exp_84,1.0,0.5587999999970198,0.8099999999999999,0.5,0.29,0.5,0.22000000000000003,0.0,0.0,0.61,0.0,TwoStageBetween,0.7783,0.2329,0,0.7437
7,134-alternatives,exp_98,0.0,0.2753999999910593,0.6900000000000001,0.5,0.38,0.5,0.49000000000000005,0.0,0.0,0.58,1.0,TwoStageBetween,0.8267,0.673,1,0.487
8,134-alternatives,exp_50,0.0,0.34640000000596044,0.82,0.5,0.32,0.5,0.6900000000000001,0.0,0.0,0.49,1.0,TwoStageBetween,0.7422,0.8113,1,0.5644
9,134-alternatives,exp_30,1.0,0.462,0.3,0.5,0.17,0.5,0.2,1.0,0.0,0.3,0.0,TwoStageBetween,0.7785,0.7647,1,1.0774
10,134-alternatives,exp_96,0.0,0.38409999999403954,0.6900000000000001,0.5,0.38,0.5,0.49000000000000005,1.0,0.0,0.58,1.0,TwoStageBetween,0.8267,0.673,1,0.369
11,134-alternatives,exp_64,1.0,0.5370999999940396,0.52,0.5,0.51,0.5,0.42000000000000004,1.0,0.0,0.72,0.0,TwoStageBetween,0.813,0.7047,1,0.4383
12,134-alternatives,catch_6,1.0,0.37859999999403954,0.27,0.5,0.59,0.5,0.19,1.0,0.0,0.23,0.0,TwoStageBetween,0.2857,0.0022,0,0.3095
13,134-alternatives,exp_102,0.0,0.46269999998807915,0.6900000000000001,0.5,0.38,0.5,0.49000000000000005,1.0,0.0,0.58,1.0,TwoStageBetween,0.8267,0.673,0,0.6759
14,134-alternatives,exp_80,1.0,0.4073999999910593,0.8099999999999999,0.5,0.29,0.5,0.22000000000000003,1.0,0.0,0.61,0.0,TwoStageBetween,0.7783,0.2329,0,0.202
