,subject_id,condition,choice,rt,presentation01,p0,p1,last_stage_favours,m1,gm,m0,gp,choice_formatted,model,pred_mean_rt,pred_p_choose_0,pred_choice,pred_rt
0,76-alternatives,exp_102,0.0,0.2987999999821186,0.0,0.58,0.38,1.0,0.6900000000000001,0.5,0.49000000000000005,0.5,1.0,TwoStageBetween,0.601,0.7289,0,0.1624
1,76-alternatives,exp_52,0.0,0.3762000000178814,0.0,0.49,0.32,0.0,0.82,0.5,0.6900000000000001,0.5,1.0,TwoStageBetween,0.5333,0.8399,1,1.1298
2,76-alternatives,exp_98,0.0,0.3419000000059605,0.0,0.58,0.38,0.0,0.6900000000000001,0.5,0.49000000000000005,0.5,1.0,TwoStageBetween,0.601,0.7289,0,0.3158
3,76-alternatives,exp_20,1.0,0.5937999999821186,0.0,0.28,0.17,0.0,0.8300000000000001,0.5,0.43,0.5,0.0,TwoStageBetween,0.6452,0.5585,1,0.314
4,76-alternatives,exp_74,0.0,0.2585,0.0,0.8,0.2,0.0,0.6799999999999999,0.5,0.4,0.5,1.0,TwoStageBetween,0.2752,0.9904,1,0.2625
5,76-alternatives,exp_8,0.0,0.8400999999940395,0.0,0.7,0.29,1.0,0.5,0.5,0.18,0.5,1.0,TwoStageBetween,0.6065,0.7159,1,0.6149
6,76-alternatives,exp_26,1.0,0.2741000000238419,0.0,0.3,0.17,0.0,0.3,0.5,0.2,0.5,0.0,TwoStageBetween,0.5494,0.819,1,0.4652
7,76-alternatives,exp_84,0.0,0.28790000000596044,0.0,0.61,0.29,0.0,0.8099999999999999,0.5,0.22000000000000003,0.5,1.0,TwoStageBetween,0.6341,0.372,0,0.5889
8,76-alternatives,exp_80,0.0,0.28020000001788137,0.0,0.61,0.29,1.0,0.8099999999999999,0.5,0.22000000000000003,0.5,1.0,TwoStageBetween,0.6341,0.372,0,1.9157
9,76-alternatives,exp_114,0.0,0.2429000000059605,0.0,0.49,0.22,0.0,0.79,0.5,0.42000000000000004,0.5,1.0,TwoStageBetween,0.5136,0.8624,1,0.4105
10,76-alternatives,exp_64,0.0,0.4341999999880791,0.0,0.72,0.51,1.0,0.52,0.5,0.42000000000000004,0.5,1.0,TwoStageBetween,0.5943,0.7435,1,1.0182
11,76-alternatives,exp_68,0.0,0.497,0.0,0.72,0.51,0.0,0.52,0.5,0.42000000000000004,0.5,1.0,TwoStageBetween,0.5943,0.7435,1,1.49
12,76-alternatives,exp_108,0.0,0.3612000000178814,0.0,0.78,0.4,0.0,0.3,0.5,0.21000000000000002,0.5,1.0,TwoStageBetween,0.4736,0.9001,0,1.5255
13,76-alternatives,exp_60,1.0,0.49959999999403953,0.0,0.41,0.21,0.0,0.62,0.5,0.18,0.5,0.0,TwoStageBetween,0.6228,0.3292,1,0.373
14,76-alternatives,exp_42,1.0,0.36330000001192087,0.0,0.81,0.48,0.0,0.79,0.5,0.16999999999999996,0.5,0.0,TwoStageBetween,0.4734,0.0997,0,0.6041
15,76-alternatives,exp_36,1.0,0.4499000000059605,0.0,0.79,0.7,0.0,0.32,0.5,0.2,0.5,0.0,TwoStageBetween,0.5882,0.244,0,0.3027
16,76-alternatives,exp_10,0.0,0.23809999999403955,0.0,0.7,0.29,0.0,0.5,0.5,0.18,0.5,1.0,TwoStageBetween,0.6065,0.7159,0,0.5199
17,76-alternatives,catch_0,1.0,0.2697999999821186,0.0,0.19,0.72,1.0,0.3,0.5,0.2,0.5,0.0,TwoStageBetween,0.162,0.0003,0,0.3221
18,76-alternatives,exp_50,0.0,0.4447999999821186,0.0,0.49,0.32,0.0,0.82,0.5,0.6900000000000001,0.5,1.0,TwoStageBetween,0.5333,0.8399,1,0.2749
19,76-alternatives,exp_82,0.0,0.6953999999761581,0.0,0.61,0.29,0.0,0.8099999999999999,0.5,0.22000000000000003,0.5,1.0,TwoStageBetween,0.6341,0.372,0,0.2548
20,76-alternatives,exp_116,0.0,0.49409999999403953,0.0,0.49,0.22,0.0,0.79,0.5,0.42000000000000004,0.5,1.0,TwoStageBetween,0.5136,0.8624,1,0.4005
21,76-alternatives,exp_40,1.0,0.2967999999821186,0.0,0.81,0.48,1.0,0.79,0.5,0.16999999999999996,0.5,0.0,TwoStageBetween,0.4734,0.0997,0,0.6743
22,76-alternatives,exp_22,1.0,0.3251999999880791,0.0,0.28,0.17,1.0,0.8300000000000001,0.5,0.43,0.5,0.0,TwoStageBetween,0.6452,0.5585,1,0.6747
23,76-alternatives,exp_90,0.0,0.23220000001788138,0.0,0.5,0.38,0.0,0.4,0.5,0.3,0.5,1.0,TwoStageBetween,0.6399,0.5981,1,1.3196
24,76-alternatives,catch_6,1.0,0.26259999999403955,0.0,0.23,0.59,1.0,0.27,0.5,0.19,0.5,0.0,TwoStageBetween,0.208,0.002,0,0.1092
25,76-alternatives,exp_88,0.0,1.903699999988079,0.0,0.5,0.38,1.0,0.4,0.5,0.3,0.5,1.0,TwoStageBetween,0.6399,0.5981,1,0.7576
26,76-alternatives,catch_2,1.0,0.26459999999403955,0.0,0.38,0.6,1.0,0.4,0.5,0.22000000000000003,0.5,0.0,TwoStageBetween,0.2688,0.0085,0,0.2411
27,76-alternatives,catch_8,1.0,0.299,0.0,0.22,0.32,1.0,0.5,0.5,0.37,0.5,0.0,TwoStageBetween,0.3729,0.0383,0,0.6119
28,76-alternatives,catch_4,1.0,0.29619999998807905,0.0,0.19,0.31,1.0,0.73,0.5,0.4,0.5,0.0,TwoStageBetween,0.2595,0.0071,0,0.2924
29,76-alternatives,exp_58,1.0,0.2647999999821186,0.0,0.41,0.21,0.0,0.62,0.5,0.18,0.5,0.0,TwoStageBetween,0.6228,0.3292,0,0.2644
30,76-alternatives,exp_46,1.0,0.2319000000059605,0.0,0.81,0.48,1.0,0.79,0.5,0.16999999999999996,0.5,0.0,TwoStageBetween,0.4734,0.0997,0,0.4265
31,76-alternatives,exp_30,1.0,0.25680000001192094,0.0,0.3,0.17,1.0,0.3,0.5,0.2,0.5,0.0,TwoStageBetween,0.5494,0.819,1,0.441
32,76-alternatives,exp_18,1.0,0.5627999999821186,0.0,0.28,0.17,0.0,0.8300000000000001,0.5,0.43,0.5,0.0,TwoStageBetween,0.6452,0.5585,1,1.0665
33,76-alternatives,exp_94,0.0,0.46069999998807915,0.0,0.5,0.38,1.0,0.4,0.5,0.3,0.5,1.0,TwoStageBetween,0.6399,0.5981,1,0.3126
34,76-alternatives,exp_96,0.0,0.3597000000178814,0.0,0.58,0.38,1.0,0.6900000000000001,0.5,0.49000000000000005,0.5,1.0,TwoStageBetween,0.601,0.7289,1,1.293
35,76-alternatives,exp_78,0.0,0.8758000000119209,0.0,0.8,0.2,1.0,0.6799999999999999,0.5,0.4,0.5,1.0,TwoStageBetween,0.2752,0.9904,1,0.2558
