,subject_id,condition,choice,rt,presentation01,p0,p1,last_stage_favours,m1,gm,m0,gp,choice_formatted,model,pred_mean_rt,pred_p_choose_0,pred_choice,pred_rt
0,131-alternatives,exp_68,1.0,0.614,0.0,0.72,0.51,0.0,0.52,0.5,0.42000000000000004,0.5,0.0,TwoStageBetween,0.2899,0.6192,1,0.5414
1,131-alternatives,exp_26,0.0,0.113,0.0,0.3,0.17,0.0,0.3,0.5,0.2,0.5,1.0,TwoStageBetween,0.2877,0.6401,1,0.4512
2,131-alternatives,exp_84,1.0,0.124,0.0,0.61,0.29,0.0,0.8099999999999999,0.5,0.22000000000000003,0.5,0.0,TwoStageBetween,0.2416,0.1578,1,0.0496
3,131-alternatives,exp_64,0.0,0.18,0.0,0.72,0.51,1.0,0.52,0.5,0.42000000000000004,0.5,1.0,TwoStageBetween,0.2899,0.6192,1,0.2964
4,131-alternatives,exp_102,1.0,0.088,0.0,0.58,0.38,1.0,0.6900000000000001,0.5,0.49000000000000005,0.5,0.0,TwoStageBetween,0.2935,0.5719,1,0.2496
5,131-alternatives,exp_8,1.0,0.281,0.0,0.7,0.29,1.0,0.5,0.5,0.18,0.5,0.0,TwoStageBetween,0.2908,0.3901,0,0.3992
6,131-alternatives,exp_60,1.0,0.125,0.0,0.41,0.21,0.0,0.62,0.5,0.18,0.5,0.0,TwoStageBetween,0.2377,0.1479,0,0.1133
7,131-alternatives,exp_10,0.0,0.273,0.0,0.7,0.29,0.0,0.5,0.5,0.18,0.5,1.0,TwoStageBetween,0.2908,0.3901,1,0.609
8,131-alternatives,exp_108,0.0,0.088,0.0,0.78,0.4,0.0,0.3,0.5,0.21000000000000002,0.5,1.0,TwoStageBetween,0.2689,0.7506,1,0.49
9,131-alternatives,exp_58,1.0,0.658,0.0,0.41,0.21,0.0,0.62,0.5,0.18,0.5,0.0,TwoStageBetween,0.2377,0.1479,0,0.1167
10,131-alternatives,exp_96,1.0,0.084,0.0,0.58,0.38,1.0,0.6900000000000001,0.5,0.49000000000000005,0.5,0.0,TwoStageBetween,0.2935,0.5719,0,0.0511
11,131-alternatives,exp_50,0.0,0.086,0.0,0.49,0.32,0.0,0.82,0.5,0.6900000000000001,0.5,1.0,TwoStageBetween,0.2756,0.719,1,0.3844
12,131-alternatives,exp_78,0.0,0.199,0.0,0.8,0.2,1.0,0.6799999999999999,0.5,0.4,0.5,1.0,TwoStageBetween,0.1966,0.9299,1,0.1618
13,131-alternatives,exp_52,0.0,0.299,0.0,0.49,0.32,0.0,0.82,0.5,0.6900000000000001,0.5,1.0,TwoStageBetween,0.2756,0.719,1,0.1996
14,131-alternatives,exp_98,1.0,0.17,0.0,0.58,0.38,0.0,0.6900000000000001,0.5,0.49000000000000005,0.5,0.0,TwoStageBetween,0.2935,0.5719,1,0.1911
15,131-alternatives,exp_80,1.0,0.367,0.0,0.61,0.29,1.0,0.8099999999999999,0.5,0.22000000000000003,0.5,0.0,TwoStageBetween,0.2416,0.1578,0,0.1319
16,131-alternatives,exp_88,0.0,0.602,0.0,0.5,0.38,1.0,0.4,0.5,0.3,0.5,1.0,TwoStageBetween,0.2955,0.4864,0,0.574
17,131-alternatives,exp_20,0.0,0.669,0.0,0.28,0.17,0.0,0.8300000000000001,0.5,0.43,0.5,1.0,TwoStageBetween,0.2879,0.3618,0,0.3109
18,131-alternatives,exp_40,1.0,0.122,0.0,0.81,0.48,1.0,0.79,0.5,0.16999999999999996,0.5,0.0,TwoStageBetween,0.1787,0.0477,0,0.0864
19,131-alternatives,exp_94,0.0,0.231,0.0,0.5,0.38,1.0,0.4,0.5,0.3,0.5,1.0,TwoStageBetween,0.2955,0.4864,1,0.1681
20,131-alternatives,catch_6,1.0,0.216,0.0,0.23,0.59,1.0,0.27,0.5,0.19,0.5,0.0,TwoStageBetween,0.1242,0.0093,0,0.0646
21,131-alternatives,catch_8,1.0,0.097,0.0,0.22,0.32,1.0,0.5,0.5,0.37,0.5,0.0,TwoStageBetween,0.1981,0.0722,0,0.1974
22,131-alternatives,exp_18,1.0,0.088,0.0,0.28,0.17,0.0,0.8300000000000001,0.5,0.43,0.5,0.0,TwoStageBetween,0.2879,0.3618,1,0.287
23,131-alternatives,exp_36,1.0,0.118,0.0,0.79,0.7,0.0,0.32,0.5,0.2,0.5,0.0,TwoStageBetween,0.2597,0.2132,0,0.2262
24,131-alternatives,exp_30,0.0,0.123,0.0,0.3,0.17,1.0,0.3,0.5,0.2,0.5,1.0,TwoStageBetween,0.2877,0.6401,1,0.1951
