,subject_id,condition,choice,rt,m1,gm,p1,gp,m0,last_stage_favours,presentation01,p0,choice_formatted,model,pred_mean_rt,pred_p_choose_0,pred_choice,pred_rt
0,127-alternatives,exp_88,1.0,0.7215999999642372,0.4,0.5,0.38,0.5,0.3,1.0,0.0,0.5,0.0,TwoStageBetween,1.0374,0.5658,0,0.6062
1,127-alternatives,exp_40,1.0,0.583300000011921,0.79,0.5,0.48,0.5,0.16999999999999996,1.0,0.0,0.81,0.0,TwoStageBetween,0.7023,0.0608,0,0.151
2,127-alternatives,exp_114,0.0,0.641699999988079,0.79,0.5,0.22,0.5,0.42000000000000004,0.0,0.0,0.49,1.0,TwoStageBetween,0.8879,0.833,1,0.9471
3,127-alternatives,exp_8,0.0,0.6248999999761582,0.5,0.5,0.29,0.5,0.18,1.0,0.0,0.7,1.0,TwoStageBetween,1.021,0.6332,1,1.0247
4,127-alternatives,exp_50,0.0,1.0092999999523165,0.82,0.5,0.32,0.5,0.6900000000000001,0.0,0.0,0.49,1.0,TwoStageBetween,0.8897,0.8313,1,0.8555
5,127-alternatives,exp_68,0.0,1.5287999999523165,0.52,0.5,0.51,0.5,0.42000000000000004,0.0,0.0,0.72,1.0,TwoStageBetween,0.979,0.7249,1,0.6771
6,127-alternatives,exp_84,1.0,0.7258000000119209,0.8099999999999999,0.5,0.29,0.5,0.22000000000000003,0.0,0.0,0.61,0.0,TwoStageBetween,0.9826,0.2716,0,1.2012
7,127-alternatives,catch_8,1.0,0.6690999999642372,0.5,0.5,0.32,0.5,0.37,1.0,0.0,0.22,0.0,TwoStageBetween,0.6042,0.0324,0,0.4277
8,127-alternatives,exp_36,1.0,0.46369999998807915,0.32,0.5,0.7,0.5,0.2,0.0,0.0,0.79,0.0,TwoStageBetween,0.9352,0.208,1,2.4826
9,127-alternatives,exp_10,0.0,0.5499000000357628,0.5,0.5,0.29,0.5,0.18,0.0,0.0,0.7,1.0,TwoStageBetween,1.021,0.6332,1,1.2959
10,127-alternatives,catch_2,1.0,0.308,0.4,0.5,0.6,0.5,0.22000000000000003,1.0,0.0,0.38,0.0,TwoStageBetween,0.4277,0.0063,0,0.6008
11,127-alternatives,exp_82,0.0,0.7181000000238419,0.8099999999999999,0.5,0.29,0.5,0.22000000000000003,0.0,0.0,0.61,1.0,TwoStageBetween,0.9826,0.2716,0,0.7659
12,127-alternatives,exp_52,0.0,0.574199999988079,0.82,0.5,0.32,0.5,0.6900000000000001,0.0,0.0,0.49,1.0,TwoStageBetween,0.8897,0.8313,0,0.687
13,127-alternatives,exp_80,1.0,0.6388000000119209,0.8099999999999999,0.5,0.29,0.5,0.22000000000000003,1.0,0.0,0.61,0.0,TwoStageBetween,0.9826,0.2716,0,2.607
14,127-alternatives,exp_74,0.0,0.3135,0.6799999999999999,0.5,0.2,0.5,0.4,0.0,0.0,0.8,1.0,TwoStageBetween,0.4749,0.9893,1,0.2885
15,127-alternatives,exp_98,0.0,0.4972000000476837,0.6900000000000001,0.5,0.38,0.5,0.49000000000000005,0.0,0.0,0.58,1.0,TwoStageBetween,0.9934,0.6992,1,0.3951
16,127-alternatives,exp_18,1.0,1.6465,0.8300000000000001,0.5,0.17,0.5,0.43,0.0,0.0,0.28,0.0,TwoStageBetween,1.0433,0.492,1,0.7856
17,127-alternatives,exp_94,0.0,0.588300000011921,0.4,0.5,0.38,0.5,0.3,1.0,0.0,0.5,1.0,TwoStageBetween,1.0374,0.5658,0,0.8875
18,127-alternatives,exp_58,1.0,0.4538999999761581,0.62,0.5,0.21,0.5,0.18,0.0,0.0,0.41,0.0,TwoStageBetween,0.9607,0.239,0,0.4593
19,127-alternatives,catch_0,1.0,0.41889999997615807,0.3,0.5,0.72,0.5,0.2,1.0,0.0,0.19,0.0,TwoStageBetween,0.2635,0.0002,0,0.6433
20,127-alternatives,exp_104,0.0,0.5886000000238418,0.3,0.5,0.4,0.5,0.21000000000000002,1.0,0.0,0.78,1.0,TwoStageBetween,0.8089,0.8893,1,1.8502
21,127-alternatives,exp_26,1.0,0.4078999999761581,0.3,0.5,0.17,0.5,0.2,0.0,0.0,0.3,0.0,TwoStageBetween,0.9271,0.7946,1,0.2168
22,127-alternatives,exp_22,0.0,0.8096999999880791,0.8300000000000001,0.5,0.17,0.5,0.43,1.0,0.0,0.28,1.0,TwoStageBetween,1.0433,0.492,0,1.7086
23,127-alternatives,catch_6,1.0,0.5997999999523163,0.27,0.5,0.59,0.5,0.19,1.0,0.0,0.23,0.0,TwoStageBetween,0.3378,0.0015,0,0.3311
24,127-alternatives,exp_46,1.0,0.7240999999642372,0.79,0.5,0.48,0.5,0.16999999999999996,1.0,0.0,0.81,0.0,TwoStageBetween,0.7023,0.0608,0,0.428
25,127-alternatives,exp_116,0.0,0.5605,0.79,0.5,0.22,0.5,0.42000000000000004,0.0,0.0,0.49,1.0,TwoStageBetween,0.8879,0.833,1,0.2399
26,127-alternatives,exp_102,0.0,0.47169999998807915,0.6900000000000001,0.5,0.38,0.5,0.49000000000000005,1.0,0.0,0.58,1.0,TwoStageBetween,0.9934,0.6992,1,0.2759
27,127-alternatives,exp_60,1.0,0.85,0.62,0.5,0.21,0.5,0.18,0.0,0.0,0.41,0.0,TwoStageBetween,0.9607,0.239,1,0.8609
28,127-alternatives,exp_96,0.0,0.6222999999523163,0.6900000000000001,0.5,0.38,0.5,0.49000000000000005,1.0,0.0,0.58,1.0,TwoStageBetween,0.9934,0.6992,1,0.5769
29,127-alternatives,exp_64,0.0,0.5123999999761581,0.52,0.5,0.51,0.5,0.42000000000000004,1.0,0.0,0.72,1.0,TwoStageBetween,0.979,0.7249,0,1.2114
30,127-alternatives,exp_90,0.0,1.9664000000357629,0.4,0.5,0.38,0.5,0.3,0.0,0.0,0.5,1.0,TwoStageBetween,1.0374,0.5658,1,0.4163
31,127-alternatives,catch_4,1.0,0.5998999999761582,0.73,0.5,0.31,0.5,0.4,1.0,0.0,0.19,0.0,TwoStageBetween,0.4131,0.0052,0,0.5049
32,127-alternatives,exp_42,1.0,0.4653999999761581,0.79,0.5,0.48,0.5,0.16999999999999996,0.0,0.0,0.81,0.0,TwoStageBetween,0.7023,0.0608,0,0.4058
