,subject_id,condition,choice,rt,m1,gm,p1,gp,m0,last_stage_favours,presentation01,p0,choice_formatted,model,pred_mean_rt,pred_p_choose_0,pred_choice,pred_rt
0,78-attributes,exp_107,0.0,0.6891149999573827,0.3,0.4,0.4,0.6,0.21000000000000002,0.0,1.0,0.78,1.0,TwoStageBetween,0.8963,0.9038,1,2.649
1,78-attributes,exp_115,0.0,0.7939550000010058,0.79,0.4,0.22,0.6,0.42000000000000004,0.0,1.0,0.49,1.0,TwoStageBetween,1.0235,0.8199,1,0.9712
2,78-attributes,exp_23,1.0,0.4690350000164472,0.8300000000000001,0.6,0.17,0.4,0.43,1.0,1.0,0.28,0.0,TwoStageBetween,1.1402,0.323,1,2.2403
3,78-attributes,catch_1,1.0,0.4379600000102073,0.5900000000000001,0.5,0.41,0.5,0.42000000000000004,1.0,1.0,0.29,0.0,TwoStageBetween,0.5869,0.0145,0,0.0996
4,78-attributes,catch_9,1.0,0.494635000010021,0.4,0.5,0.72,0.5,0.18,1.0,1.0,0.48,0.0,TwoStageBetween,0.3688,0.001,0,0.2653
5,78-attributes,exp_27,0.0,0.7302550000022165,0.3,0.4,0.17,0.6,0.2,0.0,1.0,0.3,1.0,TwoStageBetween,1.043,0.8014,1,0.791
6,78-attributes,exp_91,0.0,0.47483500000089407,0.4,0.4,0.38,0.6,0.3,0.0,1.0,0.5,1.0,TwoStageBetween,1.165,0.5716,1,0.2604
7,78-attributes,exp_45,1.0,0.4446200000238605,0.79,0.6,0.48,0.4,0.16999999999999996,0.0,1.0,0.81,0.0,TwoStageBetween,0.6525,0.0236,0,0.3042
8,78-attributes,exp_113,0.0,0.5493000000133179,0.79,0.4,0.22,0.6,0.42000000000000004,1.0,1.0,0.49,1.0,TwoStageBetween,1.0949,0.7389,1,0.6875
9,78-attributes,exp_9,0.0,1.0557200000039302,0.5,0.4,0.29,0.6,0.18,1.0,1.0,0.7,1.0,TwoStageBetween,1.1674,0.4165,1,1.0713
10,78-attributes,exp_117,0.0,0.5179650000063702,0.79,0.6,0.22,0.4,0.42000000000000004,0.0,1.0,0.49,1.0,TwoStageBetween,1.0235,0.8199,1,0.4008
11,78-attributes,exp_73,0.0,0.47470500000054017,0.6799999999999999,0.4,0.2,0.6,0.4,1.0,1.0,0.8,1.0,TwoStageBetween,0.5718,0.9872,1,0.3773
12,78-attributes,exp_57,1.0,0.6064100000075996,0.62,0.4,0.21,0.6,0.18,1.0,1.0,0.41,0.0,TwoStageBetween,0.8919,0.0904,0,2.5913
13,78-attributes,catch_5,1.0,0.502779999980703,0.43,0.5,0.49,0.5,0.32,1.0,1.0,0.4,0.0,TwoStageBetween,0.7477,0.0427,0,0.7366
14,78-attributes,exp_53,0.0,0.6417350000119768,0.82,0.6,0.32,0.4,0.6900000000000001,0.0,1.0,0.49,1.0,TwoStageBetween,0.969,0.8623,1,0.5047
15,78-attributes,exp_101,0.0,2.14010000001872,0.6900000000000001,0.6,0.38,0.4,0.49000000000000005,0.0,1.0,0.58,1.0,TwoStageBetween,1.1149,0.707,1,1.7654
16,78-attributes,exp_47,1.0,0.5624250000109896,0.79,0.6,0.48,0.4,0.16999999999999996,1.0,1.0,0.81,0.0,TwoStageBetween,0.5904,0.0149,0,1.9655
17,78-attributes,exp_15,0.0,0.7244349999818951,0.5,0.6,0.29,0.4,0.18,1.0,1.0,0.7,1.0,TwoStageBetween,1.1674,0.4165,0,1.3872
18,78-attributes,exp_25,0.0,0.5333899999968708,0.3,0.4,0.17,0.6,0.2,1.0,1.0,0.3,1.0,TwoStageBetween,1.1101,0.7154,0,1.4968
19,78-attributes,exp_67,0.0,0.4470350000192411,0.52,0.4,0.51,0.6,0.42000000000000004,0.0,1.0,0.72,1.0,TwoStageBetween,1.0852,0.7525,0,2.9025
20,78-attributes,exp_29,0.0,0.5011299999896437,0.3,0.6,0.17,0.4,0.2,0.0,1.0,0.3,1.0,TwoStageBetween,1.043,0.8014,1,0.2719
21,78-attributes,exp_43,1.0,0.4005599999800325,0.79,0.4,0.48,0.6,0.16999999999999996,0.0,1.0,0.81,0.0,TwoStageBetween,0.6525,0.0236,0,0.7629
22,78-attributes,exp_37,1.0,0.4858399999793619,0.32,0.6,0.7,0.4,0.2,0.0,1.0,0.79,0.0,TwoStageBetween,1.0257,0.1713,0,1.2451
23,78-attributes,exp_99,1.0,0.82857499999227,0.6900000000000001,0.4,0.38,0.6,0.49000000000000005,0.0,1.0,0.58,0.0,TwoStageBetween,1.1149,0.707,0,1.1761
24,78-attributes,exp_69,0.0,0.4384549999958836,0.52,0.6,0.51,0.4,0.42000000000000004,0.0,1.0,0.72,1.0,TwoStageBetween,1.0852,0.7525,1,0.9477
