,subject_id,condition,choice,rt,m1,gm,p1,gp,m0,last_stage_favours,presentation01,p0,choice_formatted,model,pred_mean_rt,pred_p_choose_0,pred_choice,pred_rt
0,33-attributes,exp_37,1.0,1.2277000000476834,0.32,0.6,0.7,0.4,0.2,0.0,1.0,0.79,0.0,TwoStageBetween,0.8264,0.4312,0,0.1776
1,33-attributes,exp_115,0.0,1.0385,0.79,0.4,0.22,0.6,0.42000000000000004,0.0,1.0,0.49,1.0,TwoStageBetween,0.8252,0.5735,0,0.7565
2,33-attributes,exp_1,0.0,1.0592999999523165,0.8300000000000001,0.4,0.49,0.6,0.53,1.0,1.0,0.79,1.0,TwoStageBetween,0.7829,0.2872,0,0.446
3,33-attributes,exp_19,1.0,0.8741999999880791,0.8300000000000001,0.4,0.17,0.6,0.43,0.0,1.0,0.28,0.0,TwoStageBetween,0.8298,0.4648,1,0.1983
4,33-attributes,exp_91,0.0,0.9133000000119208,0.4,0.4,0.38,0.6,0.3,0.0,1.0,0.5,1.0,TwoStageBetween,0.8239,0.5816,0,0.7369
5,33-attributes,exp_89,0.0,0.995,0.4,0.4,0.38,0.6,0.3,1.0,1.0,0.5,1.0,TwoStageBetween,0.7895,0.3013,0,2.2561
6,33-attributes,exp_23,1.0,0.7205999999642372,0.8300000000000001,0.6,0.17,0.4,0.43,1.0,1.0,0.28,0.0,TwoStageBetween,0.7367,0.2123,0,0.9366
7,33-attributes,exp_59,1.0,0.8023000000119209,0.62,0.4,0.21,0.6,0.18,0.0,1.0,0.41,0.0,TwoStageBetween,0.7784,0.2783,0,1.2843
8,33-attributes,exp_73,1.0,1.2163000000119208,0.6799999999999999,0.4,0.2,0.6,0.4,1.0,1.0,0.8,0.0,TwoStageBetween,0.8309,0.4887,1,0.5112
9,33-attributes,catch_5,1.0,0.5967000000476838,0.43,0.5,0.49,0.5,0.32,1.0,1.0,0.4,0.0,TwoStageBetween,0.7078,0.1778,0,0.8958
10,33-attributes,exp_117,1.0,1.054300000011921,0.79,0.6,0.22,0.4,0.42000000000000004,0.0,1.0,0.49,0.0,TwoStageBetween,0.8252,0.5735,1,0.4092
11,33-attributes,catch_9,1.0,1.151,0.4,0.5,0.72,0.5,0.18,1.0,1.0,0.48,0.0,TwoStageBetween,0.5281,0.0547,1,0.1524
12,33-attributes,exp_9,1.0,1.5485,0.5,0.4,0.29,0.6,0.18,1.0,1.0,0.7,0.0,TwoStageBetween,0.7104,0.1807,1,1.2433
13,33-attributes,exp_113,1.0,1.1578000000119208,0.79,0.4,0.22,0.6,0.42000000000000004,1.0,1.0,0.49,0.0,TwoStageBetween,0.7863,0.2944,1,0.5906
14,33-attributes,exp_27,0.0,0.7833000000119209,0.3,0.4,0.17,0.6,0.2,0.0,1.0,0.3,1.0,TwoStageBetween,0.8168,0.6161,1,0.3261
15,33-attributes,exp_99,0.0,0.8458000000119209,0.6900000000000001,0.4,0.38,0.6,0.49000000000000005,0.0,1.0,0.58,1.0,TwoStageBetween,0.8199,0.6023,1,0.7688
16,33-attributes,catch_3,1.0,0.29710000002384185,0.6799999999999999,0.5,0.38,0.5,0.58,1.0,1.0,0.19,0.0,TwoStageBetween,0.6577,0.1312,0,1.5025
