,subject_id,condition,choice,rt,m1,gm,p1,gp,m0,last_stage_favours,presentation01,p0,choice_formatted,model,pred_mean_rt,pred_p_choose_0,pred_choice,pred_rt
0,101-attributes,exp_23,0.0,2.9751000000238417,0.8300000000000001,0.6,0.17,0.4,0.43,1.0,1.0,0.28,1.0,TwoStageBetween,0.7833,0.8624,1,0.4581
1,101-attributes,catch_3,0.0,2.719800000011921,0.6799999999999999,0.5,0.38,0.5,0.58,1.0,1.0,0.19,1.0,TwoStageBetween,0.6042,0.0471,0,0.5926
2,101-attributes,catch_5,0.0,0.5688000000119209,0.43,0.5,0.49,0.5,0.32,1.0,1.0,0.4,1.0,TwoStageBetween,0.8988,0.2568,0,0.2282
3,101-attributes,exp_35,0.0,0.9606999999880792,0.32,0.4,0.7,0.6,0.2,0.0,1.0,0.79,1.0,TwoStageBetween,0.9351,0.6662,0,0.9393
4,101-attributes,exp_69,0.0,0.700199999988079,0.52,0.6,0.51,0.4,0.42000000000000004,0.0,1.0,0.72,1.0,TwoStageBetween,0.8163,0.8354,1,0.1982
5,101-attributes,exp_27,0.0,0.47939999997615806,0.3,0.4,0.17,0.6,0.2,0.0,1.0,0.3,1.0,TwoStageBetween,0.6746,0.9258,0,0.5172
6,101-attributes,exp_29,0.0,0.7793000000119209,0.3,0.6,0.17,0.4,0.2,0.0,1.0,0.3,1.0,TwoStageBetween,0.6746,0.9258,1,0.4216
7,101-attributes,exp_43,0.0,1.1281000000238421,0.79,0.4,0.48,0.6,0.16999999999999996,0.0,1.0,0.81,1.0,TwoStageBetween,0.702,0.9127,1,0.7058
8,101-attributes,exp_113,0.0,0.515800000011921,0.79,0.4,0.22,0.6,0.42000000000000004,1.0,1.0,0.49,1.0,TwoStageBetween,0.6064,0.952,1,0.7726
9,101-attributes,exp_99,0.0,0.33559999996423723,0.6900000000000001,0.4,0.38,0.6,0.49000000000000005,0.0,1.0,0.58,1.0,TwoStageBetween,0.7661,0.8748,1,0.85
10,101-attributes,exp_115,1.0,0.42,0.79,0.4,0.22,0.6,0.42000000000000004,0.0,1.0,0.49,0.0,TwoStageBetween,0.5519,0.9677,1,0.2746
11,101-attributes,exp_57,0.0,0.4493000000119209,0.62,0.4,0.21,0.6,0.18,1.0,1.0,0.41,1.0,TwoStageBetween,0.6784,0.9241,1,0.2867
12,101-attributes,exp_73,1.0,2.271199999988079,0.6799999999999999,0.4,0.2,0.6,0.4,1.0,1.0,0.8,0.0,TwoStageBetween,0.4084,0.9921,1,0.3815
13,101-attributes,catch_9,1.0,0.9283000000119208,0.4,0.5,0.72,0.5,0.18,1.0,1.0,0.48,0.0,TwoStageBetween,0.7773,0.1315,0,0.5032
14,101-attributes,exp_107,0.0,0.4508000000119209,0.3,0.4,0.4,0.6,0.21000000000000002,0.0,1.0,0.78,1.0,TwoStageBetween,0.6176,0.9482,1,0.467
15,101-attributes,exp_67,0.0,0.599,0.52,0.4,0.51,0.6,0.42000000000000004,0.0,1.0,0.72,1.0,TwoStageBetween,0.8163,0.8354,1,0.5212
16,101-attributes,exp_89,0.0,0.7019000000357628,0.4,0.4,0.38,0.6,0.3,1.0,1.0,0.5,1.0,TwoStageBetween,0.9122,0.7148,1,0.295
17,101-attributes,exp_37,0.0,0.6930999999642372,0.32,0.6,0.7,0.4,0.2,0.0,1.0,0.79,1.0,TwoStageBetween,0.9351,0.6662,1,0.9473
18,101-attributes,catch_7,1.0,1.2508999999761579,0.52,0.5,0.48,0.5,0.21000000000000002,1.0,1.0,0.28,0.0,TwoStageBetween,0.6922,0.0819,0,0.1681
19,101-attributes,exp_19,0.0,0.487,0.8300000000000001,0.4,0.17,0.6,0.43,0.0,1.0,0.28,1.0,TwoStageBetween,0.7172,0.9047,1,2.3226
20,101-attributes,exp_25,0.0,0.9271999999880792,0.3,0.4,0.17,0.6,0.2,1.0,1.0,0.3,1.0,TwoStageBetween,0.7398,0.8917,1,1.1942
21,101-attributes,exp_3,0.0,0.417,0.8300000000000001,0.4,0.49,0.6,0.53,0.0,1.0,0.79,1.0,TwoStageBetween,0.7308,0.8971,1,1.4942
22,101-attributes,exp_1,0.0,0.4473999999761581,0.8300000000000001,0.4,0.49,0.6,0.53,1.0,1.0,0.79,1.0,TwoStageBetween,0.7968,0.8519,1,0.3732
23,101-attributes,exp_15,0.0,0.544800000011921,0.5,0.6,0.29,0.4,0.18,1.0,1.0,0.7,1.0,TwoStageBetween,0.568,0.9635,1,0.3098
24,101-attributes,exp_59,0.0,0.2863000000119209,0.62,0.4,0.21,0.6,0.18,0.0,1.0,0.41,1.0,TwoStageBetween,0.6169,0.9485,1,0.3854
25,101-attributes,exp_9,0.0,0.3381999999880791,0.5,0.4,0.29,0.6,0.18,1.0,1.0,0.7,1.0,TwoStageBetween,0.568,0.9635,1,0.3097
