,subject_id,condition,choice,rt,presentation01,p0,p1,last_stage_favours,m1,gm,m0,gp,choice_formatted,model,pred_mean_rt,pred_p_choose_0,pred_choice,pred_rt
0,185-attributes,exp_35,1.0,0.344,1.0,0.79,0.7,0.0,0.32,0.4,0.2,0.6,0.0,TwoStageBetween,0.7998,0.2821,0,1.5195
1,185-attributes,exp_53,0.0,0.59,1.0,0.49,0.32,0.0,0.82,0.6,0.6900000000000001,0.4,1.0,TwoStageBetween,0.7278,0.8189,1,0.5802
2,185-attributes,exp_67,0.0,0.699,1.0,0.72,0.51,0.0,0.52,0.4,0.42000000000000004,0.6,1.0,TwoStageBetween,0.7917,0.7304,1,0.4857
3,185-attributes,exp_57,0.0,0.559,1.0,0.41,0.21,1.0,0.62,0.4,0.18,0.6,1.0,TwoStageBetween,0.7502,0.2058,0,1.2714
4,185-attributes,exp_59,0.0,0.864,1.0,0.41,0.21,0.0,0.62,0.4,0.18,0.6,1.0,TwoStageBetween,0.8036,0.2898,0,0.2154
5,185-attributes,exp_3,0.0,0.319,1.0,0.79,0.49,0.0,0.8300000000000001,0.4,0.53,0.6,1.0,TwoStageBetween,0.8176,0.6754,0,0.3944
6,185-attributes,exp_1,1.0,0.725,1.0,0.79,0.49,1.0,0.8300000000000001,0.4,0.53,0.6,0.0,TwoStageBetween,0.8459,0.5688,1,0.1857
7,185-attributes,catch_3,1.0,0.383,1.0,0.19,0.38,1.0,0.6799999999999999,0.5,0.58,0.5,0.0,TwoStageBetween,0.4294,0.0203,0,0.8235
8,185-attributes,exp_73,0.0,1.143,1.0,0.8,0.2,1.0,0.6799999999999999,0.4,0.4,0.6,1.0,TwoStageBetween,0.4822,0.9663,1,0.1492
9,185-attributes,exp_89,0.0,0.468,1.0,0.5,0.38,1.0,0.4,0.4,0.3,0.6,1.0,TwoStageBetween,0.851,0.4888,1,0.1633
10,185-attributes,exp_69,0.0,0.727,1.0,0.72,0.51,0.0,0.52,0.6,0.42000000000000004,0.4,1.0,TwoStageBetween,0.7917,0.7304,0,0.7496
11,185-attributes,exp_113,0.0,0.487,1.0,0.49,0.22,1.0,0.79,0.4,0.42000000000000004,0.6,1.0,TwoStageBetween,0.7931,0.728,1,1.4817
12,185-attributes,exp_29,0.0,1.328,1.0,0.3,0.17,0.0,0.3,0.6,0.2,0.4,1.0,TwoStageBetween,0.7588,0.7816,1,0.2785
13,185-attributes,exp_101,1.0,1.475,1.0,0.58,0.38,0.0,0.6900000000000001,0.6,0.49000000000000005,0.4,0.0,TwoStageBetween,0.8046,0.7054,1,0.1435
