,subject_id,condition,choice,rt,presentation01,p0,p1,last_stage_favours,m1,gm,m0,gp,choice_formatted,model,pred_mean_rt,pred_p_choose_0,pred_choice,pred_rt
0,92-attributes,exp_69,1.0,0.8717999999970197,1.0,0.72,0.51,0.0,0.52,0.6,0.42000000000000004,0.4,0.0,TwoStageBetween,0.5002,0.5699,0,0.4466
1,92-attributes,catch_9,0.0,0.7859000000059605,1.0,0.48,0.72,1.0,0.4,0.5,0.18,0.5,1.0,TwoStageBetween,0.4288,0.1864,0,0.316
2,92-attributes,exp_115,0.0,0.789,1.0,0.49,0.22,0.0,0.79,0.4,0.42000000000000004,0.6,1.0,TwoStageBetween,0.4968,0.5993,1,0.3942
3,92-attributes,exp_113,1.0,0.5585,1.0,0.49,0.22,1.0,0.79,0.4,0.42000000000000004,0.6,0.0,TwoStageBetween,0.5024,0.5408,1,0.4099
4,92-attributes,exp_1,0.0,0.7507999999970197,1.0,0.79,0.49,1.0,0.8300000000000001,0.4,0.53,0.6,1.0,TwoStageBetween,0.5035,0.4959,0,0.2852
5,92-attributes,exp_117,1.0,1.3102000000029803,1.0,0.49,0.22,0.0,0.79,0.6,0.42000000000000004,0.4,0.0,TwoStageBetween,0.4993,0.5794,1,0.1848
6,92-attributes,exp_99,0.0,0.4605,1.0,0.58,0.38,0.0,0.6900000000000001,0.4,0.49000000000000005,0.6,1.0,TwoStageBetween,0.5005,0.5671,1,0.7384
7,92-attributes,exp_25,1.0,0.5431000000089407,1.0,0.3,0.17,1.0,0.3,0.4,0.2,0.6,0.0,TwoStageBetween,0.5027,0.5339,0,0.3593
8,92-attributes,exp_67,1.0,0.743,1.0,0.72,0.51,0.0,0.52,0.4,0.42000000000000004,0.6,0.0,TwoStageBetween,0.4994,0.5781,1,0.6723
9,92-attributes,exp_37,0.0,0.5585,1.0,0.79,0.7,0.0,0.32,0.6,0.2,0.4,1.0,TwoStageBetween,0.5004,0.4322,1,2.0102
10,92-attributes,catch_7,1.0,0.28020000000298023,1.0,0.28,0.48,1.0,0.52,0.5,0.21000000000000002,0.5,0.0,TwoStageBetween,0.4068,0.1503,0,0.5503
11,92-attributes,exp_23,1.0,0.3647000000029802,1.0,0.28,0.17,1.0,0.8300000000000001,0.6,0.43,0.4,0.0,TwoStageBetween,0.5004,0.4324,1,0.1295
12,92-attributes,exp_15,0.0,0.5287999999970198,1.0,0.7,0.29,1.0,0.5,0.6,0.18,0.4,1.0,TwoStageBetween,0.5015,0.4449,1,1.2629
13,92-attributes,exp_19,1.0,0.4668999999910593,1.0,0.28,0.17,0.0,0.8300000000000001,0.4,0.43,0.6,0.0,TwoStageBetween,0.5035,0.5084,1,0.1972
14,92-attributes,exp_59,0.0,0.4807000000029802,1.0,0.41,0.21,0.0,0.62,0.4,0.18,0.6,1.0,TwoStageBetween,0.5002,0.4295,0,0.3321
15,92-attributes,exp_73,0.0,0.35720000000298024,1.0,0.8,0.2,1.0,0.6799999999999999,0.4,0.4,0.6,1.0,TwoStageBetween,0.4771,0.6945,1,1.5775
16,92-attributes,exp_91,0.0,0.778,1.0,0.5,0.38,0.0,0.4,0.4,0.3,0.6,1.0,TwoStageBetween,0.5026,0.5368,1,0.2536
17,92-attributes,exp_45,1.0,0.6418999999910593,1.0,0.81,0.48,0.0,0.79,0.6,0.16999999999999996,0.4,0.0,TwoStageBetween,0.4801,0.3164,1,0.2262
18,92-attributes,exp_43,1.0,0.39209999999403955,1.0,0.81,0.48,0.0,0.79,0.4,0.16999999999999996,0.6,0.0,TwoStageBetween,0.4859,0.3398,1,0.1266
19,92-attributes,catch_5,1.0,0.5136000000089407,1.0,0.4,0.49,1.0,0.43,0.5,0.32,0.5,0.0,TwoStageBetween,0.4839,0.3314,0,0.2786
20,92-attributes,exp_9,1.0,0.9012999999970198,1.0,0.7,0.29,1.0,0.5,0.4,0.18,0.6,0.0,TwoStageBetween,0.5029,0.4711,0,0.6797
21,92-attributes,exp_35,0.0,0.081,1.0,0.79,0.7,0.0,0.32,0.4,0.2,0.6,1.0,TwoStageBetween,0.5011,0.4405,1,0.5635
22,92-attributes,catch_1,0.0,0.8932999999970198,1.0,0.29,0.41,1.0,0.5900000000000001,0.5,0.42000000000000004,0.5,1.0,TwoStageBetween,0.4706,0.2842,0,1.5216
23,92-attributes,exp_57,1.0,0.3602999999970198,1.0,0.41,0.21,1.0,0.62,0.4,0.18,0.6,0.0,TwoStageBetween,0.4924,0.3722,1,0.2036
24,92-attributes,exp_29,1.0,0.4683999999910593,1.0,0.3,0.17,0.0,0.3,0.6,0.2,0.4,0.0,TwoStageBetween,0.4993,0.5787,1,0.2469
25,92-attributes,exp_47,1.0,0.44520000000298016,1.0,0.81,0.48,1.0,0.79,0.6,0.16999999999999996,0.4,0.0,TwoStageBetween,0.4649,0.2671,0,0.1426
26,92-attributes,exp_53,0.0,0.5137999999970198,1.0,0.49,0.32,0.0,0.82,0.6,0.6900000000000001,0.4,1.0,TwoStageBetween,0.4962,0.6041,0,0.1885
27,92-attributes,exp_101,0.0,0.6378999999910593,1.0,0.58,0.38,0.0,0.6900000000000001,0.6,0.49000000000000005,0.4,1.0,TwoStageBetween,0.5014,0.556,0,1.0995
28,92-attributes,exp_89,1.0,0.537800000011921,1.0,0.5,0.38,1.0,0.4,0.4,0.3,0.6,0.0,TwoStageBetween,0.5032,0.4771,1,0.4048
29,92-attributes,exp_27,0.0,0.2599000000059605,1.0,0.3,0.17,0.0,0.3,0.4,0.2,0.6,1.0,TwoStageBetween,0.4977,0.5927,1,0.5668
30,92-attributes,exp_107,0.0,0.023799999997019768,1.0,0.78,0.4,0.0,0.3,0.4,0.21000000000000002,0.6,1.0,TwoStageBetween,0.4916,0.6322,0,0.9169
31,92-attributes,catch_3,0.0,0.167,1.0,0.19,0.38,1.0,0.6799999999999999,0.5,0.58,0.5,1.0,TwoStageBetween,0.4569,0.2459,0,0.5034
32,92-attributes,exp_3,1.0,0.22929999999701978,1.0,0.79,0.49,0.0,0.8300000000000001,0.4,0.53,0.6,0.0,TwoStageBetween,0.5014,0.5555,1,0.6984
33,92-attributes,exp_83,1.0,0.7632000000029803,1.0,0.61,0.29,0.0,0.8099999999999999,0.4,0.22000000000000003,0.6,0.0,TwoStageBetween,0.5009,0.4376,1,3.0147
34,92-attributes,catch_15,1.0,0.31679999999701974,1.0,0.22,0.49,1.0,0.49000000000000005,0.5,0.3,0.5,0.0,TwoStageBetween,0.418,0.1677,0,0.5334
35,92-attributes,exp_17,1.0,0.3692999999970198,1.0,0.28,0.17,1.0,0.8300000000000001,0.4,0.43,0.6,0.0,TwoStageBetween,0.5018,0.4489,0,0.3085
36,92-attributes,exp_65,1.0,0.6959000000059604,1.0,0.72,0.51,1.0,0.52,0.4,0.42000000000000004,0.6,0.0,TwoStageBetween,0.5033,0.519,1,0.4122
37,92-attributes,exp_21,1.0,0.409,1.0,0.28,0.17,0.0,0.8300000000000001,0.6,0.43,0.4,0.0,TwoStageBetween,0.5035,0.4917,1,0.7329
38,92-attributes,exp_7,1.0,0.38359999999403954,1.0,0.79,0.49,1.0,0.8300000000000001,0.6,0.53,0.4,0.0,TwoStageBetween,0.5033,0.4823,0,2.0787
39,92-attributes,exp_109,0.0,0.38770000000298016,1.0,0.78,0.4,0.0,0.3,0.6,0.21000000000000002,0.4,1.0,TwoStageBetween,0.494,0.6181,1,0.9105
