,subject_id,condition,choice,rt,presentation01,p0,p1,last_stage_favours,m1,gm,m0,gp,choice_formatted,model,pred_mean_rt,pred_p_choose_0,pred_choice,pred_rt
0,99-attributes,catch_1,1.0,0.589,1.0,0.29,0.41,1.0,0.5900000000000001,0.5,0.42000000000000004,0.5,0.0,TwoStageBetween,0.5273,0.1083,1,0.3014
1,99-attributes,exp_37,0.0,0.435,1.0,0.79,0.7,0.0,0.32,0.6,0.2,0.4,1.0,TwoStageBetween,0.6774,0.3272,1,0.4584
2,99-attributes,exp_73,0.0,0.266,1.0,0.8,0.2,1.0,0.6799999999999999,0.4,0.4,0.6,1.0,TwoStageBetween,0.4002,0.9642,1,0.686
3,99-attributes,catch_5,1.0,0.281,1.0,0.4,0.49,1.0,0.43,0.5,0.32,0.5,0.0,TwoStageBetween,0.6013,0.1839,0,0.2761
4,99-attributes,exp_1,1.0,0.576,1.0,0.79,0.49,1.0,0.8300000000000001,0.4,0.53,0.6,0.0,TwoStageBetween,0.6785,0.6686,1,0.2803
5,99-attributes,exp_91,0.0,0.315,1.0,0.5,0.38,0.0,0.4,0.4,0.3,0.6,1.0,TwoStageBetween,0.6964,0.5974,0,0.9123
6,99-attributes,exp_101,0.0,0.615,1.0,0.58,0.38,0.0,0.6900000000000001,0.6,0.49000000000000005,0.4,1.0,TwoStageBetween,0.6839,0.6509,1,0.2435
7,99-attributes,catch_7,1.0,0.93,1.0,0.28,0.48,1.0,0.52,0.5,0.21000000000000002,0.5,0.0,TwoStageBetween,0.3399,0.0174,0,0.2585
8,99-attributes,exp_29,0.0,1.828,1.0,0.3,0.17,0.0,0.3,0.6,0.2,0.4,1.0,TwoStageBetween,0.6586,0.7199,0,0.3784
9,99-attributes,exp_23,1.0,0.425,1.0,0.28,0.17,1.0,0.8300000000000001,0.6,0.43,0.4,0.0,TwoStageBetween,0.7049,0.5125,1,0.1569
10,99-attributes,exp_115,0.0,0.448,1.0,0.49,0.22,0.0,0.79,0.4,0.42000000000000004,0.6,1.0,TwoStageBetween,0.6024,0.8144,1,0.5789
11,99-attributes,exp_45,1.0,0.441,1.0,0.81,0.48,0.0,0.79,0.6,0.16999999999999996,0.4,0.0,TwoStageBetween,0.6033,0.1866,0,0.7158
12,99-attributes,exp_43,1.0,0.287,1.0,0.81,0.48,0.0,0.79,0.4,0.16999999999999996,0.6,0.0,TwoStageBetween,0.6478,0.2571,0,0.1744
13,99-attributes,exp_53,0.0,0.381,1.0,0.49,0.32,0.0,0.82,0.6,0.6900000000000001,0.4,1.0,TwoStageBetween,0.6477,0.7426,1,0.1672
14,99-attributes,catch_3,1.0,0.288,1.0,0.19,0.38,1.0,0.6799999999999999,0.5,0.58,0.5,0.0,TwoStageBetween,0.4435,0.0546,0,0.1215
15,99-attributes,exp_57,1.0,0.615,1.0,0.41,0.21,1.0,0.62,0.4,0.18,0.6,0.0,TwoStageBetween,0.7034,0.4559,1,0.8907
16,99-attributes,exp_25,0.0,0.276,1.0,0.3,0.17,1.0,0.3,0.4,0.2,0.6,1.0,TwoStageBetween,0.6417,0.7538,1,0.6009
17,99-attributes,exp_9,0.0,0.38,1.0,0.7,0.29,1.0,0.5,0.4,0.18,0.6,1.0,TwoStageBetween,0.6635,0.7088,1,0.3239
18,99-attributes,exp_3,0.0,0.349,1.0,0.79,0.49,0.0,0.8300000000000001,0.4,0.53,0.6,1.0,TwoStageBetween,0.6732,0.684,0,0.1112
19,99-attributes,exp_69,0.0,0.388,1.0,0.72,0.51,0.0,0.52,0.6,0.42000000000000004,0.4,1.0,TwoStageBetween,0.6799,0.6642,0,0.5699
20,99-attributes,exp_19,1.0,0.485,1.0,0.28,0.17,0.0,0.8300000000000001,0.4,0.43,0.6,0.0,TwoStageBetween,0.6964,0.5971,1,0.6865
21,99-attributes,exp_99,1.0,0.664,1.0,0.58,0.38,0.0,0.6900000000000001,0.4,0.49000000000000005,0.6,0.0,TwoStageBetween,0.6697,0.6932,1,0.1486
22,99-attributes,exp_89,1.0,0.412,1.0,0.5,0.38,1.0,0.4,0.4,0.3,0.6,0.0,TwoStageBetween,0.6992,0.5804,1,0.2107
23,99-attributes,exp_107,0.0,0.318,1.0,0.78,0.4,0.0,0.3,0.4,0.21000000000000002,0.6,1.0,TwoStageBetween,0.5828,0.8383,1,0.5625
24,99-attributes,exp_35,1.0,0.63,1.0,0.79,0.7,0.0,0.32,0.4,0.2,0.6,0.0,TwoStageBetween,0.6861,0.356,0,2.7362
25,99-attributes,exp_27,0.0,0.563,1.0,0.3,0.17,0.0,0.3,0.4,0.2,0.6,1.0,TwoStageBetween,0.6344,0.7667,0,0.4429
26,99-attributes,catch_9,1.0,0.31,1.0,0.48,0.72,1.0,0.4,0.5,0.18,0.5,0.0,TwoStageBetween,0.3951,0.0339,0,0.7801
27,99-attributes,exp_67,0.0,0.393,1.0,0.72,0.51,0.0,0.52,0.4,0.42000000000000004,0.6,1.0,TwoStageBetween,0.6688,0.6957,1,0.1051
28,99-attributes,exp_117,0.0,0.924,1.0,0.49,0.22,0.0,0.79,0.6,0.42000000000000004,0.4,1.0,TwoStageBetween,0.6407,0.7556,1,0.9875
29,99-attributes,exp_15,0.0,0.616,1.0,0.7,0.29,1.0,0.5,0.6,0.18,0.4,1.0,TwoStageBetween,0.6936,0.6115,0,2.9355
30,99-attributes,exp_47,1.0,0.372,1.0,0.81,0.48,1.0,0.79,0.6,0.16999999999999996,0.4,0.0,TwoStageBetween,0.5951,0.1761,0,0.2069
31,99-attributes,exp_113,0.0,0.385,1.0,0.49,0.22,1.0,0.79,0.4,0.42000000000000004,0.6,1.0,TwoStageBetween,0.6105,0.8035,1,0.4816
32,99-attributes,exp_59,1.0,1.594,1.0,0.41,0.21,0.0,0.62,0.4,0.18,0.6,0.0,TwoStageBetween,0.7045,0.4734,0,0.8899
33,99-attributes,exp_79,0.0,0.427,1.0,0.8,0.2,1.0,0.6799999999999999,0.6,0.4,0.4,1.0,TwoStageBetween,0.4455,0.9444,1,0.5291
34,99-attributes,exp_7,1.0,0.362,1.0,0.79,0.49,1.0,0.8300000000000001,0.6,0.53,0.4,0.0,TwoStageBetween,0.6927,0.6162,1,1.1866
35,99-attributes,exp_87,1.0,0.312,1.0,0.61,0.29,1.0,0.8099999999999999,0.6,0.22000000000000003,0.4,0.0,TwoStageBetween,0.6928,0.3833,1,0.5041
36,99-attributes,exp_33,0.0,0.676,1.0,0.79,0.7,1.0,0.32,0.4,0.2,0.6,1.0,TwoStageBetween,0.6815,0.34,0,0.1519
37,99-attributes,exp_97,0.0,0.827,1.0,0.58,0.38,1.0,0.6900000000000001,0.4,0.49000000000000005,0.6,1.0,TwoStageBetween,0.6753,0.678,0,0.2776
38,99-attributes,exp_75,0.0,0.528,1.0,0.8,0.2,0.0,0.6799999999999999,0.4,0.4,0.6,1.0,TwoStageBetween,0.3938,0.9666,1,0.906
39,99-attributes,exp_65,0.0,0.278,1.0,0.72,0.51,1.0,0.52,0.4,0.42000000000000004,0.6,1.0,TwoStageBetween,0.6744,0.6805,1,0.4413
40,99-attributes,exp_81,0.0,0.621,1.0,0.61,0.29,1.0,0.8099999999999999,0.4,0.22000000000000003,0.6,1.0,TwoStageBetween,0.705,0.4914,0,0.8977
41,99-attributes,exp_13,0.0,0.449,1.0,0.7,0.29,0.0,0.5,0.6,0.18,0.4,1.0,TwoStageBetween,0.6899,0.6281,0,0.8395
42,99-attributes,exp_61,0.0,0.434,1.0,0.41,0.21,0.0,0.62,0.6,0.18,0.4,1.0,TwoStageBetween,0.6905,0.3731,0,0.1606
43,99-attributes,exp_5,1.0,0.634,1.0,0.79,0.49,0.0,0.8300000000000001,0.6,0.53,0.4,0.0,TwoStageBetween,0.6888,0.6328,1,1.3013
44,99-attributes,catch_11,1.0,0.815,1.0,0.18,0.58,1.0,0.5,0.5,0.16999999999999996,0.5,0.0,TwoStageBetween,0.2252,0.0019,0,0.1289
45,99-attributes,exp_105,0.0,0.372,1.0,0.78,0.4,1.0,0.3,0.4,0.21000000000000002,0.6,1.0,TwoStageBetween,0.5912,0.8284,1,0.3034
46,99-attributes,exp_109,0.0,0.47,1.0,0.78,0.4,0.0,0.3,0.6,0.21000000000000002,0.4,1.0,TwoStageBetween,0.6134,0.7993,1,0.1438
47,99-attributes,exp_49,0.0,0.489,1.0,0.49,0.32,1.0,0.82,0.4,0.6900000000000001,0.6,1.0,TwoStageBetween,0.6387,0.7593,0,0.6744
48,99-attributes,exp_93,0.0,0.402,1.0,0.5,0.38,0.0,0.4,0.6,0.3,0.4,1.0,TwoStageBetween,0.7014,0.5637,1,0.1058
49,99-attributes,exp_83,1.0,0.374,1.0,0.61,0.29,0.0,0.8099999999999999,0.4,0.22000000000000003,0.6,0.0,TwoStageBetween,0.705,0.509,1,1.297
50,99-attributes,catch_17,1.0,0.362,1.0,0.4,0.68,1.0,0.3,0.5,0.22000000000000003,0.5,0.0,TwoStageBetween,0.4621,0.0644,0,0.256
51,99-attributes,exp_39,0.0,0.351,1.0,0.79,0.7,1.0,0.32,0.6,0.2,0.4,1.0,TwoStageBetween,0.6719,0.3119,1,0.1368
52,99-attributes,catch_15,1.0,0.239,1.0,0.22,0.49,1.0,0.49000000000000005,0.5,0.3,0.5,0.0,TwoStageBetween,0.3435,0.0183,0,0.0997
53,99-attributes,exp_63,1.0,0.424,1.0,0.41,0.21,1.0,0.62,0.6,0.18,0.4,0.0,TwoStageBetween,0.6863,0.3568,1,0.6723
54,99-attributes,exp_77,0.0,0.323,1.0,0.8,0.2,0.0,0.6799999999999999,0.6,0.4,0.4,1.0,TwoStageBetween,0.4382,0.948,1,0.1342
55,99-attributes,exp_21,1.0,0.278,1.0,0.28,0.17,0.0,0.8300000000000001,0.6,0.43,0.4,0.0,TwoStageBetween,0.7043,0.5301,0,2.0751
56,99-attributes,exp_11,0.0,0.537,1.0,0.7,0.29,0.0,0.5,0.4,0.18,0.6,1.0,TwoStageBetween,0.6571,0.7232,1,0.1545
57,99-attributes,exp_85,1.0,0.28,1.0,0.61,0.29,0.0,0.8099999999999999,0.6,0.22000000000000003,0.4,0.0,TwoStageBetween,0.6961,0.4001,0,1.0185
58,99-attributes,catch_19,1.0,0.297,1.0,0.48,0.59,1.0,0.48,0.5,0.31,0.5,0.0,TwoStageBetween,0.5598,0.1373,0,1.185
59,99-attributes,exp_103,0.0,0.463,1.0,0.58,0.38,1.0,0.6900000000000001,0.6,0.49000000000000005,0.4,1.0,TwoStageBetween,0.6883,0.6347,1,1.0103
