,subject_id,condition,choice,rt,m1,gm,p1,gp,m0,last_stage_favours,presentation01,p0,choice_formatted,model,pred_mean_rt,pred_p_choose_0,pred_choice,pred_rt
0,64-alternatives,exp_74,0.0,1.3917000000178814,0.6799999999999999,0.5,0.2,0.5,0.4,0.0,0.0,0.8,1.0,TwoStageBetween,1.0864,0.9863,1.0,1.8325
1,64-alternatives,catch_6,1.0,1.406899999976158,0.27,0.5,0.59,0.5,0.19,1.0,0.0,0.23,0.0,TwoStageBetween,0.9226,0.0034,0.0,0.5138
2,64-alternatives,exp_64,1.0,1.3633000000119209,0.52,0.5,0.51,0.5,0.42000000000000004,1.0,0.0,0.72,0.0,TwoStageBetween,1.7316,0.6374,1.0,1.475
3,64-alternatives,exp_102,0.0,1.377699999988079,0.6900000000000001,0.5,0.38,0.5,0.49000000000000005,1.0,0.0,0.58,1.0,TwoStageBetween,1.7308,0.6389,,
4,64-alternatives,exp_52,0.0,1.3815,0.82,0.5,0.32,0.5,0.6900000000000001,0.0,0.0,0.49,1.0,TwoStageBetween,1.6678,0.7383,1.0,1.1698
5,64-alternatives,exp_84,1.0,1.3365999999940394,0.8099999999999999,0.5,0.29,0.5,0.22000000000000003,0.0,0.0,0.61,0.0,TwoStageBetween,1.7864,0.4459,,
6,64-alternatives,catch_0,1.0,1.3635,0.3,0.5,0.72,0.5,0.2,1.0,0.0,0.19,0.0,TwoStageBetween,0.7196,0.0006,0.0,1.1129
7,64-alternatives,exp_8,1.0,1.3707000000178815,0.5,0.5,0.29,0.5,0.18,1.0,0.0,0.7,0.0,TwoStageBetween,1.696,0.6995,1.0,3.5975
8,64-alternatives,exp_68,0.0,1.3517000000178814,0.52,0.5,0.51,0.5,0.42000000000000004,0.0,0.0,0.72,1.0,TwoStageBetween,1.7316,0.6374,0.0,2.6639
9,64-alternatives,exp_80,0.0,2.8045999999940396,0.8099999999999999,0.5,0.29,0.5,0.22000000000000003,1.0,0.0,0.61,1.0,TwoStageBetween,1.7864,0.4459,0.0,2.6284
