,subject_id,condition,choice,rt,m1,gm,p1,gp,m0,last_stage_favours,presentation01,p0,choice_formatted,model,pred_mean_rt,pred_p_choose_0,pred_choice,pred_rt
0,19-alternatives,exp_84,1.0,0.05310000002384186,0.8099999999999999,0.5,0.29,0.5,0.22000000000000003,0.0,0.0,0.61,0.0,TwoStageBetween,0.2455,0.1312,0,0.3914
1,19-alternatives,catch_2,1.0,0.5096999999284745,0.4,0.5,0.6,0.5,0.22000000000000003,1.0,0.0,0.38,0.0,TwoStageBetween,0.1945,0.0523,0,0.1714
2,19-alternatives,exp_80,1.0,0.8978999999761581,0.8099999999999999,0.5,0.29,0.5,0.22000000000000003,1.0,0.0,0.61,0.0,TwoStageBetween,0.2455,0.1312,1,0.3303
3,19-alternatives,catch_4,1.0,0.359,0.73,0.5,0.31,0.5,0.4,1.0,0.0,0.19,0.0,TwoStageBetween,0.1907,0.0483,0,0.0451
4,19-alternatives,exp_96,0.0,0.12879999995231628,0.6900000000000001,0.5,0.38,0.5,0.49000000000000005,1.0,0.0,0.58,1.0,TwoStageBetween,0.3145,0.4837,0,0.2529
5,19-alternatives,exp_60,1.0,0.18610000002384183,0.62,0.5,0.21,0.5,0.18,0.0,0.0,0.41,0.0,TwoStageBetween,0.2447,0.1296,0,0.1147
6,19-alternatives,exp_42,1.0,0.07859999990463257,0.79,0.5,0.48,0.5,0.16999999999999996,0.0,0.0,0.81,0.0,TwoStageBetween,0.1978,0.0559,0,0.1438
7,19-alternatives,exp_90,0.0,0.12490000009536745,0.4,0.5,0.38,0.5,0.3,0.0,0.0,0.5,1.0,TwoStageBetween,0.3131,0.4396,1,0.498
8,19-alternatives,exp_88,0.0,0.12909999990463256,0.4,0.5,0.38,0.5,0.3,1.0,0.0,0.5,1.0,TwoStageBetween,0.3131,0.4396,1,0.1128
9,19-alternatives,exp_36,1.0,0.12429999995231629,0.32,0.5,0.7,0.5,0.2,0.0,0.0,0.79,0.0,TwoStageBetween,0.2836,0.239,0,0.2481
10,19-alternatives,exp_40,1.0,0.04009999990463257,0.79,0.5,0.48,0.5,0.16999999999999996,1.0,0.0,0.81,0.0,TwoStageBetween,0.1978,0.0559,0,0.1398
11,19-alternatives,exp_116,0.0,0.25810000002384187,0.79,0.5,0.22,0.5,0.42000000000000004,0.0,0.0,0.49,1.0,TwoStageBetween,0.3144,0.4759,0,0.3051
12,19-alternatives,exp_108,0.0,0.21410000002384183,0.3,0.5,0.4,0.5,0.21000000000000002,0.0,0.0,0.78,1.0,TwoStageBetween,0.3097,0.6072,1,0.294
13,19-alternatives,exp_78,0.0,0.19119999992847442,0.6799999999999999,0.5,0.2,0.5,0.4,1.0,0.0,0.8,1.0,TwoStageBetween,0.2793,0.7769,0,0.287
14,19-alternatives,catch_0,1.0,0.30679999995231627,0.3,0.5,0.72,0.5,0.2,1.0,0.0,0.19,0.0,TwoStageBetween,0.1502,0.0172,0,0.2146
15,19-alternatives,exp_8,1.0,0.25659999990463256,0.5,0.5,0.29,0.5,0.18,1.0,0.0,0.7,0.0,TwoStageBetween,0.2921,0.2752,1,0.1694
16,19-alternatives,exp_52,0.0,0.2512999999523163,0.82,0.5,0.32,0.5,0.6900000000000001,0.0,0.0,0.49,1.0,TwoStageBetween,0.3091,0.6143,0,0.4858
17,19-alternatives,exp_68,0.0,0.08260000002384185,0.52,0.5,0.51,0.5,0.42000000000000004,0.0,0.0,0.72,1.0,TwoStageBetween,0.314,0.5376,1,0.1243
18,19-alternatives,exp_26,1.0,0.2027999999523163,0.3,0.5,0.17,0.5,0.2,0.0,0.0,0.3,0.0,TwoStageBetween,0.3145,0.5176,0,0.2049
