,subject_id,condition,choice,rt,m1,gm,p1,gp,m0,last_stage_favours,presentation01,p0,choice_formatted,model,pred_mean_rt,pred_p_choose_0,pred_choice,pred_rt
0,5-attributes,exp_69,0.0,0.6896999999284744,0.52,0.6,0.51,0.4,0.42000000000000004,0.0,1.0,0.72,1.0,TwoStageBetween,0.9314,0.4434,0,0.4422
1,5-attributes,exp_45,1.0,0.5766000000238418,0.79,0.6,0.48,0.4,0.16999999999999996,0.0,1.0,0.81,0.0,TwoStageBetween,0.3567,0.0047,0,0.4356
2,5-attributes,exp_113,1.0,0.629,0.79,0.4,0.22,0.6,0.42000000000000004,1.0,1.0,0.49,0.0,TwoStageBetween,0.7779,0.1554,0,0.4651
3,5-attributes,exp_25,1.0,0.5296000000238419,0.3,0.4,0.17,0.6,0.2,1.0,1.0,0.3,0.0,TwoStageBetween,0.8584,0.245,0,0.8572
4,5-attributes,exp_73,0.0,0.4309000000953674,0.6799999999999999,0.4,0.2,0.6,0.4,1.0,1.0,0.8,1.0,TwoStageBetween,0.9176,0.3727,1,0.4651
5,5-attributes,exp_107,0.0,0.6058999999761582,0.3,0.4,0.4,0.6,0.21000000000000002,0.0,1.0,0.78,1.0,TwoStageBetween,0.9337,0.4698,0,0.5553
6,5-attributes,exp_57,1.0,0.5707000000476837,0.62,0.4,0.21,0.6,0.18,1.0,1.0,0.41,0.0,TwoStageBetween,0.4596,0.0171,0,0.4913
7,5-attributes,exp_1,1.0,0.5323000000715256,0.8300000000000001,0.4,0.49,0.6,0.53,1.0,1.0,0.79,0.0,TwoStageBetween,0.8138,0.1896,0,0.8318
8,5-attributes,catch_5,1.0,0.5995,0.43,0.5,0.49,0.5,0.32,1.0,1.0,0.4,0.0,TwoStageBetween,0.7238,0.1152,1,0.3689
9,5-attributes,exp_89,1.0,0.6868000000715255,0.4,0.4,0.38,0.6,0.3,1.0,1.0,0.5,0.0,TwoStageBetween,0.8601,0.2475,0,0.7365
