,subject_id,condition,choice,rt,presentation01,g0,g1,p0,p1,m1,last_stage_favours,m0,choice_formatted,model,pred_mean_rt,pred_p_choose_0,pred_choice,pred_rt
0,68-TwoStageWithin,exp_69,0.0,0.1332,1.0,0.5,0.5,0.72,0.51,0.52,0.0,0.42,0.0,TwoStageWithin,0.7989,0.4175,0,1.297
1,68-TwoStageWithin,catch_2,0.0,1.3788,0.0,0.5,0.5,0.38,0.6,0.4,1.0,0.22,0.0,TwoStageWithin,0.7866,0.3622,0,1.6554
2,68-TwoStageWithin,exp_42,0.0,0.7075,0.0,0.6,0.4,0.81,0.48,0.79,0.0,0.1699999999999999,0.0,TwoStageWithin,0.4078,0.0211,0,0.7149
3,68-TwoStageWithin,exp_116,0.0,0.6511,0.0,0.4,0.6,0.49,0.22,0.79,0.0,0.42,0.0,TwoStageWithin,0.7186,0.2198,0,0.4289
4,68-TwoStageWithin,exp_57,0.0,0.3071,1.0,0.5,0.5,0.41,0.21,0.62,1.0,0.18,0.0,TwoStageWithin,0.7746,0.3258,0,2.418
5,68-TwoStageWithin,exp_19,0.0,0.306,1.0,0.5,0.5,0.28,0.17,0.8300000000000001,0.0,0.43,0.0,TwoStageWithin,0.6977,0.1926,0,0.6448
6,68-TwoStageWithin,exp_89,1.0,0.1975,1.0,0.5,0.5,0.5,0.38,0.4,1.0,0.3,1.0,TwoStageWithin,0.8041,0.4616,0,0.8961
7,68-TwoStageWithin,exp_35,0.0,0.4856,1.0,0.5,0.5,0.79,0.7,0.32,0.0,0.2,0.0,TwoStageWithin,0.8034,0.4527,0,0.798
8,68-TwoStageWithin,exp_64,0.0,1.1166,0.0,0.6,0.4,0.72,0.51,0.52,1.0,0.42,0.0,TwoStageWithin,0.7918,0.3819,0,0.4935
9,68-TwoStageWithin,exp_73,0.0,0.6065,1.0,0.5,0.5,0.8,0.2,0.6799999999999999,1.0,0.4,0.0,TwoStageWithin,0.7962,0.4025,1,0.157
10,68-TwoStageWithin,catch_9,0.0,1.1573,1.0,0.5,0.5,0.48,0.72,0.4,1.0,0.18,0.0,TwoStageWithin,0.7897,0.3738,0,0.2581
11,68-TwoStageWithin,catch_4,0.0,0.3018,0.0,0.5,0.5,0.19,0.31,0.73,1.0,0.4,0.0,TwoStageWithin,0.6251,0.1222,0,0.6834
12,68-TwoStageWithin,exp_68,0.0,0.1295,0.0,0.4,0.6,0.72,0.51,0.52,0.0,0.42,0.0,TwoStageWithin,0.8035,0.454,1,1.1216
13,68-TwoStageWithin,exp_78,0.0,0.372,0.0,0.4,0.6,0.8,0.2,0.6799999999999999,1.0,0.4,0.0,TwoStageWithin,0.7877,0.3662,1,0.2807
14,68-TwoStageWithin,exp_43,0.0,0.1899,1.0,0.5,0.5,0.81,0.48,0.79,0.0,0.1699999999999999,0.0,TwoStageWithin,0.3942,0.0181,0,0.4184
15,68-TwoStageWithin,exp_98,0.0,0.3312,0.0,0.6,0.4,0.58,0.38,0.6900000000000001,0.0,0.49,0.0,TwoStageWithin,0.7564,0.2834,0,0.2675
16,68-TwoStageWithin,catch_7,1.0,0.6848,1.0,0.5,0.5,0.28,0.48,0.52,1.0,0.21,1.0,TwoStageWithin,0.7604,0.2917,1,0.2414
17,68-TwoStageWithin,exp_29,0.0,0.6676,1.0,0.5,0.5,0.3,0.17,0.3,0.0,0.2,0.0,TwoStageWithin,0.8054,0.4919,0,1.3112
18,68-TwoStageWithin,exp_58,1.0,0.5941,0.0,0.6,0.4,0.41,0.21,0.62,0.0,0.18,1.0,TwoStageWithin,0.786,0.36,0,1.1782
19,68-TwoStageWithin,exp_52,0.0,0.6119,0.0,0.4,0.6,0.49,0.32,0.82,0.0,0.6900000000000001,0.0,TwoStageWithin,0.7964,0.4033,1,1.4776
20,68-TwoStageWithin,exp_20,0.0,1.0898,0.0,0.4,0.6,0.28,0.17,0.8300000000000001,0.0,0.43,0.0,TwoStageWithin,0.7164,0.2167,0,0.3406
21,68-TwoStageWithin,exp_74,1.0,1.6534,0.0,0.6,0.4,0.8,0.2,0.6799999999999999,0.0,0.4,1.0,TwoStageWithin,0.8021,0.4399,1,0.5634
22,68-TwoStageWithin,exp_84,0.0,0.5661,0.0,0.4,0.6,0.61,0.29,0.8099999999999999,0.0,0.22,0.0,TwoStageWithin,0.5597,0.0789,0,0.5289
23,68-TwoStageWithin,catch_0,0.0,0.7139,0.0,0.5,0.5,0.19,0.72,0.3,1.0,0.2,0.0,TwoStageWithin,0.7988,0.4169,0,0.5306
24,68-TwoStageWithin,exp_9,1.0,0.2035,1.0,0.5,0.5,0.7,0.29,0.5,1.0,0.18,1.0,TwoStageWithin,0.7935,0.3894,0,1.2686
25,68-TwoStageWithin,exp_101,1.0,0.5292,1.0,0.5,0.5,0.58,0.38,0.6900000000000001,0.0,0.49,1.0,TwoStageWithin,0.74,0.2529,1,0.5152
26,68-TwoStageWithin,exp_27,0.0,0.7482,1.0,0.5,0.5,0.3,0.17,0.3,0.0,0.2,0.0,TwoStageWithin,0.8054,0.4919,0,1.0202
27,68-TwoStageWithin,exp_91,1.0,1.954,1.0,0.5,0.5,0.5,0.38,0.4,0.0,0.3,1.0,TwoStageWithin,0.8041,0.4616,1,0.5646
28,68-TwoStageWithin,exp_80,0.0,0.3209,0.0,0.6,0.4,0.61,0.29,0.8099999999999999,1.0,0.22,0.0,TwoStageWithin,0.5225,0.06,0,0.2453
29,68-TwoStageWithin,exp_59,0.0,0.425,1.0,0.5,0.5,0.41,0.21,0.62,0.0,0.18,0.0,TwoStageWithin,0.7746,0.3258,0,0.8604
30,68-TwoStageWithin,exp_115,0.0,0.7151,1.0,0.5,0.5,0.49,0.22,0.79,0.0,0.42,0.0,TwoStageWithin,0.7001,0.1956,0,0.2817
31,68-TwoStageWithin,exp_30,0.0,0.6138,0.0,0.4,0.6,0.3,0.17,0.3,1.0,0.2,0.0,TwoStageWithin,0.8035,0.4543,1,2.9688
32,68-TwoStageWithin,exp_10,0.0,1.6287,0.0,0.6,0.4,0.7,0.29,0.5,0.0,0.18,0.0,TwoStageWithin,0.8002,0.426,1,1.5405
33,68-TwoStageWithin,exp_82,0.0,0.2904,0.0,0.6,0.4,0.61,0.29,0.8099999999999999,0.0,0.22,0.0,TwoStageWithin,0.5609,0.0795,0,1.2806
34,68-TwoStageWithin,catch_3,0.0,0.2574,1.0,0.5,0.5,0.19,0.38,0.6799999999999999,1.0,0.58,0.0,TwoStageWithin,0.7097,0.2078,0,0.1976
35,68-TwoStageWithin,exp_67,0.0,0.2201,1.0,0.5,0.5,0.72,0.51,0.52,0.0,0.42,0.0,TwoStageWithin,0.7989,0.4175,0,0.3529
36,68-TwoStageWithin,exp_117,0.0,0.2249,1.0,0.5,0.5,0.49,0.22,0.79,0.0,0.42,0.0,TwoStageWithin,0.7001,0.1956,0,0.499
37,68-TwoStageWithin,exp_94,0.0,1.6724,0.0,0.4,0.6,0.5,0.38,0.4,1.0,0.3,0.0,TwoStageWithin,0.8,0.4242,0,0.6907
38,68-TwoStageWithin,exp_60,0.0,0.1669,0.0,0.4,0.6,0.41,0.21,0.62,0.0,0.18,0.0,TwoStageWithin,0.7858,0.3595,0,0.1488
39,68-TwoStageWithin,exp_26,0.0,0.65,0.0,0.6,0.4,0.3,0.17,0.3,0.0,0.2,0.0,TwoStageWithin,0.8045,0.5297,1,0.386
40,68-TwoStageWithin,exp_102,0.0,2.0469,0.0,0.4,0.6,0.58,0.38,0.6900000000000001,1.0,0.49,0.0,TwoStageWithin,0.722,0.2247,0,1.2112
41,68-TwoStageWithin,catch_1,0.0,1.5871,1.0,0.5,0.5,0.29,0.41,0.5900000000000001,1.0,0.42,0.0,TwoStageWithin,0.7531,0.2768,0,0.1558
42,68-TwoStageWithin,exp_90,1.0,1.1862,0.0,0.6,0.4,0.5,0.38,0.4,0.0,0.3,1.0,TwoStageWithin,0.8055,0.4994,1,0.3965
43,68-TwoStageWithin,exp_108,1.0,0.5298,0.0,0.4,0.6,0.78,0.4,0.3,0.0,0.21,1.0,TwoStageWithin,0.8048,0.5242,1,3.4193
44,68-TwoStageWithin,exp_114,0.0,0.1402,0.0,0.6,0.4,0.49,0.22,0.79,0.0,0.42,0.0,TwoStageWithin,0.7195,0.2211,0,0.4282
45,68-TwoStageWithin,exp_25,1.0,0.4727,1.0,0.5,0.5,0.3,0.17,0.3,1.0,0.2,1.0,TwoStageWithin,0.8054,0.4919,0,1.1289
46,68-TwoStageWithin,exp_8,0.0,0.1893,0.0,0.6,0.4,0.7,0.29,0.5,1.0,0.18,0.0,TwoStageWithin,0.7843,0.3543,1,0.2265
47,68-TwoStageWithin,exp_96,0.0,2.5534,0.0,0.6,0.4,0.58,0.38,0.6900000000000001,1.0,0.49,0.0,TwoStageWithin,0.7231,0.2262,0,1.154
48,68-TwoStageWithin,exp_1,0.0,0.4308,1.0,0.5,0.5,0.79,0.49,0.8300000000000001,1.0,0.53,0.0,TwoStageWithin,0.4594,0.0354,0,0.3057
49,68-TwoStageWithin,catch_8,0.0,1.1388,0.0,0.5,0.5,0.22,0.32,0.5,1.0,0.37,0.0,TwoStageWithin,0.7872,0.3642,0,0.5158
50,68-TwoStageWithin,exp_45,0.0,0.4987,1.0,0.5,0.5,0.81,0.48,0.79,0.0,0.1699999999999999,0.0,TwoStageWithin,0.3942,0.0181,0,0.3519
51,68-TwoStageWithin,exp_46,0.0,0.5898,0.0,0.4,0.6,0.81,0.48,0.79,1.0,0.1699999999999999,0.0,TwoStageWithin,0.3812,0.0155,0,0.2665
52,68-TwoStageWithin,exp_113,0.0,0.6591,1.0,0.5,0.5,0.49,0.22,0.79,1.0,0.42,0.0,TwoStageWithin,0.7001,0.1956,0,0.6673
53,68-TwoStageWithin,exp_23,1.0,0.2116,1.0,0.5,0.5,0.28,0.17,0.8300000000000001,1.0,0.43,1.0,TwoStageWithin,0.6977,0.1926,0,0.2741
54,68-TwoStageWithin,exp_47,0.0,0.5346,1.0,0.5,0.5,0.81,0.48,0.79,1.0,0.1699999999999999,0.0,TwoStageWithin,0.3942,0.0181,0,0.5665
55,68-TwoStageWithin,exp_50,0.0,0.2822,0.0,0.6,0.4,0.49,0.32,0.82,0.0,0.6900000000000001,0.0,TwoStageWithin,0.7972,0.4076,0,0.2886
56,68-TwoStageWithin,exp_22,0.0,0.201,0.0,0.4,0.6,0.28,0.17,0.8300000000000001,1.0,0.43,0.0,TwoStageWithin,0.6774,0.1698,0,0.4776
57,68-TwoStageWithin,catch_6,0.0,0.2743,0.0,0.5,0.5,0.23,0.59,0.27,1.0,0.19,0.0,TwoStageWithin,0.8017,0.4373,1,0.9729
58,68-TwoStageWithin,exp_99,0.0,1.5111,1.0,0.5,0.5,0.58,0.38,0.6900000000000001,0.0,0.49,0.0,TwoStageWithin,0.74,0.2529,1,0.2641
59,68-TwoStageWithin,exp_88,0.0,0.9244,0.0,0.6,0.4,0.5,0.38,0.4,1.0,0.3,0.0,TwoStageWithin,0.8,0.4245,0,3.616
60,68-TwoStageWithin,catch_5,1.0,0.1492,1.0,0.5,0.5,0.4,0.49,0.43,1.0,0.32,1.0,TwoStageWithin,0.7986,0.4157,0,0.7366
61,68-TwoStageWithin,exp_15,0.0,0.3417,1.0,0.5,0.5,0.7,0.29,0.5,1.0,0.18,0.0,TwoStageWithin,0.7935,0.3894,0,0.1548
62,68-TwoStageWithin,exp_3,0.0,0.7827,1.0,0.5,0.5,0.79,0.49,0.8300000000000001,0.0,0.53,0.0,TwoStageWithin,0.4594,0.0354,0,0.5037
63,68-TwoStageWithin,exp_107,1.0,0.3691,1.0,0.5,0.5,0.78,0.4,0.3,0.0,0.21,1.0,TwoStageWithin,0.8053,0.4865,1,0.6019
64,68-TwoStageWithin,exp_40,0.0,0.5454,0.0,0.6,0.4,0.81,0.48,0.79,1.0,0.1699999999999999,0.0,TwoStageWithin,0.3823,0.0157,0,0.3824
65,68-TwoStageWithin,exp_18,0.0,0.5207,0.0,0.6,0.4,0.28,0.17,0.8300000000000001,0.0,0.43,0.0,TwoStageWithin,0.7171,0.2178,0,1.5695
66,68-TwoStageWithin,exp_37,0.0,1.5503,1.0,0.5,0.5,0.79,0.7,0.32,0.0,0.2,0.0,TwoStageWithin,0.8034,0.4527,1,0.1502
67,68-TwoStageWithin,exp_53,1.0,0.5879,1.0,0.5,0.5,0.49,0.32,0.82,0.0,0.6900000000000001,1.0,TwoStageWithin,0.7887,0.3697,0,0.2258
68,68-TwoStageWithin,exp_104,0.0,0.6467,0.0,0.6,0.4,0.78,0.4,0.3,1.0,0.21,0.0,TwoStageWithin,0.803,0.449,0,1.4572
69,68-TwoStageWithin,exp_36,0.0,0.9404,0.0,0.4,0.6,0.79,0.7,0.32,0.0,0.2,0.0,TwoStageWithin,0.8054,0.4902,1,0.4578
70,68-TwoStageWithin,exp_31,0.0,0.5863,1.0,0.5,0.5,0.3,0.17,0.3,1.0,0.2,0.0,TwoStageWithin,0.8054,0.4919,1,0.5892
71,68-TwoStageWithin,exp_11,0.0,1.0621,1.0,0.5,0.5,0.7,0.29,0.5,0.0,0.18,0.0,TwoStageWithin,0.7935,0.3894,1,0.3852
72,68-TwoStageWithin,catch_18,0.0,2.8283,0.0,0.5,0.5,0.19,0.37,0.38,1.0,0.31,0.0,TwoStageWithin,0.7991,0.4188,0,0.2673
73,68-TwoStageWithin,exp_87,0.0,0.2264,1.0,0.5,0.5,0.61,0.29,0.8099999999999999,1.0,0.22,0.0,TwoStageWithin,0.5408,0.0688,0,0.2232
74,68-TwoStageWithin,exp_38,0.0,0.5104,0.0,0.4,0.6,0.79,0.7,0.32,1.0,0.2,0.0,TwoStageWithin,0.7986,0.4155,0,0.7054
75,68-TwoStageWithin,catch_10,0.0,0.6662,0.0,0.5,0.5,0.31,0.51,0.32,1.0,0.1699999999999999,0.0,TwoStageWithin,0.7996,0.4217,1,0.1028
76,68-TwoStageWithin,exp_66,0.0,0.4786,0.0,0.6,0.4,0.72,0.51,0.52,0.0,0.42,0.0,TwoStageWithin,0.8036,0.4553,1,0.6431
77,68-TwoStageWithin,exp_118,0.0,0.3259,0.0,0.4,0.6,0.49,0.22,0.79,1.0,0.42,0.0,TwoStageWithin,0.6799,0.1723,0,0.5819
78,68-TwoStageWithin,exp_55,0.0,0.1942,1.0,0.5,0.5,0.49,0.32,0.82,1.0,0.6900000000000001,0.0,TwoStageWithin,0.7887,0.3697,0,0.1798
79,68-TwoStageWithin,catch_19,0.0,0.2015,1.0,0.5,0.5,0.48,0.59,0.48,1.0,0.31,0.0,TwoStageWithin,0.7771,0.3326,0,0.4844
80,68-TwoStageWithin,exp_6,0.0,0.4178,0.0,0.4,0.6,0.79,0.49,0.8300000000000001,1.0,0.53,0.0,TwoStageWithin,0.4428,0.0303,0,0.1016
81,68-TwoStageWithin,exp_111,1.0,0.3681,1.0,0.5,0.5,0.78,0.4,0.3,1.0,0.21,1.0,TwoStageWithin,0.8053,0.4865,1,1.6729
82,68-TwoStageWithin,exp_85,0.0,1.2594,1.0,0.5,0.5,0.61,0.29,0.8099999999999999,0.0,0.22,0.0,TwoStageWithin,0.5408,0.0688,0,0.5545
83,68-TwoStageWithin,exp_0,0.0,0.2592,0.0,0.6,0.4,0.79,0.49,0.8300000000000001,1.0,0.53,0.0,TwoStageWithin,0.4449,0.0309,0,0.2829
84,68-TwoStageWithin,exp_106,1.0,0.3374,0.0,0.6,0.4,0.78,0.4,0.3,0.0,0.21,1.0,TwoStageWithin,0.8048,0.5243,0,0.202
85,68-TwoStageWithin,exp_41,0.0,0.3079,1.0,0.5,0.5,0.81,0.48,0.79,1.0,0.1699999999999999,0.0,TwoStageWithin,0.3942,0.0181,0,0.5413
86,68-TwoStageWithin,exp_54,1.0,0.4274,0.0,0.4,0.6,0.49,0.32,0.82,1.0,0.6900000000000001,1.0,TwoStageWithin,0.7774,0.3333,0,0.2204
87,68-TwoStageWithin,exp_48,0.0,0.4872,0.0,0.6,0.4,0.49,0.32,0.82,1.0,0.6900000000000001,0.0,TwoStageWithin,0.7787,0.3372,1,0.7538
88,68-TwoStageWithin,exp_4,0.0,0.4011,0.0,0.4,0.6,0.79,0.49,0.8300000000000001,0.0,0.53,0.0,TwoStageWithin,0.4746,0.0405,0,2.0391
89,68-TwoStageWithin,exp_103,0.0,0.6751,1.0,0.5,0.5,0.58,0.38,0.6900000000000001,1.0,0.49,0.0,TwoStageWithin,0.74,0.2529,0,0.8455
90,68-TwoStageWithin,exp_24,0.0,1.1013,0.0,0.6,0.4,0.3,0.17,0.3,1.0,0.2,0.0,TwoStageWithin,0.8035,0.4543,1,0.2998
91,68-TwoStageWithin,exp_44,0.0,0.6141,0.0,0.4,0.6,0.81,0.48,0.79,0.0,0.1699999999999999,0.0,TwoStageWithin,0.4067,0.0208,0,0.8069
92,68-TwoStageWithin,catch_14,0.0,1.1884,0.0,0.5,0.5,0.22,0.28,0.79,1.0,0.41,0.0,TwoStageWithin,0.5777,0.0894,0,0.266
93,68-TwoStageWithin,exp_70,0.0,0.296,0.0,0.4,0.6,0.72,0.51,0.52,1.0,0.42,0.0,TwoStageWithin,0.7915,0.3808,0,0.3741
94,68-TwoStageWithin,exp_63,0.0,0.4366,1.0,0.5,0.5,0.41,0.21,0.62,1.0,0.18,0.0,TwoStageWithin,0.7746,0.3258,0,1.0149
95,68-TwoStageWithin,exp_97,0.0,1.325,1.0,0.5,0.5,0.58,0.38,0.6900000000000001,1.0,0.49,0.0,TwoStageWithin,0.74,0.2529,0,1.4096
96,68-TwoStageWithin,exp_61,1.0,1.2315,1.0,0.5,0.5,0.41,0.21,0.62,0.0,0.18,1.0,TwoStageWithin,0.7746,0.3258,0,2.1776
97,68-TwoStageWithin,exp_119,0.0,0.5717,1.0,0.5,0.5,0.49,0.22,0.79,1.0,0.42,0.0,TwoStageWithin,0.7001,0.1956,0,0.9478
98,68-TwoStageWithin,exp_65,0.0,1.0587,1.0,0.5,0.5,0.72,0.51,0.52,1.0,0.42,0.0,TwoStageWithin,0.7989,0.4175,1,0.5822
99,68-TwoStageWithin,exp_34,0.0,0.547,0.0,0.6,0.4,0.79,0.7,0.32,0.0,0.2,0.0,TwoStageWithin,0.8054,0.4905,1,0.4981
100,68-TwoStageWithin,exp_83,0.0,0.1155,1.0,0.5,0.5,0.61,0.29,0.8099999999999999,0.0,0.22,0.0,TwoStageWithin,0.5408,0.0688,1,0.1714
101,68-TwoStageWithin,exp_105,1.0,0.2469,1.0,0.5,0.5,0.78,0.4,0.3,1.0,0.21,1.0,TwoStageWithin,0.8053,0.4865,1,0.9821
102,68-TwoStageWithin,exp_32,1.0,0.633,0.0,0.6,0.4,0.79,0.7,0.32,1.0,0.2,1.0,TwoStageWithin,0.7986,0.4158,0,0.4531
103,68-TwoStageWithin,exp_71,1.0,0.3304,1.0,0.5,0.5,0.72,0.51,0.52,1.0,0.42,1.0,TwoStageWithin,0.7989,0.4175,0,0.8154
104,68-TwoStageWithin,catch_11,0.0,1.3235,1.0,0.5,0.5,0.18,0.58,0.5,1.0,0.1699999999999999,0.0,TwoStageWithin,0.7544,0.2795,0,1.6602
105,68-TwoStageWithin,exp_93,1.0,0.192,1.0,0.5,0.5,0.5,0.38,0.4,0.0,0.3,1.0,TwoStageWithin,0.8041,0.4616,1,0.6829
106,68-TwoStageWithin,exp_13,0.0,0.3421,1.0,0.5,0.5,0.7,0.29,0.5,0.0,0.18,0.0,TwoStageWithin,0.7935,0.3894,1,0.6927
107,68-TwoStageWithin,exp_62,1.0,1.5026,0.0,0.4,0.6,0.41,0.21,0.62,1.0,0.18,1.0,TwoStageWithin,0.7611,0.2933,1,0.2991
108,68-TwoStageWithin,catch_16,0.0,0.2219,0.0,0.5,0.5,0.32,0.37,0.78,1.0,0.6799999999999999,0.0,TwoStageWithin,0.683,0.1758,0,0.5587
109,68-TwoStageWithin,exp_14,0.0,0.3191,0.0,0.4,0.6,0.7,0.29,0.5,1.0,0.18,0.0,TwoStageWithin,0.7842,0.354,1,2.5892
110,68-TwoStageWithin,exp_28,0.0,1.0225,0.0,0.4,0.6,0.3,0.17,0.3,0.0,0.2,0.0,TwoStageWithin,0.8045,0.5297,1,0.586
111,68-TwoStageWithin,exp_72,1.0,0.5927,0.0,0.6,0.4,0.8,0.2,0.6799999999999999,1.0,0.4,1.0,TwoStageWithin,0.788,0.3674,0,0.5384
112,68-TwoStageWithin,exp_76,0.0,0.4668,0.0,0.4,0.6,0.8,0.2,0.6799999999999999,0.0,0.4,0.0,TwoStageWithin,0.8019,0.4387,0,2.074
113,68-TwoStageWithin,exp_12,0.0,0.4418,0.0,0.4,0.6,0.7,0.29,0.5,0.0,0.18,0.0,TwoStageWithin,0.8002,0.4256,0,0.9155
