,subject_id,condition,choice,rt,presentation01,g0,g1,p0,p1,m1,last_stage_favours,m0,choice_formatted,model,pred_mean_rt,pred_p_choose_0,pred_choice,pred_rt
0,143-TwoStageWithin,exp_47,0.0,0.296,1.0,0.5,0.5,0.81,0.48,0.79,1.0,0.1699999999999999,0.0,TwoStageWithin,0.5145,0.0263,0,0.2539
1,143-TwoStageWithin,catch_7,0.0,0.6314,1.0,0.5,0.5,0.28,0.48,0.52,1.0,0.21,0.0,TwoStageWithin,0.6687,0.0781,0,0.6192
2,143-TwoStageWithin,exp_42,0.0,1.0118,0.0,0.6,0.4,0.81,0.48,0.79,0.0,0.1699999999999999,0.0,TwoStageWithin,0.6207,0.0578,0,0.9407
3,143-TwoStageWithin,exp_73,1.0,0.5626,1.0,0.5,0.5,0.8,0.2,0.6799999999999999,1.0,0.4,1.0,TwoStageWithin,0.7351,0.8845,1,0.9201
4,143-TwoStageWithin,exp_80,0.0,0.6464,0.0,0.6,0.4,0.61,0.29,0.8099999999999999,1.0,0.22,0.0,TwoStageWithin,0.6635,0.0757,0,0.2225
5,143-TwoStageWithin,exp_27,0.0,0.6017,1.0,0.5,0.5,0.3,0.17,0.3,0.0,0.2,0.0,TwoStageWithin,0.9485,0.5105,0,0.1304
6,143-TwoStageWithin,exp_98,1.0,0.4186,0.0,0.6,0.4,0.58,0.38,0.6900000000000001,0.0,0.49,1.0,TwoStageWithin,0.8972,0.7084,1,0.3953
7,143-TwoStageWithin,exp_114,1.0,0.5329,0.0,0.6,0.4,0.49,0.22,0.79,0.0,0.42,1.0,TwoStageWithin,0.8891,0.7232,1,0.919
8,143-TwoStageWithin,catch_8,1.0,0.2998,0.0,0.5,0.5,0.22,0.32,0.5,1.0,0.37,1.0,TwoStageWithin,0.7681,0.1372,0,0.6192
9,143-TwoStageWithin,exp_94,0.0,0.846,0.0,0.4,0.6,0.5,0.38,0.4,1.0,0.3,0.0,TwoStageWithin,0.8953,0.2825,0,1.2761
10,143-TwoStageWithin,exp_69,1.0,0.0997,1.0,0.5,0.5,0.72,0.51,0.52,0.0,0.42,1.0,TwoStageWithin,0.9414,0.5783,1,1.4579
11,143-TwoStageWithin,exp_46,0.0,0.3931,0.0,0.4,0.6,0.81,0.48,0.79,1.0,0.1699999999999999,0.0,TwoStageWithin,0.4323,0.0118,0,0.3224
12,143-TwoStageWithin,exp_57,1.0,0.4468,1.0,0.5,0.5,0.41,0.21,0.62,1.0,0.18,1.0,TwoStageWithin,0.8989,0.2892,0,2.0996
13,143-TwoStageWithin,exp_64,0.0,0.1903,0.0,0.6,0.4,0.72,0.51,0.52,1.0,0.42,0.0,TwoStageWithin,0.9334,0.3783,0,1.789
14,143-TwoStageWithin,exp_40,0.0,0.627,0.0,0.6,0.4,0.81,0.48,0.79,1.0,0.1699999999999999,0.0,TwoStageWithin,0.4323,0.0118,0,0.325
15,143-TwoStageWithin,exp_19,1.0,0.4217,1.0,0.5,0.5,0.28,0.17,0.8300000000000001,0.0,0.43,1.0,TwoStageWithin,0.9361,0.3889,0,1.2874
16,143-TwoStageWithin,exp_25,0.0,0.7781,1.0,0.5,0.5,0.3,0.17,0.3,1.0,0.2,0.0,TwoStageWithin,0.9485,0.5105,0,0.3872
17,143-TwoStageWithin,exp_91,0.0,0.7577,1.0,0.5,0.5,0.5,0.38,0.4,0.0,0.3,0.0,TwoStageWithin,0.948,0.4699,1,0.4152
18,143-TwoStageWithin,exp_60,1.0,0.1731,0.0,0.4,0.6,0.41,0.21,0.62,0.0,0.18,1.0,TwoStageWithin,0.9484,0.4781,0,0.5758
19,143-TwoStageWithin,catch_0,0.0,0.1571,0.0,0.5,0.5,0.19,0.72,0.3,1.0,0.2,0.0,TwoStageWithin,0.6095,0.0537,0,1.1356
20,143-TwoStageWithin,exp_113,1.0,0.2679,1.0,0.5,0.5,0.49,0.22,0.79,1.0,0.42,1.0,TwoStageWithin,0.9471,0.5355,0,0.2622
21,143-TwoStageWithin,exp_15,0.0,0.7718,1.0,0.5,0.5,0.7,0.29,0.5,1.0,0.18,0.0,TwoStageWithin,0.9343,0.3816,0,0.8507
22,143-TwoStageWithin,exp_3,1.0,0.2704,1.0,0.5,0.5,0.79,0.49,0.8300000000000001,0.0,0.53,1.0,TwoStageWithin,0.9452,0.4389,0,0.4044
23,143-TwoStageWithin,exp_84,0.0,0.443,0.0,0.4,0.6,0.61,0.29,0.8099999999999999,0.0,0.22,0.0,TwoStageWithin,0.9018,0.2949,0,1.0543
24,143-TwoStageWithin,exp_67,0.0,0.7062,1.0,0.5,0.5,0.72,0.51,0.52,0.0,0.42,0.0,TwoStageWithin,0.9414,0.5783,1,0.7992
25,143-TwoStageWithin,exp_116,1.0,0.3871,0.0,0.4,0.6,0.49,0.22,0.79,0.0,0.42,1.0,TwoStageWithin,0.8891,0.7232,1,0.9859
26,143-TwoStageWithin,exp_52,1.0,0.5354,0.0,0.4,0.6,0.49,0.32,0.82,0.0,0.6900000000000001,1.0,TwoStageWithin,0.7884,0.8448,0,2.5667
27,143-TwoStageWithin,catch_4,0.0,0.4454,0.0,0.5,0.5,0.19,0.31,0.73,1.0,0.4,0.0,TwoStageWithin,0.6075,0.053,0,0.7445
