,subject_id,condition,choice,rt,presentation01,g0,g1,p0,p1,m1,last_stage_favours,m0,choice_formatted,model,pred_mean_rt,pred_p_choose_0,pred_choice,pred_rt
0,154-TwoStageBetween,exp_94,1.0,0.7039,0.0,0.4,0.6,0.5,0.38,0.4,1.0,0.3,1.0,TwoStageWithin,1.1039,0.7254,,
1,154-TwoStageBetween,exp_20,1.0,1.574,0.0,0.4,0.6,0.28,0.17,0.8300000000000001,0.0,0.43,1.0,TwoStageWithin,0.9467,0.8766,1.0,0.8099
2,154-TwoStageBetween,exp_8,1.0,0.7349,0.0,0.6,0.4,0.7,0.29,0.5,1.0,0.18,1.0,TwoStageWithin,0.5147,0.9925,1.0,0.3647
3,154-TwoStageBetween,catch_0,0.0,0.327,0.0,0.5,0.5,0.19,0.72,0.3,1.0,0.2,0.0,TwoStageWithin,0.3364,0.0005,0.0,0.1713
4,154-TwoStageBetween,catch_2,0.0,0.4695,0.0,0.5,0.5,0.38,0.6,0.4,1.0,0.22,0.0,TwoStageWithin,0.6899,0.0302,0.0,0.3211
5,154-TwoStageBetween,exp_46,1.0,0.3366,0.0,0.4,0.6,0.81,0.48,0.79,1.0,0.1699999999999999,1.0,TwoStageWithin,0.6385,0.9785,1.0,1.2642
6,154-TwoStageBetween,exp_69,1.0,0.3097,1.0,0.5,0.5,0.72,0.51,0.52,0.0,0.42,1.0,TwoStageWithin,0.8041,0.9403,1.0,0.6603
7,154-TwoStageBetween,exp_3,1.0,0.4276,1.0,0.5,0.5,0.79,0.49,0.8300000000000001,0.0,0.53,1.0,TwoStageWithin,0.6177,0.9815,1.0,0.7214
8,154-TwoStageBetween,exp_116,1.0,0.2628,0.0,0.4,0.6,0.49,0.22,0.79,0.0,0.42,1.0,TwoStageWithin,0.5979,0.9841,1.0,0.2743
9,154-TwoStageBetween,exp_35,1.0,0.4654,1.0,0.5,0.5,0.79,0.7,0.32,0.0,0.2,1.0,TwoStageWithin,1.0832,0.7552,1.0,0.4192
10,154-TwoStageBetween,exp_47,1.0,0.4239,1.0,0.5,0.5,0.81,0.48,0.79,1.0,0.1699999999999999,1.0,TwoStageWithin,0.5687,0.9875,1.0,0.6935
11,154-TwoStageBetween,exp_102,0.0,0.9484,0.0,0.4,0.6,0.58,0.38,0.6900000000000001,1.0,0.49,0.0,TwoStageWithin,0.9303,0.8861,1.0,1.185
12,154-TwoStageBetween,exp_25,1.0,0.3357,1.0,0.5,0.5,0.3,0.17,0.3,1.0,0.2,1.0,TwoStageWithin,0.9984,0.841,1.0,0.5439
13,154-TwoStageBetween,exp_43,1.0,0.2669,1.0,0.5,0.5,0.81,0.48,0.79,0.0,0.1699999999999999,1.0,TwoStageWithin,0.5687,0.9875,1.0,0.1845
14,154-TwoStageBetween,exp_91,1.0,1.2482,1.0,0.5,0.5,0.5,0.38,0.4,0.0,0.3,1.0,TwoStageWithin,1.0212,0.822,1.0,3.2919
15,154-TwoStageBetween,exp_42,1.0,0.343,0.0,0.6,0.4,0.81,0.48,0.79,0.0,0.1699999999999999,1.0,TwoStageWithin,0.5104,0.9928,1.0,0.2
16,154-TwoStageBetween,catch_7,0.0,0.4163,1.0,0.5,0.5,0.28,0.48,0.52,1.0,0.21,0.0,TwoStageWithin,0.828,0.0658,0.0,0.5876
17,154-TwoStageBetween,catch_8,0.0,1.5848,0.0,0.5,0.5,0.22,0.32,0.5,1.0,0.37,0.0,TwoStageWithin,0.9708,0.1317,0.0,0.3595
18,154-TwoStageBetween,exp_30,1.0,2.034,0.0,0.4,0.6,0.3,0.17,0.3,1.0,0.2,1.0,TwoStageWithin,1.0863,0.7511,0.0,0.8205
19,154-TwoStageBetween,exp_19,1.0,0.2694,1.0,0.5,0.5,0.28,0.17,0.8300000000000001,0.0,0.43,1.0,TwoStageWithin,1.0431,0.8014,1.0,1.6244
20,154-TwoStageBetween,exp_78,1.0,0.3015,0.0,0.4,0.6,0.8,0.2,0.6799999999999999,1.0,0.4,1.0,TwoStageWithin,0.3443,0.9994,1.0,0.4759
21,154-TwoStageBetween,exp_26,1.0,0.4625,0.0,0.6,0.4,0.3,0.17,0.3,0.0,0.2,1.0,TwoStageWithin,0.8974,0.9033,1.0,0.4469
