,subject_id,condition,choice,rt,presentation01,g0,g1,p0,p1,m1,last_stage_favours,m0,choice_formatted,model,pred_mean_rt,pred_p_choose_0,pred_choice,pred_rt
0,177-TwoStageBetween,catch_8,0.0,0.1174,0.0,0.5,0.5,0.22,0.32,0.5,1.0,0.37,0.0,TwoStageWithin,0.6728,0.2425,1,0.7124
1,177-TwoStageBetween,exp_53,0.0,0.4197,1.0,0.5,0.5,0.49,0.32,0.82,0.0,0.6900000000000001,0.0,TwoStageWithin,0.6245,0.8252,1,0.3774
2,177-TwoStageBetween,exp_108,1.0,0.1464,0.0,0.4,0.6,0.78,0.4,0.3,0.0,0.21,1.0,TwoStageWithin,0.7208,0.6426,1,1.5428
3,177-TwoStageBetween,exp_64,1.0,0.427,0.0,0.6,0.4,0.72,0.51,0.52,1.0,0.42,1.0,TwoStageWithin,0.6106,0.8408,1,0.1681
4,177-TwoStageBetween,exp_36,0.0,0.9065,0.0,0.4,0.6,0.79,0.7,0.32,0.0,0.2,0.0,TwoStageWithin,0.5982,0.1462,1,0.6014
5,177-TwoStageBetween,exp_19,1.0,0.7662,1.0,0.5,0.5,0.28,0.17,0.8300000000000001,0.0,0.43,1.0,TwoStageWithin,0.7394,0.4658,0,0.9511
6,177-TwoStageBetween,exp_98,0.0,0.6456,0.0,0.6,0.4,0.58,0.38,0.6900000000000001,0.0,0.49,0.0,TwoStageWithin,0.7097,0.6773,1,0.3565
7,177-TwoStageBetween,exp_113,1.0,1.8652,1.0,0.5,0.5,0.49,0.22,0.79,1.0,0.42,1.0,TwoStageWithin,0.6881,0.7282,1,0.1743
8,177-TwoStageBetween,exp_69,0.0,0.1966,1.0,0.5,0.5,0.72,0.51,0.52,0.0,0.42,0.0,TwoStageWithin,0.6931,0.7176,1,0.3611
9,177-TwoStageBetween,exp_1,1.0,1.0073,1.0,0.5,0.5,0.79,0.49,0.8300000000000001,1.0,0.53,1.0,TwoStageWithin,0.7064,0.686,1,0.9028
10,177-TwoStageBetween,exp_43,0.0,0.3062,1.0,0.5,0.5,0.81,0.48,0.79,0.0,0.1699999999999999,0.0,TwoStageWithin,0.3818,0.0234,0,1.0238
