,subject_id,condition,choice,rt,presentation01,g0,g1,p0,p1,m1,last_stage_favours,m0,choice_formatted,model,pred_mean_rt,pred_p_choose_0,pred_choice,pred_rt
0,151-TwoStageWithin,exp_22,0.0,1.191,0.0,0.4,0.6,0.28,0.17,0.8300000000000001,1.0,0.43,0.0,TwoStageWithin,0.7802,0.4932,1.0,0.3067
1,151-TwoStageWithin,exp_43,0.0,0.4859,1.0,0.5,0.5,0.81,0.48,0.79,0.0,0.1699999999999999,0.0,TwoStageWithin,0.6718,0.1888,0.0,0.516
2,151-TwoStageWithin,exp_82,1.0,0.2652,0.0,0.6,0.4,0.61,0.29,0.8099999999999999,0.0,0.22,1.0,TwoStageWithin,0.7184,0.7417,1.0,0.1549
3,151-TwoStageWithin,exp_91,1.0,0.6952,1.0,0.5,0.5,0.5,0.38,0.4,0.0,0.3,1.0,TwoStageWithin,0.7627,0.632,1.0,0.431
4,151-TwoStageWithin,exp_20,0.0,0.331,0.0,0.4,0.6,0.28,0.17,0.8300000000000001,0.0,0.43,0.0,TwoStageWithin,0.7646,0.6248,0.0,1.0842
5,151-TwoStageWithin,exp_101,1.0,0.5217,1.0,0.5,0.5,0.58,0.38,0.6900000000000001,0.0,0.49,1.0,TwoStageWithin,0.6709,0.8116,1.0,0.5717
6,151-TwoStageWithin,exp_18,1.0,1.1943,0.0,0.6,0.4,0.28,0.17,0.8300000000000001,0.0,0.43,1.0,TwoStageWithin,0.7285,0.7227,1.0,0.2331
7,151-TwoStageWithin,exp_23,1.0,1.0754,1.0,0.5,0.5,0.28,0.17,0.8300000000000001,1.0,0.43,1.0,TwoStageWithin,0.7672,0.6141,0.0,0.7015
8,151-TwoStageWithin,catch_1,1.0,1.0346,1.0,0.5,0.5,0.29,0.41,0.5900000000000001,1.0,0.42,1.0,TwoStageWithin,0.595,0.1149,0.0,0.1486
9,151-TwoStageWithin,catch_3,0.0,0.3067,1.0,0.5,0.5,0.19,0.38,0.6799999999999999,1.0,0.58,0.0,TwoStageWithin,0.5095,0.0621,0.0,0.3066
10,151-TwoStageWithin,exp_30,1.0,0.2781,0.0,0.4,0.6,0.3,0.17,0.3,1.0,0.2,1.0,TwoStageWithin,0.7766,0.5601,1.0,0.2031
11,151-TwoStageWithin,exp_89,0.0,0.5671,1.0,0.5,0.5,0.5,0.38,0.4,1.0,0.3,0.0,TwoStageWithin,0.7627,0.632,1.0,1.5415
12,151-TwoStageWithin,catch_0,0.0,0.1058,0.0,0.5,0.5,0.19,0.72,0.3,1.0,0.2,0.0,TwoStageWithin,0.2969,0.0051,0.0,0.1105
13,151-TwoStageWithin,catch_4,0.0,0.5633,0.0,0.5,0.5,0.19,0.31,0.73,1.0,0.4,0.0,TwoStageWithin,0.5241,0.0696,0.0,0.5194
14,151-TwoStageWithin,exp_114,1.0,0.4678,0.0,0.6,0.4,0.49,0.22,0.79,0.0,0.42,1.0,TwoStageWithin,0.5251,0.9298,1.0,0.2995
15,151-TwoStageWithin,exp_27,1.0,0.4195,1.0,0.5,0.5,0.3,0.17,0.3,0.0,0.2,1.0,TwoStageWithin,0.7544,0.6596,0.0,0.9659
16,151-TwoStageWithin,exp_102,1.0,0.6785,0.0,0.4,0.6,0.58,0.38,0.6900000000000001,1.0,0.49,1.0,TwoStageWithin,0.7505,0.671,1.0,1.0884
17,151-TwoStageWithin,exp_88,0.0,0.1264,0.0,0.6,0.4,0.5,0.38,0.4,1.0,0.3,0.0,TwoStageWithin,0.758,0.6484,1.0,0.2423
18,151-TwoStageWithin,exp_36,1.0,0.6353,0.0,0.4,0.6,0.79,0.7,0.32,0.0,0.2,1.0,TwoStageWithin,0.734,0.2874,0.0,0.4967
19,151-TwoStageWithin,exp_47,0.0,0.4092,1.0,0.5,0.5,0.81,0.48,0.79,1.0,0.1699999999999999,0.0,TwoStageWithin,0.6718,0.1888,1.0,0.6408
20,151-TwoStageWithin,exp_64,1.0,0.7124,0.0,0.6,0.4,0.72,0.51,0.52,1.0,0.42,1.0,TwoStageWithin,0.6162,0.8677,1.0,0.7414
21,151-TwoStageWithin,catch_6,0.0,0.2558,0.0,0.5,0.5,0.23,0.59,0.27,1.0,0.19,0.0,TwoStageWithin,0.4152,0.0266,0.0,0.3338
22,151-TwoStageWithin,exp_59,0.0,0.4212,1.0,0.5,0.5,0.41,0.21,0.62,0.0,0.18,0.0,TwoStageWithin,0.7788,0.5368,1.0,0.7688
23,151-TwoStageWithin,exp_10,1.0,0.368,0.0,0.6,0.4,0.7,0.29,0.5,0.0,0.18,1.0,TwoStageWithin,0.5868,0.8911,1.0,1.0236
24,151-TwoStageWithin,exp_73,1.0,0.4147,1.0,0.5,0.5,0.8,0.2,0.6799999999999999,1.0,0.4,1.0,TwoStageWithin,0.2844,0.996,1.0,0.2978
25,151-TwoStageWithin,exp_115,1.0,0.8007,1.0,0.5,0.5,0.49,0.22,0.79,0.0,0.42,1.0,TwoStageWithin,0.6037,0.8781,1.0,0.8424
26,151-TwoStageWithin,exp_80,1.0,0.1166,0.0,0.6,0.4,0.61,0.29,0.8099999999999999,1.0,0.22,1.0,TwoStageWithin,0.7642,0.6263,1.0,0.5111
27,151-TwoStageWithin,exp_113,1.0,0.3497,1.0,0.5,0.5,0.49,0.22,0.79,1.0,0.42,1.0,TwoStageWithin,0.6037,0.8781,0.0,1.5076
28,151-TwoStageWithin,exp_46,0.0,2.194,0.0,0.4,0.6,0.81,0.48,0.79,1.0,0.1699999999999999,0.0,TwoStageWithin,0.5703,0.0971,0.0,0.4982
29,151-TwoStageWithin,catch_2,0.0,0.3444,0.0,0.5,0.5,0.38,0.6,0.4,1.0,0.22,0.0,TwoStageWithin,0.4239,0.0291,0.0,0.1328
30,151-TwoStageWithin,exp_58,1.0,0.4496,0.0,0.6,0.4,0.41,0.21,0.62,0.0,0.18,1.0,TwoStageWithin,0.756,0.655,0.0,0.8637
31,151-TwoStageWithin,exp_67,1.0,0.9345,1.0,0.5,0.5,0.72,0.51,0.52,0.0,0.42,1.0,TwoStageWithin,0.6535,0.8316,1.0,1.3638
32,151-TwoStageWithin,exp_84,0.0,0.1941,0.0,0.4,0.6,0.61,0.29,0.8099999999999999,0.0,0.22,0.0,TwoStageWithin,0.7735,0.5819,1.0,0.9077
33,151-TwoStageWithin,exp_3,1.0,2.382,1.0,0.5,0.5,0.79,0.49,0.8300000000000001,0.0,0.53,1.0,TwoStageWithin,0.5889,0.8896,1.0,0.2636
34,151-TwoStageWithin,exp_90,1.0,0.6655,0.0,0.6,0.4,0.5,0.38,0.4,0.0,0.3,1.0,TwoStageWithin,0.7079,0.7597,1.0,0.4607
35,151-TwoStageWithin,exp_9,1.0,0.0772,1.0,0.5,0.5,0.7,0.29,0.5,1.0,0.18,1.0,TwoStageWithin,0.6661,0.8174,1.0,0.9423
36,151-TwoStageWithin,exp_68,1.0,1.92,0.0,0.4,0.6,0.72,0.51,0.52,0.0,0.42,1.0,TwoStageWithin,0.6891,0.7881,1.0,0.2024
37,151-TwoStageWithin,catch_8,0.0,0.2837,0.0,0.5,0.5,0.22,0.32,0.5,1.0,0.37,0.0,TwoStageWithin,0.6329,0.1471,1.0,1.1804
38,151-TwoStageWithin,exp_57,0.0,1.0363,1.0,0.5,0.5,0.41,0.21,0.62,1.0,0.18,0.0,TwoStageWithin,0.7788,0.5368,0.0,1.5181
39,151-TwoStageWithin,exp_40,0.0,0.6054,0.0,0.6,0.4,0.81,0.48,0.79,1.0,0.1699999999999999,0.0,TwoStageWithin,0.7003,0.2272,0.0,1.5671
40,151-TwoStageWithin,exp_96,1.0,0.6487,0.0,0.6,0.4,0.58,0.38,0.6900000000000001,1.0,0.49,1.0,TwoStageWithin,0.6441,0.8414,1.0,0.6318
41,151-TwoStageWithin,exp_117,1.0,1.0673,1.0,0.5,0.5,0.49,0.22,0.79,0.0,0.42,1.0,TwoStageWithin,0.6037,0.8781,1.0,0.6175
42,151-TwoStageWithin,exp_69,1.0,0.2881,1.0,0.5,0.5,0.72,0.51,0.52,0.0,0.42,1.0,TwoStageWithin,0.6535,0.8316,1.0,0.41
43,151-TwoStageWithin,exp_50,1.0,0.2058,0.0,0.6,0.4,0.49,0.32,0.82,0.0,0.6900000000000001,1.0,TwoStageWithin,0.5208,0.9321,1.0,0.1844
44,151-TwoStageWithin,exp_8,1.0,0.1342,0.0,0.6,0.4,0.7,0.29,0.5,1.0,0.18,1.0,TwoStageWithin,0.6579,0.8267,1.0,1.7293
45,151-TwoStageWithin,catch_5,0.0,0.3149,1.0,0.5,0.5,0.4,0.49,0.43,1.0,0.32,0.0,TwoStageWithin,0.6627,0.1781,0.0,0.2644
46,151-TwoStageWithin,exp_26,0.0,0.5569,0.0,0.6,0.4,0.3,0.17,0.3,0.0,0.2,0.0,TwoStageWithin,0.7156,0.7468,1.0,0.4287
47,151-TwoStageWithin,exp_42,0.0,0.7812,0.0,0.6,0.4,0.81,0.48,0.79,0.0,0.1699999999999999,0.0,TwoStageWithin,0.7531,0.3346,0.0,1.427
48,151-TwoStageWithin,exp_104,1.0,0.2757,0.0,0.6,0.4,0.78,0.4,0.3,1.0,0.21,1.0,TwoStageWithin,0.5538,0.9134,1.0,0.2544
49,151-TwoStageWithin,exp_35,0.0,0.1793,1.0,0.5,0.5,0.79,0.7,0.32,0.0,0.2,0.0,TwoStageWithin,0.7536,0.336,0.0,0.1821
50,151-TwoStageWithin,exp_29,1.0,1.5396,1.0,0.5,0.5,0.3,0.17,0.3,0.0,0.2,1.0,TwoStageWithin,0.7544,0.6596,0.0,0.9472
51,151-TwoStageWithin,exp_74,1.0,0.1794,0.0,0.6,0.4,0.8,0.2,0.6799999999999999,0.0,0.4,1.0,TwoStageWithin,0.2528,0.998,1.0,0.1793
52,151-TwoStageWithin,catch_9,0.0,0.4759,1.0,0.5,0.5,0.48,0.72,0.4,1.0,0.18,0.0,TwoStageWithin,0.3765,0.0171,0.0,0.2409
53,151-TwoStageWithin,exp_108,1.0,0.1967,0.0,0.4,0.6,0.78,0.4,0.3,0.0,0.21,1.0,TwoStageWithin,0.5833,0.8937,1.0,0.3309
54,151-TwoStageWithin,exp_1,1.0,0.4024,1.0,0.5,0.5,0.79,0.49,0.8300000000000001,1.0,0.53,1.0,TwoStageWithin,0.5889,0.8896,1.0,0.2681
55,151-TwoStageWithin,exp_107,0.0,0.1278,1.0,0.5,0.5,0.78,0.4,0.3,0.0,0.21,0.0,TwoStageWithin,0.5685,0.904,1.0,0.5487
56,151-TwoStageWithin,exp_52,1.0,0.4491,0.0,0.4,0.6,0.49,0.32,0.82,0.0,0.6900000000000001,1.0,TwoStageWithin,0.6404,0.8452,1.0,0.6888
57,151-TwoStageWithin,exp_116,1.0,0.1218,0.0,0.4,0.6,0.49,0.22,0.79,0.0,0.42,1.0,TwoStageWithin,0.613,0.8704,1.0,0.2587
58,151-TwoStageWithin,catch_7,0.0,0.5969,1.0,0.5,0.5,0.28,0.48,0.52,1.0,0.21,0.0,TwoStageWithin,0.4244,0.0292,0.0,0.096
59,151-TwoStageWithin,exp_19,1.0,0.4917,1.0,0.5,0.5,0.28,0.17,0.8300000000000001,0.0,0.43,1.0,TwoStageWithin,0.7672,0.6141,,
60,151-TwoStageWithin,exp_60,0.0,1.3567,0.0,0.4,0.6,0.41,0.21,0.62,0.0,0.18,0.0,TwoStageWithin,0.7779,0.5478,0.0,1.6211
61,151-TwoStageWithin,exp_94,1.0,0.4255,0.0,0.4,0.6,0.5,0.38,0.4,1.0,0.3,1.0,TwoStageWithin,0.78,0.483,1.0,0.2656
62,151-TwoStageWithin,exp_78,1.0,0.3076,0.0,0.4,0.6,0.8,0.2,0.6799999999999999,1.0,0.4,1.0,TwoStageWithin,0.3239,0.9918,1.0,0.1986
