,subject_id,condition,choice,rt,presentation01,g0,g1,p0,p1,m1,last_stage_favours,m0,choice_formatted,model,pred_mean_rt,pred_p_choose_0,pred_choice,pred_rt
0,52-TwoStageBetween,exp_90,1.0,0.6566,0.0,0.6,0.4,0.5,0.38,0.4,0.0,0.3,1.0,TwoStageWithin,0.7097,0.9421,1,0.4569
1,52-TwoStageBetween,exp_115,1.0,0.2501,1.0,0.5,0.5,0.49,0.22,0.79,0.0,0.42,1.0,TwoStageWithin,0.5609,0.979,1,0.3883
2,52-TwoStageBetween,exp_80,1.0,0.5901,0.0,0.6,0.4,0.61,0.29,0.8099999999999999,1.0,0.22,1.0,TwoStageWithin,0.593,0.9731,1,0.1195
3,52-TwoStageBetween,exp_101,1.0,0.6337,1.0,0.5,0.5,0.58,0.38,0.6900000000000001,0.0,0.49,1.0,TwoStageWithin,0.7019,0.9447,1,0.514
4,52-TwoStageBetween,exp_113,1.0,0.8523,1.0,0.5,0.5,0.49,0.22,0.79,1.0,0.42,1.0,TwoStageWithin,0.5609,0.979,1,0.3607
5,52-TwoStageBetween,exp_60,1.0,0.8312,0.0,0.4,0.6,0.41,0.21,0.62,0.0,0.18,1.0,TwoStageWithin,0.5715,0.9772,1,0.3684
6,52-TwoStageBetween,exp_50,1.0,0.7571,0.0,0.6,0.4,0.49,0.32,0.82,0.0,0.6900000000000001,1.0,TwoStageWithin,0.6014,0.9714,1,0.3509
7,52-TwoStageBetween,catch_2,0.0,0.2748,0.0,0.5,0.5,0.38,0.6,0.4,1.0,0.22,0.0,TwoStageWithin,0.5223,0.0151,0,0.3803
8,52-TwoStageBetween,catch_0,0.0,0.2846,0.0,0.5,0.5,0.19,0.72,0.3,1.0,0.2,0.0,TwoStageWithin,0.2624,0.0002,0,0.1553
9,52-TwoStageBetween,exp_22,1.0,0.4749,0.0,0.4,0.6,0.28,0.17,0.8300000000000001,1.0,0.43,1.0,TwoStageWithin,1.0479,0.6144,1,3.6075
10,52-TwoStageBetween,exp_84,1.0,0.1207,0.0,0.4,0.6,0.61,0.29,0.8099999999999999,0.0,0.22,1.0,TwoStageWithin,0.4111,0.9956,1,0.1933
11,52-TwoStageBetween,exp_96,1.0,0.9435,0.0,0.6,0.4,0.58,0.38,0.6900000000000001,1.0,0.49,1.0,TwoStageWithin,0.8572,0.8711,1,1.7683
12,52-TwoStageBetween,exp_37,1.0,1.1247,1.0,0.5,0.5,0.79,0.7,0.32,0.0,0.2,1.0,TwoStageWithin,0.9687,0.7696,1,0.5178
13,52-TwoStageBetween,exp_3,1.0,0.7089,1.0,0.5,0.5,0.79,0.49,0.8300000000000001,0.0,0.53,1.0,TwoStageWithin,0.5124,0.9862,1,0.731
14,52-TwoStageBetween,catch_7,0.0,0.7318,1.0,0.5,0.5,0.28,0.48,0.52,1.0,0.21,0.0,TwoStageWithin,0.6948,0.0525,0,0.549
15,52-TwoStageBetween,exp_98,1.0,0.19,0.0,0.6,0.4,0.58,0.38,0.6900000000000001,0.0,0.49,1.0,TwoStageWithin,0.5474,0.9812,1,1.2187
16,52-TwoStageBetween,exp_52,1.0,0.3127,0.0,0.4,0.6,0.49,0.32,0.82,0.0,0.6900000000000001,1.0,TwoStageWithin,0.6244,0.9663,1,0.3617
17,52-TwoStageBetween,exp_64,1.0,3.7318,0.0,0.6,0.4,0.72,0.51,0.52,1.0,0.42,1.0,TwoStageWithin,0.8277,0.8893,1,0.6197
18,52-TwoStageBetween,exp_107,1.0,0.2399,1.0,0.5,0.5,0.78,0.4,0.3,0.0,0.21,1.0,TwoStageWithin,0.4141,0.9954,1,0.7376
19,52-TwoStageBetween,exp_67,1.0,0.4004,1.0,0.5,0.5,0.72,0.51,0.52,0.0,0.42,1.0,TwoStageWithin,0.6795,0.9518,1,0.9016
20,52-TwoStageBetween,exp_8,1.0,1.0269,0.0,0.6,0.4,0.7,0.29,0.5,1.0,0.18,1.0,TwoStageWithin,0.4543,0.9925,1,0.6707
21,52-TwoStageBetween,catch_6,0.0,0.1353,0.0,0.5,0.5,0.23,0.59,0.27,1.0,0.19,0.0,TwoStageWithin,0.3646,0.0021,0,0.1858
22,52-TwoStageBetween,exp_102,1.0,0.5745,0.0,0.4,0.6,0.58,0.38,0.6900000000000001,1.0,0.49,1.0,TwoStageWithin,0.8909,0.8468,1,0.7685
23,52-TwoStageBetween,exp_23,1.0,0.1382,1.0,0.5,0.5,0.28,0.17,0.8300000000000001,1.0,0.43,1.0,TwoStageWithin,0.9203,0.8217,0,1.2917
24,52-TwoStageBetween,exp_94,0.0,0.4447,0.0,0.4,0.6,0.5,0.38,0.4,1.0,0.3,0.0,TwoStageWithin,1.0411,0.6364,0,1.3252
25,52-TwoStageBetween,exp_18,1.0,0.3167,0.0,0.6,0.4,0.28,0.17,0.8300000000000001,0.0,0.43,1.0,TwoStageWithin,0.7398,0.9312,1,0.5032
26,52-TwoStageBetween,exp_99,1.0,0.2816,1.0,0.5,0.5,0.58,0.38,0.6900000000000001,0.0,0.49,1.0,TwoStageWithin,0.7019,0.9447,1,0.6702
27,52-TwoStageBetween,exp_82,1.0,0.6676,0.0,0.6,0.4,0.61,0.29,0.8099999999999999,0.0,0.22,1.0,TwoStageWithin,0.3982,0.9964,1,0.2679
28,52-TwoStageBetween,exp_59,1.0,0.7902,1.0,0.5,0.5,0.41,0.21,0.62,0.0,0.18,1.0,TwoStageWithin,0.7078,0.9428,1,2.4932
29,52-TwoStageBetween,exp_27,1.0,0.3416,1.0,0.5,0.5,0.3,0.17,0.3,0.0,0.2,1.0,TwoStageWithin,0.8737,0.8597,1,0.7438
30,52-TwoStageBetween,catch_8,0.0,1.4016,0.0,0.5,0.5,0.22,0.32,0.5,1.0,0.37,0.0,TwoStageWithin,0.7682,0.0794,0,1.3624
31,52-TwoStageBetween,exp_68,1.0,0.3085,0.0,0.4,0.6,0.72,0.51,0.52,0.0,0.42,1.0,TwoStageWithin,0.5574,0.9796,1,0.4549
32,52-TwoStageBetween,exp_26,1.0,0.7076,0.0,0.6,0.4,0.3,0.17,0.3,0.0,0.2,1.0,TwoStageWithin,0.6938,0.9474,1,1.431
33,52-TwoStageBetween,exp_40,1.0,1.5387,0.0,0.6,0.4,0.81,0.48,0.79,1.0,0.1699999999999999,1.0,TwoStageWithin,0.5759,0.9764,1,0.3362
34,52-TwoStageBetween,exp_78,1.0,0.2006,0.0,0.4,0.6,0.8,0.2,0.6799999999999999,1.0,0.4,1.0,TwoStageWithin,0.3019,0.9994,1,0.2971
35,52-TwoStageBetween,exp_74,1.0,0.2065,0.0,0.6,0.4,0.8,0.2,0.6799999999999999,0.0,0.4,1.0,TwoStageWithin,0.2326,0.9999,1,0.3141
36,52-TwoStageBetween,exp_30,1.0,0.3415,0.0,0.4,0.6,0.3,0.17,0.3,1.0,0.2,1.0,TwoStageWithin,1.0248,0.6776,0,1.1196
37,52-TwoStageBetween,exp_69,1.0,0.5657,1.0,0.5,0.5,0.72,0.51,0.52,0.0,0.42,1.0,TwoStageWithin,0.6795,0.9518,1,0.1261
38,52-TwoStageBetween,exp_15,1.0,0.2274,1.0,0.5,0.5,0.7,0.29,0.5,1.0,0.18,1.0,TwoStageWithin,0.3865,0.997,1,0.3881
