,subject_id,condition,choice,rt,presentation01,g0,g1,p0,p1,m1,last_stage_favours,m0,choice_formatted,model,pred_mean_rt,pred_p_choose_0,pred_choice,pred_rt
0,86-TwoStageBetween,exp_117,1.0,0.4408,1.0,0.5,0.5,0.49,0.22,0.79,0.0,0.42,1.0,TwoStageWithin,0.5797,0.9867,1.0,0.5545
1,86-TwoStageBetween,exp_64,1.0,0.6611,0.0,0.6,0.4,0.72,0.51,0.52,1.0,0.42,1.0,TwoStageWithin,0.6712,0.9736,1.0,0.1312
2,86-TwoStageBetween,exp_114,1.0,0.3432,0.0,0.6,0.4,0.49,0.22,0.79,0.0,0.42,1.0,TwoStageWithin,0.5629,0.9884,1.0,0.1902
3,86-TwoStageBetween,exp_96,1.0,0.1805,0.0,0.6,0.4,0.58,0.38,0.6900000000000001,1.0,0.49,1.0,TwoStageWithin,0.7039,0.9674,1.0,0.2412
4,86-TwoStageBetween,catch_5,0.0,0.4419,1.0,0.5,0.5,0.4,0.49,0.43,1.0,0.32,0.0,TwoStageWithin,1.0421,0.1813,1.0,0.893
5,86-TwoStageBetween,exp_8,1.0,0.8571,0.0,0.6,0.4,0.7,0.29,0.5,1.0,0.18,1.0,TwoStageWithin,0.3872,0.9986,1.0,0.3483
6,86-TwoStageBetween,exp_88,1.0,0.7847,0.0,0.6,0.4,0.5,0.38,0.4,1.0,0.3,1.0,TwoStageWithin,0.9391,0.8836,1.0,0.9989
7,86-TwoStageBetween,catch_8,0.0,0.3514,0.0,0.5,0.5,0.22,0.32,0.5,1.0,0.37,0.0,TwoStageWithin,1.0183,0.1615,1.0,0.5622
8,86-TwoStageBetween,exp_90,1.0,0.2486,0.0,0.6,0.4,0.5,0.38,0.4,0.0,0.3,1.0,TwoStageWithin,0.9415,0.8822,1.0,0.9657
9,86-TwoStageBetween,exp_37,1.0,0.927,1.0,0.5,0.5,0.79,0.7,0.32,0.0,0.2,1.0,TwoStageWithin,1.0699,0.7773,,
10,86-TwoStageBetween,exp_22,1.0,1.1656,0.0,0.4,0.6,0.28,0.17,0.8300000000000001,1.0,0.43,1.0,TwoStageWithin,1.0164,0.83,0.0,1.9373
11,86-TwoStageBetween,exp_101,1.0,0.3114,1.0,0.5,0.5,0.58,0.38,0.6900000000000001,0.0,0.49,1.0,TwoStageWithin,0.7379,0.9599,1.0,0.4894
12,86-TwoStageBetween,exp_19,1.0,1.0776,1.0,0.5,0.5,0.28,0.17,0.8300000000000001,0.0,0.43,1.0,TwoStageWithin,1.0008,0.8426,1.0,0.9241
13,86-TwoStageBetween,exp_68,1.0,1.0282,0.0,0.4,0.6,0.72,0.51,0.52,0.0,0.42,1.0,TwoStageWithin,0.7562,0.9553,1.0,0.3384
14,86-TwoStageBetween,exp_84,1.0,0.2718,0.0,0.4,0.6,0.61,0.29,0.8099999999999999,0.0,0.22,1.0,TwoStageWithin,0.5294,0.9915,1.0,0.6274
15,86-TwoStageBetween,exp_10,1.0,0.1981,0.0,0.6,0.4,0.7,0.29,0.5,0.0,0.18,1.0,TwoStageWithin,0.388,0.9986,1.0,0.3196
16,86-TwoStageBetween,exp_82,1.0,0.6989,0.0,0.6,0.4,0.61,0.29,0.8099999999999999,0.0,0.22,1.0,TwoStageWithin,0.4929,0.9942,1.0,0.4314
17,86-TwoStageBetween,exp_26,1.0,0.6227,0.0,0.6,0.4,0.3,0.17,0.3,0.0,0.2,1.0,TwoStageWithin,0.9287,0.8894,1.0,1.5648
18,86-TwoStageBetween,exp_43,1.0,0.4058,1.0,0.5,0.5,0.81,0.48,0.79,0.0,0.1699999999999999,1.0,TwoStageWithin,0.5093,0.9931,1.0,0.5261
19,86-TwoStageBetween,exp_107,1.0,0.3308,1.0,0.5,0.5,0.78,0.4,0.3,0.0,0.21,1.0,TwoStageWithin,0.4261,0.9975,1.0,0.426
20,86-TwoStageBetween,exp_67,1.0,0.1638,1.0,0.5,0.5,0.72,0.51,0.52,0.0,0.42,1.0,TwoStageWithin,0.7122,0.9657,1.0,1.7158
21,86-TwoStageBetween,exp_46,1.0,0.2314,0.0,0.4,0.6,0.81,0.48,0.79,1.0,0.1699999999999999,1.0,TwoStageWithin,0.5357,0.991,1.0,0.2032
22,86-TwoStageBetween,exp_15,1.0,0.4011,1.0,0.5,0.5,0.7,0.29,0.5,1.0,0.18,1.0,TwoStageWithin,0.3999,0.9983,1.0,0.2575
23,86-TwoStageBetween,exp_57,1.0,0.6582,1.0,0.5,0.5,0.41,0.21,0.62,1.0,0.18,1.0,TwoStageWithin,0.7567,0.9552,0.0,0.8865
24,86-TwoStageBetween,exp_47,1.0,0.8115,1.0,0.5,0.5,0.81,0.48,0.79,1.0,0.1699999999999999,1.0,TwoStageWithin,0.5093,0.9931,1.0,0.5984
25,86-TwoStageBetween,exp_9,1.0,0.5487,1.0,0.5,0.5,0.7,0.29,0.5,1.0,0.18,1.0,TwoStageWithin,0.3999,0.9983,1.0,0.2633
26,86-TwoStageBetween,exp_60,1.0,0.472,0.0,0.4,0.6,0.41,0.21,0.62,0.0,0.18,1.0,TwoStageWithin,0.7802,0.9488,1.0,0.3504
27,86-TwoStageBetween,exp_29,1.0,0.7479,1.0,0.5,0.5,0.3,0.17,0.3,0.0,0.2,1.0,TwoStageWithin,0.9457,0.8797,1.0,1.7131
28,86-TwoStageBetween,exp_25,1.0,0.7031,1.0,0.5,0.5,0.3,0.17,0.3,1.0,0.2,1.0,TwoStageWithin,0.9457,0.8797,1.0,1.0505
29,86-TwoStageBetween,exp_42,1.0,0.4776,0.0,0.6,0.4,0.81,0.48,0.79,0.0,0.1699999999999999,1.0,TwoStageWithin,0.4851,0.9947,1.0,0.4927
30,86-TwoStageBetween,exp_73,1.0,0.211,1.0,0.5,0.5,0.8,0.2,0.6799999999999999,1.0,0.4,1.0,TwoStageWithin,0.2663,0.9999,1.0,0.3396
31,86-TwoStageBetween,exp_23,1.0,0.6028,1.0,0.5,0.5,0.28,0.17,0.8300000000000001,1.0,0.43,1.0,TwoStageWithin,1.0008,0.8426,1.0,0.182
32,86-TwoStageBetween,exp_74,1.0,0.2159,0.0,0.6,0.4,0.8,0.2,0.6799999999999999,0.0,0.4,1.0,TwoStageWithin,0.2608,0.9999,1.0,0.145
