,subject_id,condition,choice,rt,presentation01,g0,g1,p0,p1,m1,last_stage_favours,m0,choice_formatted,model,pred_mean_rt,pred_p_choose_0,pred_choice,pred_rt
0,176-TwoStageBetween,exp_40,0.0,1.1895,0.0,0.6,0.4,0.81,0.48,0.79,1.0,0.1699999999999999,0.0,TwoStageWithin,0.9402,0.1923,0.0,0.9593
1,176-TwoStageBetween,exp_90,1.0,0.8799,0.0,0.6,0.4,0.5,0.38,0.4,0.0,0.3,1.0,TwoStageWithin,0.978,0.7559,1.0,0.7195
2,176-TwoStageBetween,catch_3,0.0,0.6052,1.0,0.5,0.5,0.19,0.38,0.6799999999999999,1.0,0.58,0.0,TwoStageWithin,0.7268,0.0635,0.0,0.5377
3,176-TwoStageBetween,exp_19,1.0,0.4735,1.0,0.5,0.5,0.28,0.17,0.8300000000000001,0.0,0.43,1.0,TwoStageWithin,1.0485,0.608,1.0,0.4255
4,176-TwoStageBetween,exp_88,1.0,1.7865,0.0,0.6,0.4,0.5,0.38,0.4,1.0,0.3,1.0,TwoStageWithin,1.0524,0.5922,1.0,3.5228
5,176-TwoStageBetween,exp_52,1.0,0.3551,0.0,0.4,0.6,0.49,0.32,0.82,0.0,0.6900000000000001,1.0,TwoStageWithin,0.8559,0.8712,1.0,0.574
6,176-TwoStageBetween,exp_108,1.0,3.496,0.0,0.4,0.6,0.78,0.4,0.3,0.0,0.21,1.0,TwoStageWithin,0.7833,0.912,1.0,0.3778
7,176-TwoStageBetween,catch_1,0.0,0.3745,1.0,0.5,0.5,0.29,0.41,0.5900000000000001,1.0,0.42,0.0,TwoStageWithin,0.8415,0.1167,1.0,0.5104
8,176-TwoStageBetween,exp_50,1.0,0.629,0.0,0.6,0.4,0.49,0.32,0.82,0.0,0.6900000000000001,1.0,TwoStageWithin,0.7452,0.9286,1.0,0.3395
9,176-TwoStageBetween,exp_37,1.0,0.4076,1.0,0.5,0.5,0.79,0.7,0.32,0.0,0.2,1.0,TwoStageWithin,1.0347,0.336,0.0,1.9491
10,176-TwoStageBetween,exp_68,1.0,1.2916,0.0,0.4,0.6,0.72,0.51,0.52,0.0,0.42,1.0,TwoStageWithin,0.9143,0.8261,1.0,0.7938
11,176-TwoStageBetween,exp_46,0.0,0.7537,0.0,0.4,0.6,0.81,0.48,0.79,1.0,0.1699999999999999,0.0,TwoStageWithin,0.8223,0.1058,0.0,2.3906
12,176-TwoStageBetween,catch_8,0.0,0.6409,0.0,0.5,0.5,0.22,0.32,0.5,1.0,0.37,0.0,TwoStageWithin,0.8704,0.135,0.0,0.2759
13,176-TwoStageBetween,exp_64,1.0,0.6569,0.0,0.6,0.4,0.72,0.51,0.52,1.0,0.42,1.0,TwoStageWithin,0.912,0.8283,1.0,1.5597
14,176-TwoStageBetween,exp_18,1.0,0.3429,0.0,0.6,0.4,0.28,0.17,0.8300000000000001,0.0,0.43,1.0,TwoStageWithin,0.9981,0.7257,1.0,0.4505
