,subject_id,condition,choice,rt,presentation01,g0,g1,p0,p1,m1,last_stage_favours,m0,choice_formatted,model,pred_mean_rt,pred_p_choose_0,pred_choice,pred_rt
0,182-TwoStageWithin,exp_43,0.0,0.3409,1.0,0.5,0.5,0.81,0.48,0.79,0.0,0.1699999999999999,0.0,TwoStageWithin,0.4792,0.05,0.0,0.1457
1,182-TwoStageWithin,exp_91,1.0,0.8506,1.0,0.5,0.5,0.5,0.38,0.4,0.0,0.3,1.0,TwoStageWithin,0.7749,0.4989,0.0,0.7759
2,182-TwoStageWithin,catch_5,1.0,1.133,1.0,0.5,0.5,0.4,0.49,0.43,1.0,0.32,1.0,TwoStageWithin,0.7134,0.257,1.0,0.4173
3,182-TwoStageWithin,catch_3,0.0,0.461,1.0,0.5,0.5,0.19,0.38,0.6799999999999999,1.0,0.58,0.0,TwoStageWithin,0.6108,0.1313,0.0,0.0818
4,182-TwoStageWithin,exp_57,1.0,0.65,1.0,0.5,0.5,0.41,0.21,0.62,1.0,0.18,1.0,TwoStageWithin,0.749,0.338,0.0,0.2362
5,182-TwoStageWithin,exp_52,1.0,0.3791,0.0,0.4,0.6,0.49,0.32,0.82,0.0,0.6900000000000001,1.0,TwoStageWithin,0.6489,0.8315,0.0,1.1836
6,182-TwoStageWithin,exp_116,1.0,0.2507,0.0,0.4,0.6,0.49,0.22,0.79,0.0,0.42,1.0,TwoStageWithin,0.701,0.7629,1.0,0.4078
7,182-TwoStageWithin,exp_99,0.0,0.2736,1.0,0.5,0.5,0.58,0.38,0.6900000000000001,0.0,0.49,0.0,TwoStageWithin,0.768,0.5831,1.0,0.3403
8,182-TwoStageWithin,exp_68,1.0,1.5602,0.0,0.4,0.6,0.72,0.51,0.52,0.0,0.42,1.0,TwoStageWithin,0.7055,0.7555,0.0,0.3873
9,182-TwoStageWithin,exp_113,1.0,0.3278,1.0,0.5,0.5,0.49,0.22,0.79,1.0,0.42,1.0,TwoStageWithin,0.761,0.6179,0.0,0.4598
10,182-TwoStageWithin,exp_117,1.0,1.7164,1.0,0.5,0.5,0.49,0.22,0.79,0.0,0.42,1.0,TwoStageWithin,0.761,0.6179,0.0,1.6343
11,182-TwoStageWithin,exp_94,0.0,0.2038,0.0,0.4,0.6,0.5,0.38,0.4,1.0,0.3,0.0,TwoStageWithin,0.7236,0.2765,1.0,0.6071
12,182-TwoStageWithin,exp_90,1.0,0.9449,0.0,0.6,0.4,0.5,0.38,0.4,0.0,0.3,1.0,TwoStageWithin,0.7235,0.7223,1.0,0.9534
13,182-TwoStageWithin,exp_73,1.0,0.8554,1.0,0.5,0.5,0.8,0.2,0.6799999999999999,1.0,0.4,1.0,TwoStageWithin,0.5365,0.9214,1.0,0.5449
14,182-TwoStageWithin,catch_7,0.0,0.3194,1.0,0.5,0.5,0.28,0.48,0.52,1.0,0.21,0.0,TwoStageWithin,0.5388,0.0799,0.0,0.4707
15,182-TwoStageWithin,exp_26,1.0,0.854,0.0,0.6,0.4,0.3,0.17,0.3,0.0,0.2,1.0,TwoStageWithin,0.7177,0.7338,0.0,1.7836
16,182-TwoStageWithin,catch_2,0.0,0.2699,0.0,0.5,0.5,0.38,0.6,0.4,1.0,0.22,0.0,TwoStageWithin,0.4885,0.0541,0.0,0.8863
17,182-TwoStageWithin,exp_96,0.0,0.367,0.0,0.6,0.4,0.58,0.38,0.6900000000000001,1.0,0.49,0.0,TwoStageWithin,0.7702,0.4295,1.0,0.7925
18,182-TwoStageWithin,exp_58,1.0,0.5073,0.0,0.6,0.4,0.41,0.21,0.62,0.0,0.18,1.0,TwoStageWithin,0.7711,0.561,0.0,0.5003
19,182-TwoStageWithin,exp_64,1.0,0.4647,0.0,0.6,0.4,0.72,0.51,0.52,1.0,0.42,1.0,TwoStageWithin,0.7744,0.477,1.0,0.1937
20,182-TwoStageWithin,exp_69,1.0,1.1969,1.0,0.5,0.5,0.72,0.51,0.52,0.0,0.42,1.0,TwoStageWithin,0.7589,0.6265,1.0,0.8474
21,182-TwoStageWithin,exp_50,1.0,0.16,0.0,0.6,0.4,0.49,0.32,0.82,0.0,0.6900000000000001,1.0,TwoStageWithin,0.587,0.8878,1.0,0.3989
22,182-TwoStageWithin,exp_18,1.0,1.7295,0.0,0.6,0.4,0.28,0.17,0.8300000000000001,0.0,0.43,1.0,TwoStageWithin,0.7446,0.6728,1.0,0.741
23,182-TwoStageWithin,exp_114,0.0,0.4953,0.0,0.6,0.4,0.49,0.22,0.79,0.0,0.42,0.0,TwoStageWithin,0.6648,0.8133,1.0,0.9782
24,182-TwoStageWithin,exp_15,1.0,0.4574,1.0,0.5,0.5,0.7,0.29,0.5,1.0,0.18,1.0,TwoStageWithin,0.7732,0.4573,0.0,0.4237
25,182-TwoStageWithin,exp_88,0.0,1.0557,0.0,0.6,0.4,0.5,0.38,0.4,1.0,0.3,0.0,TwoStageWithin,0.7456,0.3281,0.0,0.1748
26,182-TwoStageWithin,exp_8,0.0,1.3833,0.0,0.6,0.4,0.7,0.29,0.5,1.0,0.18,0.0,TwoStageWithin,0.73,0.2899,1.0,0.9884
27,182-TwoStageWithin,exp_53,0.0,0.4987,1.0,0.5,0.5,0.49,0.32,0.82,0.0,0.6900000000000001,0.0,TwoStageWithin,0.7199,0.7295,1.0,0.2966
28,182-TwoStageWithin,exp_19,0.0,0.516,1.0,0.5,0.5,0.28,0.17,0.8300000000000001,0.0,0.43,0.0,TwoStageWithin,0.7721,0.4454,1.0,0.6349
29,182-TwoStageWithin,exp_78,1.0,0.801,0.0,0.4,0.6,0.8,0.2,0.6799999999999999,1.0,0.4,1.0,TwoStageWithin,0.6689,0.8082,1.0,1.1628
30,182-TwoStageWithin,exp_42,1.0,0.3749,0.0,0.6,0.4,0.81,0.48,0.79,0.0,0.1699999999999999,1.0,TwoStageWithin,0.6095,0.1301,0.0,0.6737
31,182-TwoStageWithin,exp_59,1.0,0.2881,1.0,0.5,0.5,0.41,0.21,0.62,0.0,0.18,1.0,TwoStageWithin,0.749,0.338,0.0,0.5977
32,182-TwoStageWithin,exp_102,1.0,0.2557,0.0,0.4,0.6,0.58,0.38,0.6900000000000001,1.0,0.49,1.0,TwoStageWithin,0.7456,0.3282,0.0,0.4348
33,182-TwoStageWithin,exp_101,1.0,1.0185,1.0,0.5,0.5,0.58,0.38,0.6900000000000001,0.0,0.49,1.0,TwoStageWithin,0.768,0.5831,1.0,0.1113
34,182-TwoStageWithin,exp_98,0.0,0.3702,0.0,0.6,0.4,0.58,0.38,0.6900000000000001,0.0,0.49,0.0,TwoStageWithin,0.6747,0.8009,1.0,1.7516
35,182-TwoStageWithin,exp_3,1.0,1.4649,1.0,0.5,0.5,0.79,0.49,0.8300000000000001,0.0,0.53,1.0,TwoStageWithin,0.7707,0.5647,1.0,0.3816
36,182-TwoStageWithin,exp_74,1.0,0.1574,0.0,0.6,0.4,0.8,0.2,0.6799999999999999,0.0,0.4,1.0,TwoStageWithin,0.4233,0.9702,1.0,0.1039
37,182-TwoStageWithin,exp_115,1.0,0.2907,1.0,0.5,0.5,0.49,0.22,0.79,0.0,0.42,1.0,TwoStageWithin,0.761,0.6179,0.0,0.9377
38,182-TwoStageWithin,exp_30,0.0,0.8146,0.0,0.4,0.6,0.3,0.17,0.3,1.0,0.2,0.0,TwoStageWithin,0.7428,0.3207,1.0,1.0461
39,182-TwoStageWithin,catch_6,0.0,0.5926,0.0,0.5,0.5,0.23,0.59,0.27,1.0,0.19,0.0,TwoStageWithin,0.5474,0.0851,0.0,0.1726
40,182-TwoStageWithin,catch_8,0.0,0.944,0.0,0.5,0.5,0.22,0.32,0.5,1.0,0.37,0.0,TwoStageWithin,0.6167,0.1364,0.0,0.4736
