,subject_id,condition,choice,rt,g1,p1,g0,last_stage_favours,m1,m0,p0,presentation01,choice_formatted,model,pred_mean_rt,pred_p_choose_0,pred_choice,pred_rt
0,5-TwoStageMixtureNoScaling,exp_82,1.0,0.5258,0.4,0.29,0.6,0.0,0.8099999999999999,0.22,0.61,0.0,1.0,TwoStageWithin,0.7685,0.7624,1,0.97
1,5-TwoStageMixtureNoScaling,exp_59,0.0,0.8483,0.5,0.21,0.5,0.0,0.62,0.18,0.41,1.0,0.0,TwoStageWithin,0.8389,0.5876,0,0.285
2,5-TwoStageMixtureNoScaling,exp_23,1.0,0.6886,0.5,0.17,0.5,1.0,0.8300000000000001,0.43,0.28,1.0,1.0,TwoStageWithin,0.8274,0.6358,1,0.3919
3,5-TwoStageMixtureNoScaling,exp_20,1.0,0.928,0.6,0.17,0.4,0.0,0.8300000000000001,0.43,0.28,0.0,1.0,TwoStageWithin,0.8136,0.6759,0,2.2389
4,5-TwoStageMixtureNoScaling,exp_35,1.0,0.6588,0.5,0.7,0.5,0.0,0.32,0.2,0.79,1.0,1.0,TwoStageWithin,0.8303,0.3712,0,0.4816
5,5-TwoStageMixtureNoScaling,exp_67,1.0,0.3108,0.5,0.51,0.5,0.0,0.52,0.42,0.72,1.0,1.0,TwoStageWithin,0.702,0.8416,1,0.2201
6,5-TwoStageMixtureNoScaling,exp_58,1.0,1.967,0.4,0.21,0.6,0.0,0.62,0.18,0.41,0.0,1.0,TwoStageWithin,0.8166,0.6681,0,2.8482
7,5-TwoStageMixtureNoScaling,exp_26,1.0,0.2293,0.4,0.17,0.6,0.0,0.3,0.2,0.3,0.0,1.0,TwoStageWithin,0.7826,0.7399,1,0.4523
8,5-TwoStageMixtureNoScaling,catch_5,0.0,0.8139,0.5,0.49,0.5,1.0,0.43,0.32,0.4,1.0,0.0,TwoStageWithin,0.7318,0.1882,0,0.5765
9,5-TwoStageMixtureNoScaling,exp_98,1.0,1.164,0.4,0.38,0.6,0.0,0.6900000000000001,0.49,0.58,0.0,1.0,TwoStageWithin,0.6572,0.8792,1,0.3949
10,5-TwoStageMixtureNoScaling,exp_68,1.0,0.4404,0.6,0.51,0.4,0.0,0.52,0.42,0.72,0.0,1.0,TwoStageWithin,0.6943,0.8487,1,1.0374
11,5-TwoStageMixtureNoScaling,exp_113,1.0,0.7757,0.5,0.22,0.5,1.0,0.79,0.42,0.49,1.0,1.0,TwoStageWithin,0.6421,0.89,1,0.807
12,5-TwoStageMixtureNoScaling,exp_37,0.0,0.5527,0.5,0.7,0.5,0.0,0.32,0.2,0.79,1.0,0.0,TwoStageWithin,0.8303,0.3712,0,0.6846
13,5-TwoStageMixtureNoScaling,exp_116,1.0,0.3349,0.6,0.22,0.4,0.0,0.79,0.42,0.49,0.0,1.0,TwoStageWithin,0.6229,0.9026,1,1.3191
14,5-TwoStageMixtureNoScaling,exp_25,1.0,0.6343,0.5,0.17,0.5,1.0,0.3,0.2,0.3,1.0,1.0,TwoStageWithin,0.8144,0.6739,1,2.1742
15,5-TwoStageMixtureNoScaling,exp_80,0.0,0.6587,0.4,0.29,0.6,1.0,0.8099999999999999,0.22,0.61,0.0,0.0,TwoStageWithin,0.821,0.6557,1,1.4382
16,5-TwoStageMixtureNoScaling,exp_99,1.0,0.495,0.5,0.38,0.5,0.0,0.6900000000000001,0.49,0.58,1.0,1.0,TwoStageWithin,0.7191,0.8245,1,0.3001
