,subject_id,condition,choice,rt,g1,p1,g0,last_stage_favours,m1,m0,p0,presentation01,choice_formatted,model,pred_mean_rt,pred_p_choose_0,pred_choice,pred_rt
0,18-TwoStageBetween,exp_74,1.0,0.2267,0.4,0.2,0.6,0.0,0.6799999999999999,0.4,0.8,0.0,1.0,TwoStageWithin,0.4185,0.9948,1.0,0.549
1,18-TwoStageBetween,exp_115,1.0,1.1522,0.5,0.22,0.5,0.0,0.79,0.42,0.49,1.0,1.0,TwoStageWithin,0.9088,0.8217,1.0,0.6429
2,18-TwoStageBetween,exp_117,1.0,0.9052,0.5,0.22,0.5,0.0,0.79,0.42,0.49,1.0,1.0,TwoStageWithin,0.9088,0.8217,1.0,0.5213
3,18-TwoStageBetween,exp_43,0.0,3.6832,0.5,0.48,0.5,0.0,0.79,0.1699999999999999,0.81,1.0,0.0,TwoStageWithin,0.8471,0.1265,0.0,0.3633
4,18-TwoStageBetween,catch_7,0.0,0.6604,0.5,0.48,0.5,1.0,0.52,0.21,0.28,1.0,0.0,TwoStageWithin,0.6361,0.0386,0.0,0.3306
5,18-TwoStageBetween,exp_82,1.0,0.3234,0.4,0.29,0.6,0.0,0.8099999999999999,0.22,0.61,0.0,1.0,TwoStageWithin,1.0398,0.599,1.0,0.7229
6,18-TwoStageBetween,exp_19,1.0,0.3807,0.5,0.17,0.5,0.0,0.8300000000000001,0.43,0.28,1.0,1.0,TwoStageWithin,1.0471,0.5622,0.0,0.926
7,18-TwoStageBetween,exp_10,0.0,0.4647,0.4,0.29,0.6,0.0,0.5,0.18,0.7,0.0,0.0,TwoStageWithin,0.9346,0.7959,0.0,1.2054
8,18-TwoStageBetween,exp_80,0.0,1.0857,0.4,0.29,0.6,1.0,0.8099999999999999,0.22,0.61,0.0,0.0,TwoStageWithin,1.0329,0.6241,1.0,0.6447
9,18-TwoStageBetween,exp_47,0.0,0.8793,0.5,0.48,0.5,1.0,0.79,0.1699999999999999,0.81,1.0,0.0,TwoStageWithin,0.8471,0.1265,0.0,0.7935
10,18-TwoStageBetween,catch_9,0.0,0.4695,0.5,0.72,0.5,1.0,0.4,0.18,0.48,1.0,0.0,TwoStageWithin,0.5744,0.0248,0.0,0.2083
11,18-TwoStageBetween,exp_59,1.0,1.3694,0.5,0.21,0.5,0.0,0.62,0.18,0.41,1.0,1.0,TwoStageWithin,1.0516,0.4647,1.0,1.0382
12,18-TwoStageBetween,exp_101,1.0,0.555,0.5,0.38,0.5,0.0,0.6900000000000001,0.49,0.58,1.0,1.0,TwoStageWithin,0.9693,0.7532,0.0,0.2505
13,18-TwoStageBetween,exp_84,1.0,0.2398,0.6,0.29,0.4,0.0,0.8099999999999999,0.22,0.61,0.0,1.0,TwoStageWithin,1.0252,0.3405,0.0,1.0567
14,18-TwoStageBetween,exp_91,1.0,0.5403,0.5,0.38,0.5,0.0,0.4,0.3,0.5,1.0,1.0,TwoStageWithin,1.0429,0.5852,1.0,0.2464
15,18-TwoStageBetween,exp_99,1.0,2.125,0.5,0.38,0.5,0.0,0.6900000000000001,0.49,0.58,1.0,1.0,TwoStageWithin,0.9693,0.7532,1.0,0.2344
16,18-TwoStageBetween,exp_46,0.0,0.3326,0.6,0.48,0.4,1.0,0.79,0.1699999999999999,0.81,0.0,0.0,TwoStageWithin,0.7284,0.0676,0.0,0.4468
17,18-TwoStageBetween,catch_0,0.0,0.3119,0.5,0.72,0.5,1.0,0.3,0.2,0.19,0.0,0.0,TwoStageWithin,0.5149,0.0151,0.0,0.8229
18,18-TwoStageBetween,exp_94,0.0,2.3644,0.6,0.38,0.4,1.0,0.4,0.3,0.5,0.0,0.0,TwoStageWithin,1.0522,0.4761,0.0,0.162
19,18-TwoStageBetween,exp_113,1.0,0.3231,0.5,0.22,0.5,1.0,0.79,0.42,0.49,1.0,1.0,TwoStageWithin,0.9088,0.8217,1.0,0.3728
20,18-TwoStageBetween,exp_64,1.0,0.8982,0.4,0.51,0.6,1.0,0.52,0.42,0.72,0.0,1.0,TwoStageWithin,0.8055,0.8958,1.0,2.4243
21,18-TwoStageBetween,exp_18,1.0,0.5975,0.4,0.17,0.6,0.0,0.8300000000000001,0.43,0.28,0.0,1.0,TwoStageWithin,1.0307,0.6312,0.0,0.6263
22,18-TwoStageBetween,exp_22,0.0,2.4004,0.6,0.17,0.4,1.0,0.8300000000000001,0.43,0.28,0.0,0.0,TwoStageWithin,1.0525,0.4911,0.0,2.7863
23,18-TwoStageBetween,catch_8,1.0,0.5011,0.5,0.32,0.5,1.0,0.5,0.37,0.22,0.0,1.0,TwoStageWithin,0.9485,0.2128,0.0,1.5964
24,18-TwoStageBetween,exp_73,1.0,0.8354,0.5,0.2,0.5,1.0,0.6799999999999999,0.4,0.8,1.0,1.0,TwoStageWithin,0.4697,0.9904,1.0,0.2031
