,subject_id,condition,choice,rt,g1,p1,g0,last_stage_favours,m1,m0,p0,presentation01,choice_formatted,model,pred_mean_rt,pred_p_choose_0,pred_choice,pred_rt
0,12-TwoStageWithin,catch_8,0.0,1.3046,0.5,0.32,0.5,1.0,0.5,0.37,0.22,0.0,0.0,TwoStageWithin,0.9592,0.0671,1.0,1.7085
1,12-TwoStageWithin,exp_68,0.0,0.4897,0.6,0.51,0.4,0.0,0.52,0.42,0.72,0.0,0.0,TwoStageWithin,1.079,0.8714,1.0,0.6686
2,12-TwoStageWithin,exp_91,1.0,2.6953,0.5,0.38,0.5,0.0,0.4,0.3,0.5,1.0,1.0,TwoStageWithin,1.3067,0.5012,0.0,0.7366
3,12-TwoStageWithin,exp_26,1.0,1.4536,0.4,0.17,0.6,0.0,0.3,0.2,0.3,0.0,1.0,TwoStageWithin,1.2026,0.766,1.0,0.367
4,12-TwoStageWithin,exp_43,0.0,0.1752,0.5,0.48,0.5,0.0,0.79,0.1699999999999999,0.81,1.0,0.0,TwoStageWithin,0.6922,0.0154,0.0,1.0002
5,12-TwoStageWithin,exp_80,0.0,2.3664,0.4,0.29,0.6,1.0,0.8099999999999999,0.22,0.61,0.0,0.0,TwoStageWithin,0.9923,0.0782,0.0,0.5523
6,12-TwoStageWithin,exp_47,0.0,1.6669,0.5,0.48,0.5,1.0,0.79,0.1699999999999999,0.81,1.0,0.0,TwoStageWithin,0.6922,0.0154,0.0,0.2061
7,12-TwoStageWithin,exp_60,1.0,0.5185,0.6,0.21,0.4,0.0,0.62,0.18,0.41,0.0,1.0,TwoStageWithin,1.3061,0.5115,1.0,0.1675
8,12-TwoStageWithin,exp_82,0.0,1.9759,0.4,0.29,0.6,0.0,0.8099999999999999,0.22,0.61,0.0,0.0,TwoStageWithin,1.2951,0.3758,1.0,0.426
9,12-TwoStageWithin,exp_101,0.0,0.7879,0.5,0.38,0.5,0.0,0.6900000000000001,0.49,0.58,1.0,0.0,TwoStageWithin,1.2708,0.6545,1.0,3.1395
10,12-TwoStageWithin,exp_1,1.0,0.9326,0.5,0.49,0.5,1.0,0.8300000000000001,0.53,0.79,1.0,1.0,TwoStageWithin,1.265,0.6675,0.0,0.9028
11,12-TwoStageWithin,exp_116,1.0,1.5225,0.6,0.22,0.4,0.0,0.79,0.42,0.49,0.0,1.0,TwoStageWithin,1.0702,0.8766,1.0,3.7806
12,12-TwoStageWithin,exp_107,1.0,0.8184,0.5,0.4,0.5,0.0,0.3,0.21,0.78,1.0,1.0,TwoStageWithin,1.2146,0.7509,1.0,1.4349
13,12-TwoStageWithin,exp_53,1.0,0.5645,0.5,0.32,0.5,0.0,0.82,0.6900000000000001,0.49,1.0,1.0,TwoStageWithin,1.1392,0.8288,1.0,1.3894
14,12-TwoStageWithin,exp_25,0.0,1.4511,0.5,0.17,0.5,1.0,0.3,0.2,0.3,1.0,0.0,TwoStageWithin,1.3017,0.5478,1.0,1.0064
