,subject_id,condition,choice,rt,g1,p1,g0,last_stage_favours,m1,m0,p0,presentation01,choice_formatted,model,pred_mean_rt,pred_p_choose_0,pred_choice,pred_rt
0,4-TwoStageMixtureNoScaling,exp_46,0.0,0.1028,0.6,0.48,0.4,1.0,0.79,0.1699999999999999,0.81,0.0,0.0,TwoStageWithin,0.1596,0.0075,0,0.2721
1,4-TwoStageMixtureNoScaling,exp_42,0.0,0.3028,0.4,0.48,0.6,0.0,0.79,0.1699999999999999,0.81,0.0,0.0,TwoStageWithin,0.197,0.0208,0,0.1076
2,4-TwoStageMixtureNoScaling,exp_80,0.0,0.5548,0.4,0.29,0.6,1.0,0.8099999999999999,0.22,0.61,0.0,0.0,TwoStageWithin,0.2918,0.1049,0,0.1399
3,4-TwoStageMixtureNoScaling,exp_57,0.0,0.5751,0.5,0.21,0.5,1.0,0.62,0.18,0.41,1.0,0.0,TwoStageWithin,0.3597,0.2479,0,0.1638
4,4-TwoStageMixtureNoScaling,exp_37,0.0,0.3507,0.5,0.7,0.5,0.0,0.32,0.2,0.79,1.0,0.0,TwoStageWithin,0.3719,0.2922,0,0.0469
5,4-TwoStageMixtureNoScaling,exp_101,0.0,0.352,0.5,0.38,0.5,0.0,0.6900000000000001,0.49,0.58,1.0,0.0,TwoStageWithin,0.3934,0.4318,0,0.678
6,4-TwoStageMixtureNoScaling,catch_3,0.0,0.1773,0.5,0.38,0.5,1.0,0.6799999999999999,0.58,0.19,1.0,0.0,TwoStageWithin,0.2996,0.1163,0,0.2175
7,4-TwoStageMixtureNoScaling,exp_23,0.0,1.0365,0.5,0.17,0.5,1.0,0.8300000000000001,0.43,0.28,1.0,0.0,TwoStageWithin,0.3778,0.3186,0,0.5372
8,4-TwoStageMixtureNoScaling,exp_73,1.0,0.196,0.5,0.2,0.5,1.0,0.6799999999999999,0.4,0.8,1.0,1.0,TwoStageWithin,0.3382,0.8108,1,1.195
9,4-TwoStageMixtureNoScaling,exp_50,0.0,0.0641,0.4,0.32,0.6,0.0,0.82,0.6900000000000001,0.49,0.0,0.0,TwoStageWithin,0.3459,0.7917,1,0.2116
10,4-TwoStageMixtureNoScaling,exp_1,1.0,0.7623,0.5,0.49,0.5,1.0,0.8300000000000001,0.53,0.79,1.0,1.0,TwoStageWithin,0.3667,0.2719,0,0.1762
11,4-TwoStageMixtureNoScaling,exp_22,0.0,0.2944,0.6,0.17,0.4,1.0,0.8300000000000001,0.43,0.28,0.0,0.0,TwoStageWithin,0.3608,0.2517,0,0.1792
12,4-TwoStageMixtureNoScaling,exp_102,0.0,0.6409,0.6,0.38,0.4,1.0,0.6900000000000001,0.49,0.58,0.0,0.0,TwoStageWithin,0.3752,0.3066,0,0.4899
13,4-TwoStageMixtureNoScaling,exp_115,0.0,0.6477,0.5,0.22,0.5,0.0,0.79,0.42,0.49,1.0,0.0,TwoStageWithin,0.3928,0.4247,0,0.3141
14,4-TwoStageMixtureNoScaling,catch_6,0.0,0.3075,0.5,0.59,0.5,1.0,0.27,0.19,0.23,0.0,0.0,TwoStageWithin,0.3579,0.2424,0,0.5196
15,4-TwoStageMixtureNoScaling,exp_91,0.0,0.0659,0.5,0.38,0.5,0.0,0.4,0.3,0.5,1.0,0.0,TwoStageWithin,0.3943,0.4466,1,0.2281
16,4-TwoStageMixtureNoScaling,catch_4,0.0,0.1891,0.5,0.31,0.5,1.0,0.73,0.4,0.19,0.0,0.0,TwoStageWithin,0.2754,0.0837,0,0.1712
17,4-TwoStageMixtureNoScaling,exp_52,0.0,1.0796,0.6,0.32,0.4,0.0,0.82,0.6900000000000001,0.49,0.0,0.0,TwoStageWithin,0.3931,0.5723,1,0.1791
18,4-TwoStageMixtureNoScaling,exp_89,1.0,0.2225,0.5,0.38,0.5,1.0,0.4,0.3,0.5,1.0,1.0,TwoStageWithin,0.3943,0.4466,0,0.5969
19,4-TwoStageMixtureNoScaling,exp_99,0.0,0.6464,0.5,0.38,0.5,0.0,0.6900000000000001,0.49,0.58,1.0,0.0,TwoStageWithin,0.3934,0.4318,1,1.086
20,4-TwoStageMixtureNoScaling,exp_25,1.0,0.7871,0.5,0.17,0.5,1.0,0.3,0.2,0.3,1.0,1.0,TwoStageWithin,0.3958,0.4965,1,0.3399
21,4-TwoStageMixtureNoScaling,exp_47,0.0,0.2331,0.5,0.48,0.5,1.0,0.79,0.1699999999999999,0.81,1.0,0.0,TwoStageWithin,0.1767,0.0125,0,0.2474
22,4-TwoStageMixtureNoScaling,exp_36,1.0,0.8279,0.6,0.7,0.4,0.0,0.32,0.2,0.79,0.0,1.0,TwoStageWithin,0.3676,0.2753,0,0.1353
23,4-TwoStageMixtureNoScaling,exp_15,1.0,0.1111,0.5,0.29,0.5,1.0,0.5,0.18,0.7,1.0,1.0,TwoStageWithin,0.3779,0.3188,0,0.1216
24,4-TwoStageMixtureNoScaling,exp_20,1.0,0.0936,0.6,0.17,0.4,0.0,0.8300000000000001,0.43,0.28,0.0,1.0,TwoStageWithin,0.3736,0.2994,0,0.2337
25,4-TwoStageMixtureNoScaling,exp_60,0.0,0.5627,0.6,0.21,0.4,0.0,0.62,0.18,0.41,0.0,0.0,TwoStageWithin,0.3587,0.2449,0,0.4635
26,4-TwoStageMixtureNoScaling,exp_58,0.0,0.1583,0.4,0.21,0.6,0.0,0.62,0.18,0.41,0.0,0.0,TwoStageWithin,0.3734,0.2986,1,0.3412
27,4-TwoStageMixtureNoScaling,catch_5,1.0,0.4659,0.5,0.49,0.5,1.0,0.43,0.32,0.4,1.0,1.0,TwoStageWithin,0.3638,0.2616,0,0.3587
28,4-TwoStageMixtureNoScaling,exp_9,1.0,1.0852,0.5,0.29,0.5,1.0,0.5,0.18,0.7,1.0,1.0,TwoStageWithin,0.3779,0.3188,0,0.1725
29,4-TwoStageMixtureNoScaling,exp_116,0.0,0.1744,0.6,0.22,0.4,0.0,0.79,0.42,0.49,0.0,0.0,TwoStageWithin,0.3886,0.3835,0,0.143
30,4-TwoStageMixtureNoScaling,catch_7,0.0,0.3041,0.5,0.48,0.5,1.0,0.52,0.21,0.28,1.0,0.0,TwoStageWithin,0.2741,0.0821,0,0.392
31,4-TwoStageMixtureNoScaling,exp_68,0.0,0.2499,0.6,0.51,0.4,0.0,0.52,0.42,0.72,0.0,0.0,TwoStageWithin,0.3947,0.4539,1,0.5738
32,4-TwoStageMixtureNoScaling,exp_43,0.0,0.1194,0.5,0.48,0.5,0.0,0.79,0.1699999999999999,0.81,1.0,0.0,TwoStageWithin,0.1767,0.0125,0,0.2065
33,4-TwoStageMixtureNoScaling,exp_82,0.0,0.1242,0.4,0.29,0.6,0.0,0.8099999999999999,0.22,0.61,0.0,0.0,TwoStageWithin,0.308,0.1297,0,0.6554
34,4-TwoStageMixtureNoScaling,catch_2,0.0,0.1627,0.5,0.6,0.5,1.0,0.4,0.22,0.38,0.0,0.0,TwoStageWithin,0.308,0.1297,0,0.1249
35,4-TwoStageMixtureNoScaling,exp_35,1.0,0.0628,0.5,0.7,0.5,0.0,0.32,0.2,0.79,1.0,1.0,TwoStageWithin,0.3719,0.2922,0,0.2468
36,4-TwoStageMixtureNoScaling,exp_30,1.0,0.4764,0.6,0.17,0.4,1.0,0.3,0.2,0.3,0.0,1.0,TwoStageWithin,0.3946,0.4526,0,0.3351
37,4-TwoStageMixtureNoScaling,exp_114,1.0,1.1111,0.4,0.22,0.6,0.0,0.79,0.42,0.49,0.0,1.0,TwoStageWithin,0.3954,0.5268,0,0.8365
38,4-TwoStageMixtureNoScaling,exp_53,0.0,0.958,0.5,0.32,0.5,0.0,0.82,0.6900000000000001,0.49,1.0,0.0,TwoStageWithin,0.3807,0.6667,1,0.0845
39,4-TwoStageMixtureNoScaling,exp_3,0.0,0.0577,0.5,0.49,0.5,0.0,0.8300000000000001,0.53,0.79,1.0,0.0,TwoStageWithin,0.3667,0.2719,0,0.5573
40,4-TwoStageMixtureNoScaling,exp_74,1.0,0.1897,0.4,0.2,0.6,0.0,0.6799999999999999,0.4,0.8,0.0,1.0,TwoStageWithin,0.3086,0.8693,1,0.1511
41,4-TwoStageMixtureNoScaling,exp_96,0.0,0.2372,0.4,0.38,0.6,1.0,0.6900000000000001,0.49,0.58,0.0,0.0,TwoStageWithin,0.3958,0.5068,0,0.4481
42,4-TwoStageMixtureNoScaling,catch_8,0.0,0.1045,0.5,0.32,0.5,1.0,0.5,0.37,0.22,0.0,0.0,TwoStageWithin,0.3589,0.2455,0,0.7692
43,4-TwoStageMixtureNoScaling,exp_19,1.0,0.1079,0.5,0.17,0.5,0.0,0.8300000000000001,0.43,0.28,1.0,1.0,TwoStageWithin,0.3778,0.3186,1,0.2018
44,4-TwoStageMixtureNoScaling,exp_45,0.0,0.3419,0.5,0.48,0.5,0.0,0.79,0.1699999999999999,0.81,1.0,0.0,TwoStageWithin,0.1767,0.0125,0,0.1426
45,4-TwoStageMixtureNoScaling,exp_113,0.0,0.2431,0.5,0.22,0.5,1.0,0.79,0.42,0.49,1.0,0.0,TwoStageWithin,0.3928,0.4247,0,0.3815
46,4-TwoStageMixtureNoScaling,exp_18,0.0,0.4676,0.4,0.17,0.6,0.0,0.8300000000000001,0.43,0.28,0.0,0.0,TwoStageWithin,0.3898,0.3939,1,0.2338
47,4-TwoStageMixtureNoScaling,exp_27,1.0,0.0751,0.5,0.17,0.5,0.0,0.3,0.2,0.3,1.0,1.0,TwoStageWithin,0.3958,0.4965,0,0.0993
48,4-TwoStageMixtureNoScaling,exp_29,0.0,0.1674,0.5,0.17,0.5,0.0,0.3,0.2,0.3,1.0,0.0,TwoStageWithin,0.3958,0.4965,0,0.4486
49,4-TwoStageMixtureNoScaling,exp_90,1.0,0.1885,0.4,0.38,0.6,0.0,0.4,0.3,0.5,0.0,1.0,TwoStageWithin,0.3956,0.5219,0,0.3873
50,4-TwoStageMixtureNoScaling,exp_88,1.0,0.4853,0.4,0.38,0.6,1.0,0.4,0.3,0.5,0.0,1.0,TwoStageWithin,0.3951,0.462,0,0.7307
51,4-TwoStageMixtureNoScaling,exp_98,1.0,0.3484,0.4,0.38,0.6,0.0,0.6900000000000001,0.49,0.58,0.0,1.0,TwoStageWithin,0.3935,0.5663,1,0.1158
52,4-TwoStageMixtureNoScaling,exp_67,0.0,0.1424,0.5,0.51,0.5,0.0,0.52,0.42,0.72,1.0,0.0,TwoStageWithin,0.3956,0.5222,0,0.2246
53,4-TwoStageMixtureNoScaling,exp_108,1.0,0.3339,0.6,0.4,0.4,0.0,0.3,0.21,0.78,0.0,1.0,TwoStageWithin,0.3952,0.5332,0,0.4732
54,4-TwoStageMixtureNoScaling,exp_104,1.0,0.1205,0.4,0.4,0.6,1.0,0.3,0.21,0.78,0.0,1.0,TwoStageWithin,0.3947,0.5457,0,0.1068
55,4-TwoStageMixtureNoScaling,exp_107,0.0,0.7812,0.5,0.4,0.5,0.0,0.3,0.21,0.78,1.0,0.0,TwoStageWithin,0.395,0.5395,0,0.6202
56,4-TwoStageMixtureNoScaling,exp_94,0.0,0.0846,0.6,0.38,0.4,1.0,0.4,0.3,0.5,0.0,0.0,TwoStageWithin,0.3873,0.3736,1,0.117
57,4-TwoStageMixtureNoScaling,exp_10,1.0,0.5176,0.4,0.29,0.6,0.0,0.5,0.18,0.7,0.0,1.0,TwoStageWithin,0.3884,0.3823,0,0.1336
58,4-TwoStageMixtureNoScaling,exp_69,0.0,0.3289,0.5,0.51,0.5,0.0,0.52,0.42,0.72,1.0,0.0,TwoStageWithin,0.3956,0.5222,1,1.0392
59,4-TwoStageMixtureNoScaling,exp_40,0.0,0.2853,0.4,0.48,0.6,1.0,0.79,0.1699999999999999,0.81,0.0,0.0,TwoStageWithin,0.1872,0.0165,0,0.5218
60,4-TwoStageMixtureNoScaling,catch_0,0.0,0.2577,0.5,0.72,0.5,1.0,0.3,0.2,0.19,0.0,0.0,TwoStageWithin,0.3192,0.1494,0,0.4093
61,4-TwoStageMixtureNoScaling,exp_84,0.0,0.2079,0.6,0.29,0.4,0.0,0.8099999999999999,0.22,0.61,0.0,0.0,TwoStageWithin,0.2713,0.0788,0,0.1207
62,4-TwoStageMixtureNoScaling,catch_9,0.0,0.0589,0.5,0.72,0.5,1.0,0.4,0.18,0.48,1.0,0.0,TwoStageWithin,0.2812,0.0907,0,0.2125
63,4-TwoStageMixtureNoScaling,exp_64,1.0,0.9719,0.4,0.51,0.6,1.0,0.52,0.42,0.72,0.0,1.0,TwoStageWithin,0.3916,0.5896,1,0.2553
64,4-TwoStageMixtureNoScaling,catch_1,0.0,0.1391,0.5,0.41,0.5,1.0,0.5900000000000001,0.42,0.29,1.0,0.0,TwoStageWithin,0.3233,0.1574,0,0.3742
65,4-TwoStageMixtureNoScaling,exp_117,0.0,0.254,0.5,0.22,0.5,0.0,0.79,0.42,0.49,1.0,0.0,TwoStageWithin,0.3928,0.4247,1,0.673
66,4-TwoStageMixtureNoScaling,exp_59,0.0,0.1621,0.5,0.21,0.5,0.0,0.62,0.18,0.41,1.0,0.0,TwoStageWithin,0.3597,0.2479,1,0.1829
67,4-TwoStageMixtureNoScaling,exp_26,1.0,0.3098,0.4,0.17,0.6,0.0,0.3,0.2,0.3,0.0,1.0,TwoStageWithin,0.395,0.5405,0,0.4059
68,4-TwoStageMixtureNoScaling,exp_78,1.0,0.4762,0.6,0.2,0.4,1.0,0.6799999999999999,0.4,0.8,0.0,1.0,TwoStageWithin,0.365,0.7342,0,0.2115
69,4-TwoStageMixtureNoScaling,exp_8,1.0,0.2291,0.4,0.29,0.6,1.0,0.5,0.18,0.7,0.0,1.0,TwoStageWithin,0.3796,0.3275,0,0.3476
70,4-TwoStageMixtureNoScaling,exp_28,0.0,0.3054,0.6,0.17,0.4,0.0,0.3,0.2,0.3,0.0,0.0,TwoStageWithin,0.3957,0.5124,1,0.8635
71,4-TwoStageMixtureNoScaling,exp_38,0.0,0.8073,0.6,0.7,0.4,1.0,0.32,0.2,0.79,0.0,0.0,TwoStageWithin,0.3538,0.2301,0,0.4729
72,4-TwoStageMixtureNoScaling,exp_12,0.0,0.2656,0.6,0.29,0.4,0.0,0.5,0.18,0.7,0.0,0.0,TwoStageWithin,0.3761,0.3103,1,0.135
73,4-TwoStageMixtureNoScaling,exp_51,1.0,0.3044,0.5,0.32,0.5,0.0,0.82,0.6900000000000001,0.49,1.0,1.0,TwoStageWithin,0.3807,0.6667,1,0.3217
74,4-TwoStageMixtureNoScaling,exp_33,1.0,0.067,0.5,0.7,0.5,1.0,0.32,0.2,0.79,1.0,1.0,TwoStageWithin,0.3719,0.2922,1,1.5048
75,4-TwoStageMixtureNoScaling,exp_14,0.0,0.2072,0.6,0.29,0.4,1.0,0.5,0.18,0.7,0.0,0.0,TwoStageWithin,0.3637,0.2614,0,0.12
76,4-TwoStageMixtureNoScaling,catch_18,0.0,0.423,0.5,0.37,0.5,1.0,0.38,0.31,0.19,0.0,0.0,TwoStageWithin,0.3672,0.2737,0,1.017
77,4-TwoStageMixtureNoScaling,exp_119,0.0,0.251,0.5,0.22,0.5,1.0,0.79,0.42,0.49,1.0,0.0,TwoStageWithin,0.3928,0.4247,1,0.1736
78,4-TwoStageMixtureNoScaling,catch_17,1.0,1.2238,0.5,0.68,0.5,1.0,0.3,0.22,0.4,1.0,1.0,TwoStageWithin,0.3589,0.2454,0,0.2372
79,4-TwoStageMixtureNoScaling,exp_31,0.0,0.0607,0.5,0.17,0.5,1.0,0.3,0.2,0.3,1.0,0.0,TwoStageWithin,0.3958,0.4965,0,0.1631
80,4-TwoStageMixtureNoScaling,exp_63,1.0,0.5492,0.5,0.21,0.5,1.0,0.62,0.18,0.41,1.0,1.0,TwoStageWithin,0.3597,0.2479,0,0.1469
81,4-TwoStageMixtureNoScaling,exp_21,1.0,0.358,0.5,0.17,0.5,0.0,0.8300000000000001,0.43,0.28,1.0,1.0,TwoStageWithin,0.3778,0.3186,0,0.0864
82,4-TwoStageMixtureNoScaling,exp_56,0.0,0.139,0.4,0.21,0.6,1.0,0.62,0.18,0.41,0.0,0.0,TwoStageWithin,0.3606,0.2509,0,0.1241
83,4-TwoStageMixtureNoScaling,exp_5,0.0,0.4043,0.5,0.49,0.5,0.0,0.8300000000000001,0.53,0.79,1.0,0.0,TwoStageWithin,0.3667,0.2719,0,0.2334
84,4-TwoStageMixtureNoScaling,exp_77,0.0,0.4997,0.5,0.2,0.5,0.0,0.6799999999999999,0.4,0.8,1.0,0.0,TwoStageWithin,0.3382,0.8108,1,0.4413
85,4-TwoStageMixtureNoScaling,exp_24,1.0,0.1174,0.4,0.17,0.6,1.0,0.3,0.2,0.3,0.0,1.0,TwoStageWithin,0.3956,0.4806,0,0.3776
86,4-TwoStageMixtureNoScaling,catch_13,0.0,0.2985,0.5,0.52,0.5,1.0,0.2799999999999999,0.18,0.21,1.0,0.0,TwoStageWithin,0.3672,0.2738,1,0.8753
87,4-TwoStageMixtureNoScaling,exp_111,1.0,0.2215,0.5,0.4,0.5,1.0,0.3,0.21,0.78,1.0,1.0,TwoStageWithin,0.395,0.5395,1,0.6159
88,4-TwoStageMixtureNoScaling,exp_72,1.0,0.7243,0.4,0.2,0.6,1.0,0.6799999999999999,0.4,0.8,0.0,1.0,TwoStageWithin,0.3249,0.8395,1,0.1954
89,4-TwoStageMixtureNoScaling,exp_106,1.0,0.9132,0.4,0.4,0.6,0.0,0.3,0.21,0.78,0.0,1.0,TwoStageWithin,0.39,0.6042,0,0.0999
90,4-TwoStageMixtureNoScaling,exp_81,0.0,0.2063,0.5,0.29,0.5,1.0,0.8099999999999999,0.22,0.61,1.0,0.0,TwoStageWithin,0.2814,0.091,0,0.2099
91,4-TwoStageMixtureNoScaling,exp_71,1.0,0.1334,0.5,0.51,0.5,1.0,0.52,0.42,0.72,1.0,1.0,TwoStageWithin,0.3956,0.5222,0,0.1595
92,4-TwoStageMixtureNoScaling,exp_92,1.0,0.2757,0.6,0.38,0.4,0.0,0.4,0.3,0.5,0.0,1.0,TwoStageWithin,0.3933,0.4312,0,0.3394
93,4-TwoStageMixtureNoScaling,exp_112,0.0,0.1458,0.4,0.22,0.6,1.0,0.79,0.42,0.49,0.0,0.0,TwoStageWithin,0.3953,0.467,1,1.1593
94,4-TwoStageMixtureNoScaling,exp_55,1.0,0.7485,0.5,0.32,0.5,1.0,0.82,0.6900000000000001,0.49,1.0,1.0,TwoStageWithin,0.3807,0.6667,1,0.4968
95,4-TwoStageMixtureNoScaling,exp_34,0.0,0.423,0.4,0.7,0.6,0.0,0.32,0.2,0.79,0.0,0.0,TwoStageWithin,0.3857,0.363,0,0.3314
96,4-TwoStageMixtureNoScaling,exp_97,1.0,0.2309,0.5,0.38,0.5,1.0,0.6900000000000001,0.49,0.58,1.0,1.0,TwoStageWithin,0.3934,0.4318,0,0.1904
97,4-TwoStageMixtureNoScaling,catch_12,0.0,0.1325,0.5,0.47,0.5,1.0,0.6,0.5,0.23,0.0,0.0,TwoStageWithin,0.2829,0.0929,0,0.1401
98,4-TwoStageMixtureNoScaling,exp_76,0.0,0.5293,0.6,0.2,0.4,0.0,0.6799999999999999,0.4,0.8,0.0,0.0,TwoStageWithin,0.3509,0.7783,1,0.4627
99,4-TwoStageMixtureNoScaling,exp_4,1.0,0.069,0.6,0.49,0.4,0.0,0.8300000000000001,0.53,0.79,0.0,1.0,TwoStageWithin,0.3321,0.1756,0,0.1754
100,4-TwoStageMixtureNoScaling,exp_95,0.0,0.4048,0.5,0.38,0.5,1.0,0.4,0.3,0.5,1.0,0.0,TwoStageWithin,0.3943,0.4466,0,0.203
101,4-TwoStageMixtureNoScaling,exp_100,0.0,0.6561,0.6,0.38,0.4,0.0,0.6900000000000001,0.49,0.58,0.0,0.0,TwoStageWithin,0.3852,0.3598,1,0.4579
102,4-TwoStageMixtureNoScaling,exp_93,0.0,0.0988,0.5,0.38,0.5,0.0,0.4,0.3,0.5,1.0,0.0,TwoStageWithin,0.3943,0.4466,1,0.5828
103,4-TwoStageMixtureNoScaling,exp_110,0.0,0.3492,0.6,0.4,0.4,1.0,0.3,0.21,0.78,0.0,0.0,TwoStageWithin,0.3955,0.4734,0,0.1246
104,4-TwoStageMixtureNoScaling,catch_10,0.0,0.3843,0.5,0.51,0.5,1.0,0.32,0.1699999999999999,0.31,0.0,0.0,TwoStageWithin,0.3517,0.2238,0,0.1972
105,4-TwoStageMixtureNoScaling,catch_19,0.0,0.1769,0.5,0.59,0.5,1.0,0.48,0.31,0.48,1.0,0.0,TwoStageWithin,0.3161,0.1437,0,0.2534
106,4-TwoStageMixtureNoScaling,exp_86,1.0,0.0669,0.6,0.29,0.4,1.0,0.8099999999999999,0.22,0.61,0.0,1.0,TwoStageWithin,0.2564,0.0631,0,0.1059
107,4-TwoStageMixtureNoScaling,exp_85,0.0,0.1425,0.5,0.29,0.5,0.0,0.8099999999999999,0.22,0.61,1.0,0.0,TwoStageWithin,0.2814,0.091,0,0.1582
