,subject_id,condition,choice,rt,g1,p1,g0,last_stage_favours,m1,m0,p0,presentation01,choice_formatted,model,pred_mean_rt,pred_p_choose_0,pred_choice,pred_rt
0,0-TwoStageMixtureNoScaling,exp_53,1.0,1.4113,0.5,0.32,0.5,0.0,0.82,0.6900000000000001,0.49,1.0,1.0,TwoStageWithin,0.7904,0.7306,1,0.1699
1,0-TwoStageMixtureNoScaling,exp_69,1.0,0.4817,0.5,0.51,0.5,0.0,0.52,0.42,0.72,1.0,1.0,TwoStageWithin,0.8461,0.5581,0,0.6645
2,0-TwoStageMixtureNoScaling,exp_40,0.0,0.1051,0.4,0.48,0.6,1.0,0.79,0.1699999999999999,0.81,0.0,0.0,TwoStageWithin,0.3091,0.0038,0,0.1565
3,0-TwoStageMixtureNoScaling,exp_89,0.0,0.1619,0.5,0.38,0.5,1.0,0.4,0.3,0.5,1.0,0.0,TwoStageWithin,0.8466,0.4422,0,0.3488
4,0-TwoStageMixtureNoScaling,exp_96,0.0,0.8125,0.4,0.38,0.6,1.0,0.6900000000000001,0.49,0.58,0.0,0.0,TwoStageWithin,0.8366,0.3852,0,2.1439
5,0-TwoStageMixtureNoScaling,exp_74,1.0,0.1456,0.4,0.2,0.6,0.0,0.6799999999999999,0.4,0.8,0.0,1.0,TwoStageWithin,0.5877,0.9238,1,0.6709
6,0-TwoStageMixtureNoScaling,exp_88,0.0,0.9067,0.4,0.38,0.6,1.0,0.4,0.3,0.5,0.0,0.0,TwoStageWithin,0.8326,0.3698,0,0.3478
7,0-TwoStageMixtureNoScaling,exp_73,1.0,0.6053,0.5,0.2,0.5,1.0,0.6799999999999999,0.4,0.8,1.0,1.0,TwoStageWithin,0.63,0.8995,1,0.7207
8,0-TwoStageMixtureNoScaling,exp_50,0.0,0.4218,0.4,0.32,0.6,0.0,0.82,0.6900000000000001,0.49,0.0,0.0,TwoStageWithin,0.7542,0.7861,1,1.2542
9,0-TwoStageMixtureNoScaling,exp_90,0.0,0.5505,0.4,0.38,0.6,0.0,0.4,0.3,0.5,0.0,0.0,TwoStageWithin,0.8494,0.5173,1,1.1885
10,0-TwoStageMixtureNoScaling,catch_0,0.0,0.5087,0.5,0.72,0.5,1.0,0.3,0.2,0.19,0.0,0.0,TwoStageWithin,0.5709,0.0678,0,0.9916
11,0-TwoStageMixtureNoScaling,exp_104,1.0,2.0173,0.4,0.4,0.6,1.0,0.3,0.21,0.78,0.0,1.0,TwoStageWithin,0.8498,0.5013,0,1.9277
12,0-TwoStageMixtureNoScaling,exp_107,1.0,0.5324,0.5,0.4,0.5,0.0,0.3,0.21,0.78,1.0,1.0,TwoStageWithin,0.8435,0.5762,1,0.8149
13,0-TwoStageMixtureNoScaling,exp_98,1.0,0.3267,0.4,0.38,0.6,0.0,0.6900000000000001,0.49,0.58,0.0,1.0,TwoStageWithin,0.8485,0.5336,1,0.5295
14,0-TwoStageMixtureNoScaling,exp_67,1.0,0.8823,0.5,0.51,0.5,0.0,0.52,0.42,0.72,1.0,1.0,TwoStageWithin,0.8461,0.5581,0,0.2611
15,0-TwoStageMixtureNoScaling,exp_18,0.0,1.4562,0.4,0.17,0.6,0.0,0.8300000000000001,0.43,0.28,0.0,0.0,TwoStageWithin,0.834,0.375,1,1.3009
16,0-TwoStageMixtureNoScaling,exp_114,1.0,0.2119,0.4,0.22,0.6,0.0,0.79,0.42,0.49,0.0,1.0,TwoStageWithin,0.8482,0.5379,0,0.4005
17,0-TwoStageMixtureNoScaling,catch_8,0.0,0.6058,0.5,0.32,0.5,1.0,0.5,0.37,0.22,0.0,0.0,TwoStageWithin,0.7136,0.1665,0,0.2922
18,0-TwoStageMixtureNoScaling,exp_30,0.0,0.9742,0.6,0.17,0.4,1.0,0.3,0.2,0.3,0.0,0.0,TwoStageWithin,0.8446,0.427,0,0.4615
19,0-TwoStageMixtureNoScaling,exp_47,0.0,0.5675,0.5,0.48,0.5,1.0,0.79,0.1699999999999999,0.81,1.0,0.0,TwoStageWithin,0.326,0.0052,0,0.2531
20,0-TwoStageMixtureNoScaling,exp_113,1.0,0.2325,0.5,0.22,0.5,1.0,0.79,0.42,0.49,1.0,1.0,TwoStageWithin,0.8485,0.4627,1,0.447
21,0-TwoStageMixtureNoScaling,catch_9,0.0,0.2344,0.5,0.72,0.5,1.0,0.4,0.18,0.48,1.0,0.0,TwoStageWithin,0.5095,0.0427,0,0.9698
22,0-TwoStageMixtureNoScaling,exp_59,0.0,0.6483,0.5,0.21,0.5,0.0,0.62,0.18,0.41,1.0,0.0,TwoStageWithin,0.7514,0.2087,1,0.2527
23,0-TwoStageMixtureNoScaling,exp_26,0.0,0.6588,0.4,0.17,0.6,0.0,0.3,0.2,0.3,0.0,0.0,TwoStageWithin,0.8434,0.5765,0,0.6245
