,subject_id,condition,choice,rt,g1,p1,g0,last_stage_favours,m1,m0,p0,presentation01,choice_formatted,model,pred_mean_rt,pred_p_choose_0,pred_choice,pred_rt
0,5-TwoStageBetween,exp_82,1.0,0.4322,0.4,0.29,0.6,0.0,0.8099999999999999,0.22,0.61,0.0,1.0,TwoStageWithin,0.6853,0.6746,0,0.7425
1,5-TwoStageBetween,exp_59,1.0,1.0254,0.5,0.21,0.5,0.0,0.62,0.18,0.41,1.0,1.0,TwoStageWithin,0.7108,0.561,0,0.3531
2,5-TwoStageBetween,exp_23,0.0,1.0335,0.5,0.17,0.5,1.0,0.8300000000000001,0.43,0.28,1.0,0.0,TwoStageWithin,0.7006,0.6209,0,0.3591
3,5-TwoStageBetween,exp_20,1.0,0.4633,0.6,0.17,0.4,0.0,0.8300000000000001,0.43,0.28,0.0,1.0,TwoStageWithin,0.696,0.6394,1,1.6924
4,5-TwoStageBetween,exp_35,0.0,0.7127,0.5,0.7,0.5,0.0,0.32,0.2,0.79,1.0,0.0,TwoStageWithin,0.6963,0.3605,0,0.3082
5,5-TwoStageBetween,exp_67,1.0,0.3956,0.5,0.51,0.5,0.0,0.52,0.42,0.72,1.0,1.0,TwoStageWithin,0.6006,0.8266,1,0.346
6,5-TwoStageBetween,exp_58,1.0,0.7242,0.4,0.21,0.6,0.0,0.62,0.18,0.41,0.0,1.0,TwoStageWithin,0.706,0.5939,0,0.5959
7,5-TwoStageBetween,exp_26,1.0,0.3058,0.4,0.17,0.6,0.0,0.3,0.2,0.3,0.0,1.0,TwoStageWithin,0.6803,0.6884,1,0.2536
8,5-TwoStageBetween,catch_5,0.0,0.3074,0.5,0.49,0.5,1.0,0.43,0.32,0.4,1.0,0.0,TwoStageWithin,0.6169,0.1939,0,0.3367
9,5-TwoStageBetween,exp_98,0.0,1.3563,0.4,0.38,0.6,0.0,0.6900000000000001,0.49,0.58,0.0,0.0,TwoStageWithin,0.5954,0.8327,1,0.5519
10,5-TwoStageBetween,exp_68,1.0,1.1515,0.6,0.51,0.4,0.0,0.52,0.42,0.72,0.0,1.0,TwoStageWithin,0.5959,0.8321,1,0.2896
11,5-TwoStageBetween,exp_113,1.0,0.7951,0.5,0.22,0.5,1.0,0.79,0.42,0.49,1.0,1.0,TwoStageWithin,0.5544,0.8747,1,0.3233
12,5-TwoStageBetween,exp_37,0.0,0.1022,0.5,0.7,0.5,0.0,0.32,0.2,0.79,1.0,0.0,TwoStageWithin,0.6963,0.3605,0,0.2092
13,5-TwoStageBetween,exp_116,1.0,0.3617,0.6,0.22,0.4,0.0,0.79,0.42,0.49,0.0,1.0,TwoStageWithin,0.5464,0.8816,1,0.3285
14,5-TwoStageBetween,exp_25,1.0,1.0726,0.5,0.17,0.5,1.0,0.3,0.2,0.3,1.0,1.0,TwoStageWithin,0.6899,0.6607,1,1.0322
15,5-TwoStageBetween,exp_80,0.0,0.7904,0.4,0.29,0.6,1.0,0.8099999999999999,0.22,0.61,0.0,0.0,TwoStageWithin,0.6994,0.6259,1,1.1653
16,5-TwoStageBetween,exp_99,1.0,0.7876,0.5,0.38,0.5,0.0,0.6900000000000001,0.49,0.58,1.0,1.0,TwoStageWithin,0.615,0.8083,1,0.2521
17,5-TwoStageBetween,exp_96,1.0,0.9936,0.4,0.38,0.6,1.0,0.6900000000000001,0.49,0.58,0.0,1.0,TwoStageWithin,0.6206,0.8006,1,0.4296
18,5-TwoStageBetween,exp_15,0.0,0.3879,0.5,0.29,0.5,1.0,0.5,0.18,0.7,1.0,0.0,TwoStageWithin,0.5995,0.8279,0,1.31
19,5-TwoStageBetween,exp_117,1.0,1.7166,0.5,0.22,0.5,0.0,0.79,0.42,0.49,1.0,1.0,TwoStageWithin,0.5544,0.8747,0,0.6936
20,5-TwoStageBetween,exp_60,1.0,0.3809,0.6,0.21,0.4,0.0,0.62,0.18,0.41,0.0,1.0,TwoStageWithin,0.7083,0.5803,0,0.3686
21,5-TwoStageBetween,exp_18,1.0,0.9633,0.4,0.17,0.6,0.0,0.8300000000000001,0.43,0.28,0.0,1.0,TwoStageWithin,0.6925,0.652,0,1.1322
22,5-TwoStageBetween,exp_91,1.0,1.6543,0.5,0.38,0.5,0.0,0.4,0.3,0.5,1.0,1.0,TwoStageWithin,0.697,0.6357,0,0.3509
23,5-TwoStageBetween,exp_47,0.0,1.0259,0.5,0.48,0.5,1.0,0.79,0.1699999999999999,0.81,1.0,0.0,TwoStageWithin,0.6508,0.2468,0,0.8307
24,5-TwoStageBetween,catch_4,0.0,0.3659,0.5,0.31,0.5,1.0,0.73,0.4,0.19,0.0,0.0,TwoStageWithin,0.5171,0.0952,0,1.8827
25,5-TwoStageBetween,exp_104,1.0,0.5781,0.4,0.4,0.6,1.0,0.3,0.21,0.78,0.0,1.0,TwoStageWithin,0.5274,0.8971,1,0.1808
26,5-TwoStageBetween,exp_88,0.0,0.5689,0.4,0.38,0.6,1.0,0.4,0.3,0.5,0.0,0.0,TwoStageWithin,0.7007,0.6206,0,0.3832
27,5-TwoStageBetween,catch_3,0.0,0.7294,0.5,0.38,0.5,1.0,0.6799999999999999,0.58,0.19,1.0,0.0,TwoStageWithin,0.4837,0.0732,0,0.277
28,5-TwoStageBetween,exp_69,0.0,1.4382,0.5,0.51,0.5,0.0,0.52,0.42,0.72,1.0,0.0,TwoStageWithin,0.6006,0.8266,1,0.8702
29,5-TwoStageBetween,exp_40,1.0,1.122,0.4,0.48,0.6,1.0,0.79,0.1699999999999999,0.81,0.0,1.0,TwoStageWithin,0.6462,0.2386,1,0.3835
30,5-TwoStageBetween,exp_107,1.0,0.1602,0.5,0.4,0.5,0.0,0.3,0.21,0.78,1.0,1.0,TwoStageWithin,0.5204,0.9024,1,0.6092
31,5-TwoStageBetween,exp_19,0.0,0.9378,0.5,0.17,0.5,0.0,0.8300000000000001,0.43,0.28,1.0,0.0,TwoStageWithin,0.7006,0.6209,1,0.3522
32,5-TwoStageBetween,catch_2,0.0,0.3771,0.5,0.6,0.5,1.0,0.4,0.22,0.38,0.0,0.0,TwoStageWithin,0.4192,0.0411,0,0.6698
33,5-TwoStageBetween,catch_0,0.0,0.1229,0.5,0.72,0.5,1.0,0.3,0.2,0.19,0.0,0.0,TwoStageWithin,0.289,0.0074,0,0.5954
34,5-TwoStageBetween,exp_1,1.0,0.1199,0.5,0.49,0.5,1.0,0.8300000000000001,0.53,0.79,1.0,1.0,TwoStageWithin,0.5389,0.888,1,0.3089
