,subject_id,condition,choice,rt,g1,p1,g0,last_stage_favours,m1,m0,p0,presentation01,choice_formatted,model,pred_mean_rt,pred_p_choose_0,pred_choice,pred_rt
0,8-TwoStageBetween,exp_69,1.0,0.5954,0.5,0.51,0.5,0.0,0.52,0.42,0.72,1.0,1.0,TwoStageWithin,0.5285,0.6827,0,0.2552
1,8-TwoStageBetween,exp_59,1.0,0.2388,0.5,0.21,0.5,0.0,0.62,0.18,0.41,1.0,1.0,TwoStageWithin,0.5446,0.3883,0,0.2072
2,8-TwoStageBetween,catch_5,0.0,0.2099,0.5,0.49,0.5,1.0,0.43,0.32,0.4,1.0,0.0,TwoStageWithin,0.5021,0.2445,0,0.2194
3,8-TwoStageBetween,exp_96,1.0,0.8211,0.4,0.38,0.6,1.0,0.6900000000000001,0.49,0.58,0.0,1.0,TwoStageWithin,0.5151,0.7234,0,0.9028
4,8-TwoStageBetween,exp_10,0.0,1.0867,0.4,0.29,0.6,0.0,0.5,0.18,0.7,0.0,0.0,TwoStageWithin,0.5498,0.5745,1,0.6774
5,8-TwoStageBetween,exp_40,0.0,1.7986,0.4,0.48,0.6,1.0,0.79,0.1699999999999999,0.81,0.0,0.0,TwoStageWithin,0.4122,0.1084,0,0.3402
6,8-TwoStageBetween,exp_60,0.0,0.2436,0.6,0.21,0.4,0.0,0.62,0.18,0.41,0.0,0.0,TwoStageWithin,0.5362,0.3466,1,0.7799
7,8-TwoStageBetween,exp_99,1.0,0.3039,0.5,0.38,0.5,0.0,0.6900000000000001,0.49,0.58,1.0,1.0,TwoStageWithin,0.537,0.65,1,0.2181
8,8-TwoStageBetween,exp_90,1.0,0.9,0.4,0.38,0.6,0.0,0.4,0.3,0.5,0.0,1.0,TwoStageWithin,0.5514,0.5576,1,0.2535
9,8-TwoStageBetween,exp_102,0.0,0.7204,0.6,0.38,0.4,1.0,0.6900000000000001,0.49,0.58,0.0,0.0,TwoStageWithin,0.5463,0.6012,1,0.6438
10,8-TwoStageBetween,exp_22,1.0,0.5305,0.6,0.17,0.4,1.0,0.8300000000000001,0.43,0.28,0.0,1.0,TwoStageWithin,0.5536,0.4802,0,0.2693
11,8-TwoStageBetween,catch_2,0.0,0.1464,0.5,0.6,0.5,1.0,0.4,0.22,0.38,0.0,0.0,TwoStageWithin,0.4059,0.102,0,0.2502
12,8-TwoStageBetween,catch_4,0.0,0.2008,0.5,0.31,0.5,1.0,0.73,0.4,0.19,0.0,0.0,TwoStageWithin,0.4396,0.1396,0,0.5243
13,8-TwoStageBetween,exp_82,0.0,0.1198,0.4,0.29,0.6,0.0,0.8099999999999999,0.22,0.61,0.0,0.0,TwoStageWithin,0.5385,0.3568,1,0.2439
14,8-TwoStageBetween,exp_115,1.0,0.1246,0.5,0.22,0.5,0.0,0.79,0.42,0.49,1.0,1.0,TwoStageWithin,0.5229,0.7008,1,0.2304
15,8-TwoStageBetween,catch_7,0.0,0.5014,0.5,0.48,0.5,1.0,0.52,0.21,0.28,1.0,0.0,TwoStageWithin,0.3679,0.0694,0,0.7252
16,8-TwoStageBetween,exp_88,1.0,0.4561,0.4,0.38,0.6,1.0,0.4,0.3,0.5,0.0,1.0,TwoStageWithin,0.5479,0.5902,0,0.7964
17,8-TwoStageBetween,exp_67,1.0,0.1826,0.5,0.51,0.5,0.0,0.52,0.42,0.72,1.0,1.0,TwoStageWithin,0.5285,0.6827,1,0.0985
18,8-TwoStageBetween,exp_80,0.0,0.2273,0.4,0.29,0.6,1.0,0.8099999999999999,0.22,0.61,0.0,0.0,TwoStageWithin,0.5446,0.388,1,0.5249
19,8-TwoStageBetween,exp_74,1.0,0.3987,0.4,0.2,0.6,0.0,0.6799999999999999,0.4,0.8,0.0,1.0,TwoStageWithin,0.3138,0.9636,1,0.1309
