,subject_id,condition,choice,rt,g1,p1,g0,last_stage_favours,m1,m0,p0,presentation01,choice_formatted,model,pred_mean_rt,pred_p_choose_0,pred_choice,pred_rt
0,19-TwoStageMixtureNoScaling,exp_78,1.0,0.1647,0.6,0.2,0.4,1.0,0.6799999999999999,0.4,0.8,0.0,1.0,TwoStageWithin,0.2856,1.0,1.0,0.1574
1,19-TwoStageMixtureNoScaling,exp_8,1.0,1.4026,0.4,0.29,0.6,1.0,0.5,0.18,0.7,0.0,1.0,TwoStageWithin,0.6037,0.9941,0.0,0.714
2,19-TwoStageMixtureNoScaling,exp_9,1.0,0.5744,0.5,0.29,0.5,1.0,0.5,0.18,0.7,1.0,1.0,TwoStageWithin,0.5866,0.995,1.0,1.0791
3,19-TwoStageMixtureNoScaling,catch_1,0.0,1.7021,0.5,0.41,0.5,1.0,0.5900000000000001,0.42,0.29,1.0,0.0,TwoStageWithin,0.9232,0.0454,0.0,0.3426
4,19-TwoStageMixtureNoScaling,exp_25,1.0,1.049,0.5,0.17,0.5,1.0,0.3,0.2,0.3,1.0,1.0,TwoStageWithin,1.1582,0.8476,1.0,1.2766
5,19-TwoStageMixtureNoScaling,exp_114,1.0,0.1873,0.4,0.22,0.6,0.0,0.79,0.42,0.49,0.0,1.0,TwoStageWithin,0.647,0.9914,1.0,0.1886
6,19-TwoStageMixtureNoScaling,catch_0,0.0,0.2372,0.5,0.72,0.5,1.0,0.3,0.2,0.19,0.0,0.0,TwoStageWithin,0.3106,0.0,0.0,0.3364
7,19-TwoStageMixtureNoScaling,exp_115,1.0,0.5687,0.5,0.22,0.5,0.0,0.79,0.42,0.49,1.0,1.0,TwoStageWithin,0.6673,0.99,1.0,0.4483
8,19-TwoStageMixtureNoScaling,exp_88,0.0,1.1464,0.4,0.38,0.6,1.0,0.4,0.3,0.5,0.0,0.0,TwoStageWithin,1.2161,0.7989,1.0,0.5932
9,19-TwoStageMixtureNoScaling,exp_90,1.0,0.5838,0.4,0.38,0.6,0.0,0.4,0.3,0.5,0.0,1.0,TwoStageWithin,1.1601,0.8462,1.0,2.2854
10,19-TwoStageMixtureNoScaling,exp_68,1.0,2.045,0.6,0.51,0.4,0.0,0.52,0.42,0.72,0.0,1.0,TwoStageWithin,0.7924,0.9765,1.0,0.5165
11,19-TwoStageMixtureNoScaling,exp_113,1.0,0.292,0.5,0.22,0.5,1.0,0.79,0.42,0.49,1.0,1.0,TwoStageWithin,0.6673,0.99,1.0,0.6794
12,19-TwoStageMixtureNoScaling,exp_10,1.0,0.9045,0.4,0.29,0.6,0.0,0.5,0.18,0.7,0.0,1.0,TwoStageWithin,0.5703,0.9957,1.0,0.6841
13,19-TwoStageMixtureNoScaling,exp_59,1.0,0.2681,0.5,0.21,0.5,0.0,0.62,0.18,0.41,1.0,1.0,TwoStageWithin,1.1215,0.8718,0.0,1.4182
14,19-TwoStageMixtureNoScaling,catch_6,0.0,0.3853,0.5,0.59,0.5,1.0,0.27,0.19,0.23,0.0,0.0,TwoStageWithin,0.4564,0.0011,0.0,0.3643
15,19-TwoStageMixtureNoScaling,exp_40,0.0,1.3771,0.4,0.48,0.6,1.0,0.79,0.1699999999999999,0.81,0.0,0.0,TwoStageWithin,1.1889,0.8237,1.0,1.1468
16,19-TwoStageMixtureNoScaling,exp_116,1.0,0.2265,0.6,0.22,0.4,0.0,0.79,0.42,0.49,0.0,1.0,TwoStageWithin,0.647,0.9914,1.0,0.4931
17,19-TwoStageMixtureNoScaling,catch_9,0.0,0.6514,0.5,0.72,0.5,1.0,0.4,0.18,0.48,1.0,0.0,TwoStageWithin,0.4967,0.0019,0.0,0.6119
18,19-TwoStageMixtureNoScaling,exp_47,1.0,1.8395,0.5,0.48,0.5,1.0,0.79,0.1699999999999999,0.81,1.0,1.0,TwoStageWithin,1.1601,0.8462,1.0,0.9044
19,19-TwoStageMixtureNoScaling,catch_7,0.0,0.5259,0.5,0.48,0.5,1.0,0.52,0.21,0.28,1.0,0.0,TwoStageWithin,0.5887,0.0051,0.0,0.3276
20,19-TwoStageMixtureNoScaling,exp_94,0.0,1.5477,0.6,0.38,0.4,1.0,0.4,0.3,0.5,0.0,0.0,TwoStageWithin,1.2161,0.7989,1.0,0.6835
21,19-TwoStageMixtureNoScaling,exp_102,1.0,1.4662,0.6,0.38,0.4,1.0,0.6900000000000001,0.49,0.58,0.0,1.0,TwoStageWithin,0.882,0.9607,1.0,0.8218
22,19-TwoStageMixtureNoScaling,exp_67,1.0,0.2091,0.5,0.51,0.5,0.0,0.52,0.42,0.72,1.0,1.0,TwoStageWithin,0.8196,0.9723,1.0,1.8328
23,19-TwoStageMixtureNoScaling,exp_45,0.0,2.0092,0.5,0.48,0.5,0.0,0.79,0.1699999999999999,0.81,1.0,0.0,TwoStageWithin,1.1601,0.8462,1.0,2.9543
24,19-TwoStageMixtureNoScaling,exp_35,1.0,1.7016,0.5,0.7,0.5,0.0,0.32,0.2,0.79,1.0,1.0,TwoStageWithin,1.353,0.4985,1.0,1.8299
25,19-TwoStageMixtureNoScaling,exp_46,1.0,1.3892,0.6,0.48,0.4,1.0,0.79,0.1699999999999999,0.81,0.0,1.0,TwoStageWithin,1.1889,0.8237,1.0,0.2552
26,19-TwoStageMixtureNoScaling,exp_50,0.0,0.6524,0.4,0.32,0.6,0.0,0.82,0.6900000000000001,0.49,0.0,0.0,TwoStageWithin,0.8158,0.9729,1.0,0.662
27,19-TwoStageMixtureNoScaling,exp_26,1.0,1.6515,0.4,0.17,0.6,0.0,0.3,0.2,0.3,0.0,1.0,TwoStageWithin,1.1281,0.8677,1.0,2.6482
28,19-TwoStageMixtureNoScaling,exp_69,1.0,1.5523,0.5,0.51,0.5,0.0,0.52,0.42,0.72,1.0,1.0,TwoStageWithin,0.8196,0.9723,1.0,0.4964
29,19-TwoStageMixtureNoScaling,exp_52,1.0,0.8153,0.6,0.32,0.4,0.0,0.82,0.6900000000000001,0.49,0.0,1.0,TwoStageWithin,0.8158,0.9729,1.0,0.334
30,19-TwoStageMixtureNoScaling,exp_42,1.0,2.6044,0.4,0.48,0.6,0.0,0.79,0.1699999999999999,0.81,0.0,1.0,TwoStageWithin,1.1301,0.8665,1.0,0.5465
31,19-TwoStageMixtureNoScaling,exp_73,1.0,0.2508,0.5,0.2,0.5,1.0,0.6799999999999999,0.4,0.8,1.0,1.0,TwoStageWithin,0.2816,1.0,1.0,0.2155
32,19-TwoStageMixtureNoScaling,exp_96,0.0,0.4374,0.4,0.38,0.6,1.0,0.6900000000000001,0.49,0.58,0.0,0.0,TwoStageWithin,0.882,0.9607,1.0,1.436
33,19-TwoStageMixtureNoScaling,exp_3,1.0,0.4421,0.5,0.49,0.5,0.0,0.8300000000000001,0.53,0.79,1.0,1.0,TwoStageWithin,0.6092,0.9938,1.0,0.5003
34,19-TwoStageMixtureNoScaling,exp_20,1.0,0.5775,0.6,0.17,0.4,0.0,0.8300000000000001,0.43,0.28,0.0,1.0,TwoStageWithin,1.1754,0.8347,1.0,1.1231
35,19-TwoStageMixtureNoScaling,catch_3,0.0,0.3106,0.5,0.38,0.5,1.0,0.6799999999999999,0.58,0.19,1.0,0.0,TwoStageWithin,0.7016,0.0128,0.0,0.2778
36,19-TwoStageMixtureNoScaling,exp_108,1.0,0.559,0.6,0.4,0.4,0.0,0.3,0.21,0.78,0.0,1.0,TwoStageWithin,0.529,0.9972,1.0,0.3006
37,19-TwoStageMixtureNoScaling,catch_2,0.0,0.5169,0.5,0.6,0.5,1.0,0.4,0.22,0.38,0.0,0.0,TwoStageWithin,0.5733,0.0044,0.0,0.2641
38,19-TwoStageMixtureNoScaling,exp_89,1.0,0.7611,0.5,0.38,0.5,1.0,0.4,0.3,0.5,1.0,1.0,TwoStageWithin,1.1889,0.8237,1.0,1.6338
39,19-TwoStageMixtureNoScaling,exp_15,1.0,0.3132,0.5,0.29,0.5,1.0,0.5,0.18,0.7,1.0,1.0,TwoStageWithin,0.5866,0.995,1.0,0.4747
40,19-TwoStageMixtureNoScaling,exp_18,1.0,1.0677,0.4,0.17,0.6,0.0,0.8300000000000001,0.43,0.28,0.0,1.0,TwoStageWithin,1.1754,0.8347,1.0,0.2274
41,19-TwoStageMixtureNoScaling,catch_5,0.0,2.1038,0.5,0.49,0.5,1.0,0.43,0.32,0.4,1.0,0.0,TwoStageWithin,1.0677,0.0885,0.0,0.8069
