,subject_id,condition,choice,rt,g1,p1,g0,last_stage_favours,m1,m0,p0,presentation01,choice_formatted,model,pred_mean_rt,pred_p_choose_0,pred_choice,pred_rt
0,8-TwoStageWithin,exp_69,1.0,0.4204,0.5,0.51,0.5,0.0,0.52,0.42,0.72,1.0,1.0,TwoStageWithin,0.5532,0.6758,1,0.1354
1,8-TwoStageWithin,exp_59,0.0,1.1668,0.5,0.21,0.5,0.0,0.62,0.18,0.41,1.0,0.0,TwoStageWithin,0.5597,0.3483,1,0.2448
2,8-TwoStageWithin,catch_5,0.0,0.2894,0.5,0.49,0.5,1.0,0.43,0.32,0.4,1.0,0.0,TwoStageWithin,0.5146,0.2255,0,0.3204
3,8-TwoStageWithin,exp_96,1.0,0.3999,0.4,0.38,0.6,1.0,0.6900000000000001,0.49,0.58,0.0,1.0,TwoStageWithin,0.556,0.6657,0,0.4109
4,8-TwoStageWithin,exp_10,0.0,0.3486,0.4,0.29,0.6,0.0,0.5,0.18,0.7,0.0,0.0,TwoStageWithin,0.5404,0.7152,1,0.4205
5,8-TwoStageWithin,exp_40,0.0,0.2186,0.4,0.48,0.6,1.0,0.79,0.1699999999999999,0.81,0.0,0.0,TwoStageWithin,0.3576,0.0523,0,0.8046
6,8-TwoStageWithin,exp_60,0.0,0.319,0.6,0.21,0.4,0.0,0.62,0.18,0.41,0.0,0.0,TwoStageWithin,0.5715,0.4105,0,0.298
7,8-TwoStageWithin,exp_99,1.0,0.431,0.5,0.38,0.5,0.0,0.6900000000000001,0.49,0.58,1.0,1.0,TwoStageWithin,0.5634,0.635,0,0.4199
8,8-TwoStageWithin,exp_90,0.0,0.166,0.4,0.38,0.6,0.0,0.4,0.3,0.5,0.0,0.0,TwoStageWithin,0.5344,0.7307,1,2.4409
9,8-TwoStageWithin,exp_102,1.0,1.2663,0.6,0.38,0.4,1.0,0.6900000000000001,0.49,0.58,0.0,1.0,TwoStageWithin,0.5592,0.3463,0,0.2056
10,8-TwoStageWithin,exp_22,0.0,0.5331,0.6,0.17,0.4,1.0,0.8300000000000001,0.43,0.28,0.0,0.0,TwoStageWithin,0.5375,0.2769,0,0.4813
11,8-TwoStageWithin,catch_2,0.0,0.0939,0.5,0.6,0.5,1.0,0.4,0.22,0.38,0.0,0.0,TwoStageWithin,0.3543,0.0503,1,0.2058
12,8-TwoStageWithin,catch_4,0.0,0.3665,0.5,0.31,0.5,1.0,0.73,0.4,0.19,0.0,0.0,TwoStageWithin,0.3793,0.0662,0,0.909
13,8-TwoStageWithin,exp_82,0.0,0.407,0.4,0.29,0.6,0.0,0.8099999999999999,0.22,0.61,0.0,0.0,TwoStageWithin,0.5774,0.4857,1,0.7697
14,8-TwoStageWithin,exp_115,1.0,0.7265,0.5,0.22,0.5,0.0,0.79,0.42,0.49,1.0,1.0,TwoStageWithin,0.5509,0.6835,0,0.3161
15,8-TwoStageWithin,catch_7,0.0,0.2023,0.5,0.48,0.5,1.0,0.52,0.21,0.28,1.0,0.0,TwoStageWithin,0.3623,0.0551,0,0.3892
16,8-TwoStageWithin,exp_88,1.0,0.3714,0.4,0.38,0.6,1.0,0.4,0.3,0.5,0.0,1.0,TwoStageWithin,0.5774,0.4858,1,1.0793
17,8-TwoStageWithin,exp_67,1.0,0.1813,0.5,0.51,0.5,0.0,0.52,0.42,0.72,1.0,1.0,TwoStageWithin,0.5532,0.6758,0,0.3923
18,8-TwoStageWithin,exp_80,0.0,0.1824,0.4,0.29,0.6,1.0,0.8099999999999999,0.22,0.61,0.0,0.0,TwoStageWithin,0.5252,0.2476,0,0.1286
19,8-TwoStageWithin,exp_74,1.0,0.1018,0.4,0.2,0.6,0.0,0.6799999999999999,0.4,0.8,0.0,1.0,TwoStageWithin,0.2644,0.986,1,0.2064
20,8-TwoStageWithin,exp_46,0.0,0.0769,0.6,0.48,0.4,1.0,0.79,0.1699999999999999,0.81,0.0,0.0,TwoStageWithin,0.2687,0.0151,0,0.2292
21,8-TwoStageWithin,exp_20,1.0,0.3133,0.6,0.17,0.4,0.0,0.8300000000000001,0.43,0.28,0.0,1.0,TwoStageWithin,0.5772,0.5236,0,0.2734
22,8-TwoStageWithin,exp_107,1.0,0.1511,0.5,0.4,0.5,0.0,0.3,0.21,0.78,1.0,1.0,TwoStageWithin,0.5422,0.7101,0,0.7123
23,8-TwoStageWithin,exp_43,0.0,0.8929,0.5,0.48,0.5,0.0,0.79,0.1699999999999999,0.81,1.0,0.0,TwoStageWithin,0.3484,0.047,0,0.324
24,8-TwoStageWithin,exp_26,1.0,0.311,0.4,0.17,0.6,0.0,0.3,0.2,0.3,0.0,1.0,TwoStageWithin,0.5421,0.7104,1,0.2906
25,8-TwoStageWithin,exp_101,1.0,0.8717,0.5,0.38,0.5,0.0,0.6900000000000001,0.49,0.58,1.0,1.0,TwoStageWithin,0.5634,0.635,1,0.4635
26,8-TwoStageWithin,exp_1,0.0,1.0292,0.5,0.49,0.5,1.0,0.8300000000000001,0.53,0.79,1.0,0.0,TwoStageWithin,0.561,0.6458,1,0.3945
27,8-TwoStageWithin,exp_47,0.0,0.2526,0.5,0.48,0.5,1.0,0.79,0.1699999999999999,0.81,1.0,0.0,TwoStageWithin,0.3484,0.047,0,0.1002
28,8-TwoStageWithin,exp_91,1.0,0.2712,0.5,0.38,0.5,0.0,0.4,0.3,0.5,1.0,1.0,TwoStageWithin,0.5773,0.5188,1,0.3229
29,8-TwoStageWithin,catch_6,0.0,0.2778,0.5,0.59,0.5,1.0,0.27,0.19,0.23,0.0,0.0,TwoStageWithin,0.3947,0.0775,0,0.3844
30,8-TwoStageWithin,exp_64,1.0,0.0852,0.4,0.51,0.6,1.0,0.52,0.42,0.72,0.0,1.0,TwoStageWithin,0.5406,0.7147,1,0.2525
31,8-TwoStageWithin,exp_19,1.0,0.1606,0.5,0.17,0.5,0.0,0.8300000000000001,0.43,0.28,1.0,1.0,TwoStageWithin,0.5769,0.4704,0,1.4328
32,8-TwoStageWithin,exp_57,1.0,0.9879,0.5,0.21,0.5,1.0,0.62,0.18,0.41,1.0,1.0,TwoStageWithin,0.5597,0.3483,1,0.6091
33,8-TwoStageWithin,exp_78,0.0,0.3559,0.6,0.2,0.4,1.0,0.6799999999999999,0.4,0.8,0.0,0.0,TwoStageWithin,0.4349,0.8868,1,0.3566
34,8-TwoStageWithin,exp_29,1.0,0.2435,0.5,0.17,0.5,0.0,0.3,0.2,0.3,1.0,1.0,TwoStageWithin,0.5754,0.5539,0,2.3454
35,8-TwoStageWithin,exp_27,1.0,0.6906,0.5,0.17,0.5,0.0,0.3,0.2,0.3,1.0,1.0,TwoStageWithin,0.5754,0.5539,0,3.8098
36,8-TwoStageWithin,exp_84,0.0,0.1517,0.6,0.29,0.4,0.0,0.8099999999999999,0.22,0.61,0.0,0.0,TwoStageWithin,0.5363,0.2741,0,0.5181
37,8-TwoStageWithin,catch_1,1.0,1.013,0.5,0.41,0.5,1.0,0.5900000000000001,0.42,0.29,1.0,1.0,TwoStageWithin,0.4664,0.1494,0,0.9529
38,8-TwoStageWithin,exp_98,1.0,0.4509,0.4,0.38,0.6,0.0,0.6900000000000001,0.49,0.58,0.0,1.0,TwoStageWithin,0.466,0.8512,1,0.1239
39,8-TwoStageWithin,exp_25,0.0,0.2094,0.5,0.17,0.5,1.0,0.3,0.2,0.3,1.0,0.0,TwoStageWithin,0.5754,0.5539,0,0.1106
40,8-TwoStageWithin,exp_117,1.0,0.9276,0.5,0.22,0.5,0.0,0.79,0.42,0.49,1.0,1.0,TwoStageWithin,0.5509,0.6835,0,1.2613
41,8-TwoStageWithin,catch_9,0.0,0.1922,0.5,0.72,0.5,1.0,0.4,0.18,0.48,1.0,0.0,TwoStageWithin,0.3417,0.0434,0,0.1331
42,8-TwoStageWithin,exp_114,0.0,0.8426,0.4,0.22,0.6,0.0,0.79,0.42,0.49,0.0,0.0,TwoStageWithin,0.4643,0.8532,1,0.9937
43,8-TwoStageWithin,exp_113,1.0,0.7113,0.5,0.22,0.5,1.0,0.79,0.42,0.49,1.0,1.0,TwoStageWithin,0.5509,0.6835,1,0.7135
44,8-TwoStageWithin,exp_89,0.0,0.994,0.5,0.38,0.5,1.0,0.4,0.3,0.5,1.0,0.0,TwoStageWithin,0.5773,0.5188,0,0.0876
45,8-TwoStageWithin,exp_94,0.0,0.9023,0.6,0.38,0.4,1.0,0.4,0.3,0.5,0.0,0.0,TwoStageWithin,0.5458,0.3,0,0.6433
46,8-TwoStageWithin,exp_73,1.0,0.3328,0.5,0.2,0.5,1.0,0.6799999999999999,0.4,0.8,1.0,1.0,TwoStageWithin,0.3367,0.9592,1,0.1832
47,8-TwoStageWithin,exp_23,0.0,0.5485,0.5,0.17,0.5,1.0,0.8300000000000001,0.43,0.28,1.0,0.0,TwoStageWithin,0.5769,0.4704,0,0.1271
48,8-TwoStageWithin,catch_0,0.0,0.3024,0.5,0.72,0.5,1.0,0.3,0.2,0.19,0.0,0.0,TwoStageWithin,0.311,0.0292,0,0.216
49,8-TwoStageWithin,catch_3,0.0,0.5526,0.5,0.38,0.5,1.0,0.6799999999999999,0.58,0.19,1.0,0.0,TwoStageWithin,0.423,0.1016,0,0.4983
50,8-TwoStageWithin,exp_36,1.0,0.2768,0.6,0.7,0.4,0.0,0.32,0.2,0.79,0.0,1.0,TwoStageWithin,0.5414,0.2876,1,1.1208
51,8-TwoStageWithin,exp_9,1.0,1.1705,0.5,0.29,0.5,1.0,0.5,0.18,0.7,1.0,1.0,TwoStageWithin,0.5775,0.5079,0,0.1348
52,8-TwoStageWithin,exp_35,0.0,0.1858,0.5,0.7,0.5,0.0,0.32,0.2,0.79,1.0,0.0,TwoStageWithin,0.541,0.2864,0,1.4376
53,8-TwoStageWithin,exp_18,1.0,1.5458,0.4,0.17,0.6,0.0,0.8300000000000001,0.43,0.28,0.0,1.0,TwoStageWithin,0.5539,0.6733,1,0.7437
54,8-TwoStageWithin,exp_42,0.0,0.4109,0.4,0.48,0.6,0.0,0.79,0.1699999999999999,0.81,0.0,0.0,TwoStageWithin,0.4562,0.1367,0,0.2623
