,subject_id,condition,choice,rt,g1,p1,g0,last_stage_favours,m1,m0,p0,presentation01,choice_formatted,model,pred_mean_rt,pred_p_choose_0,pred_choice,pred_rt
0,4-TwoStageWithin,exp_46,0.0,0.144,0.6,0.48,0.4,1.0,0.79,0.1699999999999999,0.81,0.0,0.0,TwoStageWithin,0.1784,0.0085,0,0.1243
1,4-TwoStageWithin,exp_42,0.0,0.1685,0.4,0.48,0.6,0.0,0.79,0.1699999999999999,0.81,0.0,0.0,TwoStageWithin,0.3204,0.1074,0,0.2962
2,4-TwoStageWithin,exp_80,0.0,0.3647,0.4,0.29,0.6,1.0,0.8099999999999999,0.22,0.61,0.0,0.0,TwoStageWithin,0.3426,0.1398,0,0.2331
3,4-TwoStageWithin,exp_57,0.0,0.2404,0.5,0.21,0.5,1.0,0.62,0.18,0.41,1.0,0.0,TwoStageWithin,0.4088,0.3036,0,0.1569
4,4-TwoStageWithin,exp_37,0.0,0.4581,0.5,0.7,0.5,0.0,0.32,0.2,0.79,1.0,0.0,TwoStageWithin,0.4055,0.2906,0,0.4835
5,4-TwoStageWithin,exp_101,1.0,0.4922,0.5,0.38,0.5,0.0,0.6900000000000001,0.49,0.58,1.0,1.0,TwoStageWithin,0.4307,0.547,0,0.5077
6,4-TwoStageWithin,catch_3,0.0,0.1706,0.5,0.38,0.5,1.0,0.6799999999999999,0.58,0.19,1.0,0.0,TwoStageWithin,0.331,0.122,1,0.482
7,4-TwoStageWithin,exp_23,1.0,0.7983,0.5,0.17,0.5,1.0,0.8300000000000001,0.43,0.28,1.0,1.0,TwoStageWithin,0.4274,0.4108,1,0.0871
8,4-TwoStageWithin,exp_73,1.0,0.0743,0.5,0.2,0.5,1.0,0.6799999999999999,0.4,0.8,1.0,1.0,TwoStageWithin,0.3107,0.9048,1,0.1548
9,4-TwoStageWithin,exp_50,1.0,0.4347,0.4,0.32,0.6,0.0,0.82,0.6900000000000001,0.49,0.0,1.0,TwoStageWithin,0.3009,0.916,1,0.2777
10,4-TwoStageWithin,exp_1,1.0,0.2625,0.5,0.49,0.5,1.0,0.8300000000000001,0.53,0.79,1.0,1.0,TwoStageWithin,0.4319,0.4905,1,0.5833
11,4-TwoStageWithin,exp_22,0.0,0.3977,0.6,0.17,0.4,1.0,0.8300000000000001,0.43,0.28,0.0,0.0,TwoStageWithin,0.3739,0.1998,0,0.5978
12,4-TwoStageWithin,exp_102,0.0,0.274,0.6,0.38,0.4,1.0,0.6900000000000001,0.49,0.58,0.0,0.0,TwoStageWithin,0.3886,0.2367,0,0.291
13,4-TwoStageWithin,exp_115,1.0,0.0801,0.5,0.22,0.5,0.0,0.79,0.42,0.49,1.0,1.0,TwoStageWithin,0.429,0.5723,1,0.3021
14,4-TwoStageWithin,catch_6,0.0,0.1908,0.5,0.59,0.5,1.0,0.27,0.19,0.23,0.0,0.0,TwoStageWithin,0.318,0.1043,0,0.1859
15,4-TwoStageWithin,exp_91,0.0,0.4634,0.5,0.38,0.5,0.0,0.4,0.3,0.5,1.0,0.0,TwoStageWithin,0.4318,0.4828,0,0.5904
16,4-TwoStageWithin,catch_4,0.0,1.5794,0.5,0.31,0.5,1.0,0.73,0.4,0.19,0.0,0.0,TwoStageWithin,0.2757,0.0595,0,0.3355
17,4-TwoStageWithin,exp_52,0.0,0.103,0.6,0.32,0.4,0.0,0.82,0.6900000000000001,0.49,0.0,0.0,TwoStageWithin,0.4021,0.7215,1,0.3481
18,4-TwoStageWithin,exp_89,1.0,0.1546,0.5,0.38,0.5,1.0,0.4,0.3,0.5,1.0,1.0,TwoStageWithin,0.4318,0.4828,0,0.7012
19,4-TwoStageWithin,exp_99,0.0,0.1285,0.5,0.38,0.5,0.0,0.6900000000000001,0.49,0.58,1.0,0.0,TwoStageWithin,0.4307,0.547,1,0.2816
20,4-TwoStageWithin,exp_25,0.0,0.3481,0.5,0.17,0.5,1.0,0.3,0.2,0.3,1.0,0.0,TwoStageWithin,0.4317,0.5218,0,0.5491
21,4-TwoStageWithin,exp_47,0.0,0.0779,0.5,0.48,0.5,1.0,0.79,0.1699999999999999,0.81,1.0,0.0,TwoStageWithin,0.2356,0.0311,0,0.1948
22,4-TwoStageWithin,exp_36,0.0,0.2304,0.6,0.7,0.4,0.0,0.32,0.2,0.79,0.0,0.0,TwoStageWithin,0.4197,0.3557,0,0.7005
23,4-TwoStageWithin,exp_15,0.0,1.0502,0.5,0.29,0.5,1.0,0.5,0.18,0.7,1.0,0.0,TwoStageWithin,0.4271,0.4079,0,0.3253
24,4-TwoStageWithin,exp_20,1.0,0.1489,0.6,0.17,0.4,0.0,0.8300000000000001,0.43,0.28,0.0,1.0,TwoStageWithin,0.4319,0.5125,0,0.7356
25,4-TwoStageWithin,exp_60,1.0,0.832,0.6,0.21,0.4,0.0,0.62,0.18,0.41,0.0,1.0,TwoStageWithin,0.4278,0.415,1,0.2959
26,4-TwoStageWithin,exp_58,0.0,0.1492,0.4,0.21,0.6,0.0,0.62,0.18,0.41,0.0,0.0,TwoStageWithin,0.4315,0.5302,0,0.1647
27,4-TwoStageWithin,catch_5,0.0,0.3455,0.5,0.49,0.5,1.0,0.43,0.32,0.4,1.0,0.0,TwoStageWithin,0.3938,0.2516,1,0.5159
28,4-TwoStageWithin,exp_9,0.0,0.4014,0.5,0.29,0.5,1.0,0.5,0.18,0.7,1.0,0.0,TwoStageWithin,0.4271,0.4079,0,0.1677
29,4-TwoStageWithin,exp_116,1.0,0.3421,0.6,0.22,0.4,0.0,0.79,0.42,0.49,0.0,1.0,TwoStageWithin,0.4208,0.6379,1,0.6294
30,4-TwoStageWithin,catch_7,0.0,0.1181,0.5,0.48,0.5,1.0,0.52,0.21,0.28,1.0,0.0,TwoStageWithin,0.292,0.0747,0,0.3003
31,4-TwoStageWithin,exp_68,1.0,0.4664,0.6,0.51,0.4,0.0,0.52,0.42,0.72,0.0,1.0,TwoStageWithin,0.4239,0.6175,1,0.1473
