,subject_id,condition,choice,rt,p1,m0,p0,presentation01,m1,g1,g0,last_stage_favours,choice_formatted,model,pred_mean_rt,pred_p_choose_0,pred_choice,pred_rt
0,4,exp_46,1.0,0.3722349999952712,0.48,0.16999999999999996,0.81,0.0,0.79,0.6,0.4,1.0,0.0,TwoStageWithin,0.1718,0.0093,0,0.144
1,4,exp_42,1.0,0.2878149999960442,0.48,0.16999999999999996,0.81,0.0,0.79,0.4,0.6,0.0,0.0,TwoStageWithin,0.2124,0.0253,0,0.1685
2,4,exp_80,1.0,0.3942349999997532,0.29,0.22000000000000003,0.61,0.0,0.8099999999999999,0.4,0.6,1.0,0.0,TwoStageWithin,0.3028,0.1071,0,0.3647
3,4,exp_57,0.0,0.32736499999737134,0.21,0.18,0.41,1.0,0.62,0.5,0.5,1.0,1.0,TwoStageWithin,0.3754,0.261,0,0.2404
4,4,exp_37,1.0,0.29976500000339,0.7,0.2,0.79,1.0,0.32,0.5,0.5,0.0,0.0,TwoStageWithin,0.3788,0.2728,0,0.4581
5,4,exp_101,1.0,0.457670000003418,0.38,0.49000000000000005,0.58,1.0,0.6900000000000001,0.5,0.5,0.0,0.0,TwoStageWithin,0.4086,0.5004,1,0.4922
6,4,catch_3,1.0,0.3946349999969243,0.38,0.58,0.19,1.0,0.6799999999999999,0.5,0.5,1.0,0.0,TwoStageWithin,0.3001,0.1034,0,0.1706
7,4,exp_23,0.0,0.25970999999844935,0.17,0.43,0.28,1.0,0.8300000000000001,0.5,0.5,1.0,1.0,TwoStageWithin,0.3982,0.3628,1,0.7983
8,4,exp_73,0.0,0.3423499999989872,0.2,0.4,0.8,1.0,0.6799999999999999,0.5,0.5,1.0,1.0,TwoStageWithin,0.3056,0.889,1,0.0743
9,4,exp_50,0.0,0.018009999999776483,0.32,0.6900000000000001,0.49,0.0,0.82,0.4,0.6,0.0,1.0,TwoStageWithin,0.3469,0.8158,1,0.4347
10,4,exp_1,1.0,0.2707749999972293,0.49,0.53,0.79,1.0,0.8300000000000001,0.5,0.5,1.0,0.0,TwoStageWithin,0.4021,0.3912,1,0.2625
11,4,exp_22,1.0,0.07416000000375789,0.17,0.43,0.28,0.0,0.8300000000000001,0.6,0.4,1.0,0.0,TwoStageWithin,0.38,0.2771,0,0.3977
12,4,exp_102,1.0,0.3453349999981583,0.38,0.49000000000000005,0.58,0.0,0.6900000000000001,0.6,0.4,1.0,0.0,TwoStageWithin,0.3996,0.3724,0,0.274
13,4,exp_115,0.0,0.26706500000000233,0.22,0.42000000000000004,0.49,1.0,0.79,0.5,0.5,0.0,1.0,TwoStageWithin,0.4085,0.5136,1,0.0801
14,4,catch_6,1.0,0.24077000000397675,0.59,0.19,0.23,0.0,0.27,0.5,0.5,1.0,0.0,TwoStageWithin,0.3367,0.1631,0,0.1908
15,4,exp_91,1.0,0.7725199999986216,0.38,0.3,0.5,1.0,0.4,0.5,0.5,0.0,0.0,TwoStageWithin,0.4079,0.4632,0,0.4634
16,4,catch_4,1.0,0.30961499999830266,0.31,0.4,0.19,0.0,0.73,0.5,0.5,1.0,0.0,TwoStageWithin,0.2717,0.07,0,1.5794
17,4,exp_52,0.0,0.1555999999982305,0.32,0.6900000000000001,0.49,0.0,0.82,0.6,0.4,0.0,1.0,TwoStageWithin,0.3827,0.7127,0,0.103
18,4,exp_89,0.0,0.3397100000001956,0.38,0.3,0.5,1.0,0.4,0.5,0.5,1.0,1.0,TwoStageWithin,0.4079,0.4632,1,0.1546
19,4,exp_99,0.0,0.05568499999935739,0.38,0.49000000000000005,0.58,1.0,0.6900000000000001,0.5,0.5,0.0,1.0,TwoStageWithin,0.4086,0.5004,0,0.1285
20,4,exp_25,0.0,0.32093000000168104,0.17,0.2,0.3,1.0,0.3,0.5,0.5,1.0,1.0,TwoStageWithin,0.4086,0.5104,0,0.3481
21,4,exp_47,1.0,0.27001000000018394,0.48,0.16999999999999996,0.81,1.0,0.79,0.5,0.5,1.0,0.0,TwoStageWithin,0.1904,0.0154,0,0.0779
22,4,exp_36,1.0,0.7828599999993457,0.7,0.2,0.79,0.0,0.32,0.6,0.4,0.0,0.0,TwoStageWithin,0.3857,0.2993,0,0.2304
23,4,exp_15,0.0,0.8271849999946426,0.29,0.18,0.7,1.0,0.5,0.5,0.5,1.0,1.0,TwoStageWithin,0.3966,0.3533,0,1.0502
24,4,exp_20,1.0,0.4935049999985495,0.17,0.43,0.28,0.0,0.8300000000000001,0.6,0.4,0.0,0.0,TwoStageWithin,0.403,0.3991,1,0.1489
25,4,exp_60,1.0,0.49517999999807216,0.21,0.18,0.41,0.0,0.62,0.6,0.4,0.0,0.0,TwoStageWithin,0.3856,0.2991,1,0.832
26,4,exp_58,1.0,1.0579149999975923,0.21,0.18,0.41,0.0,0.62,0.4,0.6,0.0,0.0,TwoStageWithin,0.3936,0.3362,0,0.1492
27,4,catch_5,1.0,0.24527500000112923,0.49,0.32,0.4,1.0,0.43,0.5,0.5,1.0,0.0,TwoStageWithin,0.3681,0.2381,0,0.3455
28,4,exp_9,1.0,1.054855000002135,0.29,0.18,0.7,1.0,0.5,0.5,0.5,1.0,0.0,TwoStageWithin,0.3966,0.3533,0,0.4014
29,4,exp_116,1.0,0.38932000000204425,0.22,0.42000000000000004,0.49,0.0,0.79,0.6,0.4,0.0,0.0,TwoStageWithin,0.4078,0.5392,1,0.3421
30,4,catch_7,1.0,0.17102999999769963,0.48,0.21000000000000002,0.28,1.0,0.52,0.5,0.5,1.0,0.0,TwoStageWithin,0.2651,0.0634,0,0.1181
31,4,exp_68,0.0,0.03928500000620261,0.51,0.42000000000000004,0.72,0.0,0.52,0.6,0.4,0.0,1.0,TwoStageWithin,0.405,0.5814,1,0.4664
32,4,exp_43,1.0,0.3336750000016764,0.48,0.16999999999999996,0.81,1.0,0.79,0.5,0.5,0.0,0.0,TwoStageWithin,0.1904,0.0154,0,0.0592
33,4,exp_82,1.0,0.6256300000023329,0.29,0.22000000000000003,0.61,0.0,0.8099999999999999,0.4,0.6,0.0,0.0,TwoStageWithin,0.3412,0.1721,0,0.1716
34,4,catch_2,1.0,0.8681950000026263,0.6,0.22000000000000003,0.38,0.0,0.4,0.5,0.5,1.0,0.0,TwoStageWithin,0.2858,0.0854,0,0.0564
35,4,exp_35,1.0,0.2943049999958603,0.7,0.2,0.79,1.0,0.32,0.5,0.5,0.0,0.0,TwoStageWithin,0.3788,0.2728,0,0.3147
36,4,exp_30,0.0,0.3823899999989662,0.17,0.2,0.3,0.0,0.3,0.6,0.4,1.0,1.0,TwoStageWithin,0.4061,0.4319,0,0.1359
37,4,exp_114,1.0,0.23412000000104308,0.22,0.42000000000000004,0.49,0.0,0.79,0.4,0.6,0.0,0.0,TwoStageWithin,0.4003,0.6227,0,0.2235
38,4,exp_53,0.0,0.3469200000035344,0.32,0.6900000000000001,0.49,1.0,0.82,0.5,0.5,0.0,1.0,TwoStageWithin,0.3819,0.7158,0,0.4909
39,4,exp_3,1.0,0.4619500000044936,0.49,0.53,0.79,1.0,0.8300000000000001,0.5,0.5,0.0,0.0,TwoStageWithin,0.4021,0.3912,1,0.2813
40,4,exp_74,0.0,0.4441999999980908,0.2,0.4,0.8,0.0,0.6799999999999999,0.4,0.6,0.0,1.0,TwoStageWithin,0.2739,0.9277,1,0.2037
41,4,exp_96,0.0,0.27563000000372995,0.38,0.49000000000000005,0.58,0.0,0.6900000000000001,0.4,0.6,1.0,1.0,TwoStageWithin,0.4086,0.4939,0,0.2894
42,4,catch_8,1.0,0.3028699999995297,0.32,0.37,0.22,0.0,0.5,0.5,0.5,1.0,0.0,TwoStageWithin,0.3538,0.2001,0,0.2741
43,4,exp_19,1.0,0.3110899999955436,0.17,0.43,0.28,1.0,0.8300000000000001,0.5,0.5,0.0,0.0,TwoStageWithin,0.3982,0.3628,0,0.1321
44,4,exp_45,1.0,0.33109999999578577,0.48,0.16999999999999996,0.81,1.0,0.79,0.5,0.5,0.0,0.0,TwoStageWithin,0.1904,0.0154,0,0.4985
45,4,exp_113,1.0,0.6657300000006798,0.22,0.42000000000000004,0.49,1.0,0.79,0.5,0.5,1.0,0.0,TwoStageWithin,0.4085,0.5136,0,0.2788
46,4,exp_18,1.0,0.20238500000408385,0.17,0.43,0.28,0.0,0.8300000000000001,0.4,0.6,0.0,0.0,TwoStageWithin,0.4077,0.4582,1,0.3485
47,4,exp_27,1.0,0.39017500000051225,0.17,0.2,0.3,1.0,0.3,0.5,0.5,0.0,0.0,TwoStageWithin,0.4086,0.5104,1,0.2506
48,4,exp_29,0.0,0.19909999999799768,0.17,0.2,0.3,1.0,0.3,0.5,0.5,0.0,1.0,TwoStageWithin,0.4086,0.5104,1,0.1997
49,4,exp_90,0.0,0.5737749999971129,0.38,0.3,0.5,0.0,0.4,0.4,0.6,0.0,1.0,TwoStageWithin,0.4065,0.562,1,0.2254
50,4,exp_88,1.0,0.5018449999988079,0.38,0.3,0.5,0.0,0.4,0.4,0.6,1.0,0.0,TwoStageWithin,0.4056,0.4255,1,0.2997
51,4,exp_98,1.0,0.8381599999992176,0.38,0.49000000000000005,0.58,0.0,0.6900000000000001,0.4,0.6,0.0,0.0,TwoStageWithin,0.3995,0.6283,1,0.6108
52,4,exp_67,0.0,0.46844499999855177,0.51,0.42000000000000004,0.72,1.0,0.52,0.5,0.5,0.0,1.0,TwoStageWithin,0.4056,0.5742,0,0.5651
53,4,exp_108,0.0,1.4970549999998184,0.4,0.21000000000000002,0.78,0.0,0.3,0.6,0.4,0.0,1.0,TwoStageWithin,0.3994,0.6291,1,0.2109
54,4,exp_104,0.0,0.5871999999945984,0.4,0.21000000000000002,0.78,0.0,0.3,0.4,0.6,1.0,1.0,TwoStageWithin,0.4074,0.5474,0,0.8189
55,4,exp_107,0.0,0.9060200000022304,0.4,0.21000000000000002,0.78,1.0,0.3,0.5,0.5,0.0,1.0,TwoStageWithin,0.4043,0.5889,1,0.1552
56,4,exp_94,1.0,0.24164500000188127,0.38,0.3,0.5,0.0,0.4,0.6,0.4,1.0,0.0,TwoStageWithin,0.3988,0.3672,0,0.4736
57,4,exp_10,0.0,0.7373699999952223,0.29,0.18,0.7,0.0,0.5,0.4,0.6,0.0,1.0,TwoStageWithin,0.4069,0.4446,1,0.2712
58,4,exp_69,1.0,0.3532799999957206,0.51,0.42000000000000004,0.72,1.0,0.52,0.5,0.5,0.0,0.0,TwoStageWithin,0.4056,0.5742,1,0.1261
59,4,exp_40,1.0,0.03225499999825843,0.48,0.16999999999999996,0.81,0.0,0.79,0.4,0.6,1.0,0.0,TwoStageWithin,0.1888,0.0147,0,0.1229
60,4,catch_0,1.0,0.23933499999844932,0.72,0.2,0.19,0.0,0.3,0.5,0.5,1.0,0.0,TwoStageWithin,0.2839,0.0832,0,0.1283
61,4,exp_84,1.0,1.7916199999963864,0.29,0.22000000000000003,0.61,0.0,0.8099999999999999,0.6,0.4,0.0,0.0,TwoStageWithin,0.3182,0.1301,1,0.3486
62,4,catch_9,1.0,0.6795149999961723,0.72,0.18,0.48,1.0,0.4,0.5,0.5,1.0,0.0,TwoStageWithin,0.2639,0.0623,0,0.1091
63,4,exp_64,1.0,0.40738499999861233,0.51,0.42000000000000004,0.72,0.0,0.52,0.4,0.6,1.0,0.0,TwoStageWithin,0.4062,0.567,1,0.4962
64,4,catch_1,1.0,0.28857499999878927,0.41,0.42000000000000004,0.29,1.0,0.5900000000000001,0.5,0.5,1.0,0.0,TwoStageWithin,0.3269,0.1448,0,0.2357
65,4,exp_117,0.0,1.444580000002985,0.22,0.42000000000000004,0.49,1.0,0.79,0.5,0.5,0.0,1.0,TwoStageWithin,0.4085,0.5136,0,0.386
66,4,exp_59,1.0,0.5087550000024493,0.21,0.18,0.41,1.0,0.62,0.5,0.5,0.0,0.0,TwoStageWithin,0.3754,0.261,1,0.0833
67,4,exp_26,1.0,0.7180650000008755,0.17,0.2,0.3,0.0,0.3,0.4,0.6,0.0,0.0,TwoStageWithin,0.4043,0.5885,1,0.556
68,4,exp_78,0.0,0.2628600000026636,0.2,0.4,0.8,0.0,0.6799999999999999,0.6,0.4,1.0,1.0,TwoStageWithin,0.3387,0.8331,0,0.4774
69,4,exp_8,1.0,1.2966499999965309,0.29,0.18,0.7,0.0,0.5,0.4,0.6,1.0,0.0,TwoStageWithin,0.3895,0.316,1,0.7928
70,4,exp_28,1.0,0.4134850000045262,0.17,0.2,0.3,0.0,0.3,0.6,0.4,0.0,0.0,TwoStageWithin,0.4061,0.5684,1,0.8111
71,4,exp_38,1.0,0.16977000000048428,0.7,0.2,0.79,0.0,0.32,0.6,0.4,1.0,0.0,TwoStageWithin,0.3528,0.1978,0,0.1337
72,4,exp_12,1.0,0.48236000000173224,0.29,0.18,0.7,0.0,0.5,0.6,0.4,0.0,0.0,TwoStageWithin,0.4022,0.3924,0,0.3051
73,4,exp_51,1.0,0.4521850000019185,0.32,0.6900000000000001,0.49,1.0,0.82,0.5,0.5,0.0,0.0,TwoStageWithin,0.3819,0.7158,1,0.3585
74,4,exp_33,1.0,0.19096500000171363,0.7,0.2,0.79,1.0,0.32,0.5,0.5,1.0,0.0,TwoStageWithin,0.3788,0.2728,0,0.7488
75,4,exp_14,1.0,0.09996500000124796,0.29,0.18,0.7,0.0,0.5,0.6,0.4,1.0,0.0,TwoStageWithin,0.3784,0.2715,1,0.4158
76,4,catch_18,1.0,0.30904999999632127,0.37,0.31,0.19,0.0,0.38,0.5,0.5,1.0,0.0,TwoStageWithin,0.3581,0.2108,0,0.1945
77,4,exp_119,0.0,0.2474999999976717,0.22,0.42000000000000004,0.49,1.0,0.79,0.5,0.5,1.0,1.0,TwoStageWithin,0.4085,0.5136,0,0.1334
78,4,catch_17,1.0,0.12459999999543651,0.68,0.22000000000000003,0.4,1.0,0.3,0.5,0.5,1.0,0.0,TwoStageWithin,0.3507,0.1929,0,0.3649
79,4,exp_31,1.0,0.25941500000050294,0.17,0.2,0.3,1.0,0.3,0.5,0.5,1.0,0.0,TwoStageWithin,0.4086,0.5104,0,0.4625
80,4,exp_63,1.0,0.24340499999374152,0.21,0.18,0.41,1.0,0.62,0.5,0.5,1.0,0.0,TwoStageWithin,0.3754,0.261,1,0.2581
81,4,exp_21,1.0,0.4701149999962654,0.17,0.43,0.28,1.0,0.8300000000000001,0.5,0.5,0.0,0.0,TwoStageWithin,0.3982,0.3628,1,0.6189
82,4,exp_56,1.0,0.24016500000306404,0.21,0.18,0.41,0.0,0.62,0.4,0.6,1.0,0.0,TwoStageWithin,0.3639,0.2262,0,0.2252
83,4,exp_5,1.0,0.3279949999996461,0.49,0.53,0.79,1.0,0.8300000000000001,0.5,0.5,0.0,0.0,TwoStageWithin,0.4021,0.3912,1,0.2111
84,4,exp_77,0.0,0.8407449999940582,0.2,0.4,0.8,1.0,0.6799999999999999,0.5,0.5,0.0,1.0,TwoStageWithin,0.3056,0.889,0,0.4388
85,4,exp_24,0.0,0.1885550000006333,0.17,0.2,0.3,0.0,0.3,0.4,0.6,1.0,1.0,TwoStageWithin,0.4074,0.4522,0,0.8482
86,4,catch_13,1.0,0.11196000000205822,0.52,0.18,0.21,1.0,0.27999999999999997,0.5,0.5,1.0,0.0,TwoStageWithin,0.3603,0.2166,1,0.1589
87,4,exp_111,0.0,0.4088100000007544,0.4,0.21000000000000002,0.78,1.0,0.3,0.5,0.5,1.0,1.0,TwoStageWithin,0.4043,0.5889,1,1.2461
88,4,exp_72,0.0,0.5189950000056996,0.2,0.4,0.8,0.0,0.6799999999999999,0.4,0.6,1.0,1.0,TwoStageWithin,0.311,0.8811,1,0.2085
89,4,exp_106,1.0,0.7862800000002608,0.4,0.21000000000000002,0.78,0.0,0.3,0.4,0.6,0.0,0.0,TwoStageWithin,0.391,0.6769,1,1.5374
90,4,exp_81,1.0,0.04703999999770895,0.29,0.22000000000000003,0.61,1.0,0.8099999999999999,0.5,0.5,1.0,0.0,TwoStageWithin,0.3105,0.1181,0,0.3012
91,4,exp_71,0.0,0.34006999999820253,0.51,0.42000000000000004,0.72,1.0,0.52,0.5,0.5,1.0,1.0,TwoStageWithin,0.4056,0.5742,0,0.8337
92,4,exp_92,1.0,0.4776350000030361,0.38,0.3,0.5,0.0,0.4,0.6,0.4,0.0,0.0,TwoStageWithin,0.4086,0.5013,1,0.6796
93,4,exp_112,0.0,0.4095149999991991,0.22,0.42000000000000004,0.49,0.0,0.79,0.4,0.6,1.0,1.0,TwoStageWithin,0.4085,0.4879,0,0.7066
94,4,exp_55,0.0,0.015534999998752028,0.32,0.6900000000000001,0.49,1.0,0.82,0.5,0.5,1.0,1.0,TwoStageWithin,0.3819,0.7158,0,0.7883
95,4,exp_34,0.0,0.1900150000001304,0.7,0.2,0.79,0.0,0.32,0.4,0.6,0.0,1.0,TwoStageWithin,0.3982,0.3633,0,0.3681
96,4,exp_97,0.0,0.13598999999510125,0.38,0.49000000000000005,0.58,1.0,0.6900000000000001,0.5,0.5,1.0,1.0,TwoStageWithin,0.4086,0.5004,0,0.7539
97,4,catch_12,1.0,0.4786650000023656,0.47,0.5,0.23,0.0,0.6,0.5,0.5,1.0,0.0,TwoStageWithin,0.2682,0.0665,0,0.3025
98,4,exp_76,0.0,0.4633450000036973,0.2,0.4,0.8,0.0,0.6799999999999999,0.6,0.4,0.0,1.0,TwoStageWithin,0.3003,0.8963,1,0.3627
