,subject_id,condition,choice,rt,p1,m0,p0,presentation01,m1,g1,g0,last_stage_favours,choice_formatted,model,pred_mean_rt,pred_p_choose_0,pred_choice,pred_rt
0,11,exp_90,0.0,0.8456600000208709,0.38,0.3,0.5,0.0,0.4,0.4,0.6,0.0,1.0,TwoStageWithin,1.1093,0.5966,1,0.9901
1,11,exp_98,0.0,0.4831000000122003,0.38,0.49000000000000005,0.58,0.0,0.6900000000000001,0.4,0.6,0.0,1.0,TwoStageWithin,1.0588,0.7191,0,0.5425
2,11,exp_64,1.0,0.597925000009127,0.51,0.42000000000000004,0.72,0.0,0.52,0.4,0.6,1.0,0.0,TwoStageWithin,1.0699,0.6996,1,0.3332
3,11,exp_91,1.0,1.1561600000131875,0.38,0.3,0.5,1.0,0.4,0.5,0.5,0.0,0.0,TwoStageWithin,1.1208,0.4517,1,0.5454
4,11,exp_53,0.0,0.8234450000163633,0.32,0.6900000000000001,0.49,1.0,0.82,0.5,0.5,0.0,1.0,TwoStageWithin,1.076,0.6878,1,0.3764
5,11,exp_99,0.0,0.6189750000194181,0.38,0.49000000000000005,0.58,1.0,0.6900000000000001,0.5,0.5,0.0,1.0,TwoStageWithin,1.1222,0.4776,0,0.9359
6,11,exp_50,0.0,0.9078199999930804,0.32,0.6900000000000001,0.49,0.0,0.82,0.4,0.6,0.0,1.0,TwoStageWithin,0.8936,0.8808,1,0.3854
7,11,exp_57,1.0,1.032409999985248,0.21,0.18,0.41,1.0,0.62,0.5,0.5,1.0,0.0,TwoStageWithin,1.0565,0.2631,0,0.8638
8,11,exp_101,1.0,0.7412650000187568,0.38,0.49000000000000005,0.58,1.0,0.6900000000000001,0.5,0.5,0.0,0.0,TwoStageWithin,1.1222,0.4776,1,1.3878
9,11,exp_113,0.0,1.028154999978142,0.22,0.42000000000000004,0.49,1.0,0.79,0.5,0.5,1.0,1.0,TwoStageWithin,1.1224,0.4863,0,1.0789
10,11,exp_107,1.0,0.892374999995809,0.4,0.21000000000000002,0.78,1.0,0.3,0.5,0.5,0.0,0.0,TwoStageWithin,1.1162,0.5634,1,0.3594
11,11,exp_23,1.0,0.5400099999969825,0.17,0.43,0.28,1.0,0.8300000000000001,0.5,0.5,1.0,0.0,TwoStageWithin,1.1005,0.3538,1,0.8464
12,11,exp_84,1.0,0.727855000004638,0.29,0.22000000000000003,0.61,0.0,0.8099999999999999,0.6,0.4,0.0,0.0,TwoStageWithin,0.8355,0.0864,0,0.2317
