,subject_id,condition,choice,rt,p1,m0,p0,presentation01,m1,g1,g0,last_stage_favours,choice_formatted,model,pred_mean_rt,pred_p_choose_0,pred_choice,pred_rt
0,2,exp_90,0.0,0.24580999999307096,0.38,0.3,0.5,0.0,0.4,0.4,0.6,0.0,1.0,TwoStageWithin,0.4076,0.5095,1,0.072
1,2,exp_27,0.0,0.21771500000613744,0.17,0.2,0.3,1.0,0.3,0.5,0.5,0.0,1.0,TwoStageWithin,0.3946,0.6527,0,0.2253
2,2,catch_0,1.0,0.06604999999399297,0.72,0.2,0.19,0.0,0.3,0.5,0.5,1.0,0.0,TwoStageWithin,0.1495,0.0045,0,0.1714
3,2,catch_4,1.0,0.3978300000017043,0.31,0.4,0.19,0.0,0.73,0.5,0.5,1.0,0.0,TwoStageWithin,0.258,0.0575,0,0.0512
4,2,exp_47,1.0,0.20046999998157844,0.48,0.16999999999999996,0.81,1.0,0.79,0.5,0.5,1.0,0.0,TwoStageWithin,0.2325,0.0376,0,0.3433
5,2,exp_37,1.0,0.08166999998502433,0.7,0.2,0.79,1.0,0.32,0.5,0.5,0.0,0.0,TwoStageWithin,0.3652,0.2323,0,0.5446
6,2,catch_5,1.0,0.505925000004936,0.49,0.32,0.4,1.0,0.43,0.5,0.5,1.0,0.0,TwoStageWithin,0.3094,0.1176,0,0.1801
7,2,exp_19,1.0,0.23791500000515955,0.17,0.43,0.28,1.0,0.8300000000000001,0.5,0.5,0.0,0.0,TwoStageWithin,0.4049,0.5708,0,0.2342
8,2,exp_29,0.0,0.15445500001078472,0.17,0.2,0.3,1.0,0.3,0.5,0.5,0.0,1.0,TwoStageWithin,0.3946,0.6527,1,0.7468
9,2,exp_50,0.0,0.11777499999152496,0.32,0.6900000000000001,0.49,0.0,0.82,0.4,0.6,0.0,1.0,TwoStageWithin,0.3191,0.8673,1,0.1614
10,2,exp_82,1.0,0.23623000000952743,0.29,0.22000000000000003,0.61,0.0,0.8099999999999999,0.4,0.6,0.0,0.0,TwoStageWithin,0.3854,0.3023,0,0.6492
11,2,exp_20,1.0,0.2698099999979604,0.17,0.43,0.28,0.0,0.8300000000000001,0.6,0.4,0.0,0.0,TwoStageWithin,0.4071,0.4687,1,0.1243
12,2,exp_78,0.0,0.1999550000182353,0.2,0.4,0.8,0.0,0.6799999999999999,0.6,0.4,1.0,1.0,TwoStageWithin,0.1206,0.9988,1,0.2256
13,2,exp_43,1.0,0.2906549999897834,0.48,0.16999999999999996,0.81,1.0,0.79,0.5,0.5,0.0,0.0,TwoStageWithin,0.2325,0.0376,0,0.4414
14,2,exp_64,0.0,0.09744000001228414,0.51,0.42000000000000004,0.72,0.0,0.52,0.4,0.6,1.0,1.0,TwoStageWithin,0.302,0.893,1,0.2517
15,2,exp_60,1.0,0.6550850000057835,0.21,0.18,0.41,0.0,0.62,0.6,0.4,0.0,0.0,TwoStageWithin,0.3886,0.3164,1,0.4116
16,2,exp_52,0.0,0.35690499999327585,0.32,0.6900000000000001,0.49,0.0,0.82,0.6,0.4,0.0,1.0,TwoStageWithin,0.3191,0.8673,1,0.1305
17,2,exp_57,1.0,0.21494499998516403,0.21,0.18,0.41,1.0,0.62,0.5,0.5,1.0,0.0,TwoStageWithin,0.4033,0.4111,0,0.2566
18,2,exp_69,0.0,0.13720999998622574,0.51,0.42000000000000004,0.72,1.0,0.52,0.5,0.5,0.0,1.0,TwoStageWithin,0.3306,0.847,1,0.2406
19,2,exp_73,0.0,0.0858050000097137,0.2,0.4,0.8,1.0,0.6799999999999999,0.5,0.5,1.0,1.0,TwoStageWithin,0.1282,0.9982,1,0.126
20,2,exp_1,0.0,0.24991499999305236,0.49,0.53,0.79,1.0,0.8300000000000001,0.5,0.5,1.0,1.0,TwoStageWithin,0.3086,0.8836,1,0.3127
21,2,exp_74,0.0,0.2839650000096299,0.2,0.4,0.8,0.0,0.6799999999999999,0.4,0.6,0.0,1.0,TwoStageWithin,0.1369,0.9973,0,0.3649
22,2,exp_102,0.0,0.23523500000010245,0.38,0.49000000000000005,0.58,0.0,0.6900000000000001,0.6,0.4,1.0,1.0,TwoStageWithin,0.3169,0.8708,1,0.3388
23,2,exp_88,0.0,0.6851699999824632,0.38,0.3,0.5,0.0,0.4,0.4,0.6,1.0,1.0,TwoStageWithin,0.3843,0.7025,0,0.0674
24,2,exp_114,1.0,0.12498500000219792,0.22,0.42000000000000004,0.49,0.0,0.79,0.4,0.6,0.0,0.0,TwoStageWithin,0.3367,0.8353,0,0.2881
25,2,exp_116,0.0,0.7574299999978393,0.22,0.42000000000000004,0.49,0.0,0.79,0.6,0.4,0.0,1.0,TwoStageWithin,0.3367,0.8353,1,0.0853
26,2,exp_96,1.0,0.17275999998673797,0.38,0.49000000000000005,0.58,0.0,0.6900000000000001,0.4,0.6,1.0,0.0,TwoStageWithin,0.3169,0.8708,0,0.5829
27,2,exp_117,0.0,0.6548749999783468,0.22,0.42000000000000004,0.49,1.0,0.79,0.5,0.5,0.0,1.0,TwoStageWithin,0.3081,0.8844,1,0.1193
28,2,exp_42,1.0,0.04343499999959022,0.48,0.16999999999999996,0.81,0.0,0.79,0.4,0.6,0.0,0.0,TwoStageWithin,0.2118,0.0252,0,0.2287
29,2,exp_108,0.0,0.21444999999948777,0.4,0.21000000000000002,0.78,0.0,0.3,0.6,0.4,0.0,1.0,TwoStageWithin,0.321,0.864,1,0.0945
30,2,exp_68,0.0,0.1976100000028964,0.51,0.42000000000000004,0.72,0.0,0.52,0.6,0.4,0.0,1.0,TwoStageWithin,0.3585,0.7859,1,0.2532
31,2,exp_35,1.0,0.08413999999174848,0.7,0.2,0.79,1.0,0.32,0.5,0.5,0.0,0.0,TwoStageWithin,0.3652,0.2323,0,0.1221
32,2,exp_113,0.0,0.03222500000265427,0.22,0.42000000000000004,0.49,1.0,0.79,0.5,0.5,1.0,1.0,TwoStageWithin,0.3081,0.8844,1,0.1703
33,2,catch_8,1.0,0.06633000000147149,0.32,0.37,0.22,0.0,0.5,0.5,0.5,1.0,0.0,TwoStageWithin,0.3435,0.1786,1,0.1758
34,2,exp_10,0.0,0.4337949999899138,0.29,0.18,0.7,0.0,0.5,0.4,0.6,0.0,1.0,TwoStageWithin,0.3931,0.6612,1,0.0615
35,2,exp_115,0.0,0.2543050000094809,0.22,0.42000000000000004,0.49,1.0,0.79,0.5,0.5,0.0,1.0,TwoStageWithin,0.3081,0.8844,1,0.2774
36,2,exp_25,0.0,0.10167000000365078,0.17,0.2,0.3,1.0,0.3,0.5,0.5,1.0,1.0,TwoStageWithin,0.3946,0.6527,1,0.5455
37,2,exp_58,1.0,0.17612000001827255,0.21,0.18,0.41,0.0,0.62,0.4,0.6,0.0,0.0,TwoStageWithin,0.3886,0.3164,0,0.0503
38,2,exp_45,1.0,0.3514450000075158,0.48,0.16999999999999996,0.81,1.0,0.79,0.5,0.5,0.0,0.0,TwoStageWithin,0.2325,0.0376,0,0.1963
39,2,exp_22,0.0,0.32772500001010485,0.17,0.43,0.28,0.0,0.8300000000000001,0.6,0.4,1.0,1.0,TwoStageWithin,0.392,0.6673,0,0.5517
