,subject_id,condition,choice,rt,p1,m0,p0,presentation01,m1,g1,g0,last_stage_favours,choice_formatted,model,pred_mean_rt,pred_p_choose_0,pred_choice,pred_rt
0,16,exp_53,1.0,0.3951950000000652,0.32,0.6900000000000001,0.49,1.0,0.82,0.5,0.5,0.0,0.0,TwoStageWithin,0.7433,0.6272,0,0.195
1,16,exp_67,0.0,0.4732049999993178,0.51,0.42000000000000004,0.72,1.0,0.52,0.5,0.5,0.0,1.0,TwoStageWithin,0.7521,0.5855,1,1.3627
2,16,exp_101,0.0,0.44148000000038884,0.38,0.49000000000000005,0.58,1.0,0.6900000000000001,0.5,0.5,0.0,1.0,TwoStageWithin,0.7543,0.5704,1,0.1168
3,16,exp_45,0.0,0.7111649999997463,0.48,0.16999999999999996,0.81,1.0,0.79,0.5,0.5,0.0,1.0,TwoStageWithin,0.7019,0.2631,0,0.1094
4,16,exp_82,1.0,0.80775499999983,0.29,0.22000000000000003,0.61,0.0,0.8099999999999999,0.4,0.6,0.0,0.0,TwoStageWithin,0.7592,0.4976,0,1.831
5,16,exp_10,0.0,0.5249649999996182,0.29,0.18,0.7,0.0,0.5,0.4,0.6,0.0,1.0,TwoStageWithin,0.7504,0.5951,1,0.5627
6,16,exp_117,0.0,0.7509499999996624,0.22,0.42000000000000004,0.49,1.0,0.79,0.5,0.5,0.0,1.0,TwoStageWithin,0.7501,0.5963,0,0.6312
7,16,exp_50,0.0,0.6979099999998579,0.32,0.6900000000000001,0.49,0.0,0.82,0.4,0.6,0.0,1.0,TwoStageWithin,0.7225,0.6913,0,0.8772
8,16,catch_9,1.0,0.6387400000003399,0.72,0.18,0.48,1.0,0.4,0.5,0.5,1.0,0.0,TwoStageWithin,0.6762,0.2202,0,0.9981
9,16,exp_52,0.0,0.5425800000002491,0.32,0.6900000000000001,0.49,0.0,0.82,0.6,0.4,0.0,1.0,TwoStageWithin,0.728,0.6768,1,0.5865
10,16,exp_42,1.0,0.7675300000000279,0.48,0.16999999999999996,0.81,0.0,0.79,0.4,0.6,0.0,0.0,TwoStageWithin,0.728,0.3216,0,0.3431
11,16,exp_1,0.0,0.5229349999999977,0.49,0.53,0.79,1.0,0.8300000000000001,0.5,0.5,1.0,1.0,TwoStageWithin,0.7517,0.5876,1,0.1159
12,16,exp_107,0.0,0.3660350000000326,0.4,0.21000000000000002,0.78,1.0,0.3,0.5,0.5,0.0,1.0,TwoStageWithin,0.7479,0.6075,1,1.0352
13,16,exp_40,1.0,0.5426100000003935,0.48,0.16999999999999996,0.81,0.0,0.79,0.4,0.6,1.0,0.0,TwoStageWithin,0.6778,0.2227,1,0.9335
14,16,exp_84,1.0,0.4878399999997346,0.29,0.22000000000000003,0.61,0.0,0.8099999999999999,0.6,0.4,0.0,0.0,TwoStageWithin,0.759,0.4862,1,0.1723
15,16,exp_80,1.0,0.5675400000000372,0.29,0.22000000000000003,0.61,0.0,0.8099999999999999,0.4,0.6,1.0,0.0,TwoStageWithin,0.7442,0.3745,0,3.4154
16,16,exp_58,1.0,0.3701449999999022,0.21,0.18,0.41,0.0,0.62,0.4,0.6,0.0,0.0,TwoStageWithin,0.7588,0.5199,1,1.2424
