,subject_id,condition,choice,rt,p1,g1,last_stage_favours,g0,p0,m1,presentation01,m0,choice_formatted,model,pred_mean_rt,pred_p_choose_0,pred_choice,pred_rt
0,73,exp_74,0.0,0.41640000000596045,0.2,0.4,0.0,0.6,0.8,0.6799999999999999,0.0,0.4,1.0,TwoStageWithin,0.2809,0.9994,1,0.2357
1,73,exp_64,0.0,0.41040000000596044,0.51,0.4,1.0,0.6,0.72,0.52,0.0,0.42000000000000004,1.0,TwoStageWithin,0.8217,0.8488,1,0.2361
2,73,catch_2,1.0,0.41010000002384184,0.6,0.5,1.0,0.5,0.38,0.4,0.0,0.22000000000000003,0.0,TwoStageWithin,0.4448,0.0105,0,0.3518
3,73,exp_114,0.0,0.41689999997615806,0.22,0.4,0.0,0.6,0.49,0.79,0.0,0.42000000000000004,1.0,TwoStageWithin,0.6597,0.9394,1,0.8641
4,73,exp_82,0.0,0.8127000000178813,0.29,0.4,0.0,0.6,0.61,0.8099999999999999,0.0,0.22000000000000003,1.0,TwoStageWithin,0.9697,0.6337,1,0.6972
5,73,exp_1,0.0,0.818,0.49,0.5,1.0,0.5,0.79,0.8300000000000001,1.0,0.53,1.0,TwoStageWithin,0.6853,0.9292,1,0.6727
6,73,exp_91,0.0,0.40740000000596044,0.38,0.5,0.0,0.5,0.5,0.4,1.0,0.3,1.0,TwoStageWithin,0.9637,0.6513,1,1.361
7,73,catch_1,1.0,0.41340000000596044,0.41,0.5,1.0,0.5,0.29,0.5900000000000001,1.0,0.42000000000000004,0.0,TwoStageWithin,0.6632,0.0616,0,1.1913
8,73,exp_60,0.0,0.40940000000596044,0.21,0.6,0.0,0.4,0.41,0.62,0.0,0.18,1.0,TwoStageWithin,0.9845,0.5736,0,0.5834
9,73,catch_3,1.0,0.40480000001192085,0.38,0.5,1.0,0.5,0.19,0.6799999999999999,1.0,0.58,0.0,TwoStageWithin,0.5436,0.0268,0,0.2946
10,73,exp_88,0.0,0.4137999999821186,0.38,0.4,1.0,0.6,0.5,0.4,0.0,0.3,1.0,TwoStageWithin,0.9819,0.5869,1,0.4581
11,73,exp_116,0.0,0.40929999998211863,0.22,0.6,0.0,0.4,0.49,0.79,0.0,0.42000000000000004,1.0,TwoStageWithin,0.6597,0.9394,1,0.2558
12,73,exp_101,0.0,0.40459999999403956,0.38,0.5,0.0,0.5,0.58,0.6900000000000001,1.0,0.49000000000000005,1.0,TwoStageWithin,0.8077,0.8597,1,1.3256
13,73,exp_22,1.0,0.41090000000596044,0.17,0.6,1.0,0.4,0.28,0.8300000000000001,0.0,0.43,0.0,TwoStageWithin,0.9868,0.5591,0,0.9049
14,73,exp_67,0.0,0.40829999998211863,0.51,0.5,0.0,0.5,0.72,0.52,1.0,0.42000000000000004,1.0,TwoStageWithin,0.7769,0.8811,1,0.9083
15,73,exp_58,1.0,0.40939999997615806,0.21,0.4,0.0,0.6,0.41,0.62,0.0,0.18,0.0,TwoStageWithin,0.9845,0.5736,0,2.549
16,73,exp_45,0.0,1.6455999999940396,0.48,0.5,0.0,0.5,0.81,0.79,1.0,0.16999999999999996,1.0,TwoStageWithin,0.7304,0.091,0,1.6965
17,73,exp_8,0.0,0.4142000000178814,0.29,0.4,1.0,0.6,0.7,0.5,0.0,0.18,1.0,TwoStageWithin,0.8647,0.8094,1,0.6475
18,73,exp_29,0.0,0.4101999999880791,0.17,0.5,0.0,0.5,0.3,0.3,1.0,0.2,1.0,TwoStageWithin,0.9485,0.6879,0,0.2533
19,73,exp_46,0.0,0.4185,0.48,0.6,1.0,0.4,0.81,0.79,0.0,0.16999999999999996,1.0,TwoStageWithin,0.6863,0.0707,1,1.1314
