,subject_id,condition,choice,rt,p1,g1,last_stage_favours,g0,p0,m1,presentation01,m0,choice_formatted,model,pred_mean_rt,pred_p_choose_0,pred_choice,pred_rt
0,7,exp_25,0.0,0.547,0.17,0.5,1.0,0.5,0.3,0.3,1.0,0.2,1.0,TwoStageWithin,0.6244,0.5578,0,0.3792
1,7,catch_7,1.0,0.37369999999552966,0.48,0.5,1.0,0.5,0.28,0.52,1.0,0.21000000000000002,0.0,TwoStageWithin,0.3656,0.0406,0,0.1384
2,7,exp_91,1.0,1.3311000000014899,0.38,0.5,0.0,0.5,0.5,0.4,1.0,0.3,0.0,TwoStageWithin,0.6268,0.5184,0,1.0446
3,7,exp_10,0.0,0.6118000000044703,0.29,0.4,0.0,0.6,0.7,0.5,0.0,0.18,1.0,TwoStageWithin,0.6227,0.4262,0,0.3522
4,7,exp_64,1.0,0.5246000000014901,0.51,0.4,1.0,0.6,0.72,0.52,0.0,0.42000000000000004,0.0,TwoStageWithin,0.5713,0.7508,1,0.3719
5,7,exp_84,0.0,0.3556000000014901,0.29,0.6,0.0,0.4,0.61,0.8099999999999999,0.0,0.22000000000000003,1.0,TwoStageWithin,0.532,0.1819,0,0.8601
6,7,exp_3,1.0,0.4087000000029802,0.49,0.5,0.0,0.5,0.79,0.8300000000000001,1.0,0.53,0.0,TwoStageWithin,0.6074,0.6529,0,0.3027
7,7,exp_101,0.0,1.5673000000044703,0.38,0.5,0.0,0.5,0.58,0.6900000000000001,1.0,0.49000000000000005,1.0,TwoStageWithin,0.6095,0.6447,1,0.4911
8,7,exp_29,0.0,0.5028000000044704,0.17,0.5,0.0,0.5,0.3,0.3,1.0,0.2,1.0,TwoStageWithin,0.6244,0.5578,1,1.6227
9,7,exp_30,0.0,0.44420000000298016,0.17,0.6,1.0,0.4,0.3,0.3,0.0,0.2,1.0,TwoStageWithin,0.6129,0.6305,1,0.1759
10,7,exp_8,0.0,0.9872999999970198,0.29,0.4,1.0,0.6,0.7,0.5,0.0,0.18,1.0,TwoStageWithin,0.6223,0.5761,0,0.2388
