,subject_id,condition,choice,rt,p1,g1,last_stage_favours,g0,p0,m1,presentation01,m0,choice_formatted,model,pred_mean_rt,pred_p_choose_0,pred_choice,pred_rt
0,115,exp_35,1.0,1.3425,0.7,0.5,0.0,0.5,0.79,0.32,1.0,0.2,0.0,TwoStageWithin,0.9003,0.1274,0,0.5889
1,115,catch_2,1.0,0.49860000002384186,0.6,0.5,1.0,0.5,0.38,0.4,0.0,0.22000000000000003,0.0,TwoStageWithin,0.4076,0.0031,0,0.1934
2,115,exp_59,1.0,0.44010000002384186,0.21,0.5,0.0,0.5,0.41,0.62,1.0,0.18,0.0,TwoStageWithin,1.0123,0.2234,0,0.4678
3,115,exp_115,0.0,0.901899999976158,0.22,0.5,0.0,0.5,0.49,0.79,1.0,0.42000000000000004,1.0,TwoStageWithin,0.9204,0.8541,1,1.2494
4,115,exp_101,0.0,0.6630999999642372,0.38,0.5,0.0,0.5,0.58,0.6900000000000001,1.0,0.49000000000000005,1.0,TwoStageWithin,1.0016,0.779,1,1.4498
5,115,exp_99,0.0,0.612300000011921,0.38,0.5,0.0,0.5,0.58,0.6900000000000001,1.0,0.49000000000000005,1.0,TwoStageWithin,1.0016,0.779,1,0.3617
6,115,exp_29,0.0,0.7743999999761582,0.17,0.5,0.0,0.5,0.3,0.3,1.0,0.2,1.0,TwoStageWithin,1.09,0.6145,0,0.7237
7,115,exp_78,0.0,0.674,0.2,0.6,1.0,0.4,0.8,0.6799999999999999,0.0,0.4,1.0,TwoStageWithin,0.3649,0.9984,1,0.1862
8,115,exp_42,1.0,0.6266999999880791,0.48,0.4,0.0,0.6,0.81,0.79,0.0,0.16999999999999996,0.0,TwoStageWithin,0.4174,0.0036,0,0.4144
9,115,exp_116,0.0,0.5816999999880791,0.22,0.6,0.0,0.4,0.49,0.79,0.0,0.42000000000000004,1.0,TwoStageWithin,0.8236,0.9108,1,1.7331
10,115,catch_6,1.0,0.673800000011921,0.59,0.5,1.0,0.5,0.23,0.27,0.0,0.19,0.0,TwoStageWithin,0.4794,0.0077,0,0.8561
11,115,exp_25,0.0,1.024699999988079,0.17,0.5,1.0,0.5,0.3,0.3,1.0,0.2,1.0,TwoStageWithin,1.09,0.6145,0,0.7928
12,115,exp_117,0.0,0.6832999999523163,0.22,0.5,0.0,0.5,0.49,0.79,1.0,0.42000000000000004,1.0,TwoStageWithin,0.9204,0.8541,1,0.773
13,115,exp_73,0.0,0.627699999988079,0.2,0.5,1.0,0.5,0.8,0.6799999999999999,1.0,0.4,1.0,TwoStageWithin,0.3371,0.9991,1,0.1877
14,115,catch_7,1.0,0.48760000002384185,0.48,0.5,1.0,0.5,0.28,0.52,1.0,0.21000000000000002,0.0,TwoStageWithin,0.3853,0.0022,0,0.8555
15,115,exp_64,0.0,0.559,0.51,0.4,1.0,0.6,0.72,0.52,0.0,0.42000000000000004,1.0,TwoStageWithin,1.0263,0.7472,1,0.5028
16,115,exp_58,1.0,0.6345999999642372,0.21,0.4,0.0,0.6,0.41,0.62,0.0,0.18,0.0,TwoStageWithin,1.0762,0.329,1,0.5019
17,115,exp_15,1.0,0.5715,0.29,0.5,1.0,0.5,0.7,0.5,1.0,0.18,0.0,TwoStageWithin,1.1036,0.5499,1,1.1471
18,115,catch_9,1.0,0.5225,0.72,0.5,1.0,0.5,0.48,0.4,1.0,0.18,0.0,TwoStageWithin,0.3526,0.0012,0,0.3915
19,115,exp_74,0.0,0.8273000000119209,0.2,0.4,0.0,0.6,0.8,0.6799999999999999,0.0,0.4,1.0,TwoStageWithin,0.313,0.9995,1,0.1359
20,115,exp_10,1.0,0.5522000000476838,0.29,0.4,0.0,0.6,0.7,0.5,0.0,0.18,0.0,TwoStageWithin,1.0669,0.6768,0,3.8173
21,115,exp_96,0.0,0.6327999999523163,0.38,0.4,1.0,0.6,0.58,0.6900000000000001,0.0,0.49000000000000005,1.0,TwoStageWithin,1.0694,0.6711,0,0.2858
22,115,exp_57,1.0,0.5341000000238418,0.21,0.5,1.0,0.5,0.41,0.62,1.0,0.18,0.0,TwoStageWithin,1.0123,0.2234,0,0.6623
23,115,exp_20,1.0,0.567199999988079,0.17,0.6,0.0,0.4,0.28,0.8300000000000001,0.0,0.43,0.0,TwoStageWithin,1.0978,0.5835,0,1.256
24,115,exp_8,1.0,0.858199999988079,0.29,0.4,1.0,0.6,0.7,0.5,0.0,0.18,0.0,TwoStageWithin,1.1015,0.4174,1,1.3978
25,115,exp_9,1.0,1.0874000000357629,0.29,0.5,1.0,0.5,0.7,0.5,1.0,0.18,0.0,TwoStageWithin,1.1036,0.5499,0,0.5959
26,115,exp_22,1.0,0.4605,0.17,0.6,1.0,0.4,0.28,0.8300000000000001,0.0,0.43,0.0,TwoStageWithin,1.0747,0.3254,0,0.265
27,115,catch_0,1.0,0.5013000000119209,0.72,0.5,1.0,0.5,0.19,0.3,0.0,0.2,0.0,TwoStageWithin,0.3318,0.0008,0,0.133
28,115,exp_46,1.0,0.5043000000119209,0.48,0.6,1.0,0.4,0.81,0.79,0.0,0.16999999999999996,0.0,TwoStageWithin,0.3515,0.0012,0,0.2432
29,115,exp_3,0.0,1.221300000011921,0.49,0.5,0.0,0.5,0.79,0.8300000000000001,1.0,0.53,1.0,TwoStageWithin,0.9718,0.8107,1,0.7505
