,subject_id,condition,choice,rt,p1,g1,last_stage_favours,g0,p0,m1,presentation01,m0,choice_formatted,model,pred_mean_rt,pred_p_choose_0,pred_choice,pred_rt
0,75,exp_117,0.0,0.5966000000238418,0.22,0.5,0.0,0.5,0.49,0.79,1.0,0.42000000000000004,1.0,TwoStageWithin,0.423,0.9481,1,0.1593
1,75,exp_96,0.0,0.7135,0.38,0.4,1.0,0.6,0.58,0.6900000000000001,0.0,0.49000000000000005,1.0,TwoStageWithin,0.5464,0.8568,1,0.3427
2,75,exp_69,0.0,0.5685999999046326,0.51,0.5,0.0,0.5,0.72,0.52,1.0,0.42000000000000004,1.0,TwoStageWithin,0.4903,0.9066,1,0.1889
3,75,catch_3,1.0,0.941,0.38,0.5,1.0,0.5,0.19,0.6799999999999999,1.0,0.58,0.0,TwoStageWithin,0.4392,0.0605,0,1.2037
4,75,catch_7,1.0,0.49,0.48,0.5,1.0,0.5,0.28,0.52,1.0,0.21000000000000002,0.0,TwoStageWithin,0.3838,0.0348,0,0.4462
5,75,exp_80,0.0,0.2998000000715256,0.29,0.4,1.0,0.6,0.61,0.8099999999999999,0.0,0.22000000000000003,1.0,TwoStageWithin,0.5329,0.8703,1,1.9169
6,75,exp_91,0.0,0.48289999997615807,0.38,0.5,0.0,0.5,0.5,0.4,1.0,0.3,1.0,TwoStageWithin,0.6257,0.7431,0,1.6726
7,75,exp_101,0.0,0.6293000000715255,0.38,0.5,0.0,0.5,0.58,0.6900000000000001,1.0,0.49000000000000005,1.0,TwoStageWithin,0.5036,0.8963,1,0.2099
8,75,exp_25,0.0,0.37509999990463255,0.17,0.5,1.0,0.5,0.3,0.3,1.0,0.2,1.0,TwoStageWithin,0.6152,0.763,1,0.2701
9,75,exp_19,0.0,0.427,0.17,0.5,0.0,0.5,0.28,0.8300000000000001,1.0,0.43,1.0,TwoStageWithin,0.6306,0.7329,1,0.3338
10,75,catch_8,1.0,0.2978999999761581,0.32,0.5,1.0,0.5,0.22,0.5,0.0,0.37,0.0,TwoStageWithin,0.537,0.1336,1,0.4063
11,75,exp_98,1.0,0.7352999999523163,0.38,0.4,0.0,0.6,0.58,0.6900000000000001,0.0,0.49000000000000005,0.0,TwoStageWithin,0.4601,0.9273,0,0.187
12,75,exp_27,0.0,0.40860000002384184,0.17,0.5,0.0,0.5,0.3,0.3,1.0,0.2,1.0,TwoStageWithin,0.6152,0.763,0,0.3249
13,75,exp_116,0.0,0.2757000000476837,0.22,0.6,0.0,0.4,0.49,0.79,0.0,0.42000000000000004,1.0,TwoStageWithin,0.3881,0.9636,1,0.8104
14,75,exp_57,1.0,0.5633999999761582,0.21,0.5,1.0,0.5,0.41,0.62,1.0,0.18,0.0,TwoStageWithin,0.6023,0.7846,1,1.1459
15,75,exp_115,0.0,0.2676000000238419,0.22,0.5,0.0,0.5,0.49,0.79,1.0,0.42000000000000004,1.0,TwoStageWithin,0.423,0.9481,1,0.1769
16,75,exp_107,0.0,0.38520000004768373,0.4,0.5,0.0,0.5,0.78,0.3,1.0,0.21000000000000002,1.0,TwoStageWithin,0.359,0.9739,1,0.1708
17,75,exp_89,0.0,0.3827999999523163,0.38,0.5,1.0,0.5,0.5,0.4,1.0,0.3,1.0,TwoStageWithin,0.6257,0.7431,1,0.2092
18,75,catch_4,1.0,0.182,0.31,0.5,1.0,0.5,0.19,0.73,0.0,0.4,0.0,TwoStageWithin,0.4719,0.0803,1,0.6549
19,75,catch_0,1.0,0.06360000002384186,0.72,0.5,1.0,0.5,0.19,0.3,0.0,0.2,0.0,TwoStageWithin,0.2057,0.0013,0,0.1596
20,75,exp_18,0.0,0.6987999999523162,0.17,0.4,0.0,0.6,0.28,0.8300000000000001,0.0,0.43,1.0,TwoStageWithin,0.5914,0.8011,1,0.8065
21,75,catch_1,1.0,0.4802000000476837,0.41,0.5,1.0,0.5,0.29,0.5900000000000001,1.0,0.42000000000000004,0.0,TwoStageWithin,0.5312,0.128,0,0.8053
22,75,exp_47,0.0,0.4959000000953674,0.48,0.5,1.0,0.5,0.81,0.79,1.0,0.16999999999999996,1.0,TwoStageWithin,0.6154,0.7626,0,1.035
23,75,exp_30,0.0,0.5871000000238419,0.17,0.6,1.0,0.4,0.3,0.3,0.0,0.2,1.0,TwoStageWithin,0.6496,0.687,1,0.5493
24,75,exp_52,0.0,0.25889999997615815,0.32,0.6,0.0,0.4,0.49,0.82,0.0,0.6900000000000001,1.0,TwoStageWithin,0.4591,0.9279,1,0.1492
25,75,exp_114,0.0,0.2967000000476837,0.22,0.4,0.0,0.6,0.49,0.79,0.0,0.42000000000000004,1.0,TwoStageWithin,0.3867,0.9641,1,0.6478
26,75,exp_1,0.0,0.354,0.49,0.5,1.0,0.5,0.79,0.8300000000000001,1.0,0.53,1.0,TwoStageWithin,0.3942,0.9611,1,0.3449
27,75,exp_60,0.0,0.5721000000238419,0.21,0.6,0.0,0.4,0.41,0.62,0.0,0.18,1.0,TwoStageWithin,0.5606,0.841,1,0.421
28,75,exp_53,0.0,0.2963999999761581,0.32,0.5,0.0,0.5,0.49,0.82,1.0,0.6900000000000001,1.0,TwoStageWithin,0.5002,0.899,0,0.2333
29,75,exp_23,1.0,0.7336000000238418,0.17,0.5,1.0,0.5,0.28,0.8300000000000001,1.0,0.43,0.0,TwoStageWithin,0.6306,0.7329,1,0.8616
30,75,exp_15,0.0,0.341,0.29,0.5,1.0,0.5,0.7,0.5,1.0,0.18,1.0,TwoStageWithin,0.3823,0.9658,1,0.1737
31,75,exp_84,0.0,0.3096999999284744,0.29,0.6,0.0,0.4,0.61,0.8099999999999999,0.0,0.22000000000000003,1.0,TwoStageWithin,0.4497,0.9336,1,0.1685
32,75,exp_3,0.0,0.44920000004768373,0.49,0.5,0.0,0.5,0.79,0.8300000000000001,1.0,0.53,1.0,TwoStageWithin,0.3942,0.9611,1,0.3449
33,75,exp_68,0.0,0.4023999999761581,0.51,0.6,0.0,0.4,0.72,0.52,0.0,0.42000000000000004,1.0,TwoStageWithin,0.4502,0.9333,0,1.6892
34,75,exp_36,0.0,0.986,0.7,0.6,0.0,0.4,0.79,0.32,0.0,0.2,1.0,TwoStageWithin,0.6716,0.6065,1,0.6814
35,75,catch_2,1.0,0.3976000000238419,0.6,0.5,1.0,0.5,0.38,0.4,0.0,0.22000000000000003,0.0,TwoStageWithin,0.3529,0.0242,0,0.3313
36,75,exp_58,0.0,0.7166999999284744,0.21,0.4,0.0,0.6,0.41,0.62,0.0,0.18,1.0,TwoStageWithin,0.5593,0.8426,1,0.5724
37,75,exp_90,0.0,0.426,0.38,0.4,0.0,0.6,0.5,0.4,0.0,0.3,1.0,TwoStageWithin,0.5852,0.81,1,0.1645
38,75,exp_59,0.0,0.4653999999761581,0.21,0.5,0.0,0.5,0.41,0.62,1.0,0.18,1.0,TwoStageWithin,0.6023,0.7846,1,1.1172
39,75,exp_67,0.0,0.1145,0.51,0.5,0.0,0.5,0.72,0.52,1.0,0.42000000000000004,1.0,TwoStageWithin,0.4903,0.9066,1,0.4617
40,75,catch_5,1.0,0.37060000002384186,0.49,0.5,1.0,0.5,0.4,0.43,1.0,0.32,0.0,TwoStageWithin,0.5838,0.188,0,0.4406
41,75,exp_73,0.0,0.3449000000953674,0.2,0.5,1.0,0.5,0.8,0.6799999999999999,1.0,0.4,1.0,TwoStageWithin,0.1948,0.9991,1,0.3653
42,75,exp_64,0.0,0.2677999999523163,0.51,0.4,1.0,0.6,0.72,0.52,0.0,0.42000000000000004,1.0,TwoStageWithin,0.5325,0.8708,1,0.1585
43,75,exp_102,0.0,0.7713000000715255,0.38,0.6,1.0,0.4,0.58,0.6900000000000001,0.0,0.49000000000000005,1.0,TwoStageWithin,0.5489,0.8541,1,0.1603
44,75,exp_45,0.0,0.7176999999284744,0.48,0.5,0.0,0.5,0.81,0.79,1.0,0.16999999999999996,1.0,TwoStageWithin,0.6154,0.7626,1,0.5604
