,subject_id,condition,choice,rt,p1,g1,last_stage_favours,g0,p0,m1,presentation01,m0,choice_formatted,model,pred_mean_rt,pred_p_choose_0,pred_choice,pred_rt
0,26,exp_91,0.0,0.3621999999880791,0.38,0.5,0.0,0.5,0.5,0.4,1.0,0.3,1.0,TwoStageWithin,0.7227,0.8726,0,1.0026
1,26,exp_114,0.0,0.4358999999761581,0.22,0.4,0.0,0.6,0.49,0.79,0.0,0.42000000000000004,1.0,TwoStageWithin,0.376,0.9928,1,0.2153
2,26,exp_23,0.0,0.29360000002384185,0.17,0.5,1.0,0.5,0.28,0.8300000000000001,1.0,0.43,1.0,TwoStageWithin,0.7408,0.8587,0,0.2791
3,26,exp_50,0.0,0.3325,0.32,0.4,0.0,0.6,0.49,0.82,0.0,0.6900000000000001,1.0,TwoStageWithin,0.5149,0.9682,1,0.3132
4,26,exp_9,0.0,0.2898000000119209,0.29,0.5,1.0,0.5,0.7,0.5,1.0,0.18,1.0,TwoStageWithin,0.2943,0.9983,1,0.092
5,26,exp_82,1.0,0.417,0.29,0.4,0.0,0.6,0.61,0.8099999999999999,0.0,0.22000000000000003,0.0,TwoStageWithin,0.373,0.9931,1,0.0955
6,26,exp_84,0.0,0.512,0.29,0.6,0.0,0.4,0.61,0.8099999999999999,0.0,0.22000000000000003,1.0,TwoStageWithin,0.373,0.9931,1,0.5391
7,26,exp_52,0.0,0.2167000000476837,0.32,0.6,0.0,0.4,0.49,0.82,0.0,0.6900000000000001,1.0,TwoStageWithin,0.5149,0.9682,1,0.2227
8,26,exp_26,0.0,0.284,0.17,0.4,0.0,0.6,0.3,0.3,0.0,0.2,1.0,TwoStageWithin,0.6672,0.908,0,0.5687
9,26,exp_20,0.0,0.21480000001192093,0.17,0.6,0.0,0.4,0.28,0.8300000000000001,0.0,0.43,1.0,TwoStageWithin,0.7103,0.8814,1,0.4822
10,26,exp_59,1.0,0.3543000000119209,0.21,0.5,0.0,0.5,0.41,0.62,1.0,0.18,0.0,TwoStageWithin,0.5839,0.9463,1,0.7044
11,26,exp_27,0.0,0.295,0.17,0.5,0.0,0.5,0.3,0.3,1.0,0.2,1.0,TwoStageWithin,0.6975,0.8898,1,0.1301
12,26,exp_15,0.0,0.2838000000119209,0.29,0.5,1.0,0.5,0.7,0.5,1.0,0.18,1.0,TwoStageWithin,0.2943,0.9983,1,0.138
13,26,catch_3,1.0,0.3426999999880791,0.38,0.5,1.0,0.5,0.19,0.6799999999999999,1.0,0.58,0.0,TwoStageWithin,0.474,0.0221,0,0.4367
14,26,exp_42,1.0,0.29460000002384185,0.48,0.4,0.0,0.6,0.81,0.79,0.0,0.16999999999999996,0.0,TwoStageWithin,0.4279,0.9862,1,0.4024
