,subject_id,condition,choice,rt,p1,g1,last_stage_favours,g0,p0,m1,presentation01,m0,choice_formatted,model,pred_mean_rt,pred_p_choose_0,pred_choice,pred_rt
0,68,exp_69,1.0,0.6717000000029802,0.51,0.5,0.0,0.5,0.72,0.52,1.0,0.42000000000000004,0.0,TwoStageWithin,0.7758,0.4197,0,0.1332
1,68,catch_2,1.0,0.5076000000014901,0.6,0.5,1.0,0.5,0.38,0.4,0.0,0.22000000000000003,0.0,TwoStageWithin,0.7558,0.3377,0,1.3788
2,68,exp_42,1.0,0.6962999999970197,0.48,0.4,0.0,0.6,0.81,0.79,0.0,0.16999999999999996,0.0,TwoStageWithin,0.4064,0.0239,0,0.7075
3,68,exp_116,1.0,0.4845,0.22,0.6,0.0,0.4,0.49,0.79,0.0,0.42000000000000004,0.0,TwoStageWithin,0.714,0.2465,0,0.6511
4,68,exp_57,1.0,0.38529999999701975,0.21,0.5,1.0,0.5,0.41,0.62,1.0,0.18,0.0,TwoStageWithin,0.7498,0.3209,0,0.3071
5,68,exp_19,1.0,1.9875,0.17,0.5,0.0,0.5,0.28,0.8300000000000001,1.0,0.43,0.0,TwoStageWithin,0.6873,0.2066,0,0.306
6,68,exp_89,1.0,0.6783999999985099,0.38,0.5,1.0,0.5,0.5,0.4,1.0,0.3,0.0,TwoStageWithin,0.7804,0.4588,1,0.1975
7,68,exp_35,1.0,0.3948999999985099,0.7,0.5,0.0,0.5,0.79,0.32,1.0,0.2,0.0,TwoStageWithin,0.7791,0.4447,0,0.4856
8,68,exp_64,1.0,0.37189999999850987,0.51,0.4,1.0,0.6,0.72,0.52,0.0,0.42000000000000004,0.0,TwoStageWithin,0.7659,0.3716,0,1.1166
9,68,exp_73,0.0,0.7488000000044703,0.2,0.5,1.0,0.5,0.8,0.6799999999999999,1.0,0.4,1.0,TwoStageWithin,0.776,0.4208,0,0.6065
10,68,catch_9,1.0,0.4586000000014901,0.72,0.5,1.0,0.5,0.48,0.4,1.0,0.18,0.0,TwoStageWithin,0.7618,0.3566,0,1.1573
11,68,catch_4,1.0,0.44370000000298015,0.31,0.5,1.0,0.5,0.19,0.73,0.0,0.4,0.0,TwoStageWithin,0.6018,0.119,0,0.3018
12,68,exp_68,1.0,0.6181000000014901,0.51,0.6,0.0,0.4,0.72,0.52,0.0,0.42000000000000004,0.0,TwoStageWithin,0.7811,0.4695,0,0.1295
13,68,exp_78,1.0,0.3901999999955297,0.2,0.6,1.0,0.4,0.8,0.6799999999999999,0.0,0.4,0.0,TwoStageWithin,0.7662,0.3726,0,0.372
14,68,exp_43,1.0,0.377,0.48,0.5,0.0,0.5,0.81,0.79,1.0,0.16999999999999996,0.0,TwoStageWithin,0.3889,0.0196,0,0.1899
