,subject_id,condition,choice,rt,p1,g1,last_stage_favours,g0,p0,m1,presentation01,m0,choice_formatted,model,pred_mean_rt,pred_p_choose_0,pred_choice,pred_rt
0,78,exp_104,0.0,0.6918199999490753,0.4,0.4,1.0,0.6,0.78,0.3,0.0,0.21000000000000002,1.0,TwoStageWithin,0.8979,0.7727,0.0,0.4612
1,78,exp_107,0.0,0.6891149999573827,0.4,0.5,0.0,0.5,0.78,0.3,1.0,0.21000000000000002,1.0,TwoStageWithin,0.8874,0.7856,1.0,0.802
2,78,exp_94,0.0,0.6918900000164285,0.38,0.6,1.0,0.4,0.5,0.4,0.0,0.3,1.0,TwoStageWithin,0.9722,0.3608,0.0,0.8271
3,78,exp_8,0.0,0.9782500000437722,0.29,0.4,1.0,0.6,0.7,0.5,0.0,0.18,1.0,TwoStageWithin,0.984,0.4066,0.0,0.1712
4,78,exp_115,0.0,0.7939550000010058,0.22,0.5,0.0,0.5,0.49,0.79,1.0,0.42000000000000004,1.0,TwoStageWithin,0.9224,0.7379,1.0,1.4741
5,78,exp_78,0.0,0.8871750000398606,0.2,0.6,1.0,0.4,0.8,0.6799999999999999,0.0,0.4,1.0,TwoStageWithin,0.4567,0.9881,1.0,0.3336
6,78,exp_88,0.0,0.9250999999931082,0.38,0.4,1.0,0.6,0.5,0.4,0.0,0.3,1.0,TwoStageWithin,0.9925,0.4847,0.0,0.5711
7,78,exp_50,0.0,0.5308800000348128,0.32,0.4,0.0,0.6,0.49,0.82,0.0,0.6900000000000001,1.0,TwoStageWithin,0.6418,0.9463,0.0,0.6339
8,78,exp_26,1.0,0.409334999974817,0.17,0.4,0.0,0.6,0.3,0.3,0.0,0.2,0.0,TwoStageWithin,0.9595,0.6658,0.0,1.4978
9,78,exp_98,0.0,0.6809250000515021,0.38,0.4,0.0,0.6,0.58,0.6900000000000001,0.0,0.49000000000000005,1.0,TwoStageWithin,0.8576,0.8179,1.0,0.3065
10,78,exp_23,1.0,0.4690350000164472,0.17,0.5,1.0,0.5,0.28,0.8300000000000001,1.0,0.43,0.0,TwoStageWithin,0.9822,0.3981,1.0,0.6852
11,78,exp_90,0.0,0.5243599999812432,0.38,0.4,0.0,0.6,0.5,0.4,0.0,0.3,1.0,TwoStageWithin,0.9686,0.6411,0.0,0.7211
12,78,catch_1,1.0,0.4379600000102073,0.41,0.5,1.0,0.5,0.29,0.5900000000000001,1.0,0.42000000000000004,0.0,TwoStageWithin,0.6082,0.0429,0.0,0.1465
