,subject_id,condition,choice,rt,presentation01,p0,p1,g1,last_stage_favours,m1,m0,g0,choice_formatted,model,pred_mean_rt,pred_p_choose_0,pred_choice,pred_rt
0,161-attributes,exp_99,0.0,1.027,1.0,0.58,0.38,0.5,0.0,0.6900000000000001,0.49000000000000005,0.5,1.0,TwoStageWithin,0.4387,0.8806,0,0.2042
1,161-attributes,exp_69,0.0,0.9427999999523164,1.0,0.72,0.51,0.5,0.0,0.52,0.42000000000000004,0.5,1.0,TwoStageWithin,0.4188,0.9005,1,0.1684
2,161-attributes,catch_3,1.0,0.3435,1.0,0.19,0.38,0.5,1.0,0.6799999999999999,0.58,0.5,0.0,TwoStageWithin,0.2829,0.0196,0,0.1272
3,161-attributes,exp_19,1.0,1.348399999976158,1.0,0.28,0.17,0.5,0.0,0.8300000000000001,0.43,0.5,0.0,TwoStageWithin,0.5591,0.6431,0,1.0791
4,161-attributes,exp_23,1.0,0.5062000000476837,1.0,0.28,0.17,0.5,1.0,0.8300000000000001,0.43,0.5,0.0,TwoStageWithin,0.5591,0.6431,1,0.3604
5,161-attributes,exp_37,0.0,0.7307000000476838,1.0,0.79,0.7,0.5,0.0,0.32,0.2,0.5,1.0,TwoStageWithin,0.5262,0.2554,0,0.1332
6,161-attributes,catch_1,1.0,0.3222999999523163,1.0,0.29,0.41,0.5,1.0,0.5900000000000001,0.42000000000000004,0.5,0.0,TwoStageWithin,0.3505,0.0491,0,0.115
7,161-attributes,exp_27,0.0,0.2782999999523163,1.0,0.3,0.17,0.5,0.0,0.3,0.2,0.5,1.0,TwoStageWithin,0.54,0.7093,1,0.3769
8,161-attributes,exp_1,0.0,0.555,1.0,0.79,0.49,0.5,1.0,0.8300000000000001,0.53,0.5,1.0,TwoStageWithin,0.3622,0.9439,1,0.5079
9,161-attributes,exp_15,0.0,0.2505,1.0,0.7,0.29,0.5,1.0,0.5,0.18,0.5,1.0,TwoStageWithin,0.4471,0.8714,1,0.7355
10,161-attributes,exp_35,0.0,0.27030000007152555,1.0,0.79,0.7,0.5,0.0,0.32,0.2,0.5,1.0,TwoStageWithin,0.5262,0.2554,1,0.2152
11,161-attributes,exp_9,0.0,0.09419999992847444,1.0,0.7,0.29,0.5,1.0,0.5,0.18,0.5,1.0,TwoStageWithin,0.4471,0.8714,1,2.3899
12,161-attributes,exp_57,1.0,0.5507000000476837,1.0,0.41,0.21,0.5,1.0,0.62,0.18,0.5,0.0,TwoStageWithin,0.5748,0.5152,1,0.1276
13,161-attributes,exp_45,1.0,0.351,1.0,0.81,0.48,0.5,0.0,0.79,0.16999999999999996,0.5,0.0,TwoStageWithin,0.393,0.0776,0,0.1867
