,subject_id,condition,choice,rt,presentation01,p0,p1,g1,last_stage_favours,m1,m0,g0,choice_formatted,model,pred_mean_rt,pred_p_choose_0,pred_choice,pred_rt
0,148-alternatives,exp_82,0.0,0.3413999999985099,0.0,0.61,0.29,0.4,0.0,0.8099999999999999,0.22000000000000003,0.6,1.0,TwoStageWithin,0.5835,0.6911,1,0.2311
1,148-alternatives,catch_2,1.0,0.22959999999403957,0.0,0.38,0.6,0.5,1.0,0.4,0.22000000000000003,0.5,0.0,TwoStageWithin,0.2941,0.0172,0,0.1389
2,148-alternatives,exp_64,1.0,0.501,0.0,0.72,0.51,0.4,1.0,0.52,0.42000000000000004,0.6,0.0,TwoStageWithin,0.5139,0.8279,1,0.6078
3,148-alternatives,exp_98,0.0,0.3405,0.0,0.58,0.38,0.4,0.0,0.6900000000000001,0.49000000000000005,0.6,1.0,TwoStageWithin,0.4697,0.88,1,0.753
4,148-alternatives,exp_78,0.0,0.2176000000014901,0.0,0.8,0.2,0.6,1.0,0.6799999999999999,0.4,0.4,1.0,TwoStageWithin,0.2007,0.9978,1,0.6247
5,148-alternatives,exp_96,0.0,0.4841000000014901,0.0,0.58,0.38,0.4,1.0,0.6900000000000001,0.49000000000000005,0.6,1.0,TwoStageWithin,0.5299,0.8043,0,1.2379
6,148-alternatives,exp_10,0.0,0.4737000000029802,0.0,0.7,0.29,0.4,0.0,0.5,0.18,0.6,1.0,TwoStageWithin,0.4639,0.8857,1,0.2199
7,148-alternatives,exp_18,1.0,0.5178999999985099,0.0,0.28,0.17,0.4,0.0,0.8300000000000001,0.43,0.6,0.0,TwoStageWithin,0.581,0.6983,0,0.4715
8,148-alternatives,exp_22,1.0,0.28740000000596044,0.0,0.28,0.17,0.6,1.0,0.8300000000000001,0.43,0.4,0.0,TwoStageWithin,0.6107,0.5649,0,0.1813
9,148-alternatives,catch_6,1.0,0.31020000000298026,0.0,0.23,0.59,0.5,1.0,0.27,0.19,0.5,0.0,TwoStageWithin,0.2871,0.0154,0,0.2459
10,148-alternatives,exp_40,1.0,0.3292000000029802,0.0,0.81,0.48,0.4,1.0,0.79,0.16999999999999996,0.6,0.0,TwoStageWithin,0.4743,0.1247,0,0.602
11,148-alternatives,exp_60,0.0,0.7698999999985099,0.0,0.41,0.21,0.6,0.0,0.62,0.18,0.4,1.0,TwoStageWithin,0.6029,0.617,1,0.3785
12,148-alternatives,exp_30,0.0,0.6433999999985098,0.0,0.3,0.17,0.6,1.0,0.3,0.2,0.4,1.0,TwoStageWithin,0.6024,0.6194,1,0.1975
13,148-alternatives,exp_36,1.0,0.7365,0.0,0.79,0.7,0.6,0.0,0.32,0.2,0.4,0.0,TwoStageWithin,0.6024,0.3799,0,0.5153
14,148-alternatives,exp_116,0.0,0.23980000000447035,0.0,0.49,0.22,0.6,0.0,0.79,0.42000000000000004,0.4,1.0,TwoStageWithin,0.4092,0.9301,1,0.5066
15,148-alternatives,exp_58,1.0,0.2687000000029802,0.0,0.41,0.21,0.4,0.0,0.62,0.18,0.6,0.0,TwoStageWithin,0.6029,0.617,0,0.3485
16,148-alternatives,exp_114,0.0,0.342,0.0,0.49,0.22,0.4,0.0,0.79,0.42000000000000004,0.6,1.0,TwoStageWithin,0.4092,0.9301,1,1.0964
17,148-alternatives,exp_80,0.0,0.46619999999552963,0.0,0.61,0.29,0.4,1.0,0.8099999999999999,0.22000000000000003,0.6,1.0,TwoStageWithin,0.6115,0.5564,1,0.4778
18,148-alternatives,exp_104,0.0,0.3221999999955297,0.0,0.78,0.4,0.4,1.0,0.3,0.21000000000000002,0.6,1.0,TwoStageWithin,0.4355,0.9108,1,1.0332
19,148-alternatives,catch_8,1.0,0.3620999999940395,0.0,0.22,0.32,0.5,1.0,0.5,0.37,0.5,0.0,TwoStageWithin,0.4676,0.1179,0,0.4946
20,148-alternatives,catch_4,1.0,0.36489999999850986,0.0,0.19,0.31,0.5,1.0,0.73,0.4,0.5,0.0,TwoStageWithin,0.3735,0.0485,0,0.2226
21,148-alternatives,exp_108,0.0,0.2841000000014901,0.0,0.78,0.4,0.6,0.0,0.3,0.21000000000000002,0.4,1.0,TwoStageWithin,0.3802,0.9479,1,0.199
22,148-alternatives,exp_46,1.0,0.2970999999940395,0.0,0.81,0.48,0.6,1.0,0.79,0.16999999999999996,0.4,0.0,TwoStageWithin,0.4743,0.1247,0,0.5371
23,148-alternatives,exp_74,0.0,0.4566000000014901,0.0,0.8,0.2,0.4,0.0,0.6799999999999999,0.4,0.6,1.0,TwoStageWithin,0.1837,0.9988,1,0.2133
24,148-alternatives,exp_20,1.0,1.6467999999970198,0.0,0.28,0.17,0.6,0.0,0.8300000000000001,0.43,0.4,0.0,TwoStageWithin,0.581,0.6983,0,0.4581
25,148-alternatives,exp_52,0.0,0.313,0.0,0.49,0.32,0.6,0.0,0.82,0.6900000000000001,0.4,1.0,TwoStageWithin,0.4196,0.9229,0,0.3783
26,148-alternatives,exp_88,0.0,0.4267999999970198,0.0,0.5,0.38,0.4,1.0,0.4,0.3,0.6,1.0,TwoStageWithin,0.6081,0.5861,0,0.3613
27,148-alternatives,catch_0,1.0,0.24919999999552966,0.0,0.19,0.72,0.5,1.0,0.3,0.2,0.5,0.0,TwoStageWithin,0.2013,0.0023,0,0.1213
28,148-alternatives,exp_90,0.0,0.23879999999701976,0.0,0.5,0.38,0.4,0.0,0.4,0.3,0.6,1.0,TwoStageWithin,0.5743,0.7164,1,0.2203
29,148-alternatives,exp_84,0.0,0.29939999999850986,0.0,0.61,0.29,0.6,0.0,0.8099999999999999,0.22000000000000003,0.4,1.0,TwoStageWithin,0.5835,0.6911,0,1.6154
30,148-alternatives,exp_8,0.0,0.3001000000014901,0.0,0.7,0.29,0.4,1.0,0.5,0.18,0.6,1.0,TwoStageWithin,0.5243,0.8128,0,0.4109
31,148-alternatives,exp_102,0.0,0.28470000000298024,0.0,0.58,0.38,0.6,1.0,0.6900000000000001,0.49000000000000005,0.4,1.0,TwoStageWithin,0.5299,0.8043,1,0.7494
32,148-alternatives,exp_68,0.0,0.5396000000014901,0.0,0.72,0.51,0.6,0.0,0.52,0.42000000000000004,0.4,1.0,TwoStageWithin,0.4533,0.8956,1,1.4956
33,148-alternatives,exp_50,0.0,0.3017999999970198,0.0,0.49,0.32,0.4,0.0,0.82,0.6900000000000001,0.6,1.0,TwoStageWithin,0.4196,0.9229,1,0.2102
34,148-alternatives,exp_26,0.0,0.3225,0.0,0.3,0.17,0.4,0.0,0.3,0.2,0.6,1.0,TwoStageWithin,0.5627,0.7438,1,0.5644
35,148-alternatives,exp_94,0.0,0.02579999999701977,0.0,0.5,0.38,0.6,1.0,0.4,0.3,0.4,1.0,TwoStageWithin,0.6081,0.5861,1,0.1805
36,148-alternatives,exp_42,1.0,0.1543999999985099,0.0,0.81,0.48,0.4,0.0,0.79,0.16999999999999996,0.6,0.0,TwoStageWithin,0.5342,0.2026,0,1.2469
37,148-alternatives,exp_44,1.0,0.49920000000298015,0.0,0.81,0.48,0.6,0.0,0.79,0.16999999999999996,0.4,0.0,TwoStageWithin,0.5342,0.2026,0,0.1044
38,148-alternatives,exp_38,1.0,0.31139999999850987,0.0,0.79,0.7,0.6,1.0,0.32,0.2,0.4,0.0,TwoStageWithin,0.5626,0.2558,0,0.4867
39,148-alternatives,exp_100,0.0,0.3225,0.0,0.58,0.38,0.6,0.0,0.6900000000000001,0.49000000000000005,0.4,1.0,TwoStageWithin,0.4697,0.88,1,0.284
40,148-alternatives,exp_32,1.0,0.3565,0.0,0.79,0.7,0.4,1.0,0.32,0.2,0.6,0.0,TwoStageWithin,0.5626,0.2558,1,0.1776
41,148-alternatives,exp_54,0.0,0.4066000000014901,0.0,0.49,0.32,0.6,1.0,0.82,0.6900000000000001,0.4,1.0,TwoStageWithin,0.4789,0.8703,1,0.2454
42,148-alternatives,exp_62,1.0,0.1326000000014901,0.0,0.41,0.21,0.6,1.0,0.62,0.18,0.4,0.0,TwoStageWithin,0.6136,0.4747,0,0.3133
43,148-alternatives,exp_2,0.0,0.242,0.0,0.79,0.49,0.4,0.0,0.8300000000000001,0.53,0.6,1.0,TwoStageWithin,0.3967,0.9382,1,0.2507
44,148-alternatives,catch_14,1.0,0.26260000000149014,0.0,0.22,0.28,0.5,1.0,0.79,0.41,0.5,0.0,TwoStageWithin,0.4389,0.092,0,0.7077
45,148-alternatives,exp_118,0.0,0.4855,0.0,0.49,0.22,0.6,1.0,0.79,0.42000000000000004,0.4,1.0,TwoStageWithin,0.4678,0.8819,1,1.5058
46,148-alternatives,exp_86,0.0,0.6562000000029802,0.0,0.61,0.29,0.6,1.0,0.8099999999999999,0.22000000000000003,0.4,1.0,TwoStageWithin,0.6115,0.5564,0,1.0475
47,148-alternatives,catch_12,1.0,0.2698999999985099,0.0,0.23,0.47,0.5,1.0,0.6,0.5,0.5,0.0,TwoStageWithin,0.2939,0.0172,0,0.2331
48,148-alternatives,exp_34,1.0,0.3818000000044704,0.0,0.79,0.7,0.4,0.0,0.32,0.2,0.6,0.0,TwoStageWithin,0.6024,0.3799,0,0.2129
49,148-alternatives,exp_72,0.0,0.2411000000014901,0.0,0.8,0.2,0.4,1.0,0.6799999999999999,0.4,0.6,1.0,TwoStageWithin,0.2007,0.9978,1,0.1989
50,148-alternatives,exp_56,0.0,0.5327000000029802,0.0,0.41,0.21,0.4,1.0,0.62,0.18,0.6,1.0,TwoStageWithin,0.6136,0.4747,1,0.8492
51,148-alternatives,exp_24,1.0,0.43,0.0,0.3,0.17,0.4,1.0,0.3,0.2,0.6,0.0,TwoStageWithin,0.6024,0.6194,1,0.1509
52,148-alternatives,exp_92,0.0,0.4192999999970198,0.0,0.5,0.38,0.6,0.0,0.4,0.3,0.4,1.0,TwoStageWithin,0.5743,0.7164,1,0.905
53,148-alternatives,exp_112,0.0,0.4262999999970198,0.0,0.49,0.22,0.4,1.0,0.79,0.42000000000000004,0.6,1.0,TwoStageWithin,0.4678,0.8819,1,1.0346
54,148-alternatives,exp_4,0.0,0.3823999999985099,0.0,0.79,0.49,0.6,0.0,0.8300000000000001,0.53,0.4,1.0,TwoStageWithin,0.3967,0.9382,1,0.1873
55,148-alternatives,exp_76,0.0,0.599,0.0,0.8,0.2,0.6,0.0,0.6799999999999999,0.4,0.4,1.0,TwoStageWithin,0.1837,0.9988,1,0.1796
56,148-alternatives,exp_106,0.0,0.2833999999985099,0.0,0.78,0.4,0.4,0.0,0.3,0.21000000000000002,0.6,1.0,TwoStageWithin,0.3802,0.9479,1,0.1766
57,148-alternatives,exp_28,0.0,0.6075,0.0,0.3,0.17,0.6,0.0,0.3,0.2,0.4,1.0,TwoStageWithin,0.5627,0.7438,1,0.1961
58,148-alternatives,exp_48,1.0,0.879,0.0,0.49,0.32,0.4,1.0,0.82,0.6900000000000001,0.6,0.0,TwoStageWithin,0.4789,0.8703,1,0.1845
59,148-alternatives,catch_16,1.0,0.26479999999701975,0.0,0.32,0.37,0.5,1.0,0.78,0.6799999999999999,0.5,0.0,TwoStageWithin,0.5256,0.189,0,0.2496
60,148-alternatives,exp_0,0.0,0.385,0.0,0.79,0.49,0.4,1.0,0.8300000000000001,0.53,0.6,1.0,TwoStageWithin,0.454,0.8949,1,2.6062
61,148-alternatives,catch_10,1.0,0.219,0.0,0.31,0.51,0.5,1.0,0.32,0.16999999999999996,0.5,0.0,TwoStageWithin,0.3473,0.0359,0,0.3801
62,148-alternatives,exp_110,0.0,0.31630000000447034,0.0,0.78,0.4,0.6,1.0,0.3,0.21000000000000002,0.4,1.0,TwoStageWithin,0.4355,0.9108,1,0.2125
63,148-alternatives,catch_18,1.0,0.2806000000014901,0.0,0.19,0.37,0.5,1.0,0.38,0.31,0.5,0.0,TwoStageWithin,0.4104,0.0707,0,0.1666
64,148-alternatives,exp_66,0.0,0.3936999999955296,0.0,0.72,0.51,0.4,0.0,0.52,0.42000000000000004,0.6,1.0,TwoStageWithin,0.4533,0.8956,1,0.2207
65,148-alternatives,exp_6,0.0,0.5363000000044703,0.0,0.79,0.49,0.6,1.0,0.8300000000000001,0.53,0.4,1.0,TwoStageWithin,0.454,0.8949,1,0.261
66,148-alternatives,exp_16,0.0,0.7135,0.0,0.28,0.17,0.4,1.0,0.8300000000000001,0.43,0.6,1.0,TwoStageWithin,0.6107,0.5649,0,0.2655
67,148-alternatives,exp_70,0.0,0.40819999999552964,0.0,0.72,0.51,0.6,1.0,0.52,0.42000000000000004,0.4,1.0,TwoStageWithin,0.5139,0.8279,1,0.6714
68,148-alternatives,exp_14,0.0,0.22480000000447034,0.0,0.7,0.29,0.6,1.0,0.5,0.18,0.4,1.0,TwoStageWithin,0.5243,0.8128,1,0.609
69,148-alternatives,exp_12,0.0,0.26359999999403955,0.0,0.7,0.29,0.6,0.0,0.5,0.18,0.4,1.0,TwoStageWithin,0.4639,0.8857,1,0.2766
