,subject_id,condition,choice,rt,m1,p1,m0,last_stage_favours,presentation01,g1,g0,p0,choice_formatted,model,pred_mean_rt,pred_p_choose_0,pred_choice,pred_rt
0,53-attributes,exp_107,0.0,0.5449000000059605,0.3,0.4,0.21000000000000002,0.0,1.0,0.5,0.5,0.78,1.0,TwoStageWithin,0.5505,0.9253,1,0.1984
1,53-attributes,exp_3,0.0,0.41029999999701977,0.8300000000000001,0.49,0.53,0.0,1.0,0.5,0.5,0.79,1.0,TwoStageWithin,0.5773,0.9098,1,0.154
2,53-attributes,exp_27,0.0,0.5092000000029802,0.3,0.17,0.2,0.0,1.0,0.5,0.5,0.3,1.0,TwoStageWithin,0.7728,0.6719,1,0.3512
3,53-attributes,exp_69,0.0,0.5480999999940396,0.52,0.51,0.42000000000000004,0.0,1.0,0.5,0.5,0.72,1.0,TwoStageWithin,0.6386,0.8651,1,0.3101
4,53-attributes,exp_89,0.0,0.4367999999970198,0.4,0.38,0.3,1.0,1.0,0.5,0.5,0.5,1.0,TwoStageWithin,0.7853,0.6332,1,1.4683
5,53-attributes,exp_29,1.0,0.43790000000596047,0.3,0.17,0.2,0.0,1.0,0.5,0.5,0.3,0.0,TwoStageWithin,0.7728,0.6719,1,0.1835
6,53-attributes,catch_1,1.0,0.9239000000059604,0.5900000000000001,0.41,0.42000000000000004,1.0,1.0,0.5,0.5,0.29,0.0,TwoStageWithin,0.5269,0.0627,0,1.0354
7,53-attributes,exp_45,1.0,0.399,0.79,0.48,0.16999999999999996,0.0,1.0,0.5,0.5,0.81,0.0,TwoStageWithin,0.5269,0.0627,0,0.3794
8,53-attributes,catch_9,1.0,0.46009999999403955,0.4,0.72,0.18,1.0,1.0,0.5,0.5,0.48,0.0,TwoStageWithin,0.3068,0.0052,0,0.3392
9,53-attributes,exp_23,1.0,0.444,0.8300000000000001,0.17,0.43,1.0,1.0,0.5,0.5,0.28,0.0,TwoStageWithin,0.7929,0.6019,0,0.3752
10,53-attributes,exp_35,1.0,0.2604000000059605,0.32,0.7,0.2,0.0,1.0,0.5,0.5,0.79,0.0,TwoStageWithin,0.7387,0.2538,1,1.7561
11,53-attributes,exp_91,0.0,0.33779999999701976,0.4,0.38,0.3,0.0,1.0,0.5,0.5,0.5,1.0,TwoStageWithin,0.7853,0.6332,1,2.4423
12,53-attributes,exp_115,0.0,0.4292999999970198,0.79,0.22,0.42000000000000004,0.0,1.0,0.5,0.5,0.49,1.0,TwoStageWithin,0.5852,0.9049,1,0.2407
13,53-attributes,exp_43,1.0,0.36890000000596046,0.79,0.48,0.16999999999999996,0.0,1.0,0.5,0.5,0.81,0.0,TwoStageWithin,0.5269,0.0627,0,0.8191
14,53-attributes,exp_113,0.0,0.8006000000089407,0.79,0.22,0.42000000000000004,1.0,1.0,0.5,0.5,0.49,1.0,TwoStageWithin,0.5852,0.9049,0,0.4792
15,53-attributes,exp_117,0.0,0.4965,0.79,0.22,0.42000000000000004,0.0,1.0,0.5,0.5,0.49,1.0,TwoStageWithin,0.5852,0.9049,1,0.2278
16,53-attributes,exp_37,1.0,0.43660000000894067,0.32,0.7,0.2,0.0,1.0,0.5,0.5,0.79,0.0,TwoStageWithin,0.7387,0.2538,0,0.6262
17,53-attributes,catch_3,1.0,0.23570000000298022,0.6799999999999999,0.38,0.58,1.0,1.0,0.5,0.5,0.19,0.0,TwoStageWithin,0.4348,0.0283,0,0.5597
18,53-attributes,exp_53,0.0,0.3478999999910593,0.82,0.32,0.6900000000000001,0.0,1.0,0.5,0.5,0.49,1.0,TwoStageWithin,0.5713,0.9135,1,0.3444
19,53-attributes,exp_15,0.0,0.2502000000029802,0.5,0.29,0.18,1.0,1.0,0.5,0.5,0.7,1.0,TwoStageWithin,0.6972,0.805,0,0.883
20,53-attributes,catch_5,1.0,0.38119999998807913,0.43,0.49,0.32,1.0,1.0,0.5,0.5,0.4,0.0,TwoStageWithin,0.6189,0.1186,0,0.6774
21,53-attributes,exp_1,0.0,0.6132000000029803,0.8300000000000001,0.49,0.53,1.0,1.0,0.5,0.5,0.79,1.0,TwoStageWithin,0.5773,0.9098,1,0.3842
22,53-attributes,exp_19,0.0,1.1857999999970197,0.8300000000000001,0.17,0.43,0.0,1.0,0.5,0.5,0.28,1.0,TwoStageWithin,0.7929,0.6019,1,0.4004
23,53-attributes,exp_25,0.0,0.44579999999701975,0.3,0.17,0.2,1.0,1.0,0.5,0.5,0.3,1.0,TwoStageWithin,0.7728,0.6719,0,1.439
24,53-attributes,exp_99,0.0,0.834,0.6900000000000001,0.38,0.49000000000000005,0.0,1.0,0.5,0.5,0.58,1.0,TwoStageWithin,0.6653,0.8404,1,0.2921
25,53-attributes,exp_47,1.0,0.4755999999940395,0.79,0.48,0.16999999999999996,1.0,1.0,0.5,0.5,0.81,0.0,TwoStageWithin,0.5269,0.0627,0,0.3126
26,53-attributes,catch_7,1.0,0.4245999999940395,0.52,0.48,0.21000000000000002,1.0,1.0,0.5,0.5,0.28,0.0,TwoStageWithin,0.3471,0.0099,0,0.1195
27,53-attributes,exp_57,1.0,0.4952000000029802,0.62,0.21,0.18,1.0,1.0,0.5,0.5,0.41,0.0,TwoStageWithin,0.8024,0.4639,1,0.2201
