,subject_id,condition,choice,rt,m1,p1,m0,last_stage_favours,presentation01,g1,g0,p0,choice_formatted,model,pred_mean_rt,pred_p_choose_0,pred_choice,pred_rt
0,69-attributes,exp_47,1.0,0.7923999999910593,0.79,0.48,0.16999999999999996,1.0,1.0,0.5,0.5,0.81,0.0,TwoStageWithin,0.8588,0.1187,0.0,0.3199
1,69-attributes,exp_99,0.0,0.6565999999940395,0.6900000000000001,0.38,0.49000000000000005,0.0,1.0,0.5,0.5,0.58,1.0,TwoStageWithin,0.9589,0.7962,1.0,0.9149
2,69-attributes,exp_1,1.0,2.542100000008941,0.8300000000000001,0.49,0.53,1.0,1.0,0.5,0.5,0.79,0.0,TwoStageWithin,0.8655,0.8738,1.0,0.1919
3,69-attributes,exp_19,1.0,0.6004000000059605,0.8300000000000001,0.17,0.43,0.0,1.0,0.5,0.5,0.28,0.0,TwoStageWithin,1.0687,0.5853,0.0,1.1251
4,69-attributes,catch_9,0.0,1.1206000000089407,0.4,0.72,0.18,1.0,1.0,0.5,0.5,0.48,1.0,TwoStageWithin,0.5231,0.0141,0.0,0.4119
5,69-attributes,exp_9,0.0,0.7118999999910594,0.5,0.29,0.18,1.0,1.0,0.5,0.5,0.7,1.0,TwoStageWithin,0.9785,0.7737,1.0,0.4825
6,69-attributes,exp_15,0.0,1.9671000000089407,0.5,0.29,0.18,1.0,1.0,0.5,0.5,0.7,1.0,TwoStageWithin,0.9785,0.7737,1.0,0.792
7,69-attributes,exp_35,1.0,0.7250999999940395,0.32,0.7,0.2,0.0,1.0,0.5,0.5,0.79,0.0,TwoStageWithin,1.0339,0.3004,0.0,1.7234
8,69-attributes,exp_113,0.0,0.7965,0.79,0.22,0.42000000000000004,1.0,1.0,0.5,0.5,0.49,1.0,TwoStageWithin,0.8774,0.8659,1.0,1.1487
9,69-attributes,exp_107,0.0,0.9586999999880792,0.3,0.4,0.21000000000000002,0.0,1.0,0.5,0.5,0.78,1.0,TwoStageWithin,0.8372,0.8909,1.0,1.2054
10,69-attributes,exp_25,0.0,0.696,0.3,0.17,0.2,1.0,1.0,0.5,0.5,0.3,1.0,TwoStageWithin,1.0534,0.6401,1.0,0.3812
11,69-attributes,exp_67,0.0,1.0155,0.52,0.51,0.42000000000000004,0.0,1.0,0.5,0.5,0.72,1.0,TwoStageWithin,0.9347,0.8203,1.0,0.8848
12,69-attributes,exp_45,1.0,0.6352000000029803,0.79,0.48,0.16999999999999996,0.0,1.0,0.5,0.5,0.81,0.0,TwoStageWithin,0.8588,0.1187,0.0,1.5328
13,69-attributes,exp_117,0.0,0.5858999999910594,0.79,0.22,0.42000000000000004,0.0,1.0,0.5,0.5,0.49,1.0,TwoStageWithin,0.8774,0.8659,1.0,1.3344
14,69-attributes,exp_57,1.0,1.7282999999970197,0.62,0.21,0.18,1.0,1.0,0.5,0.5,0.41,0.0,TwoStageWithin,1.0786,0.4826,0.0,1.3185
15,69-attributes,exp_73,0.0,0.5652999999970197,0.6799999999999999,0.2,0.4,1.0,1.0,0.5,0.5,0.8,1.0,TwoStageWithin,0.4124,0.9959,1.0,0.3615
16,69-attributes,catch_3,1.0,0.46809999999403956,0.6799999999999999,0.38,0.58,1.0,1.0,0.5,0.5,0.19,0.0,TwoStageWithin,0.712,0.0544,0.0,1.2704
17,69-attributes,exp_89,0.0,0.7879000000059605,0.4,0.38,0.3,1.0,1.0,0.5,0.5,0.5,1.0,TwoStageWithin,1.0631,0.6088,0.0,0.2297
18,69-attributes,exp_27,0.0,0.6321999999880791,0.3,0.17,0.2,0.0,1.0,0.5,0.5,0.3,1.0,TwoStageWithin,1.0534,0.6401,1.0,0.4875
19,69-attributes,exp_23,1.0,0.3761999999880791,0.8300000000000001,0.17,0.43,1.0,1.0,0.5,0.5,0.28,0.0,TwoStageWithin,1.0687,0.5853,0.0,3.4872
20,69-attributes,exp_29,0.0,0.591,0.3,0.17,0.2,0.0,1.0,0.5,0.5,0.3,1.0,TwoStageWithin,1.0534,0.6401,1.0,0.4188
21,69-attributes,exp_101,0.0,0.5986999999880791,0.6900000000000001,0.38,0.49000000000000005,0.0,1.0,0.5,0.5,0.58,1.0,TwoStageWithin,0.9589,0.7962,1.0,0.681
22,69-attributes,exp_37,1.0,0.48080000001192086,0.32,0.7,0.2,0.0,1.0,0.5,0.5,0.79,0.0,TwoStageWithin,1.0339,0.3004,1.0,0.4334
23,69-attributes,catch_7,1.0,0.6373999999910593,0.52,0.48,0.21000000000000002,1.0,1.0,0.5,0.5,0.28,0.0,TwoStageWithin,0.5873,0.0239,0.0,0.683
24,69-attributes,exp_53,0.0,0.4947999999970198,0.82,0.32,0.6900000000000001,0.0,1.0,0.5,0.5,0.49,1.0,TwoStageWithin,0.8714,0.8699,1.0,2.139
25,69-attributes,exp_91,0.0,0.4647000000029802,0.4,0.38,0.3,0.0,1.0,0.5,0.5,0.5,1.0,TwoStageWithin,1.0631,0.6088,1.0,0.5844
26,69-attributes,exp_115,0.0,0.6913999999910593,0.79,0.22,0.42000000000000004,0.0,1.0,0.5,0.5,0.49,1.0,TwoStageWithin,0.8774,0.8659,0.0,0.221
27,69-attributes,catch_5,1.0,0.8539000000059604,0.43,0.49,0.32,1.0,1.0,0.5,0.5,0.4,0.0,TwoStageWithin,0.9245,0.1648,0.0,0.5173
28,69-attributes,catch_1,1.0,1.0324000000059605,0.5900000000000001,0.41,0.42000000000000004,1.0,1.0,0.5,0.5,0.29,0.0,TwoStageWithin,0.8285,0.1019,0.0,2.4227
29,69-attributes,exp_43,1.0,0.649,0.79,0.48,0.16999999999999996,0.0,1.0,0.5,0.5,0.81,0.0,TwoStageWithin,0.8588,0.1187,0.0,0.5399
30,69-attributes,exp_59,0.0,0.447,0.62,0.21,0.18,0.0,1.0,0.5,0.5,0.41,1.0,TwoStageWithin,1.0786,0.4826,1.0,0.5151
31,69-attributes,exp_69,1.0,0.6415,0.52,0.51,0.42000000000000004,0.0,1.0,0.5,0.5,0.72,0.0,TwoStageWithin,0.9347,0.8203,1.0,0.4838
32,69-attributes,exp_3,0.0,0.473,0.8300000000000001,0.49,0.53,0.0,1.0,0.5,0.5,0.79,1.0,TwoStageWithin,0.8655,0.8738,0.0,0.4585
33,69-attributes,exp_39,1.0,0.4637000000029802,0.32,0.7,0.2,1.0,1.0,0.5,0.5,0.79,0.0,TwoStageWithin,1.0339,0.3004,0.0,1.2169
34,69-attributes,catch_17,1.0,0.25179999999701974,0.3,0.68,0.22000000000000003,1.0,1.0,0.5,0.5,0.4,0.0,TwoStageWithin,0.6847,0.0462,0.0,0.7024
35,69-attributes,exp_77,0.0,0.5331999999880791,0.6799999999999999,0.2,0.4,0.0,1.0,0.5,0.5,0.8,1.0,TwoStageWithin,0.4124,0.9959,1.0,0.1501
36,69-attributes,exp_65,0.0,0.3285,0.52,0.51,0.42000000000000004,1.0,1.0,0.5,0.5,0.72,1.0,TwoStageWithin,0.9347,0.8203,0.0,1.2411
37,69-attributes,exp_49,0.0,0.3695,0.82,0.32,0.6900000000000001,1.0,1.0,0.5,0.5,0.49,1.0,TwoStageWithin,0.8714,0.8699,1.0,0.5458
38,69-attributes,catch_15,1.0,0.5926999999880791,0.49000000000000005,0.49,0.3,1.0,1.0,0.5,0.5,0.22,0.0,TwoStageWithin,0.5849,0.0235,0.0,0.3726
39,69-attributes,exp_63,0.0,0.9007999999970198,0.62,0.21,0.18,1.0,1.0,0.5,0.5,0.41,1.0,TwoStageWithin,1.0786,0.4826,1.0,1.0918
40,69-attributes,exp_97,1.0,0.9085,0.6900000000000001,0.38,0.49000000000000005,1.0,1.0,0.5,0.5,0.58,0.0,TwoStageWithin,0.9589,0.7962,1.0,2.5565
41,69-attributes,exp_105,0.0,0.4966000000089407,0.3,0.4,0.21000000000000002,1.0,1.0,0.5,0.5,0.78,1.0,TwoStageWithin,0.8372,0.8909,0.0,0.6319
42,69-attributes,exp_31,0.0,0.4102000000029802,0.3,0.17,0.2,1.0,1.0,0.5,0.5,0.3,1.0,TwoStageWithin,1.0534,0.6401,1.0,0.551
43,69-attributes,exp_51,0.0,0.4652000000029802,0.82,0.32,0.6900000000000001,0.0,1.0,0.5,0.5,0.49,1.0,TwoStageWithin,0.8714,0.8699,1.0,0.549
44,69-attributes,exp_83,1.0,2.8150999999940396,0.8099999999999999,0.29,0.22000000000000003,0.0,1.0,0.5,0.5,0.61,0.0,TwoStageWithin,1.0778,0.5186,0.0,1.4285
45,69-attributes,exp_71,0.0,1.238,0.52,0.51,0.42000000000000004,1.0,1.0,0.5,0.5,0.72,1.0,TwoStageWithin,0.9347,0.8203,1.0,1.232
46,69-attributes,catch_19,1.0,0.27929999999701977,0.48,0.59,0.31,1.0,1.0,0.5,0.5,0.48,0.0,TwoStageWithin,0.7828,0.0805,0.0,0.3518
47,69-attributes,exp_79,0.0,0.7187000000029802,0.6799999999999999,0.2,0.4,1.0,1.0,0.5,0.5,0.8,1.0,TwoStageWithin,0.4124,0.9959,1.0,0.748
48,69-attributes,exp_5,0.0,0.5375999999940395,0.8300000000000001,0.49,0.53,0.0,1.0,0.5,0.5,0.79,1.0,TwoStageWithin,0.8655,0.8738,1.0,0.6763
49,69-attributes,exp_13,0.0,0.5917999999970198,0.5,0.29,0.18,0.0,1.0,0.5,0.5,0.7,1.0,TwoStageWithin,0.9785,0.7737,1.0,1.288
50,69-attributes,exp_85,0.0,1.5527999999970197,0.8099999999999999,0.29,0.22000000000000003,0.0,1.0,0.5,0.5,0.61,1.0,TwoStageWithin,1.0778,0.5186,0.0,1.6656
51,69-attributes,exp_81,1.0,0.7214000000059605,0.8099999999999999,0.29,0.22000000000000003,1.0,1.0,0.5,0.5,0.61,0.0,TwoStageWithin,1.0778,0.5186,0.0,2.5095
52,69-attributes,exp_119,0.0,0.9210999999940397,0.79,0.22,0.42000000000000004,1.0,1.0,0.5,0.5,0.49,1.0,TwoStageWithin,0.8774,0.8659,0.0,1.3479
53,69-attributes,exp_55,0.0,0.5735,0.82,0.32,0.6900000000000001,1.0,1.0,0.5,0.5,0.49,1.0,TwoStageWithin,0.8714,0.8699,1.0,1.2539
54,69-attributes,exp_87,0.0,0.5754000000059605,0.8099999999999999,0.29,0.22000000000000003,1.0,1.0,0.5,0.5,0.61,1.0,TwoStageWithin,1.0778,0.5186,0.0,1.6924
55,69-attributes,catch_11,1.0,0.4645,0.5,0.58,0.16999999999999996,1.0,1.0,0.5,0.5,0.18,0.0,TwoStageWithin,0.4039,0.0036,0.0,0.1612
56,69-attributes,catch_13,1.0,0.4235999999940395,0.27999999999999997,0.52,0.18,1.0,1.0,0.5,0.5,0.21,0.0,TwoStageWithin,0.6857,0.0465,0.0,0.5742
57,69-attributes,exp_95,0.0,0.5545,0.4,0.38,0.3,1.0,1.0,0.5,0.5,0.5,1.0,TwoStageWithin,1.0631,0.6088,1.0,0.3545
58,69-attributes,exp_21,0.0,0.44459999999403954,0.8300000000000001,0.17,0.43,0.0,1.0,0.5,0.5,0.28,1.0,TwoStageWithin,1.0687,0.5853,0.0,1.8228
59,69-attributes,exp_11,0.0,0.8615999999940396,0.5,0.29,0.18,0.0,1.0,0.5,0.5,0.7,1.0,TwoStageWithin,0.9785,0.7737,1.0,0.4701
60,69-attributes,exp_41,1.0,0.5602999999970197,0.79,0.48,0.16999999999999996,1.0,1.0,0.5,0.5,0.81,0.0,TwoStageWithin,0.8588,0.1187,1.0,0.462
61,69-attributes,exp_111,0.0,0.5247999999970198,0.3,0.4,0.21000000000000002,1.0,1.0,0.5,0.5,0.78,1.0,TwoStageWithin,0.8372,0.8909,1.0,0.8094
62,69-attributes,exp_103,0.0,0.6206000000089407,0.6900000000000001,0.38,0.49000000000000005,1.0,1.0,0.5,0.5,0.58,1.0,TwoStageWithin,0.9589,0.7962,1.0,0.6194
63,69-attributes,exp_17,0.0,0.3686000000089407,0.8300000000000001,0.17,0.43,1.0,1.0,0.5,0.5,0.28,1.0,TwoStageWithin,1.0687,0.5853,1.0,0.9347
64,69-attributes,exp_93,0.0,0.6685,0.4,0.38,0.3,0.0,1.0,0.5,0.5,0.5,1.0,TwoStageWithin,1.0631,0.6088,,
65,69-attributes,exp_7,0.0,0.45959999999403955,0.8300000000000001,0.49,0.53,1.0,1.0,0.5,0.5,0.79,1.0,TwoStageWithin,0.8655,0.8738,1.0,1.1931
66,69-attributes,exp_33,0.0,0.5528999999910593,0.32,0.7,0.2,1.0,1.0,0.5,0.5,0.79,1.0,TwoStageWithin,1.0339,0.3004,0.0,0.6768
67,69-attributes,exp_61,1.0,0.6947999999970198,0.62,0.21,0.18,0.0,1.0,0.5,0.5,0.41,0.0,TwoStageWithin,1.0786,0.4826,1.0,0.8651
68,69-attributes,exp_109,0.0,0.6701000000089407,0.3,0.4,0.21000000000000002,0.0,1.0,0.5,0.5,0.78,1.0,TwoStageWithin,0.8372,0.8909,1.0,0.5078
69,69-attributes,exp_75,0.0,0.698,0.6799999999999999,0.2,0.4,0.0,1.0,0.5,0.5,0.8,1.0,TwoStageWithin,0.4124,0.9959,1.0,0.9077
