,subject_id,condition,choice,rt,m1,p1,m0,last_stage_favours,presentation01,g1,g0,p0,choice_formatted,model,pred_mean_rt,pred_p_choose_0,pred_choice,pred_rt
0,164-alternatives,catch_4,1.0,0.2716999999880791,0.73,0.31,0.4,1.0,0.0,0.5,0.5,0.19,0.0,TwoStageWithin,0.2624,0.1616,1,0.1942
1,164-alternatives,exp_42,1.0,0.2376000000089407,0.79,0.48,0.16999999999999996,0.0,0.0,0.4,0.6,0.81,0.0,TwoStageWithin,0.24,0.1135,0,0.1803
2,164-alternatives,exp_30,0.0,0.2522000000029802,0.3,0.17,0.2,1.0,0.0,0.6,0.4,0.3,1.0,TwoStageWithin,0.3087,0.6547,1,1.0465
3,164-alternatives,exp_36,1.0,0.5779000000059604,0.32,0.7,0.2,0.0,0.0,0.6,0.4,0.79,0.0,TwoStageWithin,0.298,0.2829,0,0.5497
4,164-alternatives,exp_20,1.0,0.6061000000089407,0.8300000000000001,0.17,0.43,0.0,0.0,0.6,0.4,0.28,0.0,TwoStageWithin,0.3191,0.4888,1,0.2748
5,164-alternatives,exp_90,0.0,0.09190000000596046,0.4,0.38,0.3,0.0,0.0,0.4,0.6,0.5,1.0,TwoStageWithin,0.3191,0.5114,0,0.1377
6,164-alternatives,exp_22,0.0,0.38879999999701975,0.8300000000000001,0.17,0.43,1.0,0.0,0.6,0.4,0.28,1.0,TwoStageWithin,0.314,0.6092,1,1.0448
7,164-alternatives,exp_98,0.0,0.34570000000298023,0.6900000000000001,0.38,0.49000000000000005,0.0,0.0,0.4,0.6,0.58,1.0,TwoStageWithin,0.3073,0.6646,1,0.1288
8,164-alternatives,exp_108,0.0,0.1565,0.3,0.4,0.21000000000000002,0.0,0.0,0.6,0.4,0.78,1.0,TwoStageWithin,0.2878,0.7606,0,0.335
9,164-alternatives,exp_74,0.0,0.3998999999910593,0.6799999999999999,0.2,0.4,0.0,0.0,0.4,0.6,0.8,1.0,TwoStageWithin,0.1679,0.9734,1,0.392
10,164-alternatives,exp_114,0.0,0.3185,0.79,0.22,0.42000000000000004,0.0,0.0,0.4,0.6,0.49,1.0,TwoStageWithin,0.2943,0.734,1,0.1513
11,164-alternatives,catch_8,1.0,0.3028999999910593,0.5,0.32,0.37,1.0,0.0,0.5,0.5,0.22,0.0,TwoStageWithin,0.2989,0.2875,0,0.414
12,164-alternatives,exp_64,0.0,0.8609000000059605,0.52,0.51,0.42000000000000004,1.0,0.0,0.4,0.6,0.72,1.0,TwoStageWithin,0.2809,0.7851,1,0.2378
13,164-alternatives,exp_88,0.0,0.31690000000596047,0.4,0.38,0.3,1.0,0.0,0.4,0.6,0.5,1.0,TwoStageWithin,0.3118,0.6305,0,0.1415
14,164-alternatives,exp_18,1.0,0.408,0.8300000000000001,0.17,0.43,0.0,0.0,0.4,0.6,0.28,0.0,TwoStageWithin,0.3191,0.4888,1,0.0833
15,164-alternatives,catch_6,1.0,0.33870000000298023,0.27,0.59,0.19,1.0,0.0,0.5,0.5,0.23,0.0,TwoStageWithin,0.2381,0.11,0,0.2986
16,164-alternatives,exp_78,0.0,0.18720000000298023,0.6799999999999999,0.2,0.4,1.0,0.0,0.6,0.4,0.8,1.0,TwoStageWithin,0.151,0.9835,1,0.093
17,164-alternatives,exp_40,1.0,0.5015,0.79,0.48,0.16999999999999996,1.0,0.0,0.4,0.6,0.81,0.0,TwoStageWithin,0.2667,0.1726,0,0.1048
18,164-alternatives,exp_94,0.0,0.27979999999701977,0.4,0.38,0.3,1.0,0.0,0.6,0.4,0.5,1.0,TwoStageWithin,0.3118,0.6305,1,0.3304
19,164-alternatives,exp_8,0.0,0.6555999999940395,0.5,0.29,0.18,1.0,0.0,0.4,0.6,0.7,1.0,TwoStageWithin,0.2967,0.7233,1,0.0985
20,164-alternatives,exp_104,0.0,0.328,0.3,0.4,0.21000000000000002,1.0,0.0,0.4,0.6,0.78,1.0,TwoStageWithin,0.2625,0.8382,1,0.6242
21,164-alternatives,exp_68,0.0,0.423,0.52,0.51,0.42000000000000004,0.0,0.0,0.6,0.4,0.72,1.0,TwoStageWithin,0.3029,0.6914,1,0.2764
22,164-alternatives,exp_50,0.0,0.28370000000298023,0.82,0.32,0.6900000000000001,0.0,0.0,0.4,0.6,0.49,1.0,TwoStageWithin,0.2889,0.7563,1,0.1297
