,subject_id,condition,choice,rt,m1,p1,m0,last_stage_favours,presentation01,g1,g0,p0,choice_formatted,model,pred_mean_rt,pred_p_choose_0,pred_choice,pred_rt
0,28-alternatives,exp_42,1.0,0.45869999998807914,0.79,0.48,0.16999999999999996,0.0,0.0,0.4,0.6,0.81,0.0,TwoStageWithin,0.3832,0.01,0,0.3701
1,28-alternatives,exp_8,0.0,0.9203000000119208,0.5,0.29,0.18,1.0,0.0,0.4,0.6,0.7,1.0,TwoStageWithin,0.8755,0.5508,0,1.8669
2,28-alternatives,exp_98,0.0,0.5389000000357628,0.6900000000000001,0.38,0.49000000000000005,0.0,0.0,0.4,0.6,0.58,1.0,TwoStageWithin,0.7603,0.8104,1,1.2422
3,28-alternatives,exp_116,0.0,0.6231999999880791,0.79,0.22,0.42000000000000004,0.0,0.0,0.6,0.4,0.49,1.0,TwoStageWithin,0.7381,0.8335,1,0.6295
4,28-alternatives,exp_26,0.0,0.461,0.3,0.17,0.2,0.0,0.0,0.4,0.6,0.3,1.0,TwoStageWithin,0.8518,0.6554,0,2.2784
5,28-alternatives,exp_30,0.0,0.5789000000357628,0.3,0.17,0.2,1.0,0.0,0.6,0.4,0.3,1.0,TwoStageWithin,0.8748,0.5568,1,0.3785
6,28-alternatives,exp_22,1.0,0.4604000000357628,0.8300000000000001,0.17,0.43,1.0,0.0,0.6,0.4,0.28,0.0,TwoStageWithin,0.8716,0.4163,0,0.9102
7,28-alternatives,catch_0,1.0,0.3748000000119209,0.3,0.72,0.2,1.0,0.0,0.5,0.5,0.19,0.0,TwoStageWithin,0.3147,0.0034,0,0.341
8,28-alternatives,exp_78,0.0,0.7811999999880791,0.6799999999999999,0.2,0.4,1.0,0.0,0.6,0.4,0.8,1.0,TwoStageWithin,0.3201,0.9962,1,0.2612
9,28-alternatives,exp_58,1.0,0.533,0.62,0.21,0.18,0.0,0.0,0.4,0.6,0.41,0.0,TwoStageWithin,0.8465,0.3264,1,0.6614
10,28-alternatives,catch_2,1.0,0.539800000011921,0.4,0.6,0.22000000000000003,1.0,0.0,0.5,0.5,0.38,0.0,TwoStageWithin,0.3914,0.0111,0,0.2079
11,28-alternatives,exp_104,0.0,0.46159999996423723,0.3,0.4,0.21000000000000002,1.0,0.0,0.4,0.6,0.78,1.0,TwoStageWithin,0.7261,0.8447,1,0.2419
12,28-alternatives,exp_82,1.0,0.419,0.8099999999999999,0.29,0.22000000000000003,0.0,0.0,0.4,0.6,0.61,0.0,TwoStageWithin,0.7886,0.2222,1,0.7525
13,28-alternatives,exp_108,0.0,0.3341999999880791,0.3,0.4,0.21000000000000002,0.0,0.0,0.6,0.4,0.78,1.0,TwoStageWithin,0.7056,0.8623,1,0.7551
14,28-alternatives,exp_50,0.0,0.7603000000119209,0.82,0.32,0.6900000000000001,0.0,0.0,0.4,0.6,0.49,1.0,TwoStageWithin,0.5968,0.9299,1,0.2147
15,28-alternatives,exp_68,0.0,0.434,0.52,0.51,0.42000000000000004,0.0,0.0,0.6,0.4,0.72,1.0,TwoStageWithin,0.7656,0.8043,0,2.272
16,28-alternatives,exp_64,0.0,0.5813999999761581,0.52,0.51,0.42000000000000004,1.0,0.0,0.4,0.6,0.72,1.0,TwoStageWithin,0.7643,0.8058,1,0.4832
17,28-alternatives,exp_52,0.0,0.34110000002384183,0.82,0.32,0.6900000000000001,0.0,0.0,0.6,0.4,0.49,1.0,TwoStageWithin,0.6444,0.9047,1,0.3932
