,subject_id,condition,choice,rt,presentation01,p0,p1,g1,last_stage_favours,m1,m0,g0,choice_formatted,model,pred_mean_rt,pred_p_choose_0,pred_choice,pred_rt
0,149-alternatives,exp_68,0.0,0.31290000000002327,0.0,0.72,0.51,0.6,0.0,0.52,0.42000000000000004,0.4,1.0,TwoStageWithin,0.3492,0.8434,1,0.1072
1,149-alternatives,catch_8,1.0,0.08140000000002329,0.0,0.22,0.32,0.5,1.0,0.5,0.37,0.5,0.0,TwoStageWithin,0.3981,0.2775,0,0.3966
2,149-alternatives,exp_82,0.0,0.4025,0.0,0.61,0.29,0.4,0.0,0.8099999999999999,0.22000000000000003,0.6,1.0,TwoStageWithin,0.2752,0.9388,1,0.4331
3,149-alternatives,exp_60,0.0,0.152,0.0,0.41,0.21,0.6,0.0,0.62,0.18,0.4,1.0,TwoStageWithin,0.3506,0.8409,0,0.1643
4,149-alternatives,exp_108,0.0,0.6813000000000465,0.0,0.78,0.4,0.6,0.0,0.3,0.21000000000000002,0.4,1.0,TwoStageWithin,0.2587,0.9523,1,0.0922
5,149-alternatives,exp_8,0.0,0.32370000000001165,0.0,0.7,0.29,0.4,1.0,0.5,0.18,0.6,1.0,TwoStageWithin,0.2553,0.9548,1,0.2139
6,149-alternatives,exp_114,0.0,0.083,0.0,0.49,0.22,0.4,0.0,0.79,0.42000000000000004,0.6,1.0,TwoStageWithin,0.3024,0.9113,1,0.1268
7,149-alternatives,exp_90,0.0,0.6858000000000466,0.0,0.5,0.38,0.4,0.0,0.4,0.3,0.6,1.0,TwoStageWithin,0.3835,0.7675,1,0.2358
8,149-alternatives,exp_20,0.0,0.5194000000000233,0.0,0.28,0.17,0.6,0.0,0.8300000000000001,0.43,0.4,1.0,TwoStageWithin,0.3962,0.7293,0,0.2056
9,149-alternatives,exp_80,0.0,0.17339999999996508,0.0,0.61,0.29,0.4,1.0,0.8099999999999999,0.22000000000000003,0.6,1.0,TwoStageWithin,0.3008,0.913,1,0.3997
10,149-alternatives,exp_74,0.0,0.40089999999996506,0.0,0.8,0.2,0.4,0.0,0.6799999999999999,0.4,0.6,1.0,TwoStageWithin,0.1725,0.9925,1,0.0529
11,149-alternatives,exp_36,0.0,0.2990999999999767,0.0,0.79,0.7,0.6,0.0,0.32,0.2,0.4,1.0,TwoStageWithin,0.4096,0.6767,1,0.2332
12,149-alternatives,exp_96,0.0,0.08180000000004657,0.0,0.58,0.38,0.4,1.0,0.6900000000000001,0.49000000000000005,0.6,1.0,TwoStageWithin,0.3671,0.8078,1,0.1011
13,149-alternatives,exp_64,0.0,0.21790000000002327,0.0,0.72,0.51,0.4,1.0,0.52,0.42000000000000004,0.6,1.0,TwoStageWithin,0.3598,0.8232,1,0.3434
14,149-alternatives,exp_40,0.0,0.15730000000004657,0.0,0.81,0.48,0.4,1.0,0.79,0.16999999999999996,0.6,1.0,TwoStageWithin,0.2929,0.9216,0,0.1568
15,149-alternatives,exp_42,0.0,0.17210000000009312,0.0,0.81,0.48,0.4,0.0,0.79,0.16999999999999996,0.6,1.0,TwoStageWithin,0.2679,0.945,1,0.1063
16,149-alternatives,exp_50,0.0,0.3078000000000466,0.0,0.49,0.32,0.4,0.0,0.82,0.6900000000000001,0.6,1.0,TwoStageWithin,0.3574,0.828,0,0.2544
17,149-alternatives,catch_4,1.0,0.5814000000000232,0.0,0.19,0.31,0.5,1.0,0.73,0.4,0.5,0.0,TwoStageWithin,0.3889,0.2478,0,0.1075
18,149-alternatives,exp_94,1.0,0.29120000000006985,0.0,0.5,0.38,0.6,1.0,0.4,0.3,0.4,0.0,TwoStageWithin,0.4137,0.6563,1,0.2385
19,149-alternatives,catch_6,1.0,0.36819999999995345,0.0,0.23,0.59,0.5,1.0,0.27,0.19,0.5,0.0,TwoStageWithin,0.2612,0.0496,0,0.245
20,149-alternatives,exp_52,0.0,0.08020000000006985,0.0,0.49,0.32,0.6,0.0,0.82,0.6900000000000001,0.4,1.0,TwoStageWithin,0.3684,0.8049,0,0.5571
21,149-alternatives,exp_78,0.0,1.141,0.0,0.8,0.2,0.6,1.0,0.6799999999999999,0.4,0.4,1.0,TwoStageWithin,0.193,0.9869,1,0.1738
22,149-alternatives,exp_116,0.0,0.7479000000000233,0.0,0.49,0.22,0.6,0.0,0.79,0.42000000000000004,0.4,1.0,TwoStageWithin,0.312,0.8997,1,0.1698
23,149-alternatives,exp_18,0.0,0.6892999999999302,0.0,0.28,0.17,0.4,0.0,0.8300000000000001,0.43,0.6,1.0,TwoStageWithin,0.391,0.7459,1,0.3601
24,149-alternatives,exp_30,0.0,0.08440000000002329,0.0,0.3,0.17,0.6,1.0,0.3,0.2,0.4,1.0,TwoStageWithin,0.4084,0.682,1,0.7989
25,149-alternatives,exp_98,0.0,0.5235,0.0,0.58,0.38,0.4,0.0,0.6900000000000001,0.49000000000000005,0.6,1.0,TwoStageWithin,0.3395,0.8601,0,0.1728
26,149-alternatives,exp_58,0.0,0.2225999999999767,0.0,0.41,0.21,0.4,0.0,0.62,0.18,0.6,1.0,TwoStageWithin,0.3419,0.8561,1,0.2344
27,149-alternatives,catch_0,1.0,0.5209000000000232,0.0,0.19,0.72,0.5,1.0,0.3,0.2,0.5,0.0,TwoStageWithin,0.1955,0.014,0,0.2486
28,149-alternatives,exp_104,0.0,0.4589000000000233,0.0,0.78,0.4,0.4,1.0,0.3,0.21000000000000002,0.6,1.0,TwoStageWithin,0.2683,0.9447,1,0.128
29,149-alternatives,exp_84,0.0,0.09159999999997671,0.0,0.61,0.29,0.6,0.0,0.8099999999999999,0.22000000000000003,0.4,1.0,TwoStageWithin,0.2865,0.9282,1,0.0941
30,149-alternatives,exp_46,0.0,0.15530000000004657,0.0,0.81,0.48,0.6,1.0,0.79,0.16999999999999996,0.4,1.0,TwoStageWithin,0.3102,0.902,1,0.2395
31,149-alternatives,exp_26,0.0,0.2265,0.0,0.3,0.17,0.4,0.0,0.3,0.2,0.6,1.0,TwoStageWithin,0.3811,0.7742,1,0.202
32,149-alternatives,catch_2,1.0,0.08369999999995344,0.0,0.38,0.6,0.5,1.0,0.4,0.22000000000000003,0.5,0.0,TwoStageWithin,0.335,0.1326,0,0.1066
33,149-alternatives,exp_102,0.0,0.4561999999999534,0.0,0.58,0.38,0.6,1.0,0.6900000000000001,0.49000000000000005,0.4,1.0,TwoStageWithin,0.3796,0.7779,1,0.1808
34,149-alternatives,exp_88,0.0,0.6888000000000466,0.0,0.5,0.38,0.4,1.0,0.4,0.3,0.6,1.0,TwoStageWithin,0.4059,0.6931,1,0.2879
35,149-alternatives,exp_22,0.0,0.5356000000000931,0.0,0.28,0.17,0.6,1.0,0.8300000000000001,0.43,0.4,1.0,TwoStageWithin,0.4152,0.6482,0,0.0768
36,149-alternatives,exp_6,0.0,0.08870000000006985,0.0,0.79,0.49,0.6,1.0,0.8300000000000001,0.53,0.4,1.0,TwoStageWithin,0.3268,0.8797,1,0.4215
37,149-alternatives,catch_14,1.0,0.16569999999995344,0.0,0.22,0.28,0.5,1.0,0.79,0.41,0.5,0.0,TwoStageWithin,0.4136,0.3429,0,0.2777
38,149-alternatives,exp_118,0.0,0.2315999999999767,0.0,0.49,0.22,0.6,1.0,0.79,0.42000000000000004,0.4,1.0,TwoStageWithin,0.3397,0.8599,1,0.4778
39,149-alternatives,exp_0,0.0,0.43190000000002327,0.0,0.79,0.49,0.4,1.0,0.8300000000000001,0.53,0.6,1.0,TwoStageWithin,0.3091,0.9032,1,0.3513
40,149-alternatives,exp_110,0.0,0.43110000000009313,0.0,0.78,0.4,0.6,1.0,0.3,0.21000000000000002,0.4,1.0,TwoStageWithin,0.2829,0.9317,1,0.2637
41,149-alternatives,catch_16,1.0,0.1679000000001397,0.0,0.32,0.37,0.5,1.0,0.78,0.6799999999999999,0.5,0.0,TwoStageWithin,0.4167,0.3604,0,0.2299
