,subject_id,condition,choice,rt,presentation01,p0,p1,g1,last_stage_favours,m1,m0,g0,choice_formatted,model,pred_mean_rt,pred_p_choose_0,pred_choice,pred_rt
0,109-alternatives,exp_88,0.0,0.47689999997615806,0.0,0.5,0.38,0.4,1.0,0.4,0.3,0.6,1.0,TwoStageWithin,0.7125,0.5395,0.0,1.1459
1,109-alternatives,exp_102,0.0,0.628,0.0,0.58,0.38,0.6,1.0,0.6900000000000001,0.49000000000000005,0.4,1.0,TwoStageWithin,0.6817,0.315,0.0,0.5469
2,109-alternatives,exp_82,1.0,0.3309000000357628,0.0,0.61,0.29,0.4,0.0,0.8099999999999999,0.22000000000000003,0.6,0.0,TwoStageWithin,0.6831,0.319,0.0,1.576
3,109-alternatives,exp_8,0.0,0.3938000000119209,0.0,0.7,0.29,0.4,1.0,0.5,0.18,0.6,1.0,TwoStageWithin,0.7123,0.4564,1.0,0.2387
4,109-alternatives,exp_46,1.0,0.471,0.0,0.81,0.48,0.6,1.0,0.79,0.16999999999999996,0.4,0.0,TwoStageWithin,0.3252,0.0133,0.0,0.2574
5,109-alternatives,exp_114,0.0,0.6585999999642372,0.0,0.49,0.22,0.4,0.0,0.79,0.42000000000000004,0.6,1.0,TwoStageWithin,0.6567,0.7411,1.0,0.4548
6,109-alternatives,exp_84,1.0,0.8351000000238419,0.0,0.61,0.29,0.6,0.0,0.8099999999999999,0.22000000000000003,0.4,0.0,TwoStageWithin,0.5708,0.1408,0.0,0.2593
7,109-alternatives,catch_4,1.0,0.5385999999642372,0.0,0.19,0.31,0.5,1.0,0.73,0.4,0.5,0.0,TwoStageWithin,0.5214,0.0985,0.0,0.2209
8,109-alternatives,exp_80,1.0,0.4,0.0,0.61,0.29,0.4,1.0,0.8099999999999999,0.22000000000000003,0.6,0.0,TwoStageWithin,0.6468,0.24,0.0,0.5746
9,109-alternatives,exp_42,1.0,0.20130000001192092,0.0,0.81,0.48,0.4,0.0,0.79,0.16999999999999996,0.6,0.0,TwoStageWithin,0.4955,0.0806,0.0,1.2693
10,109-alternatives,catch_0,1.0,0.07619999998807907,0.0,0.19,0.72,0.5,1.0,0.3,0.2,0.5,0.0,TwoStageWithin,0.4972,0.0817,0.0,0.2045
11,109-alternatives,exp_30,0.0,0.6572000000476838,0.0,0.3,0.17,0.6,1.0,0.3,0.2,0.4,1.0,TwoStageWithin,0.7103,0.4359,0.0,1.9717
12,109-alternatives,exp_22,0.0,0.3281000000238419,0.0,0.28,0.17,0.6,1.0,0.8300000000000001,0.43,0.4,1.0,TwoStageWithin,0.6698,0.2855,0.0,2.2158
13,109-alternatives,exp_10,0.0,0.3336999999880791,0.0,0.7,0.29,0.4,0.0,0.5,0.18,0.6,1.0,TwoStageWithin,0.7112,0.5546,1.0,2.6244
14,109-alternatives,exp_94,0.0,0.3665,0.0,0.5,0.38,0.6,1.0,0.4,0.3,0.4,1.0,TwoStageWithin,0.6891,0.3366,0.0,0.4598
15,109-alternatives,catch_8,1.0,0.4538999999761581,0.0,0.22,0.32,0.5,1.0,0.5,0.37,0.5,0.0,TwoStageWithin,0.6388,0.2266,0.0,0.1291
16,109-alternatives,exp_104,0.0,0.45269999998807914,0.0,0.78,0.4,0.4,1.0,0.3,0.21000000000000002,0.6,1.0,TwoStageWithin,0.6885,0.6641,1.0,0.5799
17,109-alternatives,exp_60,1.0,0.3280999999642372,0.0,0.41,0.21,0.6,0.0,0.62,0.18,0.4,0.0,TwoStageWithin,0.6714,0.2893,0.0,0.4115
18,109-alternatives,catch_2,1.0,0.3256000000238419,0.0,0.38,0.6,0.5,1.0,0.4,0.22000000000000003,0.5,0.0,TwoStageWithin,0.5211,0.0982,0.0,0.3013
19,109-alternatives,exp_40,1.0,1.705600000023842,0.0,0.81,0.48,0.4,1.0,0.79,0.16999999999999996,0.6,0.0,TwoStageWithin,0.4517,0.0558,0.0,0.3
20,109-alternatives,exp_58,1.0,0.4598999999761581,0.0,0.41,0.21,0.4,0.0,0.62,0.18,0.6,0.0,TwoStageWithin,0.708,0.4187,1.0,0.1484
21,109-alternatives,exp_68,1.0,0.583199999988079,0.0,0.72,0.51,0.6,0.0,0.52,0.42000000000000004,0.4,0.0,TwoStageWithin,0.7121,0.4543,1.0,0.4264
22,109-alternatives,exp_20,1.0,0.5173000000119209,0.0,0.28,0.17,0.6,0.0,0.8300000000000001,0.43,0.4,0.0,TwoStageWithin,0.699,0.3721,0.0,0.1067
23,109-alternatives,exp_36,1.0,0.4503999999761581,0.0,0.79,0.7,0.6,0.0,0.32,0.2,0.4,0.0,TwoStageWithin,0.6411,0.2303,0.0,0.1519
24,109-alternatives,exp_116,1.0,0.6191999999880791,0.0,0.49,0.22,0.6,0.0,0.79,0.42000000000000004,0.4,0.0,TwoStageWithin,0.7139,0.491,0.0,1.4034
25,109-alternatives,exp_78,0.0,0.3152000000476837,0.0,0.8,0.2,0.6,1.0,0.6799999999999999,0.4,0.4,1.0,TwoStageWithin,0.6167,0.8057,1.0,0.312
26,109-alternatives,catch_6,1.0,0.14209999996423722,0.0,0.23,0.59,0.5,1.0,0.27,0.19,0.5,0.0,TwoStageWithin,0.5918,0.1631,1.0,0.3542
27,109-alternatives,exp_50,0.0,0.401,0.0,0.49,0.32,0.4,0.0,0.82,0.6900000000000001,0.6,1.0,TwoStageWithin,0.544,0.8835,1.0,0.4247
