,subject_id,condition,choice,rt,presentation01,p0,p1,g1,last_stage_favours,m1,m0,g0,choice_formatted,model,pred_mean_rt,pred_p_choose_0,pred_choice,pred_rt
0,125-attributes,exp_67,0.0,0.745300000000745,1.0,0.72,0.51,0.5,0.0,0.52,0.42000000000000004,0.5,1.0,TwoStageWithin,0.7371,0.8991,1,1.087
1,125-attributes,exp_57,0.0,0.7461000000014901,1.0,0.41,0.21,0.5,1.0,0.62,0.18,0.5,1.0,TwoStageWithin,0.9745,0.563,1,0.1302
2,125-attributes,exp_45,1.0,0.7610999999977648,1.0,0.81,0.48,0.5,0.0,0.79,0.16999999999999996,0.5,0.0,TwoStageWithin,0.8025,0.1421,0,0.7874
3,125-attributes,exp_107,0.0,0.37280000000074504,1.0,0.78,0.4,0.5,0.0,0.3,0.21000000000000002,0.5,1.0,TwoStageWithin,0.5992,0.9569,1,0.1973
4,125-attributes,exp_23,1.0,1.484,1.0,0.28,0.17,0.5,1.0,0.8300000000000001,0.43,0.5,0.0,TwoStageWithin,0.9504,0.6563,1,0.5256
5,125-attributes,catch_1,1.0,1.4843000000007451,1.0,0.29,0.41,0.5,1.0,0.5900000000000001,0.42000000000000004,0.5,0.0,TwoStageWithin,0.6519,0.0608,0,0.8623
6,125-attributes,exp_59,1.0,0.7443999999985099,1.0,0.41,0.21,0.5,0.0,0.62,0.18,0.5,0.0,TwoStageWithin,0.9745,0.563,1,0.7597
7,125-attributes,exp_1,0.0,0.7523999999985099,1.0,0.79,0.49,0.5,1.0,0.8300000000000001,0.53,0.5,1.0,TwoStageWithin,0.6296,0.9471,1,0.176
8,125-attributes,exp_69,0.0,0.3715,1.0,0.72,0.51,0.5,0.0,0.52,0.42000000000000004,0.5,1.0,TwoStageWithin,0.7371,0.8991,1,0.1223
9,125-attributes,exp_19,1.0,0.7340999999977649,1.0,0.28,0.17,0.5,0.0,0.8300000000000001,0.43,0.5,0.0,TwoStageWithin,0.9504,0.6563,1,1.0487
10,125-attributes,exp_113,0.0,0.7511999999992549,1.0,0.49,0.22,0.5,1.0,0.79,0.42000000000000004,0.5,1.0,TwoStageWithin,0.6542,0.9381,1,1.6039
11,125-attributes,exp_9,0.0,0.3691999999992549,1.0,0.7,0.29,0.5,1.0,0.5,0.18,0.5,1.0,TwoStageWithin,0.7477,0.8929,1,0.6927
12,125-attributes,catch_7,1.0,0.3721999999992549,1.0,0.28,0.48,0.5,1.0,0.52,0.21000000000000002,0.5,0.0,TwoStageWithin,0.4249,0.009,0,1.1602
13,125-attributes,catch_3,1.0,0.367,1.0,0.19,0.38,0.5,1.0,0.6799999999999999,0.58,0.5,0.0,TwoStageWithin,0.5291,0.0253,0,0.4538
14,125-attributes,exp_101,0.0,0.742,1.0,0.58,0.38,0.5,0.0,0.6900000000000001,0.49000000000000005,0.5,1.0,TwoStageWithin,0.7664,0.8813,1,0.2713
15,125-attributes,exp_53,0.0,0.37510000000149013,1.0,0.49,0.32,0.5,0.0,0.82,0.6900000000000001,0.5,1.0,TwoStageWithin,0.6785,0.9282,1,0.5861
16,125-attributes,exp_89,0.0,1.099699999999255,1.0,0.5,0.38,0.5,1.0,0.4,0.3,0.5,1.0,TwoStageWithin,0.9416,0.6778,0,1.8514
17,125-attributes,exp_37,0.0,0.3717000000029802,1.0,0.79,0.7,0.5,0.0,0.32,0.2,0.5,1.0,TwoStageWithin,0.9312,0.293,0,0.5866
18,125-attributes,exp_15,0.0,0.36930000000074503,1.0,0.7,0.29,0.5,1.0,0.5,0.18,0.5,1.0,TwoStageWithin,0.7477,0.8929,1,1.4055
19,125-attributes,catch_9,1.0,0.37859999999776484,1.0,0.48,0.72,0.5,1.0,0.4,0.18,0.5,0.0,TwoStageWithin,0.3702,0.0043,0,0.3299
20,125-attributes,exp_73,0.0,0.7418999999985099,1.0,0.8,0.2,0.5,1.0,0.6799999999999999,0.4,0.5,1.0,TwoStageWithin,0.2706,0.9995,1,0.6729
21,125-attributes,exp_29,0.0,0.37340000000223517,1.0,0.3,0.17,0.5,0.0,0.3,0.2,0.5,1.0,TwoStageWithin,0.9251,0.7118,1,1.0244
22,125-attributes,exp_99,0.0,0.7458999999985099,1.0,0.58,0.38,0.5,0.0,0.6900000000000001,0.49000000000000005,0.5,1.0,TwoStageWithin,0.7664,0.8813,1,0.1409
23,125-attributes,catch_5,1.0,0.37189999999850987,1.0,0.4,0.49,0.5,1.0,0.43,0.32,0.5,0.0,TwoStageWithin,0.7606,0.1135,0,0.283
24,125-attributes,exp_47,1.0,0.7355,1.0,0.81,0.48,0.5,1.0,0.79,0.16999999999999996,0.5,0.0,TwoStageWithin,0.8025,0.1421,0,0.6507
