,subject_id,condition,choice,rt,m1,p1,m0,last_stage_favours,presentation01,g1,g0,p0,choice_formatted,model,pred_mean_rt,pred_p_choose_0,pred_choice,pred_rt
0,12-attributes,exp_59,0.0,0.7242000000029802,0.62,0.21,0.18,0.0,1.0,0.5,0.5,0.41,1.0,TwoStageWithin,0.9421,0.4955,0,2.1716
1,12-attributes,exp_99,1.0,0.7684000000022352,0.6900000000000001,0.38,0.49000000000000005,0.0,1.0,0.5,0.5,0.58,0.0,TwoStageWithin,0.8317,0.7957,1,0.836
2,12-attributes,exp_57,0.0,0.7507999999970197,0.62,0.21,0.18,1.0,1.0,0.5,0.5,0.41,1.0,TwoStageWithin,0.9421,0.4955,0,1.3771
3,12-attributes,exp_89,0.0,0.7478000000007451,0.4,0.38,0.3,1.0,1.0,0.5,0.5,0.5,1.0,TwoStageWithin,0.9271,0.6136,0,1.5196
4,12-attributes,catch_3,1.0,0.557,0.6799999999999999,0.38,0.58,1.0,1.0,0.5,0.5,0.19,0.0,TwoStageWithin,0.6209,0.0598,0,0.5623
5,12-attributes,exp_15,0.0,1.1505,0.5,0.29,0.18,1.0,1.0,0.5,0.5,0.7,1.0,TwoStageWithin,0.8455,0.779,1,1.495
6,12-attributes,exp_23,1.0,2.42879999999702,0.8300000000000001,0.17,0.43,1.0,1.0,0.5,0.5,0.28,0.0,TwoStageWithin,0.9322,0.5917,1,2.8752
7,12-attributes,exp_27,0.0,0.9128000000007451,0.3,0.17,0.2,0.0,1.0,0.5,0.5,0.3,1.0,TwoStageWithin,0.9182,0.6435,1,2.3921
8,12-attributes,exp_37,0.0,0.763300000000745,0.32,0.7,0.2,0.0,1.0,0.5,0.5,0.79,1.0,TwoStageWithin,0.9036,0.3126,0,0.9988
9,12-attributes,exp_73,0.0,0.5706000000014901,0.6799999999999999,0.2,0.4,1.0,1.0,0.5,0.5,0.8,1.0,TwoStageWithin,0.3595,0.9953,1,0.1878
10,12-attributes,exp_3,1.0,0.7801999999992549,0.8300000000000001,0.49,0.53,0.0,1.0,0.5,0.5,0.79,0.0,TwoStageWithin,0.7469,0.8726,1,1.4292
11,12-attributes,exp_25,0.0,0.5303000000007451,0.3,0.17,0.2,1.0,1.0,0.5,0.5,0.3,1.0,TwoStageWithin,0.9182,0.6435,1,0.2715
12,12-attributes,exp_53,0.0,0.5858000000007451,0.82,0.32,0.6900000000000001,0.0,1.0,0.5,0.5,0.49,1.0,TwoStageWithin,0.7567,0.8654,1,0.9849
13,12-attributes,exp_117,0.0,0.5091000000014901,0.79,0.22,0.42000000000000004,0.0,1.0,0.5,0.5,0.49,1.0,TwoStageWithin,0.7586,0.864,1,0.7448
14,12-attributes,catch_9,1.0,0.5745,0.4,0.72,0.18,1.0,1.0,0.5,0.5,0.48,0.0,TwoStageWithin,0.4585,0.0162,0,0.1834
15,12-attributes,catch_5,1.0,0.6088000000007451,0.43,0.49,0.32,1.0,1.0,0.5,0.5,0.4,0.0,TwoStageWithin,0.8049,0.1734,0,1.2607
16,12-attributes,exp_29,0.0,0.5743999999985099,0.3,0.17,0.2,0.0,1.0,0.5,0.5,0.3,1.0,TwoStageWithin,0.9182,0.6435,1,0.3647
17,12-attributes,exp_47,1.0,0.5895,0.79,0.48,0.16999999999999996,1.0,1.0,0.5,0.5,0.81,0.0,TwoStageWithin,0.7597,0.1354,0,0.3534
18,12-attributes,exp_91,0.0,0.595,0.4,0.38,0.3,0.0,1.0,0.5,0.5,0.5,1.0,TwoStageWithin,0.9271,0.6136,1,0.3304
19,12-attributes,exp_35,0.0,0.597,0.32,0.7,0.2,0.0,1.0,0.5,0.5,0.79,1.0,TwoStageWithin,0.9036,0.3126,1,0.286
20,12-attributes,exp_9,0.0,0.5751000000014901,0.5,0.29,0.18,1.0,1.0,0.5,0.5,0.7,1.0,TwoStageWithin,0.8455,0.779,1,2.7323
21,12-attributes,exp_101,1.0,0.5735,0.6900000000000001,0.38,0.49000000000000005,0.0,1.0,0.5,0.5,0.58,0.0,TwoStageWithin,0.8317,0.7957,1,2.6204
22,12-attributes,exp_1,1.0,0.7105,0.8300000000000001,0.49,0.53,1.0,1.0,0.5,0.5,0.79,0.0,TwoStageWithin,0.7469,0.8726,1,0.8185
23,12-attributes,exp_115,0.0,0.620699999999255,0.79,0.22,0.42000000000000004,0.0,1.0,0.5,0.5,0.49,1.0,TwoStageWithin,0.7586,0.864,1,1.81
24,12-attributes,exp_45,1.0,0.5988000000007451,0.79,0.48,0.16999999999999996,0.0,1.0,0.5,0.5,0.81,0.0,TwoStageWithin,0.7597,0.1354,0,0.7966
25,12-attributes,exp_113,0.0,0.9359000000022352,0.79,0.22,0.42000000000000004,1.0,1.0,0.5,0.5,0.49,1.0,TwoStageWithin,0.7586,0.864,1,0.3119
26,12-attributes,catch_1,1.0,0.54,0.5900000000000001,0.41,0.42000000000000004,1.0,1.0,0.5,0.5,0.29,0.0,TwoStageWithin,0.7218,0.1097,1,0.1888
27,12-attributes,exp_19,1.0,0.5563999999985099,0.8300000000000001,0.17,0.43,0.0,1.0,0.5,0.5,0.28,0.0,TwoStageWithin,0.9322,0.5917,0,1.636
28,12-attributes,exp_43,1.0,0.7281999999992549,0.79,0.48,0.16999999999999996,0.0,1.0,0.5,0.5,0.81,0.0,TwoStageWithin,0.7597,0.1354,0,0.9828
29,12-attributes,exp_69,0.0,0.4823000000007451,0.52,0.51,0.42000000000000004,0.0,1.0,0.5,0.5,0.72,1.0,TwoStageWithin,0.8105,0.8187,1,1.2619
30,12-attributes,exp_67,0.0,0.3968999999985099,0.52,0.51,0.42000000000000004,0.0,1.0,0.5,0.5,0.72,1.0,TwoStageWithin,0.8105,0.8187,1,0.5178
31,12-attributes,exp_107,0.0,0.44080000000074504,0.3,0.4,0.21000000000000002,0.0,1.0,0.5,0.5,0.78,1.0,TwoStageWithin,0.7224,0.889,0,0.3133
32,12-attributes,catch_7,1.0,0.5945,0.52,0.48,0.21000000000000002,1.0,1.0,0.5,0.5,0.28,0.0,TwoStageWithin,0.5144,0.0273,0,0.1369
33,12-attributes,exp_65,0.0,0.485,0.52,0.51,0.42000000000000004,1.0,1.0,0.5,0.5,0.72,1.0,TwoStageWithin,0.8105,0.8187,1,3.1344
34,12-attributes,exp_87,0.0,0.4878000000007451,0.8099999999999999,0.29,0.22000000000000003,1.0,1.0,0.5,0.5,0.61,1.0,TwoStageWithin,0.9404,0.5366,0,0.4653
35,12-attributes,exp_61,1.0,0.46729999999701977,0.62,0.21,0.18,0.0,1.0,0.5,0.5,0.41,0.0,TwoStageWithin,0.9421,0.4955,0,1.4012
36,12-attributes,exp_103,0.0,0.5994000000022351,0.6900000000000001,0.38,0.49000000000000005,1.0,1.0,0.5,0.5,0.58,1.0,TwoStageWithin,0.8317,0.7957,1,0.845
37,12-attributes,exp_21,1.0,0.5749000000022352,0.8300000000000001,0.17,0.43,0.0,1.0,0.5,0.5,0.28,0.0,TwoStageWithin,0.9322,0.5917,0,0.7444
38,12-attributes,exp_83,0.0,0.4828000000007451,0.8099999999999999,0.29,0.22000000000000003,0.0,1.0,0.5,0.5,0.61,1.0,TwoStageWithin,0.9404,0.5366,1,1.161
39,12-attributes,exp_75,0.0,0.5363000000007451,0.6799999999999999,0.2,0.4,0.0,1.0,0.5,0.5,0.8,1.0,TwoStageWithin,0.3595,0.9953,1,0.3075
40,12-attributes,catch_17,1.0,0.4961999999992549,0.3,0.68,0.22000000000000003,1.0,1.0,0.5,0.5,0.4,0.0,TwoStageWithin,0.5948,0.0502,0,0.5832
41,12-attributes,exp_39,1.0,0.5125999999977648,0.32,0.7,0.2,1.0,1.0,0.5,0.5,0.79,0.0,TwoStageWithin,0.9036,0.3126,0,1.757
42,12-attributes,exp_85,0.0,0.5125,0.8099999999999999,0.29,0.22000000000000003,0.0,1.0,0.5,0.5,0.61,1.0,TwoStageWithin,0.9404,0.5366,0,0.9552
43,12-attributes,exp_5,1.0,0.5735,0.8300000000000001,0.49,0.53,0.0,1.0,0.5,0.5,0.79,0.0,TwoStageWithin,0.7469,0.8726,1,0.6433
44,12-attributes,catch_15,1.0,0.5309000000022351,0.49000000000000005,0.49,0.3,1.0,1.0,0.5,0.5,0.22,0.0,TwoStageWithin,0.5111,0.0265,0,0.7867
45,12-attributes,exp_95,0.0,0.519,0.4,0.38,0.3,1.0,1.0,0.5,0.5,0.5,1.0,TwoStageWithin,0.9271,0.6136,0,0.7922
46,12-attributes,exp_97,1.0,0.5218000000007451,0.6900000000000001,0.38,0.49000000000000005,1.0,1.0,0.5,0.5,0.58,0.0,TwoStageWithin,0.8317,0.7957,1,0.3688
47,12-attributes,exp_17,1.0,0.6720999999977648,0.8300000000000001,0.17,0.43,1.0,1.0,0.5,0.5,0.28,0.0,TwoStageWithin,0.9322,0.5917,1,1.7052
48,12-attributes,exp_63,0.0,0.536699999999255,0.62,0.21,0.18,1.0,1.0,0.5,0.5,0.41,1.0,TwoStageWithin,0.9421,0.4955,1,0.2252
49,12-attributes,exp_119,0.0,0.5381999999992549,0.79,0.22,0.42000000000000004,1.0,1.0,0.5,0.5,0.49,1.0,TwoStageWithin,0.7586,0.864,1,1.2457
50,12-attributes,exp_77,0.0,0.561199999999255,0.6799999999999999,0.2,0.4,0.0,1.0,0.5,0.5,0.8,1.0,TwoStageWithin,0.3595,0.9953,1,0.4726
51,12-attributes,exp_11,0.0,0.5520999999977648,0.5,0.29,0.18,0.0,1.0,0.5,0.5,0.7,1.0,TwoStageWithin,0.8455,0.779,1,0.3617
52,12-attributes,exp_93,0.0,0.47580000000074507,0.4,0.38,0.3,0.0,1.0,0.5,0.5,0.5,1.0,TwoStageWithin,0.9271,0.6136,0,0.2615
53,12-attributes,exp_41,1.0,0.5898000000007451,0.79,0.48,0.16999999999999996,1.0,1.0,0.5,0.5,0.81,0.0,TwoStageWithin,0.7597,0.1354,0,0.7042
54,12-attributes,exp_7,0.0,0.786699999999255,0.8300000000000001,0.49,0.53,1.0,1.0,0.5,0.5,0.79,1.0,TwoStageWithin,0.7469,0.8726,0,0.8809
55,12-attributes,exp_33,1.0,0.5121999999992549,0.32,0.7,0.2,1.0,1.0,0.5,0.5,0.79,0.0,TwoStageWithin,0.9036,0.3126,0,0.5511
56,12-attributes,exp_31,1.0,0.46379999999701976,0.3,0.17,0.2,1.0,1.0,0.5,0.5,0.3,0.0,TwoStageWithin,0.9182,0.6435,1,0.5607
57,12-attributes,exp_55,0.0,0.5176000000014901,0.82,0.32,0.6900000000000001,1.0,1.0,0.5,0.5,0.49,1.0,TwoStageWithin,0.7567,0.8654,1,0.7425
58,12-attributes,catch_19,1.0,0.443,0.48,0.59,0.31,1.0,1.0,0.5,0.5,0.48,0.0,TwoStageWithin,0.6828,0.0876,0,0.2656
59,12-attributes,catch_11,1.0,0.454,0.5,0.58,0.16999999999999996,1.0,1.0,0.5,0.5,0.18,0.0,TwoStageWithin,0.3546,0.0043,0,0.8158
60,12-attributes,exp_81,1.0,0.5963999999985099,0.8099999999999999,0.29,0.22000000000000003,1.0,1.0,0.5,0.5,0.61,0.0,TwoStageWithin,0.9404,0.5366,0,0.7164
61,12-attributes,exp_51,0.0,0.37880000000074504,0.82,0.32,0.6900000000000001,0.0,1.0,0.5,0.5,0.49,1.0,TwoStageWithin,0.7567,0.8654,1,2.5463
62,12-attributes,exp_13,0.0,0.4941000000014901,0.5,0.29,0.18,0.0,1.0,0.5,0.5,0.7,1.0,TwoStageWithin,0.8455,0.779,1,0.4797
63,12-attributes,exp_49,0.0,0.5368999999985099,0.82,0.32,0.6900000000000001,1.0,1.0,0.5,0.5,0.49,1.0,TwoStageWithin,0.7567,0.8654,1,0.6469
64,12-attributes,exp_105,0.0,0.510300000000745,0.3,0.4,0.21000000000000002,1.0,1.0,0.5,0.5,0.78,1.0,TwoStageWithin,0.7224,0.889,1,0.6892
65,12-attributes,exp_109,0.0,0.4086999999992549,0.3,0.4,0.21000000000000002,0.0,1.0,0.5,0.5,0.78,1.0,TwoStageWithin,0.7224,0.889,1,0.6586
