,subject_id,condition,choice,rt,m1,p1,m0,last_stage_favours,presentation01,g1,g0,p0,choice_formatted,model,pred_mean_rt,pred_p_choose_0,pred_choice,pred_rt
0,96-alternatives,exp_108,0.0,0.5801999999997206,0.3,0.4,0.21000000000000002,0.0,0.0,0.6,0.4,0.78,1.0,TwoStageWithin,0.8022,0.9231,1.0,0.5667
1,96-alternatives,catch_2,1.0,0.31439999999990687,0.4,0.6,0.22000000000000003,1.0,0.0,0.5,0.5,0.38,0.0,TwoStageWithin,0.4824,0.0076,0.0,0.227
2,96-alternatives,exp_22,0.0,0.5526999999997206,0.8300000000000001,0.17,0.43,1.0,0.0,0.6,0.4,0.28,1.0,TwoStageWithin,1.1083,0.4115,1.0,0.9128
3,96-alternatives,exp_20,1.0,0.8824000000003726,0.8300000000000001,0.17,0.43,0.0,0.0,0.6,0.4,0.28,0.0,TwoStageWithin,1.0977,0.6144,0.0,0.7233
4,96-alternatives,exp_52,0.0,1.2670999999996277,0.82,0.32,0.6900000000000001,0.0,0.0,0.6,0.4,0.49,1.0,TwoStageWithin,0.7505,0.9421,1.0,0.8122
5,96-alternatives,exp_36,1.0,2.681200000000186,0.32,0.7,0.2,0.0,0.0,0.6,0.4,0.79,0.0,TwoStageWithin,1.0447,0.2559,0.0,1.3047
6,96-alternatives,exp_42,1.0,0.604,0.79,0.48,0.16999999999999996,0.0,0.0,0.4,0.6,0.81,0.0,TwoStageWithin,0.5823,0.019,0.0,1.1601
7,96-alternatives,catch_6,1.0,0.4683999999999069,0.27,0.59,0.19,1.0,0.0,0.5,0.5,0.23,0.0,TwoStageWithin,0.5366,0.013,0.0,0.4926
8,96-alternatives,exp_68,0.0,0.4078999999999069,0.52,0.51,0.42000000000000004,0.0,0.0,0.6,0.4,0.72,1.0,TwoStageWithin,0.883,0.8833,1.0,0.616
9,96-alternatives,exp_50,0.0,0.5635,0.82,0.32,0.6900000000000001,0.0,0.0,0.4,0.6,0.49,1.0,TwoStageWithin,0.7505,0.9421,1.0,1.7198
10,96-alternatives,exp_116,0.0,0.7207999999998137,0.79,0.22,0.42000000000000004,0.0,0.0,0.6,0.4,0.49,1.0,TwoStageWithin,0.8403,0.9061,1.0,0.7181
11,96-alternatives,exp_26,0.0,0.5174000000003726,0.3,0.17,0.2,0.0,0.0,0.4,0.6,0.3,1.0,TwoStageWithin,1.054,0.7159,1.0,0.5449
12,96-alternatives,exp_104,0.0,0.4788000000002794,0.3,0.4,0.21000000000000002,1.0,0.0,0.4,0.6,0.78,1.0,TwoStageWithin,0.9512,0.8358,1.0,1.1152
13,96-alternatives,exp_46,1.0,0.4617000000001863,0.79,0.48,0.16999999999999996,1.0,0.0,0.6,0.4,0.81,0.0,TwoStageWithin,0.491,0.0083,0.0,0.7828
14,96-alternatives,exp_102,0.0,0.6607000000001862,0.6900000000000001,0.38,0.49000000000000005,1.0,0.0,0.6,0.4,0.58,1.0,TwoStageWithin,1.0566,0.7113,1.0,0.7554
15,96-alternatives,exp_84,1.0,0.7862000000001863,0.8099999999999999,0.29,0.22000000000000003,0.0,0.0,0.6,0.4,0.61,0.0,TwoStageWithin,1.087,0.3363,1.0,0.7869
16,96-alternatives,exp_40,1.0,0.3409000000003725,0.79,0.48,0.16999999999999996,1.0,0.0,0.4,0.6,0.81,0.0,TwoStageWithin,0.491,0.0083,0.0,0.4146
17,96-alternatives,exp_10,1.0,0.7587000000001862,0.5,0.29,0.18,0.0,0.0,0.4,0.6,0.7,0.0,TwoStageWithin,1.0387,0.7401,,
