,subject_id,condition,choice,rt,m1,p1,m0,last_stage_favours,presentation01,g1,g0,p0,choice_formatted,model,pred_mean_rt,pred_p_choose_0,pred_choice,pred_rt
0,147-alternatives,exp_10,0.0,0.4781000000089407,0.5,0.29,0.18,0.0,0.0,0.4,0.6,0.7,1.0,TwoStageWithin,0.335,0.781,1,0.2875
1,147-alternatives,catch_0,0.0,0.4475,0.3,0.72,0.2,1.0,0.0,0.5,0.5,0.19,1.0,TwoStageWithin,0.1943,0.0238,0,0.2484
2,147-alternatives,exp_94,1.0,0.5221000000089407,0.4,0.38,0.3,1.0,0.0,0.6,0.4,0.5,0.0,TwoStageWithin,0.3788,0.5176,0,0.2544
3,147-alternatives,exp_104,0.0,0.498,0.3,0.4,0.21000000000000002,1.0,0.0,0.4,0.6,0.78,1.0,TwoStageWithin,0.3036,0.8544,1,0.1574
4,147-alternatives,exp_82,1.0,0.5205,0.8099999999999999,0.29,0.22000000000000003,0.0,0.0,0.4,0.6,0.61,0.0,TwoStageWithin,0.3721,0.616,1,0.7057
5,147-alternatives,exp_42,0.0,0.4828999999910593,0.79,0.48,0.16999999999999996,0.0,0.0,0.4,0.6,0.81,1.0,TwoStageWithin,0.3546,0.2861,0,0.6774
6,147-alternatives,exp_114,0.0,0.34770000000298024,0.79,0.22,0.42000000000000004,0.0,0.0,0.4,0.6,0.49,1.0,TwoStageWithin,0.3081,0.8457,1,0.431
7,147-alternatives,exp_30,0.0,0.829199999988079,0.3,0.17,0.2,1.0,0.0,0.6,0.4,0.3,1.0,TwoStageWithin,0.3763,0.5733,0,0.1086
8,147-alternatives,exp_96,0.0,0.43870000000298015,0.6900000000000001,0.38,0.49000000000000005,1.0,0.0,0.4,0.6,0.58,1.0,TwoStageWithin,0.3332,0.7863,1,0.3035
9,147-alternatives,exp_74,0.0,0.44279999999701974,0.6799999999999999,0.2,0.4,0.0,0.0,0.4,0.6,0.8,1.0,TwoStageWithin,0.1687,0.9877,1,0.1325
10,147-alternatives,exp_20,1.0,0.43609999999403953,0.8300000000000001,0.17,0.43,0.0,0.0,0.6,0.4,0.28,0.0,TwoStageWithin,0.3776,0.5526,0,0.7421
11,147-alternatives,exp_52,1.0,0.11540000000596047,0.82,0.32,0.6900000000000001,0.0,0.0,0.6,0.4,0.49,0.0,TwoStageWithin,0.3427,0.7576,1,0.0854
12,147-alternatives,exp_46,1.0,0.2928000000119209,0.79,0.48,0.16999999999999996,1.0,0.0,0.6,0.4,0.81,0.0,TwoStageWithin,0.3059,0.1501,0,0.4922
13,147-alternatives,exp_98,0.0,0.2265,0.6900000000000001,0.38,0.49000000000000005,0.0,0.0,0.4,0.6,0.58,1.0,TwoStageWithin,0.3252,0.8073,1,0.2486
14,147-alternatives,exp_64,0.0,0.119,0.52,0.51,0.42000000000000004,1.0,0.0,0.4,0.6,0.72,1.0,TwoStageWithin,0.3235,0.8114,1,0.0818
15,147-alternatives,catch_6,1.0,0.029,0.27,0.59,0.19,1.0,0.0,0.5,0.5,0.23,0.0,TwoStageWithin,0.2575,0.0762,0,0.1356
16,147-alternatives,exp_68,0.0,0.2728999999910593,0.52,0.51,0.42000000000000004,0.0,0.0,0.6,0.4,0.72,1.0,TwoStageWithin,0.3587,0.6962,1,0.1366
17,147-alternatives,exp_58,0.0,0.6050999999940395,0.62,0.21,0.18,0.0,0.0,0.4,0.6,0.41,1.0,TwoStageWithin,0.3772,0.5592,0,0.4694
18,147-alternatives,exp_78,0.0,0.389,0.6799999999999999,0.2,0.4,1.0,0.0,0.6,0.4,0.8,1.0,TwoStageWithin,0.1975,0.9745,1,0.0497
19,147-alternatives,exp_50,0.0,0.07190000000596046,0.82,0.32,0.6900000000000001,0.0,0.0,0.4,0.6,0.49,1.0,TwoStageWithin,0.3027,0.8562,1,0.3757
20,147-alternatives,exp_102,1.0,0.1505,0.6900000000000001,0.38,0.49000000000000005,1.0,0.0,0.6,0.4,0.58,0.0,TwoStageWithin,0.3665,0.655,0,0.1751
21,147-alternatives,exp_18,1.0,0.15340000000596046,0.8300000000000001,0.17,0.43,0.0,0.0,0.4,0.6,0.28,0.0,TwoStageWithin,0.3706,0.6276,1,0.1235
22,147-alternatives,exp_26,0.0,0.13279999999701977,0.3,0.17,0.2,0.0,0.0,0.4,0.6,0.3,1.0,TwoStageWithin,0.367,0.652,1,0.6747
23,147-alternatives,exp_60,1.0,0.2621999999880791,0.62,0.21,0.18,0.0,0.0,0.6,0.4,0.41,0.0,TwoStageWithin,0.3788,0.4831,0,0.5361
24,147-alternatives,exp_116,0.0,0.3055,0.79,0.22,0.42000000000000004,0.0,0.0,0.6,0.4,0.49,1.0,TwoStageWithin,0.3374,0.7741,1,0.2884
25,147-alternatives,exp_40,1.0,0.26679999999701975,0.79,0.48,0.16999999999999996,1.0,0.0,0.4,0.6,0.81,0.0,TwoStageWithin,0.3479,0.2603,0,0.3002
26,147-alternatives,catch_4,1.0,0.12570000000298023,0.73,0.31,0.4,1.0,0.0,0.5,0.5,0.19,0.0,TwoStageWithin,0.2987,0.1365,0,0.4618
27,147-alternatives,exp_108,0.0,0.06290000000596047,0.3,0.4,0.21000000000000002,0.0,0.0,0.6,0.4,0.78,1.0,TwoStageWithin,0.3281,0.7999,0,0.1588
28,147-alternatives,catch_8,1.0,0.30890000000596046,0.5,0.32,0.37,1.0,0.0,0.5,0.5,0.22,0.0,TwoStageWithin,0.34,0.234,0,0.2797
29,147-alternatives,exp_8,0.0,0.2644000000059605,0.5,0.29,0.18,1.0,0.0,0.4,0.6,0.7,1.0,TwoStageWithin,0.3426,0.7579,1,0.0424
30,147-alternatives,exp_36,0.0,0.2603999999910593,0.32,0.7,0.2,0.0,0.0,0.6,0.4,0.79,1.0,TwoStageWithin,0.3584,0.3023,1,0.2042
31,147-alternatives,catch_2,1.0,0.2947999999970198,0.4,0.6,0.22000000000000003,1.0,0.0,0.5,0.5,0.38,0.0,TwoStageWithin,0.2575,0.0763,0,0.1457
32,147-alternatives,exp_88,0.0,0.06220000000298023,0.4,0.38,0.3,1.0,0.0,0.4,0.6,0.5,1.0,TwoStageWithin,0.3702,0.6304,1,0.0908
33,147-alternatives,exp_22,1.0,0.3625,0.8300000000000001,0.17,0.43,1.0,0.0,0.6,0.4,0.28,0.0,TwoStageWithin,0.3788,0.5203,1,0.2032
34,147-alternatives,exp_80,1.0,0.5066000000089407,0.8099999999999999,0.29,0.22000000000000003,1.0,0.0,0.4,0.6,0.61,0.0,TwoStageWithin,0.3753,0.5848,1,1.4712
35,147-alternatives,exp_90,0.0,0.3017999999970198,0.4,0.38,0.3,0.0,0.0,0.4,0.6,0.5,1.0,TwoStageWithin,0.3657,0.6602,1,0.1836
36,147-alternatives,exp_84,1.0,0.8137999999970198,0.8099999999999999,0.29,0.22000000000000003,0.0,0.0,0.6,0.4,0.61,0.0,TwoStageWithin,0.379,0.4941,1,0.1857
37,147-alternatives,exp_38,0.0,0.18820000000298023,0.32,0.7,0.2,1.0,0.0,0.6,0.4,0.79,1.0,TwoStageWithin,0.352,0.2757,0,0.1868
38,147-alternatives,exp_72,0.0,0.0916000000089407,0.6799999999999999,0.2,0.4,1.0,0.0,0.4,0.6,0.8,1.0,TwoStageWithin,0.1732,0.986,1,0.0583
39,147-alternatives,exp_4,0.0,0.2699000000059605,0.8300000000000001,0.49,0.53,0.0,0.0,0.6,0.4,0.79,1.0,TwoStageWithin,0.3472,0.7422,1,0.1377
40,147-alternatives,exp_118,0.0,0.16440000000596047,0.79,0.22,0.42000000000000004,1.0,0.0,0.6,0.4,0.49,1.0,TwoStageWithin,0.3448,0.7506,1,0.551
41,147-alternatives,exp_48,0.0,0.23059999999403957,0.82,0.32,0.6900000000000001,1.0,0.0,0.4,0.6,0.49,1.0,TwoStageWithin,0.3111,0.8394,1,0.1908
42,147-alternatives,catch_10,1.0,0.15309999999403953,0.32,0.51,0.16999999999999996,1.0,0.0,0.5,0.5,0.31,0.0,TwoStageWithin,0.2894,0.1204,0,0.512
43,147-alternatives,exp_106,0.0,0.6402000000029803,0.3,0.4,0.21000000000000002,0.0,0.0,0.4,0.6,0.78,1.0,TwoStageWithin,0.2952,0.8698,0,0.2818
44,147-alternatives,exp_28,0.0,1.7002999999970199,0.3,0.17,0.2,0.0,0.0,0.6,0.4,0.3,1.0,TwoStageWithin,0.3734,0.6048,0,0.1284
45,147-alternatives,exp_76,0.0,0.1688999999910593,0.6799999999999999,0.2,0.4,0.0,0.0,0.6,0.4,0.8,1.0,TwoStageWithin,0.1919,0.9775,1,0.1049
46,147-alternatives,exp_110,0.0,0.26279999999701975,0.3,0.4,0.21000000000000002,1.0,0.0,0.6,0.4,0.78,1.0,TwoStageWithin,0.336,0.7783,0,0.2983
47,147-alternatives,exp_92,0.0,0.2729000000059605,0.4,0.38,0.3,0.0,0.0,0.6,0.4,0.5,1.0,TwoStageWithin,0.3777,0.55,1,0.1423
48,147-alternatives,exp_14,0.0,0.125,0.5,0.29,0.18,1.0,0.0,0.6,0.4,0.7,1.0,TwoStageWithin,0.3646,0.6664,1,1.5568
49,147-alternatives,exp_16,1.0,0.11420000000298025,0.8300000000000001,0.17,0.43,1.0,0.0,0.4,0.6,0.28,0.0,TwoStageWithin,0.3742,0.5967,1,0.5338
50,147-alternatives,exp_66,0.0,0.2489000000059605,0.52,0.51,0.42000000000000004,0.0,0.0,0.4,0.6,0.72,1.0,TwoStageWithin,0.3153,0.8305,1,0.0483
51,147-alternatives,exp_100,0.0,0.2604000000059605,0.6900000000000001,0.38,0.49000000000000005,0.0,0.0,0.6,0.4,0.58,1.0,TwoStageWithin,0.3613,0.6837,1,0.3593
