,subject_id,condition,choice,rt,m1,p1,m0,last_stage_favours,presentation01,g1,g0,p0,choice_formatted,model,pred_mean_rt,pred_p_choose_0,pred_choice,pred_rt
0,90-alternatives,exp_52,0.0,0.42791500000748783,0.82,0.32,0.6900000000000001,0.0,0.0,0.6,0.4,0.49,1.0,TwoStageWithin,0.8066,0.9514,1,0.5958
1,90-alternatives,exp_96,0.0,0.5361100000154693,0.6900000000000001,0.38,0.49000000000000005,1.0,0.0,0.4,0.6,0.58,1.0,TwoStageWithin,0.8612,0.9349,1,0.5606
2,90-alternatives,exp_58,1.0,0.5595800000010058,0.62,0.21,0.18,0.0,0.0,0.4,0.6,0.41,0.0,TwoStageWithin,1.1972,0.6259,0,0.4858
3,90-alternatives,exp_88,0.0,0.6107599999813829,0.4,0.38,0.3,1.0,0.0,0.4,0.6,0.5,1.0,TwoStageWithin,1.1423,0.7361,0,0.8449
4,90-alternatives,exp_80,0.0,0.5634750000026543,0.8099999999999999,0.29,0.22000000000000003,1.0,0.0,0.4,0.6,0.61,1.0,TwoStageWithin,1.1273,0.7567,1,0.2931
5,90-alternatives,catch_6,1.0,0.823450000025332,0.27,0.59,0.19,1.0,0.0,0.5,0.5,0.23,0.0,TwoStageWithin,0.473,0.0035,0,0.4834
6,90-alternatives,exp_78,0.0,0.6589750000275671,0.6799999999999999,0.2,0.4,1.0,0.0,0.6,0.4,0.8,1.0,TwoStageWithin,0.2948,0.9999,1,0.3384
7,90-alternatives,exp_42,1.0,0.5429299999959767,0.79,0.48,0.16999999999999996,0.0,0.0,0.4,0.6,0.81,0.0,TwoStageWithin,1.0663,0.1654,0,0.5204
8,90-alternatives,exp_20,1.0,0.728609999991022,0.8300000000000001,0.17,0.43,0.0,0.0,0.6,0.4,0.28,0.0,TwoStageWithin,1.1755,0.6789,1,3.1231
9,90-alternatives,exp_8,0.0,0.6097299999964889,0.5,0.29,0.18,1.0,0.0,0.4,0.6,0.7,1.0,TwoStageWithin,0.8191,0.9479,1,0.2816
10,90-alternatives,exp_94,0.0,0.6025099999969825,0.4,0.38,0.3,1.0,0.0,0.6,0.4,0.5,1.0,TwoStageWithin,1.1737,0.6826,0,1.4362
11,90-alternatives,exp_10,0.0,0.6984799999918323,0.5,0.29,0.18,0.0,0.0,0.4,0.6,0.7,1.0,TwoStageWithin,0.8112,0.9501,1,0.3196
12,90-alternatives,exp_50,0.0,0.3888800000131596,0.82,0.32,0.6900000000000001,0.0,0.0,0.4,0.6,0.49,1.0,TwoStageWithin,0.7477,0.9653,1,0.6514
