subject_id,alternatives,attributes,diff
0,8.7029,11.619699999999995,-2.916799999999995
1,-4.005400000000009,0.15200000000000102,-4.15740000000001
2,-9.567799999999998,2.7019,-12.269699999999998
3,1.745199999999997,13.8673,-12.122100000000003
4,0.5670000000000073,2.9649,-2.397899999999993
5,-2.5045999999999964,1.1884999999999906,-3.693099999999987
6,-0.6766999999999825,3.8803000000000054,-4.556999999999988
7,-3.3511000000000024,2.479299999999995,-5.830399999999997
8,4.420700000000011,6.280599999999993,-1.859899999999982
9,2.549199999999999,10.27430000000001,-7.725100000000012
10,17.2354,21.75059999999999,-4.515199999999993
11,2.6345000000000027,2.197100000000006,0.4373999999999967
12,-2.126100000000008,-2.447499999999991,0.3213999999999828
13,-6.230899999999991,-7.703199999999995,1.4723000000000042
14,-0.6423000000000059,3.910899999999998,-4.553200000000004
15,-2.604300000000002,13.8994,-16.503700000000002
16,-0.183400000000006,4.502199999999988,-4.685599999999994
17,4.695600000000013,-1.3240999999999872,6.0197
18,-5.314999999999998,-0.9436000000000035,-4.371399999999994
19,9.867200000000004,13.828500000000005,-3.9613000000000014
