,subject_id,condition,choice,rt,gp,p1,last_stage_favours,m1,m0,gm,p0,presentation01,choice_formatted,model,pred_mean_rt,pred_p_choose_0,pred_choice,pred_rt
0,7-TwoStageBetween,exp_117,0.0,0.1025,0.4,0.22,0.0,0.79,0.42,0.6,0.49,1.0,0.0,TwoStageBetween,0.5685,0.4938,1,0.1838
1,7-TwoStageBetween,exp_88,0.0,0.2365,0.5,0.38,1.0,0.4,0.3,0.5,0.5,0.0,0.0,TwoStageBetween,0.5656,0.5621,1,0.6443
2,7-TwoStageBetween,catch_9,0.0,0.4738,0.5,0.72,1.0,0.4,0.18,0.5,0.48,1.0,0.0,TwoStageBetween,0.5655,0.4365,1,0.4674
3,7-TwoStageBetween,exp_15,1.0,0.5946,0.4,0.29,1.0,0.5,0.18,0.6,0.7,1.0,1.0,TwoStageBetween,0.5166,0.7531,0,0.1311
4,7-TwoStageBetween,exp_52,1.0,0.2998,0.5,0.32,0.0,0.82,0.6900000000000001,0.5,0.49,0.0,1.0,TwoStageBetween,0.5572,0.622,0,0.6163
5,7-TwoStageBetween,exp_60,1.0,0.9244,0.5,0.21,0.0,0.62,0.18,0.5,0.41,0.0,1.0,TwoStageBetween,0.5607,0.6015,1,0.2723
6,7-TwoStageBetween,exp_108,0.0,0.5973,0.5,0.4,0.0,0.3,0.21,0.5,0.78,0.0,0.0,TwoStageBetween,0.545,0.6741,1,0.1581
7,7-TwoStageBetween,exp_19,0.0,0.457,0.6,0.17,0.0,0.8300000000000001,0.43,0.4,0.28,1.0,0.0,TwoStageBetween,0.5682,0.4807,1,0.2816
8,7-TwoStageBetween,catch_6,0.0,0.531,0.5,0.59,1.0,0.27,0.19,0.5,0.23,0.0,0.0,TwoStageBetween,0.4967,0.2071,0,0.3216
9,7-TwoStageBetween,catch_1,0.0,0.1477,0.5,0.41,1.0,0.5900000000000001,0.42,0.5,0.29,1.0,0.0,TwoStageBetween,0.5685,0.5002,1,0.168
10,7-TwoStageBetween,exp_36,1.0,2.3038,0.5,0.7,0.0,0.32,0.2,0.5,0.79,0.0,1.0,TwoStageBetween,0.5685,0.4921,0,0.2534
11,7-TwoStageBetween,exp_27,1.0,0.4416,0.6,0.17,0.0,0.3,0.2,0.4,0.3,1.0,1.0,TwoStageBetween,0.568,0.527,0,0.0712
12,7-TwoStageBetween,exp_1,1.0,0.5001,0.6,0.49,1.0,0.8300000000000001,0.53,0.4,0.79,1.0,1.0,TwoStageBetween,0.5109,0.7654,0,0.3857
13,7-TwoStageBetween,exp_102,0.0,0.4822,0.5,0.38,1.0,0.6900000000000001,0.49,0.5,0.58,0.0,0.0,TwoStageBetween,0.5603,0.6042,1,0.1369
