,subject_id,condition,choice,rt,gp,p1,last_stage_favours,m1,m0,gm,p0,presentation01,choice_formatted,model,pred_mean_rt,pred_p_choose_0,pred_choice,pred_rt
0,8-TwoStageBetween,exp_69,1.0,0.5954,0.4,0.51,0.0,0.52,0.42,0.6,0.72,1.0,1.0,TwoStageBetween,0.5411,0.6533,1,0.2668
1,8-TwoStageBetween,exp_59,1.0,0.2388,0.6,0.21,0.0,0.62,0.18,0.4,0.41,1.0,1.0,TwoStageBetween,0.5588,0.4875,0,0.2437
2,8-TwoStageBetween,catch_5,0.0,0.2099,0.5,0.49,1.0,0.43,0.32,0.5,0.4,1.0,0.0,TwoStageBetween,0.4656,0.1697,1,0.3008
3,8-TwoStageBetween,exp_96,1.0,0.8211,0.5,0.38,1.0,0.6900000000000001,0.49,0.5,0.58,0.0,1.0,TwoStageBetween,0.5501,0.6082,1,0.1062
4,8-TwoStageBetween,exp_10,0.0,1.0867,0.5,0.29,0.0,0.5,0.18,0.5,0.7,0.0,0.0,TwoStageBetween,0.5566,0.555,1,0.2951
5,8-TwoStageBetween,exp_40,0.0,1.7986,0.5,0.48,1.0,0.79,0.1699999999999999,0.5,0.81,0.0,0.0,TwoStageBetween,0.4645,0.1681,0,0.3441
6,8-TwoStageBetween,exp_60,0.0,0.2436,0.5,0.21,0.0,0.62,0.18,0.5,0.41,0.0,0.0,TwoStageBetween,0.5359,0.3264,1,0.7227
7,8-TwoStageBetween,exp_99,1.0,0.3039,0.6,0.38,0.0,0.6900000000000001,0.49,0.4,0.58,1.0,1.0,TwoStageBetween,0.5254,0.7076,1,0.2739
8,8-TwoStageBetween,exp_90,1.0,0.9,0.5,0.38,0.0,0.4,0.3,0.5,0.5,0.0,1.0,TwoStageBetween,0.5581,0.5329,0,0.3728
9,8-TwoStageBetween,exp_102,0.0,0.7204,0.5,0.38,1.0,0.6900000000000001,0.49,0.5,0.58,0.0,0.0,TwoStageBetween,0.5501,0.6082,0,0.2523
10,8-TwoStageBetween,exp_22,1.0,0.5305,0.5,0.17,1.0,0.8300000000000001,0.43,0.5,0.28,0.0,1.0,TwoStageBetween,0.5587,0.4841,0,0.5321
11,8-TwoStageBetween,catch_2,0.0,0.1464,0.5,0.6,1.0,0.4,0.22,0.5,0.38,0.0,0.0,TwoStageBetween,0.3551,0.0581,0,0.1675
12,8-TwoStageBetween,catch_4,0.0,0.2008,0.5,0.31,1.0,0.73,0.4,0.5,0.19,0.0,0.0,TwoStageBetween,0.3466,0.0527,0,0.1509
13,8-TwoStageBetween,exp_82,0.0,0.1198,0.5,0.29,0.0,0.8099999999999999,0.22,0.5,0.61,0.0,0.0,TwoStageBetween,0.541,0.3463,0,0.379
14,8-TwoStageBetween,exp_115,1.0,0.1246,0.6,0.22,0.0,0.79,0.42,0.4,0.49,1.0,1.0,TwoStageBetween,0.4812,0.8052,0,0.6508
15,8-TwoStageBetween,catch_7,0.0,0.5014,0.5,0.48,1.0,0.52,0.21,0.5,0.28,1.0,0.0,TwoStageBetween,0.2736,0.0192,0,0.251
16,8-TwoStageBetween,exp_88,1.0,0.4561,0.5,0.38,1.0,0.4,0.3,0.5,0.5,0.0,1.0,TwoStageBetween,0.5581,0.5329,0,1.8304
17,8-TwoStageBetween,exp_67,1.0,0.1826,0.6,0.51,0.0,0.52,0.42,0.4,0.72,1.0,1.0,TwoStageBetween,0.5232,0.714,1,0.2091
18,8-TwoStageBetween,exp_80,0.0,0.2273,0.5,0.29,1.0,0.8099999999999999,0.22,0.5,0.61,0.0,0.0,TwoStageBetween,0.541,0.3463,1,0.2285
19,8-TwoStageBetween,exp_74,1.0,0.3987,0.5,0.2,0.0,0.6799999999999999,0.4,0.5,0.8,0.0,1.0,TwoStageBetween,0.3901,0.9157,1,0.3336
20,8-TwoStageBetween,exp_46,0.0,0.2989,0.5,0.48,1.0,0.79,0.1699999999999999,0.5,0.81,0.0,0.0,TwoStageBetween,0.4645,0.1681,0,0.2061
21,8-TwoStageBetween,exp_20,1.0,0.0927,0.5,0.17,0.0,0.8300000000000001,0.43,0.5,0.28,0.0,1.0,TwoStageBetween,0.5587,0.4841,0,0.3272
22,8-TwoStageBetween,exp_107,1.0,0.2422,0.6,0.4,0.0,0.3,0.21,0.4,0.78,1.0,1.0,TwoStageBetween,0.4637,0.8331,1,0.8409
23,8-TwoStageBetween,exp_43,0.0,0.1709,0.6,0.48,0.0,0.79,0.1699999999999999,0.4,0.81,1.0,0.0,TwoStageBetween,0.523,0.2852,0,0.9914
24,8-TwoStageBetween,exp_26,1.0,0.6014,0.5,0.17,0.0,0.3,0.2,0.5,0.3,0.0,1.0,TwoStageBetween,0.537,0.6695,1,1.1099
25,8-TwoStageBetween,exp_101,0.0,1.0064,0.4,0.38,0.0,0.6900000000000001,0.49,0.6,0.58,1.0,0.0,TwoStageBetween,0.5474,0.6238,1,0.5736
26,8-TwoStageBetween,exp_1,0.0,0.7458,0.6,0.49,1.0,0.8300000000000001,0.53,0.4,0.79,1.0,0.0,TwoStageBetween,0.5542,0.5791,0,0.1374
27,8-TwoStageBetween,exp_47,0.0,1.4076,0.4,0.48,1.0,0.79,0.1699999999999999,0.6,0.81,1.0,0.0,TwoStageBetween,0.3998,0.0928,0,0.196
28,8-TwoStageBetween,exp_91,1.0,0.1628,0.6,0.38,0.0,0.4,0.3,0.4,0.5,1.0,1.0,TwoStageBetween,0.5465,0.6282,0,0.411
29,8-TwoStageBetween,catch_6,0.0,0.5937,0.5,0.59,1.0,0.27,0.19,0.5,0.23,0.0,0.0,TwoStageBetween,0.2995,0.0287,0,0.1575
30,8-TwoStageBetween,exp_64,0.0,0.1967,0.5,0.51,1.0,0.52,0.42,0.5,0.72,0.0,0.0,TwoStageBetween,0.5468,0.6269,1,3.2262
31,8-TwoStageBetween,exp_19,0.0,0.4625,0.6,0.17,0.0,0.8300000000000001,0.43,0.4,0.28,1.0,0.0,TwoStageBetween,0.5491,0.6143,1,1.2073
32,8-TwoStageBetween,exp_57,0.0,0.2298,0.6,0.21,1.0,0.62,0.18,0.4,0.41,1.0,0.0,TwoStageBetween,0.5449,0.3635,0,0.4339
33,8-TwoStageBetween,exp_78,1.0,0.2387,0.5,0.2,1.0,0.6799999999999999,0.4,0.5,0.8,0.0,1.0,TwoStageBetween,0.3901,0.9157,1,1.3968
34,8-TwoStageBetween,exp_29,1.0,0.3607,0.4,0.17,0.0,0.3,0.2,0.6,0.3,1.0,1.0,TwoStageBetween,0.5361,0.6729,0,0.2662
35,8-TwoStageBetween,exp_27,1.0,0.8662,0.6,0.17,0.0,0.3,0.2,0.4,0.3,1.0,1.0,TwoStageBetween,0.5005,0.7688,0,0.5805
36,8-TwoStageBetween,exp_84,0.0,1.1612,0.5,0.29,0.0,0.8099999999999999,0.22,0.5,0.61,0.0,0.0,TwoStageBetween,0.541,0.3463,0,0.3827
37,8-TwoStageBetween,catch_1,0.0,0.2341,0.5,0.41,1.0,0.5900000000000001,0.42,0.5,0.29,1.0,0.0,TwoStageBetween,0.4146,0.107,0,0.0754
38,8-TwoStageBetween,exp_98,0.0,0.2338,0.5,0.38,0.0,0.6900000000000001,0.49,0.5,0.58,0.0,0.0,TwoStageBetween,0.5501,0.6082,1,0.4182
39,8-TwoStageBetween,exp_25,0.0,0.63,0.6,0.17,1.0,0.3,0.2,0.4,0.3,1.0,0.0,TwoStageBetween,0.5379,0.6662,0,1.0852
40,8-TwoStageBetween,exp_117,1.0,0.7744,0.4,0.22,0.0,0.79,0.42,0.6,0.49,1.0,1.0,TwoStageBetween,0.5354,0.6753,1,0.1725
41,8-TwoStageBetween,catch_9,0.0,0.6856,0.5,0.72,1.0,0.4,0.18,0.5,0.48,1.0,0.0,TwoStageBetween,0.3131,0.0347,0,1.5361
42,8-TwoStageBetween,exp_114,1.0,0.0453,0.5,0.22,0.0,0.79,0.42,0.5,0.49,0.0,1.0,TwoStageBetween,0.5298,0.6943,1,0.8262
43,8-TwoStageBetween,exp_113,1.0,0.2173,0.6,0.22,1.0,0.79,0.42,0.4,0.49,1.0,1.0,TwoStageBetween,0.5237,0.7127,1,0.9537
44,8-TwoStageBetween,exp_89,1.0,0.1099,0.6,0.38,1.0,0.4,0.3,0.4,0.5,1.0,1.0,TwoStageBetween,0.5589,0.5036,1,0.2319
45,8-TwoStageBetween,exp_94,0.0,0.6257,0.5,0.38,1.0,0.4,0.3,0.5,0.5,0.0,0.0,TwoStageBetween,0.5581,0.5329,0,0.3628
46,8-TwoStageBetween,exp_73,1.0,0.1009,0.6,0.2,1.0,0.6799999999999999,0.4,0.4,0.8,1.0,1.0,TwoStageBetween,0.3732,0.9292,1,0.4048
47,8-TwoStageBetween,exp_23,0.0,0.6733,0.4,0.17,1.0,0.8300000000000001,0.43,0.6,0.28,1.0,0.0,TwoStageBetween,0.5432,0.356,1,0.2585
48,8-TwoStageBetween,catch_0,0.0,0.1515,0.5,0.72,1.0,0.3,0.2,0.5,0.19,0.0,0.0,TwoStageBetween,0.2421,0.0107,0,0.2441
49,8-TwoStageBetween,catch_3,0.0,0.2526,0.5,0.38,1.0,0.6799999999999999,0.58,0.5,0.19,1.0,0.0,TwoStageBetween,0.3647,0.0646,0,0.2519
