,subject_id,condition,choice,rt,gp,p1,last_stage_favours,m1,m0,gm,p0,presentation01,choice_formatted,model,pred_mean_rt,pred_p_choose_0,pred_choice,pred_rt
0,7-TwoStageMixtureNoScaling,exp_117,1.0,0.1471,0.4,0.22,0.0,0.79,0.42,0.6,0.49,1.0,1.0,TwoStageBetween,0.496,0.6349,1,0.2831
1,7-TwoStageMixtureNoScaling,exp_88,1.0,0.6903,0.5,0.38,1.0,0.4,0.3,0.5,0.5,0.0,1.0,TwoStageBetween,0.508,0.5279,1,0.0629
2,7-TwoStageMixtureNoScaling,catch_9,1.0,0.1948,0.5,0.72,1.0,0.4,0.18,0.5,0.48,1.0,1.0,TwoStageBetween,0.4747,0.2821,1,0.2948
3,7-TwoStageMixtureNoScaling,exp_15,0.0,0.2405,0.4,0.29,1.0,0.5,0.18,0.6,0.7,1.0,0.0,TwoStageBetween,0.5073,0.4584,0,1.0441
4,7-TwoStageMixtureNoScaling,exp_52,1.0,0.6158,0.5,0.32,0.0,0.82,0.6900000000000001,0.5,0.49,0.0,1.0,TwoStageBetween,0.5053,0.5687,1,0.5097
5,7-TwoStageMixtureNoScaling,exp_60,0.0,0.5492,0.5,0.21,0.0,0.62,0.18,0.5,0.41,0.0,0.0,TwoStageBetween,0.5081,0.5245,0,0.8132
6,7-TwoStageMixtureNoScaling,exp_108,1.0,0.6979,0.5,0.4,0.0,0.3,0.21,0.5,0.78,0.0,1.0,TwoStageBetween,0.5022,0.5962,0,0.3718
7,7-TwoStageMixtureNoScaling,exp_19,1.0,0.2676,0.6,0.17,0.0,0.8300000000000001,0.43,0.4,0.28,1.0,1.0,TwoStageBetween,0.4954,0.6377,1,0.0978
8,7-TwoStageMixtureNoScaling,catch_6,0.0,0.7122,0.5,0.59,1.0,0.27,0.19,0.5,0.23,0.0,0.0,TwoStageBetween,0.4797,0.2981,0,0.4625
9,7-TwoStageMixtureNoScaling,catch_1,0.0,0.2666,0.5,0.41,1.0,0.5900000000000001,0.42,0.5,0.29,1.0,0.0,TwoStageBetween,0.4876,0.327,1,0.8994
10,7-TwoStageMixtureNoScaling,exp_36,1.0,2.6843,0.5,0.7,0.0,0.32,0.2,0.5,0.79,0.0,1.0,TwoStageBetween,0.5082,0.4795,1,0.3893
11,7-TwoStageMixtureNoScaling,exp_27,0.0,0.0775,0.6,0.17,0.0,0.3,0.2,0.4,0.3,1.0,0.0,TwoStageBetween,0.4886,0.669,1,1.7044
12,7-TwoStageMixtureNoScaling,exp_1,1.0,0.5292,0.6,0.49,1.0,0.8300000000000001,0.53,0.4,0.79,1.0,1.0,TwoStageBetween,0.5085,0.4982,1,0.7196
13,7-TwoStageMixtureNoScaling,exp_102,0.0,0.7978,0.5,0.38,1.0,0.6900000000000001,0.49,0.5,0.58,0.0,0.0,TwoStageBetween,0.5067,0.552,0,0.6542
14,7-TwoStageMixtureNoScaling,catch_4,0.0,0.2375,0.5,0.31,1.0,0.73,0.4,0.5,0.19,0.0,0.0,TwoStageBetween,0.4928,0.3492,1,0.3519
15,7-TwoStageMixtureNoScaling,exp_94,0.0,0.377,0.5,0.38,1.0,0.4,0.3,0.5,0.5,0.0,0.0,TwoStageBetween,0.508,0.5279,1,0.5114
16,7-TwoStageMixtureNoScaling,exp_68,0.0,0.3908,0.5,0.51,0.0,0.52,0.42,0.5,0.72,0.0,0.0,TwoStageBetween,0.5069,0.549,1,0.1708
17,7-TwoStageMixtureNoScaling,exp_3,1.0,0.2683,0.6,0.49,0.0,0.8300000000000001,0.53,0.4,0.79,1.0,1.0,TwoStageBetween,0.4934,0.6479,0,0.3623
18,7-TwoStageMixtureNoScaling,exp_53,0.0,1.0988,0.4,0.32,0.0,0.82,0.6900000000000001,0.6,0.49,1.0,0.0,TwoStageBetween,0.4975,0.6269,1,1.5342
19,7-TwoStageMixtureNoScaling,exp_80,1.0,0.2619,0.5,0.29,1.0,0.8099999999999999,0.22,0.5,0.61,0.0,1.0,TwoStageBetween,0.5077,0.5335,0,0.1058
20,7-TwoStageMixtureNoScaling,exp_26,1.0,0.256,0.5,0.17,0.0,0.3,0.2,0.5,0.3,0.0,1.0,TwoStageBetween,0.5048,0.5737,1,0.1621
21,7-TwoStageMixtureNoScaling,exp_67,0.0,0.2769,0.6,0.51,0.0,0.52,0.42,0.4,0.72,1.0,0.0,TwoStageBetween,0.4955,0.6373,1,0.646
22,7-TwoStageMixtureNoScaling,exp_114,0.0,0.5378,0.5,0.22,0.0,0.79,0.42,0.5,0.49,0.0,0.0,TwoStageBetween,0.5024,0.5949,1,0.1157
23,7-TwoStageMixtureNoScaling,exp_25,0.0,0.1318,0.6,0.17,1.0,0.3,0.2,0.4,0.3,1.0,0.0,TwoStageBetween,0.5082,0.5217,1,0.5975
24,7-TwoStageMixtureNoScaling,exp_59,1.0,0.4132,0.6,0.21,0.0,0.62,0.18,0.4,0.41,1.0,1.0,TwoStageBetween,0.4956,0.6368,1,0.0873
25,7-TwoStageMixtureNoScaling,exp_46,1.0,0.1542,0.5,0.48,1.0,0.79,0.1699999999999999,0.5,0.81,0.0,1.0,TwoStageBetween,0.5082,0.4784,1,0.2307
26,7-TwoStageMixtureNoScaling,exp_37,1.0,1.0214,0.4,0.7,0.0,0.32,0.2,0.6,0.79,1.0,1.0,TwoStageBetween,0.5071,0.5453,1,0.7965
27,7-TwoStageMixtureNoScaling,exp_84,0.0,0.4362,0.5,0.29,0.0,0.8099999999999999,0.22,0.5,0.61,0.0,0.0,TwoStageBetween,0.5077,0.5335,1,0.5443
28,7-TwoStageMixtureNoScaling,catch_3,0.0,0.3164,0.5,0.38,1.0,0.6799999999999999,0.58,0.5,0.19,1.0,0.0,TwoStageBetween,0.4757,0.2854,0,0.8733
29,7-TwoStageMixtureNoScaling,exp_73,1.0,0.3537,0.6,0.2,1.0,0.6799999999999999,0.4,0.4,0.8,1.0,1.0,TwoStageBetween,0.4907,0.6601,1,0.6345
30,7-TwoStageMixtureNoScaling,exp_78,1.0,1.2922,0.5,0.2,1.0,0.6799999999999999,0.4,0.5,0.8,0.0,1.0,TwoStageBetween,0.4843,0.6859,1,0.1238
31,7-TwoStageMixtureNoScaling,exp_57,1.0,0.1645,0.6,0.21,1.0,0.62,0.18,0.4,0.41,1.0,1.0,TwoStageBetween,0.5084,0.4861,0,0.0855
32,7-TwoStageMixtureNoScaling,catch_5,0.0,0.1848,0.5,0.49,1.0,0.43,0.32,0.5,0.4,1.0,0.0,TwoStageBetween,0.4944,0.3568,0,0.7201
33,7-TwoStageMixtureNoScaling,exp_45,1.0,1.9064,0.4,0.48,0.0,0.79,0.1699999999999999,0.6,0.81,1.0,1.0,TwoStageBetween,0.5083,0.5182,1,0.9151
34,7-TwoStageMixtureNoScaling,exp_101,1.0,0.2121,0.4,0.38,0.0,0.6900000000000001,0.49,0.6,0.58,1.0,1.0,TwoStageBetween,0.5005,0.6085,1,0.2839
35,7-TwoStageMixtureNoScaling,exp_113,0.0,0.8098,0.6,0.22,1.0,0.79,0.42,0.4,0.49,1.0,0.0,TwoStageBetween,0.5066,0.5535,1,0.2181
36,7-TwoStageMixtureNoScaling,exp_69,0.0,0.7411,0.4,0.51,0.0,0.52,0.42,0.6,0.72,1.0,0.0,TwoStageBetween,0.5003,0.6098,0,0.1452
37,7-TwoStageMixtureNoScaling,exp_115,1.0,1.7234,0.6,0.22,0.0,0.79,0.42,0.4,0.49,1.0,1.0,TwoStageBetween,0.4812,0.6967,0,0.0965
38,7-TwoStageMixtureNoScaling,exp_74,0.0,0.6938,0.5,0.2,0.0,0.6799999999999999,0.4,0.5,0.8,0.0,0.0,TwoStageBetween,0.4843,0.6859,1,0.3109
39,7-TwoStageMixtureNoScaling,exp_43,1.0,0.6713,0.6,0.48,0.0,0.79,0.1699999999999999,0.4,0.81,1.0,1.0,TwoStageBetween,0.5028,0.5918,1,0.7801
40,7-TwoStageMixtureNoScaling,exp_90,0.0,0.1966,0.5,0.38,0.0,0.4,0.3,0.5,0.5,0.0,0.0,TwoStageBetween,0.508,0.5279,0,0.3955
41,7-TwoStageMixtureNoScaling,exp_89,0.0,0.3845,0.6,0.38,1.0,0.4,0.3,0.4,0.5,1.0,0.0,TwoStageBetween,0.5077,0.4644,0,0.2809
42,7-TwoStageMixtureNoScaling,exp_8,1.0,0.1433,0.5,0.29,1.0,0.5,0.18,0.5,0.7,0.0,1.0,TwoStageBetween,0.5045,0.577,0,0.0946
43,7-TwoStageMixtureNoScaling,catch_7,1.0,1.4182,0.5,0.48,1.0,0.52,0.21,0.5,0.28,1.0,1.0,TwoStageBetween,0.4649,0.2548,0,0.325
44,7-TwoStageMixtureNoScaling,exp_29,0.0,0.6746,0.4,0.17,0.0,0.3,0.2,0.6,0.3,1.0,0.0,TwoStageBetween,0.4979,0.6241,1,0.6621
45,7-TwoStageMixtureNoScaling,catch_0,0.0,0.1637,0.5,0.72,1.0,0.3,0.2,0.5,0.19,0.0,0.0,TwoStageBetween,0.462,0.2475,0,0.3969
46,7-TwoStageMixtureNoScaling,exp_18,0.0,0.2104,0.5,0.17,0.0,0.8300000000000001,0.43,0.5,0.28,0.0,0.0,TwoStageBetween,0.5075,0.538,0,0.1452
47,7-TwoStageMixtureNoScaling,exp_47,0.0,0.6302,0.4,0.48,1.0,0.79,0.1699999999999999,0.6,0.81,1.0,0.0,TwoStageBetween,0.4964,0.3672,0,0.1054
48,7-TwoStageMixtureNoScaling,exp_91,0.0,0.1512,0.6,0.38,0.0,0.4,0.3,0.4,0.5,1.0,0.0,TwoStageBetween,0.4992,0.6164,1,0.2254
49,7-TwoStageMixtureNoScaling,exp_107,0.0,0.2249,0.6,0.4,0.0,0.3,0.21,0.4,0.78,1.0,0.0,TwoStageBetween,0.4828,0.6912,0,1.2303
50,7-TwoStageMixtureNoScaling,exp_35,1.0,0.1686,0.6,0.7,0.0,0.32,0.2,0.4,0.79,1.0,1.0,TwoStageBetween,0.5054,0.5675,1,0.6964
51,7-TwoStageMixtureNoScaling,exp_116,1.0,1.0549,0.5,0.22,0.0,0.79,0.42,0.5,0.49,0.0,1.0,TwoStageBetween,0.5024,0.5949,0,0.2395
52,7-TwoStageMixtureNoScaling,exp_58,1.0,0.1797,0.5,0.21,0.0,0.62,0.18,0.5,0.41,0.0,1.0,TwoStageBetween,0.5081,0.5245,0,0.1066
53,7-TwoStageMixtureNoScaling,exp_82,0.0,0.3733,0.5,0.29,0.0,0.8099999999999999,0.22,0.5,0.61,0.0,0.0,TwoStageBetween,0.5077,0.5335,0,0.7074
54,7-TwoStageMixtureNoScaling,exp_99,1.0,1.1883,0.6,0.38,0.0,0.6900000000000001,0.49,0.4,0.58,1.0,1.0,TwoStageBetween,0.4941,0.6442,0,0.1328
55,7-TwoStageMixtureNoScaling,exp_42,0.0,1.1723,0.5,0.48,0.0,0.79,0.1699999999999999,0.5,0.81,0.0,0.0,TwoStageBetween,0.5082,0.4784,0,0.1724
56,7-TwoStageMixtureNoScaling,exp_98,1.0,0.274,0.5,0.38,0.0,0.6900000000000001,0.49,0.5,0.58,0.0,1.0,TwoStageBetween,0.5067,0.552,1,0.2214
57,7-TwoStageMixtureNoScaling,exp_104,1.0,1.3089,0.5,0.4,1.0,0.3,0.21,0.5,0.78,0.0,1.0,TwoStageBetween,0.5022,0.5962,0,0.9427
58,7-TwoStageMixtureNoScaling,catch_8,0.0,0.227,0.5,0.32,1.0,0.5,0.37,0.5,0.22,0.0,0.0,TwoStageBetween,0.5012,0.3963,1,2.4362
59,7-TwoStageMixtureNoScaling,exp_20,1.0,0.6716,0.5,0.17,0.0,0.8300000000000001,0.43,0.5,0.28,0.0,1.0,TwoStageBetween,0.5075,0.538,1,0.3726
60,7-TwoStageMixtureNoScaling,exp_96,1.0,0.3544,0.5,0.38,1.0,0.6900000000000001,0.49,0.5,0.58,0.0,1.0,TwoStageBetween,0.5067,0.552,1,0.5325
61,7-TwoStageMixtureNoScaling,exp_30,1.0,0.8964,0.5,0.17,1.0,0.3,0.2,0.5,0.3,0.0,1.0,TwoStageBetween,0.5048,0.5737,1,0.6241
62,7-TwoStageMixtureNoScaling,exp_50,1.0,0.8888,0.5,0.32,0.0,0.82,0.6900000000000001,0.5,0.49,0.0,1.0,TwoStageBetween,0.5053,0.5687,0,0.8498
63,7-TwoStageMixtureNoScaling,exp_23,0.0,0.4661,0.4,0.17,1.0,0.8300000000000001,0.43,0.6,0.28,1.0,0.0,TwoStageBetween,0.5057,0.4351,1,0.1851
64,7-TwoStageMixtureNoScaling,exp_9,0.0,0.3637,0.6,0.29,1.0,0.5,0.18,0.4,0.7,1.0,0.0,TwoStageBetween,0.5073,0.5426,0,0.1969
65,7-TwoStageMixtureNoScaling,exp_40,0.0,0.4396,0.5,0.48,1.0,0.79,0.1699999999999999,0.5,0.81,0.0,0.0,TwoStageBetween,0.5082,0.4784,0,0.2182
66,7-TwoStageMixtureNoScaling,exp_22,0.0,1.2121,0.5,0.17,1.0,0.8300000000000001,0.43,0.5,0.28,0.0,0.0,TwoStageBetween,0.5075,0.538,1,0.8177
67,7-TwoStageMixtureNoScaling,exp_10,1.0,0.1419,0.5,0.29,0.0,0.5,0.18,0.5,0.7,0.0,1.0,TwoStageBetween,0.5045,0.577,1,0.6488
68,7-TwoStageMixtureNoScaling,catch_2,0.0,0.4717,0.5,0.6,1.0,0.4,0.22,0.5,0.38,0.0,0.0,TwoStageBetween,0.4941,0.3553,0,0.125
69,7-TwoStageMixtureNoScaling,exp_64,1.0,0.8594,0.5,0.51,1.0,0.52,0.42,0.5,0.72,0.0,1.0,TwoStageBetween,0.5069,0.549,1,1.1102
70,7-TwoStageMixtureNoScaling,exp_11,1.0,0.1117,0.6,0.29,0.0,0.5,0.18,0.4,0.7,1.0,1.0,TwoStageBetween,0.4838,0.6874,1,0.998
71,7-TwoStageMixtureNoScaling,exp_76,1.0,0.5211,0.5,0.2,0.0,0.6799999999999999,0.4,0.5,0.8,0.0,1.0,TwoStageBetween,0.4843,0.6859,1,0.7
72,7-TwoStageMixtureNoScaling,exp_55,1.0,0.6156,0.4,0.32,1.0,0.82,0.6900000000000001,0.6,0.49,1.0,1.0,TwoStageBetween,0.5081,0.4755,0,0.5297
73,7-TwoStageMixtureNoScaling,exp_61,0.0,0.1445,0.4,0.21,0.0,0.62,0.18,0.6,0.41,1.0,0.0,TwoStageBetween,0.5059,0.5626,1,0.8959
74,7-TwoStageMixtureNoScaling,exp_4,0.0,0.2772,0.5,0.49,0.0,0.8300000000000001,0.53,0.5,0.79,0.0,0.0,TwoStageBetween,0.5066,0.5527,0,0.6064
75,7-TwoStageMixtureNoScaling,exp_72,1.0,0.4645,0.5,0.2,1.0,0.6799999999999999,0.4,0.5,0.8,0.0,1.0,TwoStageBetween,0.4843,0.6859,0,1.1958
76,7-TwoStageMixtureNoScaling,exp_33,1.0,0.1091,0.6,0.7,1.0,0.32,0.2,0.4,0.79,1.0,1.0,TwoStageBetween,0.5035,0.4145,0,0.3462
77,7-TwoStageMixtureNoScaling,exp_70,0.0,0.2681,0.5,0.51,1.0,0.52,0.42,0.5,0.72,0.0,0.0,TwoStageBetween,0.5069,0.549,0,0.3868
78,7-TwoStageMixtureNoScaling,catch_16,0.0,0.239,0.5,0.37,1.0,0.78,0.6799999999999999,0.5,0.32,0.0,0.0,TwoStageBetween,0.5073,0.4569,0,0.2408
79,7-TwoStageMixtureNoScaling,exp_93,1.0,1.3979,0.4,0.38,0.0,0.4,0.3,0.6,0.5,1.0,1.0,TwoStageBetween,0.5029,0.5905,0,0.6059
80,7-TwoStageMixtureNoScaling,exp_38,1.0,0.8814,0.5,0.7,1.0,0.32,0.2,0.5,0.79,0.0,1.0,TwoStageBetween,0.5082,0.4795,0,0.6884
81,7-TwoStageMixtureNoScaling,exp_41,1.0,0.0617,0.6,0.48,1.0,0.79,0.1699999999999999,0.4,0.81,1.0,1.0,TwoStageBetween,0.506,0.4388,0,0.604
82,7-TwoStageMixtureNoScaling,exp_112,0.0,0.2226,0.5,0.22,1.0,0.79,0.42,0.5,0.49,0.0,0.0,TwoStageBetween,0.5024,0.5949,1,0.1104
83,7-TwoStageMixtureNoScaling,exp_51,1.0,0.0901,0.6,0.32,0.0,0.82,0.6900000000000001,0.4,0.49,1.0,1.0,TwoStageBetween,0.4913,0.6574,1,0.1072
84,7-TwoStageMixtureNoScaling,exp_66,1.0,0.1757,0.5,0.51,0.0,0.52,0.42,0.5,0.72,0.0,1.0,TwoStageBetween,0.5069,0.549,1,0.3917
